mag_and_cluster	MPA295_1	MPA295_2	NPA247_1	NPA247_2	MPA314_1	MPA314_2	NPA267_1	NPA267_2	MFL295_1	MFL295_2	NFL247_1	NFL247_2	MFL314_1	MFL314_2	NFL267_1	NFL267_2
MAG_1194_33;ranthipeptide	0.9595478028901918	0	0.18532929519555727	0	0	0	0	0	0.1702946988434784	0.2762679476785922	0.6573836758649096	0.5591185067567029	0.4902233157510793	0.9215282155265921	0	0
MAG_773_22;phosphonate	0	0	0	0.3654695775377321	0	0	0	0	0.9022681176842424	1.1608107284226428	0.5194790668799487	0.5863678993281588	0.2132476585362237	0.44736278737605245	0	0
MAG_335_6;terpene	0	0	0	1.5266243169993845	0	0	0	0	0.6286871139296434	0.26519682874147316	0.33864808696138693	0.22228978434767177	0	0.1811752906689401	0	0.7590022587595711
MAG_109_35;NRPS-like	0	0	0.21249916491796358	0	0	0	0	0.32567549574832466	0.7534161563205718	0.82335076970802	0.27545361410755015	0.5272031844858299	0.36492188043078827	0.15609062528349257	1.0052608901374378	0.5293101747551179
MAG_864_15;RRE-containing	0	1.055870172231909	0.27101720803428514	0	0	0.36082012846282213	0	0	0.9673620269447455	0.8930382383199882	0.09245269818907648	0.2931540237563127	1.4391342341086693	1.6846241529980897	0	0
MAG_1220_19;terpene	0	0	0	0	0	0	0	0	0.548396054390485	1.1509845107534458	1.2893113421158293	1.327234562759585	0.2034172634291823	0.9894256382505054	1.1751467623260927	1.0109531146702055
MAG_773_37;RiPP-like	0	1.3043982120850377	0	0	0	0	0	0	1.2852223532949205	1.463312932919742	0.521714715010627	1.5380101411856533	0.21037330895010667	1.3874466985258167	0.12242598966397068	0.09050429226862745
MAG_22_6;betalactone	0	0	0	0	0.6023043286214242	0	1.089126270589424	0.34819909211269323	0.5267584113019007	0.9423392295466873	0.4224563716615532	0.4943858982924712	0.1701615167293834	0	1.9668232439707378	1.5185608847241847
MAG_864_30;ladderane	0	0.46856923378149334	0.8062889228829888	2.0838931747931193	1.236689346744176	1.723325325463129	0	0	0.7743633332276006	1.0319633374864696	0.8968888359564764	0.24512063524014724	1.2799236590513163	1.9558997498704918	0	0.12040277444093855
MAG_109_5;NRPS	0	1.5804225899098918	1.182848685864606	0	0	0	0.03672632938008047	0.6082954280924602	1.1443852791856033	1.7911844679641924	0.9236555883864586	1.3444830213263617	0.4588227740881597	0.7101803429320495	2.153931734046345	1.9935968769639623
MAG_545_2;terpene	0	1.2852196480111884	1.2691098549944475	1.2471388576272973	0.7541694942330137	1.3462758436585522	0.31347052738112324	0.5046375531543189	1.1079497140139907	1.2959511423463361	0.9222158125322234	1.1989940044094443	1.455513226378486	0.9422442306420735	2.0673338308841074	1.581705816895298
MAG_224_2;resorcinol	0	0	0.7469973334162437	0	0	0	0	0.12918193034047104	2.5072381499683796	2.283341846633379	1.0685216151683123	1.1757377706712806	1.6661601048308188	0.7237529469436159	1.4980121155636321	1.5458149047836054
MAG_22_1;ranthipeptide	0	0	0.6852505554058397	0	0	0	0.9343689699972891	1.0597747693953452	1.1694509223663694	1.1988301594895987	1.054971190602667	0.8935026041686739	0.5335904077593495	0.10940670089517947	2.2925799468210477	2.8566399956961184
MAG_1208_67;ladderane	0	0.5623256987288506	0.9467252019406759	0.5956475697234643	0	1.5246610239960652	0.9959273577956305	0	1.7364389028632785	1.2804187561544402	1.8007988366059828	1.1380030645748278	1.629113483675005	2.8450380972489957	0.2312049826512585	0.20747113566779174
MAG_352_7;RRE-containing	0	0	1.1494092179349802	0	0.44720940107139895	3.1275676562899632	0	0	0	0.5361464212645849	0.2562420200016076	0.0573143908432345	1.7218293882634512	2.8936554607085956	0	0
MAG_335_14;T3PKS	0	0.5387706415834081	2.0050292686356292	0	0	1.2487277652513844	0	0	1.9818323078926057	1.656424567127875	2.154803248381586	2.605617574653931	0.3290095889260291	0.792404638178833	1.28117617486872	1.5795820663810713
MAG_773_1;redox-cofactor	0.6600132422267814	0.7970465390120307	0.9168943086367443	1.2666355295474805	0.575739585600373	0	0.21928162244159496	0	3.3875934474908407	3.3032338888102237	2.8220784787193827	2.839684974816834	2.5017236464060875	2.373735313791932	1.8741482502405113	0.9785800003468819
MAG_1208_5;RRE-containing	0	1.349376872589278	1.0817619411383168	2.704757799867546	2.210601494606014	2.855757443314548	0	0	1.2828112412823862	1.5871493815859048	2.7942198187795184	2.3206979510298313	2.8252883012033516	3.5160089490583815	0.9958828366920535	0
MAG_864_3;acyl_amino_acids	0.4450653065777629	1.3427182839207417	1.4099752347021874	0	1.4543959011247303	1.5687640590173046	0	0	2.1370917690076285	2.142164971707625	2.4982906490982337	2.434752123670755	3.4165477104002213	3.957382238648294	0.5372014988284376	0
MAG_959_1;NRPS-like	3.1325841720136376	0	1.8813715694357862	0	2.3094503098679295	2.6008907804367873	0	0	2.476167028163053	2.7996392850927005	2.664839430308948	3.750969543860476	2.708149769590007	2.8478858337368655	2.1027915248732794	1.2111961919416339
MAG_395_21;terpene	2.3192341386685533	2.327817003326166	1.676504886585659	1.6766031828044468	1.651239144133919	0.6454862629074445	1.8541578692170013	1.4435031754716168	3.5498320131019465	3.6717094070923357	2.6061182037610022	2.3898293040168674	2.4119590446023085	1.9476977433384235	3.146052722016777	2.70693170096987
MAG_945_1;betalactone	1.9133543191072087	1.3292721574257271	2.919420381475902	2.3158435909300166	2.8460611023922637	3.3884370300083972	0.970456719873459	1.267792142560089	1.304079888660864	1.0314265391888218	3.4457184742893365	3.0688365153762636	3.0355694679716487	3.7088552253180618	2.761504186013796	2.3358139001057863
MAG_1208_7;T1PKS	1.2449245651964012	1.938279149271438	2.4387282346082406	1.9294402492624418	2.495057042874226	3.38983493167793	1.0305566541934705	0.13015425659014201	2.4500553215292826	1.7229596190670038	2.946602774601029	2.714284766737546	3.1733630040767182	4.6093046484391484	0.5102889111413108	0.43580106168146504
