MPA103_1	MPA103_2	NPA148_1	NPA148_2	MPA198_1	MPA198_2	NPA200_1	NPA200_2	MPA234_1	MPA234_2	NPA237_1	NPA237_2	MPA295_1	MPA295_2	NPA247_1	NPA247_2	MPA314_1	MPA314_2	NPA267_1	NPA267_2	MPA900_1	MPA900_2	NPA900_1	NPA900_2	MFL103_1	MFL103_2	NFL148_1	NFL148_2	MFL198_1	MFL198_2	NFL200_1	NFL200_2	MFL234_1	MFL234_2	NFL237_1	NFL237_2	MFL295_1	MFL295_2	NFL247_1	NFL247_2	MFL314_1	MFL314_2	NFL267_1	NFL267_2	MFL900_1	MFL900_2	NFL900_1	NFL900_2
0	0	1.7291078756220566	1.7835801115855157	0	0	1.6244901848401756	1.132830686313779	0	0	1.6526533339220137	0.8356275468775946	0	0	2.1066524888731517	2.1383965588923184	0	0	3.1390629513099375	2.660284694111752	0	0	2.8320545060599445	0.866088426538409	0	0	0	0	0	0	0.17909432786082946	0	0	0	0.13733046153347855	0.3789434114664216	0	0	0	0	0	0	0.42739553213839854	1.3572245240856122	0	0	0	2.0859445538926793
0	0	0	0	0	0	0.05777028694946106	0	0.9580313649241625	1.2063461744874453	0.6041601725810585	0	1.671013125616728	1.9466676095815183	2.5048560902141443	1.5110962653853175	2.4905845267134774	2.845411245183417	2.5297570389404593	1.7928546923238489	0	0	1.4799373318761269	0.6805130877462681	0	0	0	0	0	0	0	0	0	0.875225680923571	0.2719531505309429	0.11535412399196994	0.6194574762182481	0.36057904551821324	1.4603769843987473	0.912813672132742	0.8573464448776825	0.7798727805248263	1.0269488065783672	1.1717256913905114	0	0	0.6432709333146682	0.6604957902670453
0.5968374276402819	1.1972185502973702	1.9607020782575622	0.8264305090495536	0	1.2082068500057745	0.266500088687684	0	0	0.8883997190778081	0.11487343758997572	2.392957365323242	1.2623724725936356	0.9753143207587938	0.19408521332649528	0	2.5885243186596707	1.0301729830021125	1.2505011398437629	0.2575955732366672	1.5109397376850666	1.7883667267792047	0.483779371273946	1.480918849676877	0	1.0932585858492436	1.6178467167411685	1.6824820157992573	0.15762368330205304	0.7667219702521337	0.5380924651978394	0.051701372274541864	1.168250747420168	0.22844462424573767	0	0	0.7173093008688549	0.3236661973370089	0	0.05900214984761141	1.8484856523271118	0.13489413867301933	0.5660463712685593	1.0669237178182316	2.3239889719126956	2.4507498696124315	0.8988697689782139	1.0604668620457898
0	0	0	0	1.0377841308595126	0	0	0	2.6191220339341332	1.9714068162532175	0.17205942175998012	1.00910172158174	0	1.9380388862946065	1.0926554120892815	1.8449361639633004	2.01000441291459	2.7375128539058995	1.967077637360433	1.6249976764334844	0	0	0.4945415408315076	1.3237501505462381	0	0	0	0	0	0	0	0	0	0	0.21166045085743865	0.3140076014588094	0	0	0.5190329258888189	0.5045059652066368	0	0.36843393589066953	0	0	0	0	0.5972137096899315	0
0	1.1128207124934222	0	0	2.7035084948018993	3.3952861160523753	0	0	1.4980379261042904	2.5501651124639975	0	0	2.1361301685625826	2.5779661170242854	0	0	0.5720074285177988	0	0.6826738275096483	1.673180394068083	0	0	1.2368216064976196	1.133793906934965	0.4726325273602128	0	0.3544638035046014	0	1.3262856294509393	1.3130310572772783	0	0	0.9680472435228844	0.32073495755194564	0.20310057469682694	0	0	0.44668015293923174	0.6805690511568954	0.3700101382068832	0	0	1.2375966560645775	1.4375126878739601	0	0	1.3169171279379075	1.8012215240037903
0	0	0	0	0.5909022659054189	0	0	0	0.9580313649241625	0	2.0756349704956687	1.8551093913886156	1.2783002279190496	1.7054711351848337	2.6794967345259137	2.6354473966559753	1.9039991070094677	1.3729619777363424	1.428087135650359	1.387280115868456	0	0	0.44817017034361484	0.3970601399727779	0	0.17662333666888708	0	0	0.4585811171172277	0.48768275300267266	0.4416022183200508	0	0	0.4218509740646904	1.3383453574915989	1.4776935384141985	1.3505979260669831	1.6424726726611807	1.5910624860314813	1.5269318425937772	1.6234778274166228	1.4918139236689483	0.7571194360735148	0.5553318829721051	0	0	0	0.4847903578315956
0	0	0	0	0.366831468306945	0	0.48339476469605536	0.5679233600329329	1.5118149425850473	1.2122721697153158	1.005897491575955	0.6138343865849601	2.609151996083727	2.514097650459549	2.004830141584716	2.171436973031765	2.548206419923788	1.4450833010900137	0.5581820962437389	0.19911461503990763	0	0	0	0	0	0	0	0	0.4947604247718254	0.41780236772517665	0.18531896716142873	0.24570405247119753	0	1.8082687159785042	0.9681948629242869	1.2300261856708479	3.065729672856574	2.798985307510302	1.401174635410001	1.6646913266726757	1.993943006082652	2.036007898614353	0.6045061463288217	0.09722785415122542	0	0	0.09468365162423793	0
0	0.3745291843760611	1.3269121015446035	1.342156831603548	1.5008453325572482	1.3061881481828237	0.2289683330117465	0.13381648306033186	1.915786939852117	1.6526068544563925	0.11302324950832078	0.44178265476573597	0.808847235299429	1.7229346256457299	0.10009471736956371	0	0.41535738013572265	1.6582420782086318	0.5027360058635806	0.6240287941193835	1.3375581578296376	0.8545453158527561	0.8866792190375408	0.42345549417829886	0.1836097805194999	0.2988058576234712	0.8536095712965179	0.7878510756483743	1.4121141679062539	0	0.06459176452178869	0.07532648125008716	1.7280286210806524	0.4084904309669213	0.10676950312174356	0.1624026053973697	1.8339143341833202	0.9661961192041408	0.3216749170117219	0.08582296732021641	0.7127450937994022	0.6161227532394284	0.6690647144658346	0.5516961697864096	1.4426042084800919	0.5736785628580935	0.46110309441285763	0.40949901888235524
0	0	0	0	0	0.7484991203124567	0	0	1.2574202965043004	1.1109584015967708	0	0.4968336685984732	0.946985056844242	1.4195717196573114	2.206054511728831	1.045171606344137	2.403894194940327	2.2740736273597606	2.147991002543614	1.8456774512878797	0	0	0.6342730411755372	0.9270175870203852	0	0	0	0	0	0	0	0	0.17996677477711684	0.16776417950393385	0	0.1929239436749888	0.4682663037116078	0.20430584176562902	0.9284729456410823	0.5998638555737358	0.45463676792051205	0.4803856594329394	1.1528761787934467	0.3951342250560416	0	0	0.6142817369999564	0.07828005563008424
0	0	2.235060863338868	2.5732502791592395	0	0	0.23881700280739326	0.6421941872559771	2.479085244859177	0	0.3194241553605446	1.6472854076520869	0	0.9941389764704912	1.2944009064464488	0	0	0	2.103002461264851	1.3150687891419122	0	0	1.5783694246940658	1.875990694318531	0	0	0.8496898628289759	1.562328151956109	0	0	0	0	0	0	0	0	0.49989400121750666	0	0	0	0	0	0	0	0	0	0	0.8816030662538542
0	0	1.4754192155750325	1.6822932861239812	0	0	0.5980686601242059	0.7055463431071044	0	0	1.1891047709931892	0.5851496287855558	0	0	1.637984991933493	1.3958176992044176	0	0	2.70993559418659	2.7932035833653726	0	0	3.2122874334076235	0.984836254555934	0	0	0	0.12222384587203343	0	0	0.2764336690378858	0	0	0	0	0	0	0	0	0.06885039094438807	0	0	0.2811492755196501	1.1986321207137836	0.11903845082479322	0	0.2705085402456766	0.906588860278826
0	0	3.219029542759868	3.413295872987725	0	0	2.03611882529993	0.33442410123511335	1.4382034913325048	0	0	1.8789253597967466	0	0	1.3660782111350431	0	0	0	2.740497417002082	2.1052881115393434	0	0	0	0	0	0	1.596542479725548	0.6453856394620856	0	0	0	0	0	0	0	0	0.45231468269778974	0	0	0	0	0	0	0	0	0	0	0
1.8773398761141464	1.2756757800363545	0	0	2.6196000351579336	1.9800092093023007	0	0	1.209143033651792	1.8329872585489897	0.0926873839788485	0	1.186066303816332	1.6435721065239244	0.7867452030066524	0.5241242632350546	0	0	1.1380787819767786	0.8282245701752224	0	0	0.5079358669713312	0.8864068118738685	0.5516539244625052	0.054990042191862556	0	0.08474889286158827	0.76906935354671635	0.8274548725458241	0	0	0.19969453005264537	1.008105226110267	0.059182526544312455	0.13376032092209159	0.349541537235032	0	0.5832808228268209	0.3278003364082296	0.09464284108445487	0	1.3391940770735171	1.1715931618341993	0	0	1.2013318645008941	1.3545902918445
0	0	0	0	0	0	0	0	1.1674356723147405	1.6679845213195106	0.1418809877555588	0.24924984502418385	1.4286283992809323	1.819996606491977	1.6141284665309268	0	2.320786872971404	2.1599189402948156	2.062504842859432	1.2741146046473828	0	0	0.9393418299900607	0.8515770634723958	0	0	0	0	0.1937500379984199	0	0	0	0	0	0	0.1395544861720958	0	0	0.6406522093345961	0.6878434798605166	0.2712633109763879	0.16623110745676192	0.5266988491318514	0.2934518470370278	0	0	0.15344840386983916	0.25195272724823065
0	0	1.3556822178551524	1.369234125132487	0	0	1.0617179298434267	0.2869546952760219	0	0	1.0560022367474646	0.5730351458371663	0	0	2.148910167975353	1.0887159891966554	0	0	3.3359266657988	2.81866463292036	0	0	2.551830134753474	0	0	0	0	0.5646535594701092	0	0	0.1439981496032599	0	0	0	0	0	0	0	0	0.06704017747753105	0	0	0.14661940807107668	0.8747129926606358	0	0	0.562735138392294	0.3304302066076008
1.4899051493595399	0	2.240826909522656	2.8316080371163634	0	0	0.43888110289750787	0	0	0	0.5702358896123577	2.0361430544488126	0	0.7696814993887826	2.1058130649586375	0	0	0	2.1625664697474156	2.329871442494751	0	0	0	0.561129629256776	0	0	0	0	0	0	0.6932182244224002	0	0	0	0	0.6318266359604802	0	0	0	0	0	0	0	2.374466812160631	0	0	0	1.4750744433293568
0	0	1.2430282114670734	1.617503933961982	0	0	1.2678177520293519	1.1924180037583991	0	0	0.6954681000532299	0	0	0	1.8908162427859923	2.5885574144098453	0	0	2.6000909572481303	2.261472000494675	0	0	2.098975951557031	0	0	0	0	0	0	0	0.18541059934922993	0	0	0	0	0	0	0	0	0	0	0	0.712212937712767	1.3769600919408094	0	0	0	1.0899875233188197
1.579914983186811	1.1575791228374268	0	0	1.8841452977986584	1.7793738110666768	0	0	2.130536955011508	1.5269498521800355	0	0	0.6916270776440526	1.9553967396531944	0.5153607511458377	0	0	0	0.9434721606849512	1.047214381146228	0	0	1.0846810614701883	0.7540332745027529	0.4979883946819517	0.3688521818097923	0	0	1.440873637395027	0.8966395691717639	0	0	0	0.3392701457725699	0.39278496992739365	0	0	0	0	0.3239817849799789	0	0	1.5008666263800556	0.9986241078009124	0	0	0.981150160739878	0.5424669218697209
0	0	1.5245467888859086	1.9583508791939408	0	0	1.2357993799186122	0.44295755573395357	0	0	1.0313124651867185	0	0	0	1.7950153086966285	1.6351189305006768	0	0	2.398930794885155	2.3828851656452876	0	0	2.2952428866851946	0	0	0	0.43976081614130685	0	0	0	0.28113450128828843	0	0	0	0.07054726188171931	0	0	0	0.19143072701771519	0.05650621907771316	0	0	0.7539362912883222	1.6424766885719555	0	0	0.11927209304835928	0.3630572485662903
0	0	0	0	0	0.5799207282008252	1.4451364406521925	1.8583308779071472	1.2141162603012352	1.1939046032765002	0.9030568802110482	0.37435248330708026	1.5721990345673298	1.5249488146107881	1.2138584660911715	1.006017533239599	1.6503708524209808	0.8950716458022177	0.8479686269164102	0	0	0	0	0	0	0	0	0	0	0.5274632826520642	1.8104383812742777	1.3273902589186162	0	0.64299116442677	0.43000739714202985	1.0194501538797602	1.8845552567124975	1.9294439812395252	1.0196777012637575	1.0298829208374431	1.0558675517049232	1.263637798042679	0.24532541733439636	0.12818711014649486	0	0	0	0.10876918676379489
1.3004271911515057	1.2585034002604327	0	0	1.9169874858926783	2.2548096497095886	0	0	0	2.062763011386443	0	0	2.0678855107442393	2.3033804114898984	0	0	0.761990695421339	0	0	0.4952092761377255	0	0	1.0329795545210718	0.5765642685246597	0	0.4813027149244339	0	0	0	0.6959736775973469	0	0	0	0.875225680923571	0	0.12259117024155027	0	0.2451884905442242	0.5432857456790179	0.5475958215072652	0	0	1.594263810968961	1.2167097768241364	0.21115898102095193	0	1.1526162391232362	0.4847903578315956
0	0	0.051214664918025676	0	0	0	0.37099102609981577	0.5779957094578511	1.2913766042979022	0.8247711240755138	1.0857667860297047	1.7143989457348576	0.882852696188833	1.2427150928327049	1.9917540818638153	2.2517846436961944	1.1347536236993652	0.8286895187780324	0.9112443076529542	0.8395121742487797	0	0	0	0	0	0.06150563169463454	0	0	0	0.26971920348480927	0.5476917249609485	0.3724561130240195	0	0	1.1159697509695115	0.7905140213896245	1.0239737148217714	0.9542662172294764	0.6616701617131515	0.9363951520867806	1.118670995425857	0.9617066177750457	0.5908319968077436	0.3553616701753513	0	0	0.11205090545408192	0.2679485272079677
0	0	0	0	0	0	0	0	1.9749599249136003	1.9501430845311558	0.49534073288685654	0	0	2.1101828248449275	1.8931195399575986	1.7133989283165465	1.3240458083433693	1.567553034667022	1.0115406588399558	1.4096588381093447	0	0	0	0	0	0	0	0	0.37124212585856803	0	0	0	0	0.8550653082899332	0.3382142607725776	0.6651040980599312	0	1.3910275422730822	0	0	0	0	0	0	0	0	0	0
1.2692176455595305	0.8070741256595508	0	0	2.0971284491194755	1.7144425541484007	0	0	0.7203324709787899	1.6293086519343551	0.05305908026917966	0	1.8089497860780361	1.3757414316858996	0.3246439894262404	0	0.9713195885308736	0	0.26042634467697323	0.8395121742487797	0	0	1.1719102325875785	0.3921760620136777	0.31271788586071925	0.6014015113822152	0	0	0.9863096173462196	0.6019038343802696	0	0	0.5562386806698872	0.20682593046149161	0.24190269950243554	0.05215083081019617	0.1721149596690522	0.15792802446497564	0.6093779008951853	0.39858599692030316	0	0.22998822614959416	0.9831792411315856	1.286787782718579	0	0	1.161130429347913	0.889524748973564
