mag_name	MPA103_1	MPA103_2	NPA143_1	MPA198_1	MPA198_2	NPA200_1	NPA200_2	MPA234_1	MPA234_2	NPA237_1	NPA237_2	MPA295_1	MPA295_2	NPA247_1	NPA247_2	MPA314_1	MPA314_2	NPA267_1	NPA267_2	MPA900_2	MPA900_1	NPA900_1	NPA900_2	MFL103_1	MFL103_2	NFL143_1	NFL143_2	MFL198_1	MFL198_2	NFL200_1	NFL200_2	MFL234_1	MFL234_2	NFL237_1	NFL237_2	MFL295_1	MFL295_2	NFL247_1	NFL247_2	MFL314_1	MFL314_2	NFL267_1	NFL267_2	MFL900_2	MFL900_1	NFL900_1	NFL900_2
MAG_112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008326143267387792	0.010456175169584407	0	0.0029239039236952052	0.19177327326061763	0.16971169393531968	0.14741108253390392	0.15060388595500648	0	0	0	0	0	0	0	0	0	0	0	0	0.00381508161265552	0.002758995170139736	0.0014862054493543996	0	0.017948301252703337	0.018079233301565353	0.0010132976404976521	0.001494813309691361	0.24664955577329123	0.06809262905697261	0.2616884746345096	0.2812915917566231
MAG_1224	0	0	0	0	0	0	0	0	0	0	0	0.0030476614583188756	0.004040980529180671	0	0.0010708494360273989	0.021323396810396605	0.02747452679340394	0.008206120503293432	0.0075446311598885004	0.2690764946558817	0.19963648448666024	0.22850228760553343	0.23751900753525704	0	0	0	0	0	0	0	0	0	0	0	0.0019436509860466414	0.007656028676347008	0.0023072622222349523	0.002443390388980471	0.002202363017198227	0.019424670585422212	0.008046540586031282	0.004052684070946772	0	0.11914275082459237	0.03738815427326163	0.2666426376243917	0.15087904815766986
MAG_1627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005997980497323588	0.004410334162904379	0	0.001054840560026685	0.24068983105013514	0.2508045927813165	0.2584414572333762	0.2586255148142975	0	0	0	0	0	0	0	0	0	0	0	0	0.001049615261125733	0	0	0	0.005769351638737222	0.004873781508277012	0	0	0.3209309294186057	0.16057278248157458	0.3501441345521832	0.4034133179589704
MAG_334	0	0	0	0	0	0	0	0	0	0	0	0.006646406624216274	0.007174947989184889	0	0.001335269730455504	0.05808931463954077	0.0516353755711102	0.012670664023096755	0.013629404260179272	0.4428088493127218	0.3377179889209314	0.4720383702555034	0.4557118617295809	0	0	0	0	0	0	0	0.0016487165196691885	0	0.0014174497432962567	0	0	0.010501691202349102	0.0075977284252506825	0.0029706108632626886	0.001563962872247471	0.05120901733633961	0.051825115945392956	0.0011505021185532452	0.0021450944389576777	0.7067164995232527	0.23597298110633924	0.8038814765618243	0.7942991727933338
MAG_428	0	0	0	0	0	0	0	0	0	0	0	0.013589924242908035	0.014262802922679623	0	0.0011749778430975794	0.10070038107828794	0.07874275849021697	0.01682089910475907	0.014699947406971964	0.2701325515041068	0.28535143111599826	0.2667004955675632	0.2844156961482409	0	0	0	0	0	0	0	0	0.0017118963689089254	0.0015216092652362222	0.0027828785988911905	0.0022248892972033876	0.022777577153140084	0.017072643494784098	0.006647797349133853	0.004388556184991714	0.08824283759733573	0.07868075602290932	0.003929385841844549	0.008300900994312096	0.33823719245564743	0.10534785607769416	0.36833881771948773	0.3391525342692555
MAG_522	0	0	0	0	0	0	0	0	0	0	0	0.004868910295530198	0.004788633172873201	0	0	0.025503869773721537	0.022761197388753034	0.006042417769210298	0.003913123734898063	0.20962792128851837	0.17119301362116718	0.20062239520480343	0.20104502357445878	0	0	0	0	0	0	0	0	0	0.0012071600889851932	0	0	0.0016641251753003448	0.0012681020186585366	0	0	0.007432768411001788	0.007512838819286742	0	0	0.22566931887610167	0.0702159365711633	0.2699832049503425	0.2631460511003614
MAG_591	0	0	0	0	0	0	0	0	0	0	0	0.007063480382493247	0.00818911448510063	0	0.0014065888898634267	0.049410492678292825	0.04827736985575609	0.017511499764844986	0.010777515374374451	0.16638566054830273	0.12285362512846372	0.13774571114634632	0.1236852808653561	0	0	0	0	0	0	0	0	0.0020585984315027914	0.001266434732896427	0.0021742363342040784	0.0027543478988144125	0.007706078758740779	0.007976213267620538	0.006816917927433772	0.005013696890377192	0.054491120885821455	0.029300807798791496	0.0076837449781242415	0.0043967509092310425	0.23910473913225672	0.03944069857009969	0.39810455222434993	0.2768257527896654
MAG_616	0	0	0	0	0	0	0	0	0	0	0	0.0025590627041178716	0.0034474457243517114	0	7.763453959125143e-4	0.020480471037605398	0.022813695359673748	0.0035190771781933145	0.005664020110473773	0.46931109574976126	0.2947512071377267	0.4004111382908142	0.41553450777995005	0	0	0	0	0	0.0019427675045052622	0	0.0025677889064504877	0.0033308966991448434	0.0034693328989392957	0.00450181938804097	0.004517654813165985	0.03494929593325313	0.01346990315312406	0.01255854235203564	0.00933755997912137	0.09651149430066738	0.08072323667652243	0.008280606946671952	0.007322527735539626	0.9963882195856993	0.35763216365772366	1.222129990390592	1.0998276498174548
MAG_712	0	0	0	0	0	0	0	0	0.0014926865888543498	0	0	0.0021755897873577314	0	0	6.982511259333983e-4	0.00959723436352327	0.0089889877227823	0.0032269926539795404	0.003085333758991528	0.29648370419871767	0.23920544175059377	0.21593380745946728	0.19286362672643434	0	0	0	0	0	0	0	0	0.0016868267075468473	0	0.001819968252613684	0.0021079301533591826	0.0019732366873361456	0.006890280999365074	0.005158687660721156	0.0038393218625724203	0.041282746277859855	0.02415688765197424	0.004705937685298895	0.0024877420022205434	0.5073116730665055	0.0876513016941338	0.7459602420162695	0.6368418204132704
MAG_895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009713794959967154	0.009026727234905527	0	0.0034449356893330807	0.21438714161345254	0.21173400528424002	0.2045473324945968	0.19299501721501153	0	0	0.0013022758705654545	0.0016701133839162015	0	0	9.054022996088358e-4	0	0.001712666748671878	0.001763397001204267	0.001761732836988229	0.0013078308163323507	0.006720611315445733	0.0057065899983792835	0.0026033441570340113	0.0023243682619020736	0.0284772855743395	0.027121928679416187	0.0020532608165518716	0.0026549662559439075	0.41725644953155855	0.29153456705565495	0.424977013410238	0.42492440850055074
MAG_611	0	0	0	0	0	0	0	0	0	0	0	0.008176876043085389	0.005584070020185636	0	0.001058015703942909	0.03755462888998586	0.02566529645317816	0.006368145650345703	0.006306527982229557	0.09550820565045814	0.14771078816613345	0.22408095181704085	0.2584177564699012	0	0	0	0	0	0	0	0	0	0	0	0	0.0028286290541242026	0	0	0	0.0015885396025978984	0.007881918905878927	0	0	0.17182247548812704	0.6040662635489067	0.059007112942230114	0.09808730184689142
MAG_1170	0	0	0.006018099159762656	0.015279911295845942	0.017833127339065395	0.04479503807983651	0.06688129968754812	0.0651798217103942	0.050336610661572995	0.3976913170062536	0.6199260073914382	0.3685313501448639	0.4574455430272436	0.5453111049216643	1.0969892389018128	0.18583094999711508	0.16816655410105252	0.24739823778503173	1.1617087705666986	0	0	0	0	0.006136366930480338	0.008447954335682057	0.04668283101611294	0.04776972941722505	0.17358096890660357	0.08928141051282444	0.35859652252347535	0.535032362241088	0.8658159234881634	0.4517486412378191	1.6622567126457308	1.6711747625540814	0.6777780786496412	1.4289005869523577	1.0975862291156666	1.70696552283011	0.7615745054889188	0.8354189272613854	1.7556995554810937	0.949827127555167	0	0	0.0014487918940051016	0
MAG_403	0	0	0	0	0	0	0	0.003353605374075365	0.0019121304128826978	0	0	0.0652521851688055	0.05116164807255465	0.0032149096355368434	0.002669878001684104	0.2955937524102072	0.44047867593130974	0.023473314426441256	0.01752506797883319	0.3732541954621144	0.3856530183672159	0.20652840101146824	0.24306672036454813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003157127324632817	0.004597714792207425	0	0
MAG_996	0	0	0	0.001246978399169323	0.0054034169134221655	0.0015076305537133116	0.0013733535181951137	0.010702929757770952	0.0052279984695940565	0.01076380385466608	0.014829990085835704	0.7339855749457219	0.6701277395619835	0.2773141861844833	0.21796329291446395	1.513217718692665	1.4723813192994153	1.1329549696985954	0.7902527476914631	0.5619571020620237	0.7359208054102084	0.7088055459789664	0.6595830391963813	0	0	0	0	0	0	0	0	0	0.001254999159009987	0	0	0.008936337727935832	0.03611641904505684	0.02890270064618991	0.009193803174095854	0.06322439242354408	0.093178737166207	0.006448797535340087	0.01327058991521495	0.14586966956856048	0.09455878848965314	0.05598159043261354	0.04611773545834439
MAG_1425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005191383420432496	0.005551349705503367	0	0.0012699617570930259	0.022958988781407303	0.01827863130988389	0.03663115159260165	0.030298522755608903	0	0	0	0	0	0	0	0	0	0	0	0	0.0030442483702802937	0.001642259752948306	0.0010482022440293124	0	0.006290773229091457	0.01890113479938697	0	0	0.4205832903078868	0.7481364713302925	0.2677889396601024	0.3088148441253287
