mag_and_cluster	MPA103_1	MPA103_2	NPA148_1	NPA148_2	MPA198_1	MPA198_2	NPA200_1	NPA200_2	MPA234_1	MPA234_2	NPA237_1	NPA237_2	MFL103_1	MFL103_2	NFL148_1	NFL148_2	MFL198_1	MFL198_2	NFL200_1	NFL200_2	MFL234_1	MFL234_2	NFL237_1	NFL237_2
MAG_218_188;terpene	0	0	0	0	2.6495646846356546	0.8816245563571433	0	0	2.02381291992386	1.7789023584341996	0	0.08619014430806055	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1424_72;T1PKS	0	0	0	0	0	0	0.005823253423382146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_669_89;terpene	0	0	0	0	0	0	0.0177970451606174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_243_18;T1PKS	0	0	0	0	0	0	0.0072613709901303185	0	0	0	0.01638772785147144	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_772_19;RRE-containing	0	0	0	0	0	0	0.024541421281968304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_539_10;T1PKS	0	0	0	0	0	0	0.02508656843833398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1424_77;NRPS-like	0	0	0	0	0	0	0.025217448056724844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_658_18;NRPS-like	0	0	0	0	0	0	0.03471190833030898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_751_95;NRPS	0	0	0	0	0	0	0.034865483598716815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_723_20;NRPS	0	0	0	0	0	0	0	0.03869126749295161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1254_70;RRE-containing	0	0	0	0	0	0	0.04325226013153819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1424_21;NRPS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04614621747340578	0	0	0	0	0	0	0	0	0
MAG_1392_49;NRPS-like	0	0	0	0.051760500410498816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_921_80;RRE-containing	0	0	0	0	0	0	0.05574445660547843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_151_25;lassopeptide	0	0	0	0	0	0	0.06463154733142568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_262_68;terpene	0	0	0	0.06542952397593983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_243_1;hglE-KS	0	0	0	0	0	0	0.007316766814618778	0	0	0	0.05975562284578616	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_824_3;RRE-containing	0	0	0	0.07429389409074959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1149_240;RRE-containing	0	0	0	0	0	0	0.07470387052467374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1071_82;RRE-containing	0	0	0.08742240322666253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1528_25;betalactone	0	0	0	0	0	0	0.08747200295254699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_244_46;RRE-containing	0	0	0.08750086849272985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1305_57;betalactone	0	0	0	0.08891519580725248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_954_53;arylpolyene	0	0	0	0	0	0	0.09022954276224936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1424_1;terpene	0	0	0	0	0	0	0.10083902714470883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_751_140;RRE-containing	0	0	0.10416292402177917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_42_81;NRPS-like	0	0	0	0	0	0	0.10514182186824719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1149_69;RRE-containing	0	0	0	0	0	0	0	0.10612069895854112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1003_58;arylpolyene	0	0	0	0	0	0	0	0.11214355936631237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_751_66;NAPAA	0	0	0	0	0	0	0	0	0	0	0.11279616259652914	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1149_83;ranthipeptide	0	0	0	0	0	0	0.11354410295296345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_670_43;terpene	0	0	0	0.1138347142314217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1301_39;hglE-KS	0	0	0	0	0	0	0.12042535319759273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_862_61;terpene	0	0	0.12424329598078815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_34_37;RRE-containing	0	0	0.12686427294746552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_633_75;NRPS-like	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1313889237003532	0	0	0	0	0	0	0	0	0
MAG_1254_40;sactipeptide	0	0	0	0	0	0	0	0.13223535319037807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1392_46;RRE-containing	0	0	0	0.13902872581334905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_43_2;RRE-containing	0	0	0	0	0	0	0.14024529830354385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1003_38;T1PKS	0	0	0	0	0	0	0.14211762598686775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_110_32;terpene	0	0	0	0.14355617104864266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_820_12;RRE-containing	0	0	0	0	0	0	0	0	0	0	0.1518674232711899	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_589_3;RRE-containing	0	0	0	0	0	0	0.15231639436328334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_245_32;RRE-containing	0	0	0.16127825364284712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_236_2;ladderane	0	0	0	0.11136424310349619	0	0	0.0586110911011738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_244_88;terpene	0	0	0	0.16515263746867653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_503_118;RRE-containing	0	0	0.1683061274491734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_268_51;terpene	0	0	0	0.12631912701437645	0	0	0.05647406431678784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1261_37;terpene	0	0	0	0	0	0	0.1810500529936601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1394_1;NRPS-like	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18385797991344724	0	0	0
MAG_1365_20;ranthipeptide	0	0	0	0.143727055763144	0	0	0.05536129884613938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1215_87;arylpolyene	0	0	0	0	0	0	0.19427943876771886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_646_52;RRE-containing	0	0	0.04772612479966781	0	0	0	0.053067409902706655	0.05888843525387564	0	0	0.04944798729409599	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_669_68;NRPS-like	0	0	0	0.12195153880860009	0	0	0.08471106526281731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_151_6;terpene	0	0	0	0	0	0	0.2036110648566786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_638_33;terpene	0	0	0.21103122245948885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1071_28;terpene	0	0	0	0.21329669457175846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_190_74;RRE-containing	0	0	0	0	0	0	0	0	0	0	0.22821701104333803	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_920_52;ranthipeptide	0	0	0.23491250233362318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1356_89;RRE-containing	0	0	0	0	0	0	0	0	0	0	0	0.2367483266518078	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1149_24;hglE-KS	0	0	0.035876645615535475	0	0	0	0.03185363678297135	0.18719474579890658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1016_89;T1PKS	0	0	0	0.07005505765955433	0	0	0.18738637006978598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_954_55;arylpolyene	0	0	0	0	0	0	0.1327948035031134	0.12868765182695008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_629_15;betalactone	0	0	0	0	0	0	0	0.08750964451777293	0	0	0	0	0	0	0	0.17607249170026257	0	0	0	0	0	0	0	0
MAG_633_117;NRPS-like	0	0	0	0	0	0	0	0	0	0	0.2500380360820438	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1518_39;arylpolyene	0	0	0	0.11180540397861229	0	0	0.049407176345779825	0	0	0	0	0	0	0	0	0	0	0	0.12280581902981717	0	0	0	0	0
MAG_633_29;hglE-KS	0	0	0	0.08976324781424994	0	0	0.18749342353046594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_539_10;RRE-containing	0	0	0	0	0	0	0.15546970414356437	0	0	0	0.12738710184191784	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1075_52;NRPS	0	0	0	0.26823427778640024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_539_46;ranthipeptide	0	0	0.066541129301833	0.13407286561877932	0	0	0.09169895975329147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_723_47;T3PKS	0	0	0	0	0	0	0.27315968690968656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1305_1;terpene	0	0	0.28203393462095505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1356_26;ranthipeptide	0	0	0.14967425328813827	0.15430566403488577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_529_1;RRE-containing	0	0	0.293571356905813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_406_12;NRPS-like	0	0	0	0.18646155990409108	0	0	0.13638763964448075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_435_26;terpene	0	0	0	0.1188692696933383	0	0	0	0	0	0.20441192212602877	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1215_162;RRE-containing	0	0	0	0	0	0	0.03081152481931887	0.2160585634158969	0	0	0.08370792843028745	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_435_1;NRPS-like	0	0	0	0.1547290392839402	0	0	0	0	0	0	0.09634474914701475	0.10343052077388194	0	0	0	0	0	0	0	0	0	0	0	0
MAG_529_23;lanthipeptide-class-i	0	0	0	0.3316829532068362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_723_30;T1PKS	0	0	0	0	0	0	0.11950543344967263	0.07374705558509734	0	0	0	0	0	0	0	0	0	0	0	0.18912037736061976	0	0	0	0
MAG_464_10;terpene	0	0	0.3488400231043341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_921_140;NRPS-like	0	0	0	0	0	0	0	0	0	0	0.35170926040016437	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_379_3;ranthipeptide	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09624941826909952	0.28874339584402026	0	0	0	0	0	0	0	0
MAG_1075_9;resorcinol	0	0	0	0	0	0	0	0.3629920417308097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_751_87;RRE-containing	0	0	0	0.3096819557549917	0	0	0.09750059695593526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1242_48;RRE-containing	0	0	0	0	0	0	0.16747694267414398	0.17628718714748992	0	0	0.11487343758997572	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1155_59;CDPS	0	0	0.4058472140721254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_547_6;lanthipeptide-class-ii	0	0	0	0	0	0	0.3595403601615174	0	0	0	0	0.0913757974408062	0	0	0	0	0	0	0	0	0	0	0	0
MAG_743_13;NRPS-like	0	0	0	0	0	0	0	0	0.20392061348381546	0	0	0.2864104946078078	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1288_14;resorcinol	0	0	0.191570891464177	0	0	0	0	0	0	0	0	0	0	0	0.3001150810396491	0	0	0	0	0	0	0	0	0
MAG_1242_42;arylpolyene	0	0	0	0	0	0	0.18384664176719673	0.13180276931019874	0	0	0.2067683221460046	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1075_5;arylpolyene	0	0	0.25489970399719303	0	0	0	0.2804273603558341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_268_27;hglE-KS	0	0	0.11775641069775507	0	0	0	0.3837451252218289	0	0	0	0	0.03012941939586705	0	0	0	0	0	0	0	0	0	0	0	0
MAG_589_7;terpene	0	0	0	0	0	0	0.10067867709629766	0.07005772387522748	0	0	0.1144829979412613	0.29105808676487793	0	0	0	0	0	0	0	0	0	0	0	0
MAG_954_1;NRPS-like	0	0	0.372436637757904	0	0	0	0.180154803227406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1002_32;T1PKS	0	0	0	0	0	0	0.10361896666481402	0	0	0	0.29521379878242315	0.20000213722441804	0	0	0	0	0	0	0	0	0	0	0	0
MAG_406_47;RRE-containing	0	0	0	0.5208966488302696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_933_29;RRE-containing	0	0	0.29973197369691573	0.080430465649616	0	0	0.14484780709775485	0.09981466169298826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_929_88;terpene	0	0	0	0	0	0	0.12029948209841078	0.4505002412403267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_888_3;terpene	0	0	0	0	0	0	0	0	0	0	0	0.5312544369671109	0	0	0	0	0	0	0	0	0	0	0	0
MAG_925_5;NRPS-like	0	0	0.24598334235464564	0	0	0	0	0.24823925124612514	0	0	0.14632150402893243	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1518_30;RRE-containing	0	0	0	0.44138280565672733	0	0	0.15436329841301055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1365_28;hglE-KS	0	0	0.5466454270223151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_629_259;ranthipeptide	0	0	0	0.5693089429091756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1542_1;NRPS	0	0	0.20434452905520883	0	0	0	0.1752144610235368	0.07842200661938241	0	0	0.07801121112972846	0.22791852131155038	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1226_22;NRPS-like	0	0	0	0	0	0	0.15642469065410516	0.5231006532363478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_435_91;NRPS-like	0	0	0	0	0	0	0.09018277474858309	0	0	0	0	0.5881662336137035	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1113_15;resorcinol	0	0	0.4072562119530927	0.3560478401150673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_670_71;RRE-containing	0	0	0.43227045832034533	0.33865401071309376	0	0	0.010508082017235122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_743_39;other	0	0	0	0	0	0	0	0	0	0.6705471314160487	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1075_66;resorcinol	0	0	0.3319411141477382	0	0	0	0.30568277351120954	0	0	0	0.2037591024215063	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_688_8;arylpolyene	0	0	0	0	0	0	0.6294727761509905	0	0	0	0.09706639836177247	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_563_12;T3PKS	0	0	0.05515980003993428	0.5476341174743893	0	0	0.18238540353109364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1149_104;hglE-KS	0	0	0	0	0	0	0.5573214842017048	0.2365570492111101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_933_59;T1PKS	0	0	0.45653709683626004	0.3662027356570886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_933_38;ranthipeptide	0	0	0.17645475814885137	0.4711793280221385	0	0	0.21115962159916593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1593_3;RRE-containing	0	0	0.38907061267972554	0	0	0	0.25333146886017327	0	0	0	0	0	0	0	0.3125253857623826	0	0	0	0	0	0	0	0	0
MAG_758_9;ladderane	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7805076220698026	0	0	0	0	0	0	0	0
MAG_268_55;hglE-KS	0	0	0.6119584428186667	0.05750344167514052	0	0	0.25067439874617514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_435_20;T1PKS	0	0	0	0.16760767907821192	0	0	0.3450255968338114	0.3676438382986034	0	0	0.1917470534757964	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1242_11;hglE-KS	0	0	0	0	0	0	0.5493843204923692	0.301394169260996	0	0	0.08358335991969658	0.11175841356780586	0	0	0	0	0	0	0	0	0	0	0	0
MAG_236_43;arylpolyene	0	0	0.20463366593848456	0.329218624871432	0	0	0.26423566850416474	0.3160600580010661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_547_36;T1PKS	0	0	0.057501406756143826	0	0	0	0.8148746652305315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1531_2;RRE-containing	0	0	0.11318061010381145	0.4715997468999811	0	0	0.01927609873791275	0.154798856286151	0	0	0	0.3773198567471599	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1215_4;ladderane	0	0	0	0	0	0	0.8421837013742071	0.15062994351249048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_435_10;NRPS	0	0	0.11623928318988727	0.4962784496021952	0	0	0.08766248248242149	0.492240095547451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_743_5;other	0	0	0	0	0	0.7766434202974625	0	0	0	0.28320406216414235	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_268_5;NRPS-like	0	0	0	0.1599958600467141	0	0	0.5562576008345761	0.09555633457137662	0	0	0.16910662886374161	0.26449500218010863	0	0	0	0	0	0	0	0	0	0	0	0
MAG_236_8;arylpolyene	0	0	0	0.11499429924860337	0	0	0.18834304658390455	0.806580670790509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1531_14;terpene	0	0	0	0.5454601366289251	0	0	0	0.42643123409559125	0	0	0	0.21384973793071432	0	0	0.15387414198263277	0	0	0	0	0	0	0	0	0
MAG_128_16;hglE-KS	0	0	0	0	0	0	0.23777734944636875	0	0	0	0.08762583538552111	0.8469054793505494	0	0	0	0	0	0	0	0	0	0	0	0
MAG_163_3;ranthipeptide	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9214182571519945	0.17077168029311213	0	0	0	0	0	0	0	0
MAG_646_31;terpene	0	0	0	0	0	0.6474779184392014	0.4043546019440356	0.299392890817168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_313_16;nucleoside	0	0	0	0	0	0	0.5254157658842864	0.4171130257110084	0	0	0.3407113695763084	0	0	0	0	0	0	0	0.08750954438222931	0	0	0	0	0.07748158756353563
MAG_688_43;resorcinol	0	0	0	0.244859632585402	0	0	0.7533234457345971	0.28777899765591325	0	0	0.19895522150051773	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_268_12;NRPS	0	0	0.3778190629850593	0.7331288203360964	0	0	0.21132018920168444	0.07271001651655233	0	0	0.136807162767879	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1239_18;betalactone	0	0	0	0	0.5882794204042064	0	0.4534275089625211	0	0	0	0	0.4908714080432171	0	0	0	0	0	0	0	0	0	0	0	0
MAG_24_17;RRE-containing	0	0	0	0.3076988662191753	0	0	0.41478532713652505	0.5796206253944789	0	0	0.30695387959858805	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_629_6;terpene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.127236902170743	0	0	0	0	0	0	0	0	0
MAG_933_3;ranthipeptide	0	0	0.8399490921843232	0.5820622890192241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1630_1;phosphonate	0	0	0.4115351092797298	0.9532265975916041	0	0	0.15345015991693323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_110_55;NRPS-like	0	0	0.5070848220275537	0.7509160008635194	0	0	0.24514192897264608	0	0	0	0.23286050751318052	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1531_65;RRE-containing	0	0	0.8892558866451277	0.389693432858803	0	0	0.393194421028518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_563_3;T3PKS	0	0	0.7362373354733953	0.4576574641888225	0	0	0.06930350756923057	0.21479033428160182	0	0	0	0.45389661313932095	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1542_5;ranthipeptide	0	0	0.19982061243128119	1.1899067237271521	0	0	0.12247807214374133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1542_6;hglE-KS	0	0	0.3068770553947031	0.8921104773707472	0	0	0.43909859150578573	0.13850922540711935	0	0	0	0.15003549833503244	0	0	0	0	0	0	0	0	0	0	0	0
MAG_604_10;phosphonate	0	0	0	0	0	0	0.03751772030957377	0.23685870054728875	0	0	0.19713804240885333	1.1508926813879328	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1149_23;RRE-containing	0	0	0	1.0975015261721832	0	0	0.09445010631568951	0.5011525806638525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1429_1;T1PKS	0	0	0	0	0	0	0.7905110823134732	0.7106299578158577	0	0	0.18944973372220927	0.3007148955069381	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1542_11;RRE-containing	0	0	0.6712598282054558	0.5300630350021155	0	0	0.49052678542605316	0.4238173311091027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_464_21;RRE-containing	0	0	0.22511183851039707	0	0	0	0.805921076500092	0	0	0	0	0.9576940770405588	0	0	0	0	0	0	0	0	0	0	0	0.1877475449368503
MAG_128_31;T1PKS	0	0	0	0	0	0	0.53407981090871115	0.6640957320479917	0	0	0	1.0220158902422867	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1242_25;RRE-containing	0	0	0	0	0	0	1.2021483041270666	0.49049350499865724	0	0	0.32845767801336656	0.2319035305490855	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1528_29;arylpolyene	0	0	0	0	0	0	0.05895430776839787	0	0	0	0	1.6383334488294654	0	0	0	0	0	0	0	0	0	0	0	0
MAG_379_1;NRPS-like	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6542497724863099	0	0	0	0	0	0	0	0	0
MAG_379_1;terpene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6303790986358309	0.16065288521675739	0	0	0	0	0	0	0	0
MAG_1593_5;betalactone	0	0	0.46635752095801863	0.7712522181435573	0	0	0.7329632728171747	0.2977762170570149	0	0	0.3231290398127092	0	0	0	0.6001791662193662	0	0	0	0	0	0	0	0	0
MAG_1113_50;arylpolyene	0	0	1.468362125166167	0.7690679616536767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_218_67;terpene	0	0	0	0	0	0	0	0	0.9442934363039752	1.3645801901643233	0.07801121112972846	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_163_5;NRPS-like	0	0	0	0.1350894134141523	0	0	0	0	0	0	0	0	0	0	1.519432762019797	0.8129212375900235	0	0	0	0	0	0	0	0
MAG_1268_1;ranthipeptide	0	0	1.3235947609673153	1.0240288397263995	0	0	0.5463752730380654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_650_17;NRPS-like	0	0	0	0	0	0	1.4868503121354146	0.9174518599547581	0	0	0.26002839226267016	0	0	0	0	0	0	0	0	0.04862213898190903	0	0	0	0
MAG_24_5;hglE-KS	0	0	0	0.13223983630389197	0	0	0.8560272995575297	1.108454903209394	0.5462370361072992	0	0	0.7577396851288427	0	0	0.21814046969334314	0.07943433625826492	0	0	0	0	0	0	0	0
MAG_1305_1;ladderane	0	0	1.310308557864574	1.4462433696818757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13848998088528544	0	0
MAG_604_1;terpene	0	0	0	0	0	0	0.595656959567812	0.19652312103696262	0	0	0.4425816677027415	1.735843918596465	0	0	0	0	0	0	0	0	0	0	0	0
MAG_954_6;NRPS	0	0	1.0434101555239232	0.05466552801072195	0	0	0.10972034056575009	1.0080075677690843	0	0	0	1.3543950871736306	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1002_14;phosphonate	0	0	0	0.49746772813901163	0	0	0.6556134992686171	0.26707459242930565	0.7335229263027812	0	0.5787104890773022	1.403138362117984	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1199_3;RRE-containing	0	0	0	0	0	0	1.491307691212739	1.1512230091283193	0	0	1.1151716786062338	0.6791792606083061	0	0	0	0	0	0	0	0	0	0	0	0
MAG_218_41;redox-cofactor	0	0	0	0	0.34437188996737034	0	0	0	1.5270658209928576	1.6606754099526586	0.12054724377920313	0.4132551059714859	0	0	0	0	0	0	0	0	0	0	0	0
MAG_1113_1;RRE-containing	0	0	1.9470684731018255	1.4699149536771212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG_650_9;resorcinol	0	0	0	0	0	0	1.699689212675372	1.8860428915432352	0	0	0.2798881701523544	0	0	0	0	0	0	0	0	0.2816928781599205	0	0	0	0
MAG_1556_3;T1PKS	0	0	0.45751750766675164	1.4100108109791956	0	0	1.3948067203095407	1.310496907006935	0	0	0.9147181181640095	0.7840702730425081	0	0	0.1236843799788556	0	0	0	0	0	0	0	0	0
MAG_650_6;ranthipeptide	0	0	0	0	0	0	1.2947074406425567	1.4798078227794784	0	0	1.822745787433357	0.9629120916957036	0	0	0	0	0	0	0	0.18020158716968232	0	0	0	0
MAG_650_8;arylpolyene	0	0	0	0	0	0	2.1585779067786	1.9697740017439775	0	0	0.6424726953924752	0	0	0	0	0	0	0	0	0	0	0	0	0.2535289984602822
MAG_650_31;lassopeptide	0	0	0	0	0	0	2.2575033041040102	1.8766086391809491	0	0	0.9961497772906481	0	0	0	0	0	0	0	0.19364612432045755	0	0	0	0	0
