Genome	D3b314A_R1_paired.fastq.gz Read Count
CarAnox_mtb2_265	60562
CarAnox_mtb2_857	3839
CarAnox_mtb2_755	59458
CarAnox_mtb2_1167	1351
CarAnox_mtb2_341	1626
CarAnox_mtb2_1374	82
CarAnox_mtb2_867	8822
CarAnox_mtb2_18	1367
CarAnox_mtb2_101	62770
CarAnox_mtb2_583	30021
CarAnox_mtb2_530	50887
CarAnox_mtb2_1194	5135
CarAnox_mtb2_560	14697
CarAnox_mtb2_737	372
CarAnox_mtb2_302	3069
CarAnox_mtb2_1630	8837
CarAnox_mtb2_1535	9274
CarAnox_mtb2_181	218
CarAnox_mtb2_691	11065
CarAnox_mtb2_669	4345
CarAnox_mtb2_1441	1154147
CarAnox_mtb2_721	2118
CarAnox_mtb2_1655	2173
CarAnox_mtb2_430	267
CarAnox_mtb2_567	2112
CarAnox_mtb2_931	441790
CarAnox_mtb2_1288	745
CarAnox_mtb2_1201	62104
CarAnox_mtb2_1010	88
CarAnox_mtb2_1618	42975
CarAnox_mtb2_970	396
CarAnox_mtb2_1431	55891
CarAnox_mtb2_671	405
CarAnox_mtb2_1601	17681
CarAnox_mtb2_663	24826
CarAnox_mtb2_1123	343
CarAnox_mtb2_972	1697
CarAnox_mtb2_352	620045
CarAnox_mtb2_722	9335
CarAnox_mtb2_329	3355
CarAnox_mtb2_1638	3683
CarAnox_mtb2_599	15123
CarAnox_mtb2_872	347
CarAnox_mtb2_1531	712174
CarAnox_mtb2_779	79
CarAnox_mtb2_672	37805
CarAnox_mtb2_1249	921725
CarAnox_mtb2_631	9849
CarAnox_mtb2_756	2147023
CarAnox_mtb2_1366	297
CarAnox_mtb2_115	1290468
CarAnox_mtb2_193	1097
CarAnox_mtb2_846	6340
CarAnox_mtb2_189	397565
CarAnox_mtb2_1190	44605
CarAnox_mtb2_957	11215
CarAnox_mtb2_1506	1954
CarAnox_mtb2_1606	13947
CarAnox_mtb2_1350	15159
CarAnox_mtb2_196	46851
CarAnox_mtb2_610	1897
CarAnox_mtb2_1384	90552
CarAnox_mtb2_1543	15930
CarAnox_mtb2_1116	360231
CarAnox_mtb2_879	41850
CarAnox_mtb2_15	2458
CarAnox_mtb2_1271	5837
CarAnox_mtb2_1239	31349
CarAnox_mtb2_770	69
CarAnox_mtb2_1534	57857
CarAnox_mtb2_586	502
CarAnox_mtb2_545	17507
CarAnox_mtb2_650	140355
CarAnox_mtb2_112	6035
CarAnox_mtb2_1363	6568
CarAnox_mtb2_419	1062
CarAnox_mtb2_629	3887
CarAnox_mtb2_1512	20119
CarAnox_mtb2_1092	2010957
CarAnox_mtb2_347	2238
CarAnox_mtb2_914	8920
CarAnox_mtb2_1089	10126
CarAnox_mtb2_945	729509
CarAnox_mtb2_697	13339
CarAnox_mtb2_658	97806
CarAnox_mtb2_403	781970
CarAnox_mtb2_3	88771
CarAnox_mtb2_598	2139
CarAnox_mtb2_495	164
CarAnox_mtb2_220	8916
CarAnox_mtb2_224	197
CarAnox_mtb2_1628	1973
CarAnox_mtb2_262	275207
CarAnox_mtb2_117	1580
CarAnox_mtb2_810	704309
CarAnox_mtb2_685	628
CarAnox_mtb2_1056	28290
CarAnox_mtb2_1647	8086
CarAnox_mtb2_22	1580
CarAnox_mtb2_291	10914
CarAnox_mtb2_690	287
CarAnox_mtb2_538	59
CarAnox_mtb2_623	498
CarAnox_mtb2_207	13764
CarAnox_mtb2_771	3613
CarAnox_mtb2_539	402840
CarAnox_mtb2_1421	2201
CarAnox_mtb2_777	33912
CarAnox_mtb2_27	51700
CarAnox_mtb2_316	132
CarAnox_mtb2_114	1034
CarAnox_mtb2_1098	11162
CarAnox_mtb2_1316	60385
CarAnox_mtb2_1367	10893
CarAnox_mtb2_662	611
CarAnox_mtb2_547	306199
CarAnox_mtb2_24	1469750
CarAnox_mtb2_611	14441
CarAnox_mtb2_1524	63730
CarAnox_mtb2_63	520
CarAnox_mtb2_1627	3282
CarAnox_mtb2_1437	1614
CarAnox_mtb2_657	765560
CarAnox_mtb2_1075	35396
CarAnox_mtb2_573	21862
CarAnox_mtb2_613	8208
CarAnox_mtb2_651	615564
CarAnox_mtb2_183	172
CarAnox_mtb2_772	108894
CarAnox_mtb2_314	8385
CarAnox_mtb2_1242	628837
CarAnox_mtb2_386	32666
CarAnox_mtb2_503	47270
CarAnox_mtb2_1219	131796
CarAnox_mtb2_1576	213
CarAnox_mtb2_1299	143884
CarAnox_mtb2_242	1562
CarAnox_mtb2_754	10046
CarAnox_mtb2_236	60760
CarAnox_mtb2_470	2182
CarAnox_mtb2_1286	108529
CarAnox_mtb2_753	1136
CarAnox_mtb2_604	188147
CarAnox_mtb2_51	18000
CarAnox_mtb2_335	6058
CarAnox_mtb2_548	296041
CarAnox_mtb2_652	741261
CarAnox_mtb2_757	22188
CarAnox_mtb2_712	4684
CarAnox_mtb2_1130	98
CarAnox_mtb2_1359	179700
CarAnox_mtb2_916	13033
CarAnox_mtb2_1050	5804
CarAnox_mtb2_1155	3706
CarAnox_mtb2_317	1195
CarAnox_mtb2_544	77509
CarAnox_mtb2_1527	4426
CarAnox_mtb2_1400	1326
CarAnox_mtb2_1179	756
CarAnox_mtb2_1083	659
CarAnox_mtb2_78	35355
CarAnox_mtb2_20	54655
CarAnox_mtb2_379	1948
CarAnox_mtb2_955	17156
CarAnox_mtb2_490	3456
CarAnox_mtb2_841	9983
CarAnox_mtb2_1250	19465
CarAnox_mtb2_893	33988
CarAnox_mtb2_601	11769
CarAnox_mtb2_552	3715
CarAnox_mtb2_832	284893
CarAnox_mtb2_880	18652
CarAnox_mtb2_1521	518618
CarAnox_mtb2_94	13773
CarAnox_mtb2_226	523
CarAnox_mtb2_1117	3689
CarAnox_mtb2_1388	795
CarAnox_mtb2_561	4013
CarAnox_mtb2_453	713209
CarAnox_mtb2_1478	938
CarAnox_mtb2_21	12117
CarAnox_mtb2_803	53174
CarAnox_mtb2_775	3968
CarAnox_mtb2_606	6741
CarAnox_mtb2_1681	2916
CarAnox_mtb2_748	425
CarAnox_mtb2_38	1830
CarAnox_mtb2_180	1149
CarAnox_mtb2_925	625861
CarAnox_mtb2_420	243
CarAnox_mtb2_1549	195849
CarAnox_mtb2_1684	21632
CarAnox_mtb2_591	32709
CarAnox_mtb2_1079	5042
CarAnox_mtb2_983	10772
CarAnox_mtb2_1171	2115
CarAnox_mtb2_62	638
CarAnox_mtb2_885	1077
CarAnox_mtb2_563	86934
CarAnox_mtb2_1508	13676
CarAnox_mtb2_1007	44239
CarAnox_mtb2_1413	396
CarAnox_mtb2_923	13105
CarAnox_mtb2_1033	191698
CarAnox_mtb2_628	1036
CarAnox_mtb2_214	76368
CarAnox_mtb2_1432	385113
CarAnox_mtb2_32	1916
CarAnox_mtb2_742	1688
CarAnox_mtb2_864	957
CarAnox_mtb2_1554	654
CarAnox_mtb2_1372	1287
CarAnox_mtb2_330	638
CarAnox_mtb2_1371	463
CarAnox_mtb2_1605	39635
CarAnox_mtb2_718	28
CarAnox_mtb2_751	640009
CarAnox_mtb2_1593	333867
CarAnox_mtb2_13	8094
CarAnox_mtb2_1414	7470
CarAnox_mtb2_979	17269
CarAnox_mtb2_688	3407
CarAnox_mtb2_86	875
CarAnox_mtb2_198	31703
CarAnox_mtb2_522	13008
CarAnox_mtb2_504	15043
CarAnox_mtb2_732	1153
CarAnox_mtb2_975	22607
CarAnox_mtb2_692	11886
CarAnox_mtb2_895	4675
CarAnox_mtb2_1322	2501
CarAnox_mtb2_1003	418144
CarAnox_mtb2_1433	26837
CarAnox_mtb2_854	1572
CarAnox_mtb2_1067	168
CarAnox_mtb2_1254	512030
CarAnox_mtb2_109	4027
CarAnox_mtb2_1131	4509
CarAnox_mtb2_956	2588
CarAnox_mtb2_1507	884
CarAnox_mtb2_862	99224
CarAnox_mtb2_907	13192
CarAnox_mtb2_1569	1752
CarAnox_mtb2_1015	11399
CarAnox_mtb2_1428	512697
CarAnox_mtb2_1226	211492
CarAnox_mtb2_481	17124
CarAnox_mtb2_151	945579
CarAnox_mtb2_334	31705
CarAnox_mtb2_1465	84
CarAnox_mtb2_937	1435
CarAnox_mtb2_76	20050
CarAnox_mtb2_524	10270
CarAnox_mtb2_1334	1489
CarAnox_mtb2_1183	686170
CarAnox_mtb2_459	412
CarAnox_mtb2_743	124822
CarAnox_mtb2_1429	42228
CarAnox_mtb2_14	29962
CarAnox_mtb2_1320	74931
CarAnox_mtb2_336	52394
CarAnox_mtb2_1562	49521
CarAnox_mtb2_213	84772
CarAnox_mtb2_83	40650
CarAnox_mtb2_164	33736
CarAnox_mtb2_313	143623
CarAnox_mtb2_400	57052
CarAnox_mtb2_421	201
CarAnox_mtb2_1600	6936
CarAnox_mtb2_888	44293
CarAnox_mtb2_1536	1496
CarAnox_mtb2_1101	184
CarAnox_mtb2_707	82215
CarAnox_mtb2_153	8184
CarAnox_mtb2_786	3070
CarAnox_mtb2_206	465526
CarAnox_mtb2_557	60
CarAnox_mtb2_349	305256
CarAnox_mtb2_1053	1293658
CarAnox_mtb2_301	2919
CarAnox_mtb2_809	24608
CarAnox_mtb2_1556	314910
CarAnox_mtb2_128	31851
CarAnox_mtb2_1446	1008
CarAnox_mtb2_1552	14264
CarAnox_mtb2_1559	9660
CarAnox_mtb2_1679	737
CarAnox_mtb2_1425	3937
CarAnox_mtb2_516	633
CarAnox_mtb2_941	17670
CarAnox_mtb2_828	45938
CarAnox_mtb2_739	1241
CarAnox_mtb2_1274	2710
CarAnox_mtb2_30	988
CarAnox_mtb2_750	5855
CarAnox_mtb2_608	17551
CarAnox_mtb2_572	75
CarAnox_mtb2_1146	40258
CarAnox_mtb2_1398	38528
CarAnox_mtb2_596	227711
CarAnox_mtb2_243	172985
CarAnox_mtb2_1149	172483
CarAnox_mtb2_361	744
CarAnox_mtb2_938	15807
CarAnox_mtb2_908	38734
CarAnox_mtb2_121	4638
CarAnox_mtb2_713	22007
CarAnox_mtb2_1080	63
CarAnox_mtb2_781	4624
CarAnox_mtb2_798	2647
CarAnox_mtb2_1422	3161
CarAnox_mtb2_996	5815658
CarAnox_mtb2_535	15403
CarAnox_mtb2_1253	1792
CarAnox_mtb2_715	19606
CarAnox_mtb2_621	47543
CarAnox_mtb2_1042	13296
CarAnox_mtb2_614	1865
CarAnox_mtb2_1447	3830
CarAnox_mtb2_116	14189
CarAnox_mtb2_244	1135
CarAnox_mtb2_704	172541
CarAnox_mtb2_492	50667
CarAnox_mtb2_1352	383
CarAnox_mtb2_768	165
CarAnox_mtb2_853	3796
CarAnox_mtb2_31	3110
CarAnox_mtb2_464	264127
CarAnox_mtb2_942	2949
CarAnox_mtb2_1019	2545
CarAnox_mtb2_1375	2103
CarAnox_mtb2_310	5811
CarAnox_mtb2_1268	55772
CarAnox_mtb2_636	8446
CarAnox_mtb2_512	304
CarAnox_mtb2_595	2103
CarAnox_mtb2_1284	2824
CarAnox_mtb2_59	24669
CarAnox_mtb2_1105	6752
CarAnox_mtb2_719	900
CarAnox_mtb2_1356	45276
CarAnox_mtb2_1570	1953
CarAnox_mtb2_1503	137
CarAnox_mtb2_1244	515
CarAnox_mtb2_1109	57811
CarAnox_mtb2_216	16845
CarAnox_mtb2_660	666
CarAnox_mtb2_820	6176
CarAnox_mtb2_762	18
CarAnox_mtb2_1264	74446
CarAnox_mtb2_997	13
CarAnox_mtb2_42	303196
CarAnox_mtb2_1263	2268
CarAnox_mtb2_292	1163628
CarAnox_mtb2_1649	195
CarAnox_mtb2_1604	57
CarAnox_mtb2_1464	797
CarAnox_mtb2_1392	1891
CarAnox_mtb2_1225	82
CarAnox_mtb2_479	592
CarAnox_mtb2_740	4193
CarAnox_mtb2_1220	1456
CarAnox_mtb2_616	9319
CarAnox_mtb2_1419	350
CarAnox_mtb2_423	2948
CarAnox_mtb2_358	12408
CarAnox_mtb2_343	13016
CarAnox_mtb2_920	3706
CarAnox_mtb2_463	12912
CarAnox_mtb2_1423	18314
CarAnox_mtb2_633	745311
CarAnox_mtb2_868	913
CarAnox_mtb2_1650	7217
CarAnox_mtb2_1415	2086
CarAnox_mtb2_877	474735
CarAnox_mtb2_147	2308
CarAnox_mtb2_1518	726271
CarAnox_mtb2_1270	1598323
CarAnox_mtb2_1438	138
CarAnox_mtb2_959	1378
CarAnox_mtb2_1246	2249
CarAnox_mtb2_971	2534
CarAnox_mtb2_1057	2001
CarAnox_mtb2_645	8537
CarAnox_mtb2_501	9547
CarAnox_mtb2_43	8956
CarAnox_mtb2_1579	83046
CarAnox_mtb2_99	2711
CarAnox_mtb2_1538	103
CarAnox_mtb2_603	487
CarAnox_mtb2_568	4372
CarAnox_mtb2_1594	2191
CarAnox_mtb2_154	151506
CarAnox_mtb2_944	7855
CarAnox_mtb2_785	886
CarAnox_mtb2_741	253960
CarAnox_mtb2_954	775800
CarAnox_mtb2_1214	1829
CarAnox_mtb2_218	34317
CarAnox_mtb2_428	35943
CarAnox_mtb2_382	695
CarAnox_mtb2_187	4778
CarAnox_mtb2_275	21
CarAnox_mtb2_1312	3387
CarAnox_mtb2_1002	1092948
CarAnox_mtb2_281	33535
CarAnox_mtb2_1394	1016
CarAnox_mtb2_1283	152960
CarAnox_mtb2_1221	93
CarAnox_mtb2_929	637323
CarAnox_mtb2_773	5859
CarAnox_mtb2_1620	11743
CarAnox_mtb2_804	21592
CarAnox_mtb2_1528	227727
CarAnox_mtb2_47	7333
CarAnox_mtb2_418	62
CarAnox_mtb2_1510	9263
CarAnox_mtb2_205	2117
CarAnox_mtb2_919	6391
CarAnox_mtb2_406	90880
CarAnox_mtb2_1509	6347
CarAnox_mtb2_824	31825
CarAnox_mtb2_106	896
CarAnox_mtb2_1396	123871
CarAnox_mtb2_1551	239258
CarAnox_mtb2_1199	512849
CarAnox_mtb2_451	2414
CarAnox_mtb2_1564	138
CarAnox_mtb2_200	33955
CarAnox_mtb2_110	257192
CarAnox_mtb2_1578	53970
CarAnox_mtb2_769	60
CarAnox_mtb2_541	1273
CarAnox_mtb2_946	2791
CarAnox_mtb2_699	801
CarAnox_mtb2_499	666
CarAnox_mtb2_1023	6485
CarAnox_mtb2_209	9684
CarAnox_mtb2_654	35349
CarAnox_mtb2_1261	30116
CarAnox_mtb2_728	270924
CarAnox_mtb2_1162	36772
CarAnox_mtb2_1302	429193
CarAnox_mtb2_259	9424
CarAnox_mtb2_1353	3528
CarAnox_mtb2_1424	92852
CarAnox_mtb2_49	8731
