Genome	D2a143A_R1_paired.fastq.gz Read Count
CarAnox_mtb2_1372	118
CarAnox_mtb2_330	5
CarAnox_mtb2_1371	23
CarAnox_mtb2_1605	13653
CarAnox_mtb2_718	0
CarAnox_mtb2_751	1212
CarAnox_mtb2_1593	1157
CarAnox_mtb2_13	390
CarAnox_mtb2_1414	93
CarAnox_mtb2_979	39
CarAnox_mtb2_688	1125
CarAnox_mtb2_86	15
CarAnox_mtb2_198	945
CarAnox_mtb2_522	164
CarAnox_mtb2_504	20
CarAnox_mtb2_732	1526
CarAnox_mtb2_975	64
CarAnox_mtb2_692	34
CarAnox_mtb2_895	113
CarAnox_mtb2_1322	47
CarAnox_mtb2_1003	3379
CarAnox_mtb2_1433	65
CarAnox_mtb2_854	2
CarAnox_mtb2_1067	23
CarAnox_mtb2_1254	396
CarAnox_mtb2_109	21201
CarAnox_mtb2_1131	9
CarAnox_mtb2_956	2
CarAnox_mtb2_1507	2263908
CarAnox_mtb2_862	578
CarAnox_mtb2_907	16
CarAnox_mtb2_1569	137
CarAnox_mtb2_1015	16
CarAnox_mtb2_1428	64
CarAnox_mtb2_1226	226
CarAnox_mtb2_481	351
CarAnox_mtb2_151	493
CarAnox_mtb2_334	242
CarAnox_mtb2_1465	34
CarAnox_mtb2_937	306
CarAnox_mtb2_76	190
CarAnox_mtb2_524	2152
CarAnox_mtb2_1334	313
CarAnox_mtb2_1183	1312
CarAnox_mtb2_459	17
CarAnox_mtb2_743	50718
CarAnox_mtb2_1429	28563
CarAnox_mtb2_14	128
CarAnox_mtb2_1320	3080
CarAnox_mtb2_336	64
CarAnox_mtb2_1562	176
CarAnox_mtb2_213	954
CarAnox_mtb2_83	549
CarAnox_mtb2_164	218
CarAnox_mtb2_313	288
CarAnox_mtb2_400	166
CarAnox_mtb2_421	26
CarAnox_mtb2_1600	29
CarAnox_mtb2_888	7158
CarAnox_mtb2_1536	3348
CarAnox_mtb2_1101	6
CarAnox_mtb2_707	94
CarAnox_mtb2_153	342
CarAnox_mtb2_786	4481
CarAnox_mtb2_206	876
CarAnox_mtb2_557	15
CarAnox_mtb2_349	628
CarAnox_mtb2_1053	1074
CarAnox_mtb2_301	61
CarAnox_mtb2_809	33
CarAnox_mtb2_1556	2857
CarAnox_mtb2_128	32
CarAnox_mtb2_1446	26
CarAnox_mtb2_1552	43
CarAnox_mtb2_1559	118
CarAnox_mtb2_1679	87564
CarAnox_mtb2_1425	28
CarAnox_mtb2_516	2
CarAnox_mtb2_941	277
CarAnox_mtb2_828	653
CarAnox_mtb2_739	209
CarAnox_mtb2_1274	20
CarAnox_mtb2_30	14
CarAnox_mtb2_750	17
CarAnox_mtb2_608	57
CarAnox_mtb2_572	160
CarAnox_mtb2_1146	204
CarAnox_mtb2_1398	57
CarAnox_mtb2_596	599
CarAnox_mtb2_243	2332
CarAnox_mtb2_1149	438
CarAnox_mtb2_361	38
CarAnox_mtb2_938	2073
CarAnox_mtb2_908	289
CarAnox_mtb2_121	96
CarAnox_mtb2_713	180
CarAnox_mtb2_1080	9
CarAnox_mtb2_781	331
CarAnox_mtb2_798	2351
CarAnox_mtb2_1422	122
CarAnox_mtb2_996	1959
CarAnox_mtb2_535	77
CarAnox_mtb2_1253	169
CarAnox_mtb2_715	249
CarAnox_mtb2_621	281
CarAnox_mtb2_1042	319
CarAnox_mtb2_614	23
CarAnox_mtb2_1447	1887
CarAnox_mtb2_116	97
CarAnox_mtb2_244	996
CarAnox_mtb2_704	710
CarAnox_mtb2_492	903
CarAnox_mtb2_1352	117
CarAnox_mtb2_768	10
CarAnox_mtb2_853	74
CarAnox_mtb2_31	25
CarAnox_mtb2_464	528
CarAnox_mtb2_942	42
CarAnox_mtb2_1019	278
CarAnox_mtb2_1375	7731
CarAnox_mtb2_310	41
CarAnox_mtb2_1268	471
CarAnox_mtb2_636	64
CarAnox_mtb2_512	12
CarAnox_mtb2_595	73
CarAnox_mtb2_1284	48
CarAnox_mtb2_59	11747
CarAnox_mtb2_1105	1
CarAnox_mtb2_719	63
CarAnox_mtb2_1356	304
CarAnox_mtb2_1570	88
CarAnox_mtb2_1503	0
CarAnox_mtb2_1244	43
CarAnox_mtb2_1109	150
CarAnox_mtb2_216	131
CarAnox_mtb2_660	6
CarAnox_mtb2_820	1410
CarAnox_mtb2_762	7
CarAnox_mtb2_1264	51
CarAnox_mtb2_997	282
CarAnox_mtb2_42	185
CarAnox_mtb2_1263	41
CarAnox_mtb2_292	1220
CarAnox_mtb2_1649	19
CarAnox_mtb2_1604	63
CarAnox_mtb2_1464	29
CarAnox_mtb2_1392	281
CarAnox_mtb2_1225	13538
CarAnox_mtb2_479	10
CarAnox_mtb2_740	5
CarAnox_mtb2_1220	8929
CarAnox_mtb2_616	158
CarAnox_mtb2_1419	332
CarAnox_mtb2_423	63
CarAnox_mtb2_358	24
CarAnox_mtb2_343	141
CarAnox_mtb2_920	264
CarAnox_mtb2_463	31
CarAnox_mtb2_1423	48
CarAnox_mtb2_633	1146
CarAnox_mtb2_868	14
CarAnox_mtb2_1650	173
CarAnox_mtb2_1415	16
CarAnox_mtb2_877	710
CarAnox_mtb2_147	284
CarAnox_mtb2_1518	1298
CarAnox_mtb2_1270	2208
CarAnox_mtb2_1438	41
CarAnox_mtb2_959	21
CarAnox_mtb2_1246	3077
CarAnox_mtb2_971	139
CarAnox_mtb2_1057	163
CarAnox_mtb2_645	7008
CarAnox_mtb2_501	7285
CarAnox_mtb2_43	3622
CarAnox_mtb2_1579	67
CarAnox_mtb2_99	17
CarAnox_mtb2_1538	80
CarAnox_mtb2_603	270403
CarAnox_mtb2_568	90
CarAnox_mtb2_1594	40
CarAnox_mtb2_154	616
CarAnox_mtb2_944	359
CarAnox_mtb2_785	65
CarAnox_mtb2_741	236444
CarAnox_mtb2_954	1537
CarAnox_mtb2_1214	1
CarAnox_mtb2_218	37822
CarAnox_mtb2_428	24
CarAnox_mtb2_382	4854
CarAnox_mtb2_187	522
CarAnox_mtb2_275	2
CarAnox_mtb2_1312	6
CarAnox_mtb2_1002	16154
CarAnox_mtb2_281	3466
CarAnox_mtb2_1394	75
CarAnox_mtb2_1283	164
CarAnox_mtb2_1221	21
CarAnox_mtb2_929	1484
CarAnox_mtb2_773	289
CarAnox_mtb2_1620	137
CarAnox_mtb2_804	30
CarAnox_mtb2_1528	877
CarAnox_mtb2_47	333
CarAnox_mtb2_418	47508
CarAnox_mtb2_1510	33
CarAnox_mtb2_205	276
CarAnox_mtb2_919	76
CarAnox_mtb2_406	324
CarAnox_mtb2_1509	25
CarAnox_mtb2_824	249
CarAnox_mtb2_106	20
CarAnox_mtb2_1396	135
CarAnox_mtb2_1551	279
CarAnox_mtb2_1199	1304
CarAnox_mtb2_451	32
CarAnox_mtb2_1564	11
CarAnox_mtb2_200	56
CarAnox_mtb2_110	1234
CarAnox_mtb2_1578	191
CarAnox_mtb2_769	249
CarAnox_mtb2_541	63083
CarAnox_mtb2_946	384
CarAnox_mtb2_699	262
CarAnox_mtb2_499	18
CarAnox_mtb2_1023	13
CarAnox_mtb2_209	134
CarAnox_mtb2_654	158
CarAnox_mtb2_1261	237
CarAnox_mtb2_728	151
CarAnox_mtb2_1162	197
CarAnox_mtb2_1302	2347
CarAnox_mtb2_259	59
CarAnox_mtb2_1353	20
CarAnox_mtb2_1424	445
CarAnox_mtb2_49	93
