Genome	D2a247A_R1_paired.fastq.gz Read Count
CarAnox_mtb2_1249	376659
CarAnox_mtb2_631	389
CarAnox_mtb2_756	143554
CarAnox_mtb2_1366	141818
CarAnox_mtb2_115	42531
CarAnox_mtb2_193	6278
CarAnox_mtb2_846	455
CarAnox_mtb2_189	39590
CarAnox_mtb2_1190	121752
CarAnox_mtb2_957	204365
CarAnox_mtb2_1506	353
CarAnox_mtb2_1606	3396
CarAnox_mtb2_1350	739
CarAnox_mtb2_196	2039
CarAnox_mtb2_610	240
CarAnox_mtb2_1384	2889
CarAnox_mtb2_1543	451
CarAnox_mtb2_1116	152821
CarAnox_mtb2_879	62659
CarAnox_mtb2_15	64
CarAnox_mtb2_1271	707
CarAnox_mtb2_1239	135922
CarAnox_mtb2_770	2733
CarAnox_mtb2_1534	31292
CarAnox_mtb2_586	74
CarAnox_mtb2_545	224184
CarAnox_mtb2_650	40819
CarAnox_mtb2_112	250
CarAnox_mtb2_1363	769
CarAnox_mtb2_419	190
CarAnox_mtb2_629	258
CarAnox_mtb2_1512	1810
CarAnox_mtb2_1092	202801
CarAnox_mtb2_347	19567
CarAnox_mtb2_914	185
CarAnox_mtb2_1089	263
CarAnox_mtb2_945	333595
CarAnox_mtb2_697	1468
CarAnox_mtb2_658	830
CarAnox_mtb2_403	6585
CarAnox_mtb2_3	3865
CarAnox_mtb2_598	268
CarAnox_mtb2_495	73
CarAnox_mtb2_220	204
CarAnox_mtb2_224	9230
CarAnox_mtb2_1628	2821
CarAnox_mtb2_262	6493
CarAnox_mtb2_117	279
CarAnox_mtb2_810	24806
CarAnox_mtb2_685	11785
CarAnox_mtb2_1056	862
CarAnox_mtb2_1647	365
CarAnox_mtb2_22	9206
CarAnox_mtb2_291	1015
CarAnox_mtb2_690	1131
CarAnox_mtb2_538	35876
CarAnox_mtb2_623	17
CarAnox_mtb2_207	6902
CarAnox_mtb2_771	21743
CarAnox_mtb2_539	17792
CarAnox_mtb2_1421	53
CarAnox_mtb2_777	2099
CarAnox_mtb2_27	98289
CarAnox_mtb2_316	12
CarAnox_mtb2_114	260
CarAnox_mtb2_1098	439
CarAnox_mtb2_1316	1073518
CarAnox_mtb2_1367	538
CarAnox_mtb2_662	1051
CarAnox_mtb2_547	41271
CarAnox_mtb2_24	119326
CarAnox_mtb2_611	808
CarAnox_mtb2_1524	14036
CarAnox_mtb2_63	207
CarAnox_mtb2_1627	296
CarAnox_mtb2_1437	510
CarAnox_mtb2_657	24742
CarAnox_mtb2_1075	2706
CarAnox_mtb2_573	599
CarAnox_mtb2_613	361
CarAnox_mtb2_651	66306
CarAnox_mtb2_183	5
CarAnox_mtb2_772	38599
CarAnox_mtb2_314	127
CarAnox_mtb2_1242	89729
CarAnox_mtb2_386	1800
CarAnox_mtb2_503	889
CarAnox_mtb2_1219	2769
CarAnox_mtb2_1576	133584
CarAnox_mtb2_1299	11645
CarAnox_mtb2_242	1961
CarAnox_mtb2_754	246
CarAnox_mtb2_236	2981
CarAnox_mtb2_470	9
CarAnox_mtb2_1286	170439
CarAnox_mtb2_753	7845
CarAnox_mtb2_604	548922
CarAnox_mtb2_51	87
CarAnox_mtb2_335	61433
CarAnox_mtb2_548	1628
CarAnox_mtb2_652	231459
CarAnox_mtb2_757	1070
CarAnox_mtb2_712	755
CarAnox_mtb2_1130	14
CarAnox_mtb2_1359	15307
CarAnox_mtb2_916	331224
CarAnox_mtb2_1050	1346
CarAnox_mtb2_1155	300
CarAnox_mtb2_317	163
CarAnox_mtb2_544	308937
CarAnox_mtb2_1527	742
CarAnox_mtb2_1400	75
CarAnox_mtb2_1179	629
CarAnox_mtb2_1083	104
CarAnox_mtb2_78	3603
CarAnox_mtb2_20	15333
CarAnox_mtb2_379	5518
CarAnox_mtb2_955	262
CarAnox_mtb2_490	556
CarAnox_mtb2_841	13687
CarAnox_mtb2_1250	3148
CarAnox_mtb2_893	1234
CarAnox_mtb2_601	296
CarAnox_mtb2_552	279
CarAnox_mtb2_832	27018
CarAnox_mtb2_880	2117
CarAnox_mtb2_1521	10398
CarAnox_mtb2_94	5379
CarAnox_mtb2_226	47
CarAnox_mtb2_1117	89837
CarAnox_mtb2_1388	128
CarAnox_mtb2_561	83
CarAnox_mtb2_453	31546
CarAnox_mtb2_1478	64
CarAnox_mtb2_21	7854
CarAnox_mtb2_803	533960
CarAnox_mtb2_775	260
CarAnox_mtb2_606	221
CarAnox_mtb2_1681	29389
CarAnox_mtb2_748	23
CarAnox_mtb2_38	64
CarAnox_mtb2_180	18801
CarAnox_mtb2_925	16446
CarAnox_mtb2_420	33
CarAnox_mtb2_1549	31092
CarAnox_mtb2_1684	1022
CarAnox_mtb2_591	1076
CarAnox_mtb2_1079	439
CarAnox_mtb2_983	83814
CarAnox_mtb2_1171	110
CarAnox_mtb2_62	44
CarAnox_mtb2_885	11848
CarAnox_mtb2_563	4612
CarAnox_mtb2_1508	574
CarAnox_mtb2_1007	2089
CarAnox_mtb2_1413	44
CarAnox_mtb2_923	1180
CarAnox_mtb2_1033	92266
CarAnox_mtb2_628	1324
CarAnox_mtb2_214	2108
CarAnox_mtb2_1432	20279
CarAnox_mtb2_32	147
CarAnox_mtb2_742	34
CarAnox_mtb2_864	5248
CarAnox_mtb2_1554	633
CarAnox_mtb2_1372	71
CarAnox_mtb2_330	7
CarAnox_mtb2_1371	62
CarAnox_mtb2_1605	49445
CarAnox_mtb2_718	2
CarAnox_mtb2_751	44011
CarAnox_mtb2_1593	8286
CarAnox_mtb2_13	2686
CarAnox_mtb2_1414	171
CarAnox_mtb2_979	33023
CarAnox_mtb2_688	4407
CarAnox_mtb2_86	15
CarAnox_mtb2_198	42923
CarAnox_mtb2_522	368
CarAnox_mtb2_504	833
CarAnox_mtb2_732	803
CarAnox_mtb2_975	13775
CarAnox_mtb2_692	599
CarAnox_mtb2_895	239
CarAnox_mtb2_1322	5008
CarAnox_mtb2_1003	25453
CarAnox_mtb2_1433	1538
CarAnox_mtb2_854	10
CarAnox_mtb2_1067	27
CarAnox_mtb2_1254	13543
CarAnox_mtb2_109	22058
CarAnox_mtb2_1131	217
CarAnox_mtb2_956	46
CarAnox_mtb2_1507	976063
CarAnox_mtb2_862	3099
CarAnox_mtb2_907	296
CarAnox_mtb2_1569	21217
CarAnox_mtb2_1015	111
CarAnox_mtb2_1428	124442
CarAnox_mtb2_1226	44811
CarAnox_mtb2_481	546
CarAnox_mtb2_151	14275
CarAnox_mtb2_334	1051
CarAnox_mtb2_1465	3088
CarAnox_mtb2_937	207
CarAnox_mtb2_76	10543
CarAnox_mtb2_524	3979
CarAnox_mtb2_1334	351093
CarAnox_mtb2_1183	17989
CarAnox_mtb2_459	22
CarAnox_mtb2_743	79577
CarAnox_mtb2_1429	34966
CarAnox_mtb2_14	4111
CarAnox_mtb2_1320	13906
CarAnox_mtb2_336	3492
CarAnox_mtb2_1562	518
CarAnox_mtb2_213	274403
CarAnox_mtb2_83	3028
CarAnox_mtb2_164	597
CarAnox_mtb2_313	36315
CarAnox_mtb2_400	13438
CarAnox_mtb2_421	40
CarAnox_mtb2_1600	7646
CarAnox_mtb2_888	14849
CarAnox_mtb2_1536	2129
CarAnox_mtb2_1101	24
CarAnox_mtb2_707	3155
CarAnox_mtb2_153	401
CarAnox_mtb2_786	31303
CarAnox_mtb2_206	77592
CarAnox_mtb2_557	14
CarAnox_mtb2_349	9957
CarAnox_mtb2_1053	58060
CarAnox_mtb2_301	165
CarAnox_mtb2_809	2092
CarAnox_mtb2_1556	24855
CarAnox_mtb2_128	13245
CarAnox_mtb2_1446	68
CarAnox_mtb2_1552	993
CarAnox_mtb2_1559	3131
CarAnox_mtb2_1679	16348
CarAnox_mtb2_1425	82
CarAnox_mtb2_516	10
CarAnox_mtb2_941	2167
CarAnox_mtb2_828	14683
CarAnox_mtb2_739	4371
CarAnox_mtb2_1274	336
CarAnox_mtb2_30	41
CarAnox_mtb2_750	740
CarAnox_mtb2_608	1114
CarAnox_mtb2_572	11811
CarAnox_mtb2_1146	2602
CarAnox_mtb2_1398	3042
CarAnox_mtb2_596	2144
CarAnox_mtb2_243	102360
CarAnox_mtb2_1149	10821
CarAnox_mtb2_361	54
CarAnox_mtb2_938	2974
CarAnox_mtb2_908	137874
CarAnox_mtb2_121	17948
CarAnox_mtb2_713	152
CarAnox_mtb2_1080	24
CarAnox_mtb2_781	14023
CarAnox_mtb2_798	25839
CarAnox_mtb2_1422	159
CarAnox_mtb2_996	793340
CarAnox_mtb2_535	269
CarAnox_mtb2_1253	226
CarAnox_mtb2_715	369
CarAnox_mtb2_621	30248
CarAnox_mtb2_1042	42799
CarAnox_mtb2_614	1999
CarAnox_mtb2_1447	28372
CarAnox_mtb2_116	1865
CarAnox_mtb2_244	859
CarAnox_mtb2_704	2513
CarAnox_mtb2_492	76107
CarAnox_mtb2_1352	186
CarAnox_mtb2_768	19
CarAnox_mtb2_853	8626
CarAnox_mtb2_31	223
CarAnox_mtb2_464	5558
CarAnox_mtb2_942	49
CarAnox_mtb2_1019	404
CarAnox_mtb2_1375	182
CarAnox_mtb2_310	1686
CarAnox_mtb2_1268	1865
CarAnox_mtb2_636	604
CarAnox_mtb2_512	3
CarAnox_mtb2_595	6634
CarAnox_mtb2_1284	87
CarAnox_mtb2_59	361164
CarAnox_mtb2_1105	103
CarAnox_mtb2_719	85
CarAnox_mtb2_1356	3903
CarAnox_mtb2_1570	277
CarAnox_mtb2_1503	10
CarAnox_mtb2_1244	4295
CarAnox_mtb2_1109	1547
CarAnox_mtb2_216	98741
CarAnox_mtb2_660	14
CarAnox_mtb2_820	82215
CarAnox_mtb2_762	24
CarAnox_mtb2_1264	995
CarAnox_mtb2_997	7182
CarAnox_mtb2_42	12133
CarAnox_mtb2_1263	147
CarAnox_mtb2_292	24431
CarAnox_mtb2_1649	21
CarAnox_mtb2_1604	117
CarAnox_mtb2_1464	5148
CarAnox_mtb2_1392	254
CarAnox_mtb2_1225	24652
CarAnox_mtb2_479	36
CarAnox_mtb2_740	618
CarAnox_mtb2_1220	27512
CarAnox_mtb2_616	524
CarAnox_mtb2_1419	71970
CarAnox_mtb2_423	322
CarAnox_mtb2_358	639
CarAnox_mtb2_343	1019
CarAnox_mtb2_920	202
CarAnox_mtb2_463	458
CarAnox_mtb2_1423	506
CarAnox_mtb2_633	11500
CarAnox_mtb2_868	298
CarAnox_mtb2_1650	298
CarAnox_mtb2_1415	161
CarAnox_mtb2_877	21850
CarAnox_mtb2_147	203
CarAnox_mtb2_1518	12599
CarAnox_mtb2_1270	50609
CarAnox_mtb2_1438	13270
CarAnox_mtb2_959	148
CarAnox_mtb2_1246	6279
CarAnox_mtb2_971	104
CarAnox_mtb2_1057	403
CarAnox_mtb2_645	4594
CarAnox_mtb2_501	4407
CarAnox_mtb2_43	2110
CarAnox_mtb2_1579	977
CarAnox_mtb2_99	1751
CarAnox_mtb2_1538	25
CarAnox_mtb2_603	36183
CarAnox_mtb2_568	108
CarAnox_mtb2_1594	84
CarAnox_mtb2_154	10758
CarAnox_mtb2_944	638
CarAnox_mtb2_785	323
CarAnox_mtb2_741	4822849
CarAnox_mtb2_954	44500
CarAnox_mtb2_1214	106
CarAnox_mtb2_218	276242
CarAnox_mtb2_428	759
CarAnox_mtb2_382	15290
CarAnox_mtb2_187	9220
CarAnox_mtb2_275	8
CarAnox_mtb2_1312	219
CarAnox_mtb2_1002	1060088
CarAnox_mtb2_281	35600
CarAnox_mtb2_1394	92
CarAnox_mtb2_1283	14893
CarAnox_mtb2_1221	27
CarAnox_mtb2_929	48382
CarAnox_mtb2_773	39979
CarAnox_mtb2_1620	184
CarAnox_mtb2_804	764
CarAnox_mtb2_1528	16022
CarAnox_mtb2_47	4618
CarAnox_mtb2_418	190202
CarAnox_mtb2_1510	468
CarAnox_mtb2_205	81218
CarAnox_mtb2_919	518
CarAnox_mtb2_406	901
CarAnox_mtb2_1509	489
CarAnox_mtb2_824	1048
CarAnox_mtb2_106	55
CarAnox_mtb2_1396	6845
CarAnox_mtb2_1551	23033
CarAnox_mtb2_1199	146693
CarAnox_mtb2_451	100
CarAnox_mtb2_1564	27
CarAnox_mtb2_200	3028
CarAnox_mtb2_110	11061
CarAnox_mtb2_1578	1169
CarAnox_mtb2_769	181733
CarAnox_mtb2_541	198422
CarAnox_mtb2_946	952
CarAnox_mtb2_699	175671
CarAnox_mtb2_499	41
CarAnox_mtb2_1023	1020
CarAnox_mtb2_209	50633
CarAnox_mtb2_654	2223
CarAnox_mtb2_1261	22894
CarAnox_mtb2_728	190885
CarAnox_mtb2_1162	394
CarAnox_mtb2_1302	12289
CarAnox_mtb2_259	169
CarAnox_mtb2_1353	1036
CarAnox_mtb2_1424	14177
CarAnox_mtb2_49	735
