Genome	D3a295B_R1_paired.fastq.gz Read Count
CarAnox_mtb2_690	24770
CarAnox_mtb2_538	547
CarAnox_mtb2_623	226
CarAnox_mtb2_207	60
CarAnox_mtb2_771	3110
CarAnox_mtb2_539	440
CarAnox_mtb2_1421	3345
CarAnox_mtb2_777	1348
CarAnox_mtb2_27	6215
CarAnox_mtb2_316	225
CarAnox_mtb2_114	599
CarAnox_mtb2_1098	18142
CarAnox_mtb2_1316	3014384
CarAnox_mtb2_1367	105276
CarAnox_mtb2_662	539
CarAnox_mtb2_547	853
CarAnox_mtb2_24	13284
CarAnox_mtb2_611	5677
CarAnox_mtb2_1524	203218
CarAnox_mtb2_63	423
CarAnox_mtb2_1627	2820
CarAnox_mtb2_1437	21630
CarAnox_mtb2_657	482
CarAnox_mtb2_1075	74
CarAnox_mtb2_573	2264
CarAnox_mtb2_613	36
CarAnox_mtb2_651	600
CarAnox_mtb2_183	410
CarAnox_mtb2_772	6471
CarAnox_mtb2_314	17472
CarAnox_mtb2_1242	1569
CarAnox_mtb2_386	25803
CarAnox_mtb2_503	29
CarAnox_mtb2_1219	498
CarAnox_mtb2_1576	198
CarAnox_mtb2_1299	453435
CarAnox_mtb2_242	6053
CarAnox_mtb2_754	1592
CarAnox_mtb2_236	1328
CarAnox_mtb2_470	264
CarAnox_mtb2_1286	27123
CarAnox_mtb2_753	26524
CarAnox_mtb2_604	2880
CarAnox_mtb2_51	1287
CarAnox_mtb2_335	213481
CarAnox_mtb2_548	584
CarAnox_mtb2_652	687833
CarAnox_mtb2_757	37292
CarAnox_mtb2_712	3701
CarAnox_mtb2_1130	10
CarAnox_mtb2_1359	26483
CarAnox_mtb2_916	17334
CarAnox_mtb2_1050	2108
CarAnox_mtb2_1155	39
CarAnox_mtb2_317	1294
CarAnox_mtb2_544	3823796
CarAnox_mtb2_1527	4469
CarAnox_mtb2_1400	10209
CarAnox_mtb2_1179	104
CarAnox_mtb2_1083	1633
CarAnox_mtb2_78	52992
CarAnox_mtb2_20	40261
CarAnox_mtb2_379	2387
CarAnox_mtb2_955	3760
CarAnox_mtb2_490	4485
CarAnox_mtb2_841	106400
CarAnox_mtb2_1250	4108
CarAnox_mtb2_893	39
CarAnox_mtb2_601	6720
CarAnox_mtb2_552	2726
CarAnox_mtb2_832	4993
CarAnox_mtb2_880	93112
CarAnox_mtb2_1521	19
CarAnox_mtb2_94	12983
CarAnox_mtb2_226	1298
CarAnox_mtb2_1117	250940
CarAnox_mtb2_1388	5
CarAnox_mtb2_561	1238
CarAnox_mtb2_453	159
CarAnox_mtb2_1478	7397
CarAnox_mtb2_21	108743
CarAnox_mtb2_803	6389561
CarAnox_mtb2_775	6992
CarAnox_mtb2_606	683
CarAnox_mtb2_1681	17777
CarAnox_mtb2_748	1270
CarAnox_mtb2_38	1719
CarAnox_mtb2_180	562
CarAnox_mtb2_925	170
CarAnox_mtb2_420	7
CarAnox_mtb2_1549	19999
CarAnox_mtb2_1684	116310
CarAnox_mtb2_591	18527
CarAnox_mtb2_1079	8816
CarAnox_mtb2_983	4358
CarAnox_mtb2_1171	2345
CarAnox_mtb2_62	1275
CarAnox_mtb2_885	109800
CarAnox_mtb2_563	439
CarAnox_mtb2_1508	636
CarAnox_mtb2_1007	14588
CarAnox_mtb2_1413	1565
CarAnox_mtb2_923	5143
CarAnox_mtb2_1033	74
CarAnox_mtb2_628	4535
CarAnox_mtb2_214	100
CarAnox_mtb2_1432	144
CarAnox_mtb2_32	6344
CarAnox_mtb2_742	470
CarAnox_mtb2_864	130599
CarAnox_mtb2_1554	24
CarAnox_mtb2_1372	10
CarAnox_mtb2_330	550
CarAnox_mtb2_1371	4390
CarAnox_mtb2_1605	10467
CarAnox_mtb2_718	175
CarAnox_mtb2_751	464
CarAnox_mtb2_1593	9574
CarAnox_mtb2_13	23054
CarAnox_mtb2_1414	5428
CarAnox_mtb2_979	6541
CarAnox_mtb2_688	205
CarAnox_mtb2_86	63
CarAnox_mtb2_198	382
CarAnox_mtb2_522	3403
CarAnox_mtb2_504	3374
CarAnox_mtb2_732	158
CarAnox_mtb2_975	211450
CarAnox_mtb2_692	31177
CarAnox_mtb2_895	12556
CarAnox_mtb2_1322	38685
CarAnox_mtb2_1003	364
CarAnox_mtb2_1433	25965
CarAnox_mtb2_854	1034
CarAnox_mtb2_1067	156
CarAnox_mtb2_1254	188
CarAnox_mtb2_109	64320
CarAnox_mtb2_1131	3106
CarAnox_mtb2_956	877
CarAnox_mtb2_1507	758
CarAnox_mtb2_862	118
CarAnox_mtb2_907	6449
CarAnox_mtb2_1569	92404
CarAnox_mtb2_1015	100
CarAnox_mtb2_1428	3861
CarAnox_mtb2_1226	128
CarAnox_mtb2_481	27
CarAnox_mtb2_151	953
CarAnox_mtb2_334	22864
CarAnox_mtb2_1465	997
CarAnox_mtb2_937	167
CarAnox_mtb2_76	458
CarAnox_mtb2_524	181
CarAnox_mtb2_1334	7576
CarAnox_mtb2_1183	124
CarAnox_mtb2_459	1415
CarAnox_mtb2_743	6804
CarAnox_mtb2_1429	525
CarAnox_mtb2_14	5161
CarAnox_mtb2_1320	32209
CarAnox_mtb2_336	511329
CarAnox_mtb2_1562	15045
CarAnox_mtb2_213	827024
CarAnox_mtb2_83	146
CarAnox_mtb2_164	347
CarAnox_mtb2_313	8324
CarAnox_mtb2_400	327
CarAnox_mtb2_421	493
CarAnox_mtb2_1600	33333
CarAnox_mtb2_888	703
CarAnox_mtb2_1536	307
CarAnox_mtb2_1101	400
CarAnox_mtb2_707	189028
CarAnox_mtb2_153	40
CarAnox_mtb2_786	3703
CarAnox_mtb2_206	5425
CarAnox_mtb2_557	178
CarAnox_mtb2_349	8994
CarAnox_mtb2_1053	419
CarAnox_mtb2_301	2888
CarAnox_mtb2_809	19178
CarAnox_mtb2_1556	726
CarAnox_mtb2_128	955
CarAnox_mtb2_1446	1082
CarAnox_mtb2_1552	12981
CarAnox_mtb2_1559	18418
CarAnox_mtb2_1679	90880
CarAnox_mtb2_1425	7626
CarAnox_mtb2_516	1164
CarAnox_mtb2_941	50526
CarAnox_mtb2_828	274
CarAnox_mtb2_739	4385
CarAnox_mtb2_1274	19173
CarAnox_mtb2_30	332
CarAnox_mtb2_750	40501
CarAnox_mtb2_608	5099
CarAnox_mtb2_572	297
CarAnox_mtb2_1146	15173
CarAnox_mtb2_1398	25503
CarAnox_mtb2_596	321
CarAnox_mtb2_243	266
CarAnox_mtb2_1149	134
CarAnox_mtb2_361	437
CarAnox_mtb2_938	150
CarAnox_mtb2_908	136640
CarAnox_mtb2_121	2425
CarAnox_mtb2_713	11692
CarAnox_mtb2_1080	201
CarAnox_mtb2_781	43712
CarAnox_mtb2_798	2043
CarAnox_mtb2_1422	468
CarAnox_mtb2_996	56075
CarAnox_mtb2_535	100
CarAnox_mtb2_1253	3191
CarAnox_mtb2_715	74
CarAnox_mtb2_621	1263
CarAnox_mtb2_1042	119
CarAnox_mtb2_614	11199
CarAnox_mtb2_1447	176578
CarAnox_mtb2_116	113249
CarAnox_mtb2_244	109
CarAnox_mtb2_704	287
CarAnox_mtb2_492	2872787
CarAnox_mtb2_1352	205
CarAnox_mtb2_768	172
CarAnox_mtb2_853	3960
CarAnox_mtb2_31	1742
CarAnox_mtb2_464	169
CarAnox_mtb2_942	878
CarAnox_mtb2_1019	2930
CarAnox_mtb2_1375	790
CarAnox_mtb2_310	113118
CarAnox_mtb2_1268	196
CarAnox_mtb2_636	5127
CarAnox_mtb2_512	17
CarAnox_mtb2_595	64733
CarAnox_mtb2_1284	60
CarAnox_mtb2_59	911462
CarAnox_mtb2_1105	10369
CarAnox_mtb2_719	552
CarAnox_mtb2_1356	110
CarAnox_mtb2_1570	2811
CarAnox_mtb2_1503	157
CarAnox_mtb2_1244	30673
CarAnox_mtb2_1109	7752
CarAnox_mtb2_216	25843
CarAnox_mtb2_660	491
CarAnox_mtb2_820	3079
CarAnox_mtb2_762	21
CarAnox_mtb2_1264	15165
CarAnox_mtb2_997	242
CarAnox_mtb2_42	74
CarAnox_mtb2_1263	1420
CarAnox_mtb2_292	910
CarAnox_mtb2_1649	443
CarAnox_mtb2_1604	437
CarAnox_mtb2_1464	1467
CarAnox_mtb2_1392	42
CarAnox_mtb2_1225	8871
CarAnox_mtb2_479	2467
CarAnox_mtb2_740	86259
CarAnox_mtb2_1220	81607
CarAnox_mtb2_616	51436
CarAnox_mtb2_1419	31078
CarAnox_mtb2_423	686
CarAnox_mtb2_358	15197
CarAnox_mtb2_343	117
CarAnox_mtb2_920	10
CarAnox_mtb2_463	10103
CarAnox_mtb2_1423	12344
CarAnox_mtb2_633	5992
CarAnox_mtb2_868	4302
CarAnox_mtb2_1650	746
CarAnox_mtb2_1415	31886
CarAnox_mtb2_877	139
CarAnox_mtb2_147	7823
CarAnox_mtb2_1518	331
CarAnox_mtb2_1270	4295
CarAnox_mtb2_1438	26914
CarAnox_mtb2_959	15218
CarAnox_mtb2_1246	5887
CarAnox_mtb2_971	79
CarAnox_mtb2_1057	2653
CarAnox_mtb2_645	13354
CarAnox_mtb2_501	22952
CarAnox_mtb2_43	26028
CarAnox_mtb2_1579	297
CarAnox_mtb2_99	10133
CarAnox_mtb2_1538	11
CarAnox_mtb2_603	22827
CarAnox_mtb2_568	23
CarAnox_mtb2_1594	120
CarAnox_mtb2_154	88
CarAnox_mtb2_944	45660
CarAnox_mtb2_785	996
CarAnox_mtb2_741	5664913
CarAnox_mtb2_954	900
CarAnox_mtb2_1214	3862
CarAnox_mtb2_218	269
CarAnox_mtb2_428	36629
CarAnox_mtb2_382	38195
CarAnox_mtb2_187	95778
CarAnox_mtb2_275	119
CarAnox_mtb2_1312	3841
CarAnox_mtb2_1002	9381
CarAnox_mtb2_281	111123
CarAnox_mtb2_1394	42
CarAnox_mtb2_1283	3885933
CarAnox_mtb2_1221	277
CarAnox_mtb2_929	174
CarAnox_mtb2_773	378526
CarAnox_mtb2_1620	80
CarAnox_mtb2_804	207
CarAnox_mtb2_1528	281
CarAnox_mtb2_47	119
CarAnox_mtb2_418	5988
CarAnox_mtb2_1510	9867
CarAnox_mtb2_205	101298
CarAnox_mtb2_919	50870
CarAnox_mtb2_406	46
CarAnox_mtb2_1509	11667
CarAnox_mtb2_824	138
CarAnox_mtb2_106	534
CarAnox_mtb2_1396	36456
CarAnox_mtb2_1551	100154
CarAnox_mtb2_1199	1388
CarAnox_mtb2_451	733
CarAnox_mtb2_1564	1799
CarAnox_mtb2_200	24506
CarAnox_mtb2_110	446
CarAnox_mtb2_1578	39
CarAnox_mtb2_769	24
CarAnox_mtb2_541	99212
CarAnox_mtb2_946	20910
CarAnox_mtb2_699	169
CarAnox_mtb2_499	83
CarAnox_mtb2_1023	9247
CarAnox_mtb2_209	441394
CarAnox_mtb2_654	123494
CarAnox_mtb2_1261	266
CarAnox_mtb2_728	491105
CarAnox_mtb2_1162	36
CarAnox_mtb2_1302	652
CarAnox_mtb2_259	106
CarAnox_mtb2_1353	8666
CarAnox_mtb2_1424	1038
CarAnox_mtb2_49	8930
