Genome	D2a267B_R1_paired.fastq.gz Read Count
CarAnox_mtb2_1584	21
CarAnox_mtb2_1502	10
CarAnox_mtb2_729	1008
CarAnox_mtb2_927	122711
CarAnox_mtb2_315	142273
CarAnox_mtb2_102	1357
CarAnox_mtb2_1173	248
CarAnox_mtb2_1215	130
CarAnox_mtb2_245	15
CarAnox_mtb2_1108	13
CarAnox_mtb2_34	67
CarAnox_mtb2_815	1528
CarAnox_mtb2_1121	944
CarAnox_mtb2_1583	618310
CarAnox_mtb2_1636	5378
CarAnox_mtb2_1252	10
CarAnox_mtb2_507	98
CarAnox_mtb2_1463	55
CarAnox_mtb2_554	82
CarAnox_mtb2_1365	193
CarAnox_mtb2_564	11077
CarAnox_mtb2_774	214178
CarAnox_mtb2_486	3497
CarAnox_mtb2_811	71
CarAnox_mtb2_661	9
CarAnox_mtb2_1208	4280347
CarAnox_mtb2_1369	1041530
CarAnox_mtb2_2	476015
CarAnox_mtb2_1188	2199
CarAnox_mtb2_790	36472
CarAnox_mtb2_1389	62056
CarAnox_mtb2_186	79
CarAnox_mtb2_268	155
CarAnox_mtb2_68	852
CarAnox_mtb2_1039	902
CarAnox_mtb2_215	3414
CarAnox_mtb2_782	2357
CarAnox_mtb2_1285	7547
CarAnox_mtb2_1408	82
CarAnox_mtb2_122	22
CarAnox_mtb2_791	1378
CarAnox_mtb2_1279	25456
CarAnox_mtb2_120	158
CarAnox_mtb2_375	3133
CarAnox_mtb2_1071	4
CarAnox_mtb2_1499	81
CarAnox_mtb2_1178	8
CarAnox_mtb2_171	5209
CarAnox_mtb2_620	4261
CarAnox_mtb2_48	668
CarAnox_mtb2_435	111
CarAnox_mtb2_1454	2044
CarAnox_mtb2_190	815
CarAnox_mtb2_890	30
CarAnox_mtb2_304	8
CarAnox_mtb2_1607	532
CarAnox_mtb2_16	9802752
CarAnox_mtb2_912	41836
CarAnox_mtb2_1016	224
CarAnox_mtb2_265	466
CarAnox_mtb2_857	722
CarAnox_mtb2_755	13168
CarAnox_mtb2_1167	707
CarAnox_mtb2_341	1067
CarAnox_mtb2_1374	32
CarAnox_mtb2_867	6596
CarAnox_mtb2_18	7
CarAnox_mtb2_101	406
CarAnox_mtb2_583	492
CarAnox_mtb2_530	9
CarAnox_mtb2_1194	582661
CarAnox_mtb2_560	43
CarAnox_mtb2_737	6
CarAnox_mtb2_302	4853
CarAnox_mtb2_1630	4
CarAnox_mtb2_1535	7981
CarAnox_mtb2_181	193120
CarAnox_mtb2_691	874
CarAnox_mtb2_669	14
CarAnox_mtb2_1441	3769
CarAnox_mtb2_721	233
CarAnox_mtb2_1655	148
CarAnox_mtb2_430	4710
CarAnox_mtb2_567	324
CarAnox_mtb2_931	51
CarAnox_mtb2_1288	122
CarAnox_mtb2_1201	1678
CarAnox_mtb2_1010	81454
CarAnox_mtb2_1618	564
CarAnox_mtb2_970	137
CarAnox_mtb2_1431	817
CarAnox_mtb2_671	34
CarAnox_mtb2_1601	10
CarAnox_mtb2_663	178
CarAnox_mtb2_1123	25
CarAnox_mtb2_972	52527
CarAnox_mtb2_352	160803
CarAnox_mtb2_722	2335
CarAnox_mtb2_329	1065
CarAnox_mtb2_1638	31
CarAnox_mtb2_599	11507
CarAnox_mtb2_872	177
CarAnox_mtb2_1531	220
CarAnox_mtb2_779	36
CarAnox_mtb2_672	352501
CarAnox_mtb2_1249	1042
CarAnox_mtb2_631	645
CarAnox_mtb2_756	413
CarAnox_mtb2_1366	473610
CarAnox_mtb2_115	5397
CarAnox_mtb2_193	143185
CarAnox_mtb2_846	5941
CarAnox_mtb2_189	4107
CarAnox_mtb2_1190	192827
CarAnox_mtb2_957	467430
CarAnox_mtb2_1506	1238
CarAnox_mtb2_1606	2488
CarAnox_mtb2_1350	1388
CarAnox_mtb2_196	5646
CarAnox_mtb2_610	17869
CarAnox_mtb2_1384	1218
CarAnox_mtb2_1543	12
CarAnox_mtb2_1116	969
CarAnox_mtb2_879	9181
CarAnox_mtb2_15	284
CarAnox_mtb2_1271	7926
CarAnox_mtb2_1239	3867
CarAnox_mtb2_770	153
CarAnox_mtb2_1534	27647
CarAnox_mtb2_586	2362
CarAnox_mtb2_545	1784375
CarAnox_mtb2_650	1580
CarAnox_mtb2_112	1556
CarAnox_mtb2_1363	3347
CarAnox_mtb2_419	5344
CarAnox_mtb2_629	382
CarAnox_mtb2_1512	30803
CarAnox_mtb2_1092	100191
CarAnox_mtb2_347	430337
CarAnox_mtb2_914	982
CarAnox_mtb2_1089	4152
CarAnox_mtb2_945	1595056
CarAnox_mtb2_697	32
CarAnox_mtb2_658	15
CarAnox_mtb2_403	36
CarAnox_mtb2_3	454
CarAnox_mtb2_598	88
CarAnox_mtb2_495	2059
CarAnox_mtb2_220	175
CarAnox_mtb2_224	352606
CarAnox_mtb2_1628	16623
CarAnox_mtb2_262	38
CarAnox_mtb2_117	440
CarAnox_mtb2_810	1566
CarAnox_mtb2_685	112703
CarAnox_mtb2_1056	49
CarAnox_mtb2_1647	158
CarAnox_mtb2_22	96972
CarAnox_mtb2_291	28333
CarAnox_mtb2_690	27321
CarAnox_mtb2_538	42801
CarAnox_mtb2_623	110
CarAnox_mtb2_207	42
CarAnox_mtb2_771	2637
CarAnox_mtb2_539	246
CarAnox_mtb2_1421	797
CarAnox_mtb2_777	95
CarAnox_mtb2_27	2133
CarAnox_mtb2_316	14
CarAnox_mtb2_114	94
CarAnox_mtb2_1098	418
CarAnox_mtb2_1316	842140
CarAnox_mtb2_1367	7577
CarAnox_mtb2_662	197
CarAnox_mtb2_547	1231
CarAnox_mtb2_24	1960
CarAnox_mtb2_611	227
CarAnox_mtb2_1524	10060
CarAnox_mtb2_63	73
CarAnox_mtb2_1627	547
CarAnox_mtb2_1437	14831
CarAnox_mtb2_657	47
CarAnox_mtb2_1075	30
CarAnox_mtb2_573	2019
CarAnox_mtb2_613	34
CarAnox_mtb2_651	151
CarAnox_mtb2_183	6
CarAnox_mtb2_772	1558
CarAnox_mtb2_314	4660
CarAnox_mtb2_1242	529
CarAnox_mtb2_386	4561
CarAnox_mtb2_503	32
CarAnox_mtb2_1219	582
CarAnox_mtb2_1576	109912
CarAnox_mtb2_1299	44104
CarAnox_mtb2_242	39770
CarAnox_mtb2_754	266
CarAnox_mtb2_236	149
CarAnox_mtb2_470	12
CarAnox_mtb2_1286	6775
CarAnox_mtb2_753	350598
CarAnox_mtb2_604	2046
CarAnox_mtb2_51	18
CarAnox_mtb2_335	870511
CarAnox_mtb2_548	156
CarAnox_mtb2_652	35799
CarAnox_mtb2_757	3650
CarAnox_mtb2_712	6466
CarAnox_mtb2_1130	5
CarAnox_mtb2_1359	6945
CarAnox_mtb2_916	34214
CarAnox_mtb2_1050	2095
CarAnox_mtb2_1155	61
CarAnox_mtb2_317	1031
CarAnox_mtb2_544	7456499
CarAnox_mtb2_1527	8494
CarAnox_mtb2_1400	799
CarAnox_mtb2_1179	98
CarAnox_mtb2_1083	356
CarAnox_mtb2_78	4590
CarAnox_mtb2_20	48971
CarAnox_mtb2_379	474
CarAnox_mtb2_955	324
CarAnox_mtb2_490	582
CarAnox_mtb2_841	49109
CarAnox_mtb2_1250	728
CarAnox_mtb2_893	20
CarAnox_mtb2_601	1916
CarAnox_mtb2_552	814
CarAnox_mtb2_832	770
CarAnox_mtb2_880	8855
CarAnox_mtb2_1521	25
CarAnox_mtb2_94	15157
CarAnox_mtb2_226	200
CarAnox_mtb2_1117	2078936
CarAnox_mtb2_1388	13
CarAnox_mtb2_561	1123
CarAnox_mtb2_453	76
CarAnox_mtb2_1478	130
CarAnox_mtb2_21	12891
CarAnox_mtb2_803	1005211
CarAnox_mtb2_775	398
CarAnox_mtb2_606	165
CarAnox_mtb2_1681	65067
CarAnox_mtb2_748	276
CarAnox_mtb2_38	1350
CarAnox_mtb2_180	39245
CarAnox_mtb2_925	104
CarAnox_mtb2_420	2
CarAnox_mtb2_1549	6450
CarAnox_mtb2_1684	6858
CarAnox_mtb2_591	13613
CarAnox_mtb2_1079	3083
CarAnox_mtb2_983	363309
CarAnox_mtb2_1171	171
CarAnox_mtb2_62	759
CarAnox_mtb2_885	245443
CarAnox_mtb2_563	639
CarAnox_mtb2_1508	356
CarAnox_mtb2_1007	566
CarAnox_mtb2_1413	881
CarAnox_mtb2_923	7396
CarAnox_mtb2_1033	90
CarAnox_mtb2_628	5199
CarAnox_mtb2_214	35
CarAnox_mtb2_1432	99
CarAnox_mtb2_32	4881
CarAnox_mtb2_742	88
CarAnox_mtb2_864	253004
CarAnox_mtb2_1554	43
CarAnox_mtb2_1372	4
CarAnox_mtb2_330	22
CarAnox_mtb2_1371	1781
CarAnox_mtb2_1605	10589
CarAnox_mtb2_718	170
CarAnox_mtb2_751	221
CarAnox_mtb2_1593	2515
CarAnox_mtb2_13	51751
CarAnox_mtb2_1414	1220
CarAnox_mtb2_979	77760
CarAnox_mtb2_688	274
CarAnox_mtb2_86	30
CarAnox_mtb2_198	465
CarAnox_mtb2_522	579
CarAnox_mtb2_504	156
CarAnox_mtb2_732	266
CarAnox_mtb2_975	72014
CarAnox_mtb2_692	23510
CarAnox_mtb2_895	2835
CarAnox_mtb2_1322	85185
CarAnox_mtb2_1003	384
CarAnox_mtb2_1433	1699
CarAnox_mtb2_854	35
CarAnox_mtb2_1067	193
CarAnox_mtb2_1254	153
CarAnox_mtb2_109	702937
CarAnox_mtb2_1131	2595
CarAnox_mtb2_956	21
CarAnox_mtb2_1507	902533
CarAnox_mtb2_862	34
CarAnox_mtb2_907	715
CarAnox_mtb2_1569	363007
CarAnox_mtb2_1015	22
CarAnox_mtb2_1428	789
CarAnox_mtb2_1226	166
CarAnox_mtb2_481	19
CarAnox_mtb2_151	224
CarAnox_mtb2_334	1828
CarAnox_mtb2_1465	7907
CarAnox_mtb2_937	197
CarAnox_mtb2_76	609
CarAnox_mtb2_524	130
CarAnox_mtb2_1334	46088
CarAnox_mtb2_1183	203
CarAnox_mtb2_459	786
CarAnox_mtb2_743	2092
CarAnox_mtb2_1429	509
CarAnox_mtb2_14	166
CarAnox_mtb2_1320	10392
CarAnox_mtb2_336	29870
CarAnox_mtb2_1562	2408
CarAnox_mtb2_213	384663
CarAnox_mtb2_83	103
CarAnox_mtb2_164	686
CarAnox_mtb2_313	11756
CarAnox_mtb2_400	237
CarAnox_mtb2_421	118
CarAnox_mtb2_1600	47652
CarAnox_mtb2_888	385
CarAnox_mtb2_1536	346
CarAnox_mtb2_1101	14
CarAnox_mtb2_707	37232
CarAnox_mtb2_153	38
CarAnox_mtb2_786	57208
CarAnox_mtb2_206	936
CarAnox_mtb2_557	14
CarAnox_mtb2_349	828
CarAnox_mtb2_1053	114
CarAnox_mtb2_301	594
CarAnox_mtb2_809	7806
CarAnox_mtb2_1556	764
CarAnox_mtb2_128	562
CarAnox_mtb2_1446	109
CarAnox_mtb2_1552	8671
CarAnox_mtb2_1559	5736
CarAnox_mtb2_1679	299771
CarAnox_mtb2_1425	318
CarAnox_mtb2_516	41
CarAnox_mtb2_941	3447
CarAnox_mtb2_828	168
CarAnox_mtb2_739	1683
CarAnox_mtb2_1274	4481
CarAnox_mtb2_30	950
CarAnox_mtb2_750	10733
CarAnox_mtb2_608	240
CarAnox_mtb2_572	96185
CarAnox_mtb2_1146	2397
CarAnox_mtb2_1398	5003
CarAnox_mtb2_596	33
CarAnox_mtb2_243	732
CarAnox_mtb2_1149	48
CarAnox_mtb2_361	65
CarAnox_mtb2_938	58
CarAnox_mtb2_908	134840
CarAnox_mtb2_121	4174
CarAnox_mtb2_713	62
CarAnox_mtb2_1080	171
CarAnox_mtb2_781	99326
CarAnox_mtb2_798	17977
CarAnox_mtb2_1422	216
CarAnox_mtb2_996	29721
CarAnox_mtb2_535	36
CarAnox_mtb2_1253	175
CarAnox_mtb2_715	76
CarAnox_mtb2_621	632
CarAnox_mtb2_1042	504
CarAnox_mtb2_614	34969
CarAnox_mtb2_1447	185133
CarAnox_mtb2_116	10791
CarAnox_mtb2_244	38
CarAnox_mtb2_704	106
CarAnox_mtb2_492	1006085
CarAnox_mtb2_1352	113
CarAnox_mtb2_768	77
CarAnox_mtb2_853	12863
CarAnox_mtb2_31	582
CarAnox_mtb2_464	113
CarAnox_mtb2_942	204
CarAnox_mtb2_1019	77
CarAnox_mtb2_1375	190
CarAnox_mtb2_310	20123
CarAnox_mtb2_1268	80
CarAnox_mtb2_636	2843
CarAnox_mtb2_512	5
CarAnox_mtb2_595	186144
CarAnox_mtb2_1284	23
CarAnox_mtb2_59	2186857
CarAnox_mtb2_1105	2241
CarAnox_mtb2_719	491
CarAnox_mtb2_1356	21
CarAnox_mtb2_1570	1133
CarAnox_mtb2_1503	88
CarAnox_mtb2_1244	68794
CarAnox_mtb2_1109	807
CarAnox_mtb2_216	355248
CarAnox_mtb2_660	17
CarAnox_mtb2_820	14610
CarAnox_mtb2_762	158
CarAnox_mtb2_1264	452
CarAnox_mtb2_997	44849
CarAnox_mtb2_42	69
CarAnox_mtb2_1263	392
CarAnox_mtb2_292	250
CarAnox_mtb2_1649	39
CarAnox_mtb2_1604	103
CarAnox_mtb2_1464	17406
CarAnox_mtb2_1392	50
CarAnox_mtb2_1225	243589
CarAnox_mtb2_479	571
CarAnox_mtb2_740	6492
CarAnox_mtb2_1220	711939
CarAnox_mtb2_616	8921
CarAnox_mtb2_1419	361923
CarAnox_mtb2_423	433
CarAnox_mtb2_358	3890
CarAnox_mtb2_343	103
CarAnox_mtb2_920	11
CarAnox_mtb2_463	581
CarAnox_mtb2_1423	2848
CarAnox_mtb2_633	333
CarAnox_mtb2_868	3273
CarAnox_mtb2_1650	2631
CarAnox_mtb2_1415	8952
CarAnox_mtb2_877	40
CarAnox_mtb2_147	2181
CarAnox_mtb2_1518	185
CarAnox_mtb2_1270	485
CarAnox_mtb2_1438	370529
CarAnox_mtb2_959	6772
CarAnox_mtb2_1246	26468
CarAnox_mtb2_971	80
CarAnox_mtb2_1057	9680
CarAnox_mtb2_645	9669
CarAnox_mtb2_501	2858
CarAnox_mtb2_43	1327
CarAnox_mtb2_1579	12
CarAnox_mtb2_99	25169
CarAnox_mtb2_1538	18
CarAnox_mtb2_603	88443
CarAnox_mtb2_568	9
CarAnox_mtb2_1594	31
CarAnox_mtb2_154	47
CarAnox_mtb2_944	3218
CarAnox_mtb2_785	998
CarAnox_mtb2_741	6141483
CarAnox_mtb2_954	294
CarAnox_mtb2_1214	729
CarAnox_mtb2_218	227
CarAnox_mtb2_428	4604
CarAnox_mtb2_382	197946
CarAnox_mtb2_187	32953
CarAnox_mtb2_275	175
CarAnox_mtb2_1312	5593
CarAnox_mtb2_1002	5928
CarAnox_mtb2_281	9052
CarAnox_mtb2_1394	43
CarAnox_mtb2_1283	346969
CarAnox_mtb2_1221	136
CarAnox_mtb2_929	185
CarAnox_mtb2_773	685184
CarAnox_mtb2_1620	10
CarAnox_mtb2_804	73
CarAnox_mtb2_1528	72
CarAnox_mtb2_47	71
CarAnox_mtb2_418	190899
CarAnox_mtb2_1510	709
CarAnox_mtb2_205	538948
CarAnox_mtb2_919	21615
CarAnox_mtb2_406	22
CarAnox_mtb2_1509	1808
CarAnox_mtb2_824	73
CarAnox_mtb2_106	531
CarAnox_mtb2_1396	3224
CarAnox_mtb2_1551	20692
CarAnox_mtb2_1199	334
CarAnox_mtb2_451	85
CarAnox_mtb2_1564	617
CarAnox_mtb2_200	4042
CarAnox_mtb2_110	155
CarAnox_mtb2_1578	10
CarAnox_mtb2_769	120554
CarAnox_mtb2_541	571371
CarAnox_mtb2_946	17443
CarAnox_mtb2_699	7507
CarAnox_mtb2_499	6
CarAnox_mtb2_1023	6341
CarAnox_mtb2_209	1280126
CarAnox_mtb2_654	3480
CarAnox_mtb2_1261	103
CarAnox_mtb2_728	171319
CarAnox_mtb2_1162	7
CarAnox_mtb2_1302	207
CarAnox_mtb2_259	32
CarAnox_mtb2_1353	21976
CarAnox_mtb2_1424	218
CarAnox_mtb2_49	3291
