Genome	D2a200B_R1_paired.fastq.gz Read Count
CarAnox_mtb2_315	162973
CarAnox_mtb2_102	5033
CarAnox_mtb2_1173	413
CarAnox_mtb2_1215	345
CarAnox_mtb2_245	57
CarAnox_mtb2_1108	40
CarAnox_mtb2_34	147
CarAnox_mtb2_815	146
CarAnox_mtb2_1121	114
CarAnox_mtb2_1583	2987589
CarAnox_mtb2_1636	229
CarAnox_mtb2_1252	36
CarAnox_mtb2_507	11
CarAnox_mtb2_1463	174
CarAnox_mtb2_554	157
CarAnox_mtb2_1365	133
CarAnox_mtb2_564	991
CarAnox_mtb2_774	292606
CarAnox_mtb2_486	92
CarAnox_mtb2_811	291
CarAnox_mtb2_661	22
CarAnox_mtb2_1208	88068
CarAnox_mtb2_1369	916296
CarAnox_mtb2_2	5384602
CarAnox_mtb2_1188	962
CarAnox_mtb2_790	400
CarAnox_mtb2_1389	128
CarAnox_mtb2_186	5346
CarAnox_mtb2_268	500
CarAnox_mtb2_68	187
CarAnox_mtb2_1039	19
CarAnox_mtb2_215	3190
CarAnox_mtb2_782	4816
CarAnox_mtb2_1285	70
CarAnox_mtb2_1408	101
CarAnox_mtb2_122	18
CarAnox_mtb2_791	21
CarAnox_mtb2_1279	121
CarAnox_mtb2_120	32
CarAnox_mtb2_375	150
CarAnox_mtb2_1071	51
CarAnox_mtb2_1499	137
CarAnox_mtb2_1178	11
CarAnox_mtb2_171	122
CarAnox_mtb2_620	3458
CarAnox_mtb2_48	8
CarAnox_mtb2_435	32
CarAnox_mtb2_1454	9646
CarAnox_mtb2_190	163
CarAnox_mtb2_890	104
CarAnox_mtb2_304	6
CarAnox_mtb2_1607	220
CarAnox_mtb2_16	3592393
CarAnox_mtb2_912	217
CarAnox_mtb2_1016	123
CarAnox_mtb2_265	710
CarAnox_mtb2_857	112
CarAnox_mtb2_755	1131
CarAnox_mtb2_1167	15
CarAnox_mtb2_341	110
CarAnox_mtb2_1374	45
CarAnox_mtb2_867	48
CarAnox_mtb2_18	11
CarAnox_mtb2_101	37
CarAnox_mtb2_583	91
CarAnox_mtb2_530	69
CarAnox_mtb2_1194	23688
CarAnox_mtb2_560	78
CarAnox_mtb2_737	17
CarAnox_mtb2_302	31
CarAnox_mtb2_1630	9
CarAnox_mtb2_1535	121
CarAnox_mtb2_181	21042
CarAnox_mtb2_691	190
CarAnox_mtb2_669	75
CarAnox_mtb2_1441	1351
CarAnox_mtb2_721	609
CarAnox_mtb2_1655	83
CarAnox_mtb2_430	62
CarAnox_mtb2_567	39
CarAnox_mtb2_931	354
CarAnox_mtb2_1288	147
CarAnox_mtb2_1201	96
CarAnox_mtb2_1010	240689
CarAnox_mtb2_1618	309
CarAnox_mtb2_970	53
CarAnox_mtb2_1431	607
CarAnox_mtb2_671	156
CarAnox_mtb2_1601	28
CarAnox_mtb2_663	681
CarAnox_mtb2_1123	45
CarAnox_mtb2_972	9548
CarAnox_mtb2_352	1602
CarAnox_mtb2_722	180
CarAnox_mtb2_329	308
CarAnox_mtb2_1638	14
CarAnox_mtb2_599	122
CarAnox_mtb2_872	40
CarAnox_mtb2_1531	319
CarAnox_mtb2_779	10
CarAnox_mtb2_672	541608
CarAnox_mtb2_1249	405
CarAnox_mtb2_631	78
CarAnox_mtb2_756	675
CarAnox_mtb2_1366	1800
CarAnox_mtb2_115	446
CarAnox_mtb2_193	52717
CarAnox_mtb2_846	150
CarAnox_mtb2_189	124
CarAnox_mtb2_1190	109892
CarAnox_mtb2_957	67892
CarAnox_mtb2_1506	298
CarAnox_mtb2_1606	766
CarAnox_mtb2_1350	329
CarAnox_mtb2_196	588
CarAnox_mtb2_610	133
CarAnox_mtb2_1384	208
CarAnox_mtb2_1543	53
CarAnox_mtb2_1116	781
CarAnox_mtb2_879	1089
CarAnox_mtb2_15	38
CarAnox_mtb2_1271	510
CarAnox_mtb2_1239	13199
CarAnox_mtb2_770	581
CarAnox_mtb2_1534	285
CarAnox_mtb2_586	49
CarAnox_mtb2_545	1745191
CarAnox_mtb2_650	156
CarAnox_mtb2_112	283
CarAnox_mtb2_1363	373
CarAnox_mtb2_419	65
CarAnox_mtb2_629	64
CarAnox_mtb2_1512	460
CarAnox_mtb2_1092	2530
CarAnox_mtb2_347	54276
CarAnox_mtb2_914	95
CarAnox_mtb2_1089	115
CarAnox_mtb2_945	69238
CarAnox_mtb2_697	111
CarAnox_mtb2_658	34
CarAnox_mtb2_403	152
CarAnox_mtb2_3	110
CarAnox_mtb2_598	238
CarAnox_mtb2_495	165
CarAnox_mtb2_220	228
CarAnox_mtb2_224	928853
CarAnox_mtb2_1628	18192
CarAnox_mtb2_262	330
CarAnox_mtb2_117	146
CarAnox_mtb2_810	4460
CarAnox_mtb2_685	217
CarAnox_mtb2_1056	225
CarAnox_mtb2_1647	64
CarAnox_mtb2_22	1457045
CarAnox_mtb2_291	351
CarAnox_mtb2_690	5643
CarAnox_mtb2_538	263
CarAnox_mtb2_623	64
CarAnox_mtb2_207	76
CarAnox_mtb2_771	12291
CarAnox_mtb2_539	567
CarAnox_mtb2_1421	23
CarAnox_mtb2_777	254
CarAnox_mtb2_27	572
CarAnox_mtb2_316	24
CarAnox_mtb2_114	127
CarAnox_mtb2_1098	121
CarAnox_mtb2_1316	404234
CarAnox_mtb2_1367	661
CarAnox_mtb2_662	126
CarAnox_mtb2_547	110
CarAnox_mtb2_24	1116
CarAnox_mtb2_611	561
CarAnox_mtb2_1524	2183
CarAnox_mtb2_63	114
CarAnox_mtb2_1627	816
CarAnox_mtb2_1437	93
CarAnox_mtb2_657	126
CarAnox_mtb2_1075	67
CarAnox_mtb2_573	165
CarAnox_mtb2_613	135
CarAnox_mtb2_651	79
CarAnox_mtb2_183	10
CarAnox_mtb2_772	457
CarAnox_mtb2_314	87
CarAnox_mtb2_1242	307
CarAnox_mtb2_386	148
CarAnox_mtb2_503	214
CarAnox_mtb2_1219	1033
CarAnox_mtb2_1576	143345
CarAnox_mtb2_1299	2359
CarAnox_mtb2_242	644
CarAnox_mtb2_754	55
CarAnox_mtb2_236	128
CarAnox_mtb2_470	18
CarAnox_mtb2_1286	1417
CarAnox_mtb2_753	29926
CarAnox_mtb2_604	3036
CarAnox_mtb2_51	34
CarAnox_mtb2_335	105180
CarAnox_mtb2_548	107
CarAnox_mtb2_652	1016
CarAnox_mtb2_757	243
CarAnox_mtb2_712	159
CarAnox_mtb2_1130	6
CarAnox_mtb2_1359	346
CarAnox_mtb2_916	3782
CarAnox_mtb2_1050	303
CarAnox_mtb2_1155	160
CarAnox_mtb2_317	234
CarAnox_mtb2_544	2172567
CarAnox_mtb2_1527	82
CarAnox_mtb2_1400	176
CarAnox_mtb2_1179	218
CarAnox_mtb2_1083	270
CarAnox_mtb2_78	966
CarAnox_mtb2_20	475
CarAnox_mtb2_379	466
CarAnox_mtb2_955	180
CarAnox_mtb2_490	223
CarAnox_mtb2_841	442
CarAnox_mtb2_1250	386
CarAnox_mtb2_893	226
CarAnox_mtb2_601	131
CarAnox_mtb2_552	314
CarAnox_mtb2_832	801
CarAnox_mtb2_880	219
CarAnox_mtb2_1521	72
CarAnox_mtb2_94	103
CarAnox_mtb2_226	167
CarAnox_mtb2_1117	508256
CarAnox_mtb2_1388	71
CarAnox_mtb2_561	19
CarAnox_mtb2_453	211
CarAnox_mtb2_1478	28
CarAnox_mtb2_21	12946
CarAnox_mtb2_803	252437
CarAnox_mtb2_775	223
CarAnox_mtb2_606	395
CarAnox_mtb2_1681	518233
CarAnox_mtb2_748	55
CarAnox_mtb2_38	166
CarAnox_mtb2_180	385
CarAnox_mtb2_925	649
CarAnox_mtb2_420	4
CarAnox_mtb2_1549	615
CarAnox_mtb2_1684	663
CarAnox_mtb2_591	221
CarAnox_mtb2_1079	777
CarAnox_mtb2_983	200226
CarAnox_mtb2_1171	45
CarAnox_mtb2_62	28
CarAnox_mtb2_885	1258
CarAnox_mtb2_563	753
CarAnox_mtb2_1508	28
CarAnox_mtb2_1007	47
CarAnox_mtb2_1413	10
CarAnox_mtb2_923	79
CarAnox_mtb2_1033	4369
CarAnox_mtb2_628	136
CarAnox_mtb2_214	136
CarAnox_mtb2_1432	374
CarAnox_mtb2_32	47
CarAnox_mtb2_742	49
CarAnox_mtb2_864	3515
CarAnox_mtb2_1554	81
CarAnox_mtb2_1372	38
CarAnox_mtb2_330	15
CarAnox_mtb2_1371	66
CarAnox_mtb2_1605	19564
CarAnox_mtb2_718	30
CarAnox_mtb2_751	311
CarAnox_mtb2_1593	195
CarAnox_mtb2_13	380
CarAnox_mtb2_1414	93
CarAnox_mtb2_979	335
CarAnox_mtb2_688	396
CarAnox_mtb2_86	64
CarAnox_mtb2_198	686
CarAnox_mtb2_522	682
CarAnox_mtb2_504	121
CarAnox_mtb2_732	2356
CarAnox_mtb2_975	1427
CarAnox_mtb2_692	271
CarAnox_mtb2_895	1424
CarAnox_mtb2_1322	2463
CarAnox_mtb2_1003	1010
CarAnox_mtb2_1433	518
CarAnox_mtb2_854	25
CarAnox_mtb2_1067	30
CarAnox_mtb2_1254	325
CarAnox_mtb2_109	942586
CarAnox_mtb2_1131	128
CarAnox_mtb2_956	11
CarAnox_mtb2_1507	2228261
CarAnox_mtb2_862	986
CarAnox_mtb2_907	58
CarAnox_mtb2_1569	5836
CarAnox_mtb2_1015	8
CarAnox_mtb2_1428	66
CarAnox_mtb2_1226	56
CarAnox_mtb2_481	168
CarAnox_mtb2_151	291
CarAnox_mtb2_334	297
CarAnox_mtb2_1465	91
CarAnox_mtb2_937	551
CarAnox_mtb2_76	124
CarAnox_mtb2_524	272
CarAnox_mtb2_1334	2231
CarAnox_mtb2_1183	681
CarAnox_mtb2_459	143
CarAnox_mtb2_743	20274
CarAnox_mtb2_1429	5578
CarAnox_mtb2_14	247
CarAnox_mtb2_1320	3589
CarAnox_mtb2_336	916
CarAnox_mtb2_1562	133
CarAnox_mtb2_213	22759
CarAnox_mtb2_83	153
CarAnox_mtb2_164	265
CarAnox_mtb2_313	272
CarAnox_mtb2_400	195
CarAnox_mtb2_421	54
CarAnox_mtb2_1600	335
CarAnox_mtb2_888	438
CarAnox_mtb2_1536	1600
CarAnox_mtb2_1101	7
CarAnox_mtb2_707	1954
CarAnox_mtb2_153	244
CarAnox_mtb2_786	97361
CarAnox_mtb2_206	822
CarAnox_mtb2_557	8
CarAnox_mtb2_349	347
CarAnox_mtb2_1053	180
CarAnox_mtb2_301	138
CarAnox_mtb2_809	72
CarAnox_mtb2_1556	461
CarAnox_mtb2_128	64
CarAnox_mtb2_1446	24
CarAnox_mtb2_1552	73
CarAnox_mtb2_1559	218
CarAnox_mtb2_1679	2364291
CarAnox_mtb2_1425	42
CarAnox_mtb2_516	11
CarAnox_mtb2_941	400
CarAnox_mtb2_828	423
CarAnox_mtb2_739	392
CarAnox_mtb2_1274	105
CarAnox_mtb2_30	13
CarAnox_mtb2_750	706
CarAnox_mtb2_608	83
CarAnox_mtb2_572	73
CarAnox_mtb2_1146	225
CarAnox_mtb2_1398	226
CarAnox_mtb2_596	133
CarAnox_mtb2_243	949
CarAnox_mtb2_1149	228
CarAnox_mtb2_361	50
CarAnox_mtb2_938	113
CarAnox_mtb2_908	2203
CarAnox_mtb2_121	424
CarAnox_mtb2_713	171
CarAnox_mtb2_1080	21
CarAnox_mtb2_781	37997
CarAnox_mtb2_798	666
CarAnox_mtb2_1422	89
CarAnox_mtb2_996	976
CarAnox_mtb2_535	205
CarAnox_mtb2_1253	176
CarAnox_mtb2_715	344
CarAnox_mtb2_621	159
CarAnox_mtb2_1042	265
CarAnox_mtb2_614	182
CarAnox_mtb2_1447	236332
CarAnox_mtb2_116	283
CarAnox_mtb2_244	133
CarAnox_mtb2_704	170
CarAnox_mtb2_492	171389
CarAnox_mtb2_1352	234
CarAnox_mtb2_768	53
CarAnox_mtb2_853	512
CarAnox_mtb2_31	11
CarAnox_mtb2_464	401
CarAnox_mtb2_942	155
CarAnox_mtb2_1019	37
CarAnox_mtb2_1375	1013
CarAnox_mtb2_310	1271
CarAnox_mtb2_1268	399
CarAnox_mtb2_636	197
CarAnox_mtb2_512	25
CarAnox_mtb2_595	7309
CarAnox_mtb2_1284	34
CarAnox_mtb2_59	1152749
CarAnox_mtb2_1105	28
CarAnox_mtb2_719	28
CarAnox_mtb2_1356	25
CarAnox_mtb2_1570	151
CarAnox_mtb2_1503	18
CarAnox_mtb2_1244	4362
CarAnox_mtb2_1109	420
CarAnox_mtb2_216	19389
CarAnox_mtb2_660	41
CarAnox_mtb2_820	583
CarAnox_mtb2_762	2
CarAnox_mtb2_1264	63
CarAnox_mtb2_997	3691
CarAnox_mtb2_42	234
CarAnox_mtb2_1263	65
CarAnox_mtb2_292	502
CarAnox_mtb2_1649	17
CarAnox_mtb2_1604	29
CarAnox_mtb2_1464	34
CarAnox_mtb2_1392	87
CarAnox_mtb2_1225	558965
CarAnox_mtb2_479	54
CarAnox_mtb2_740	709
CarAnox_mtb2_1220	1683369
CarAnox_mtb2_616	727
CarAnox_mtb2_1419	10134
CarAnox_mtb2_423	656
CarAnox_mtb2_358	288
CarAnox_mtb2_343	66
CarAnox_mtb2_920	65
CarAnox_mtb2_463	111
CarAnox_mtb2_1423	179
CarAnox_mtb2_633	245
CarAnox_mtb2_868	140
CarAnox_mtb2_1650	115
CarAnox_mtb2_1415	332
CarAnox_mtb2_877	157
CarAnox_mtb2_147	88
CarAnox_mtb2_1518	874
CarAnox_mtb2_1270	1414
CarAnox_mtb2_1438	469
CarAnox_mtb2_959	53
CarAnox_mtb2_1246	1594
CarAnox_mtb2_971	423
CarAnox_mtb2_1057	46
CarAnox_mtb2_645	14150
CarAnox_mtb2_501	2522
CarAnox_mtb2_43	624
CarAnox_mtb2_1579	28
CarAnox_mtb2_99	86
CarAnox_mtb2_1538	11
CarAnox_mtb2_603	560227
CarAnox_mtb2_568	53
CarAnox_mtb2_1594	55
CarAnox_mtb2_154	83
CarAnox_mtb2_944	279
CarAnox_mtb2_785	23
CarAnox_mtb2_741	662663
CarAnox_mtb2_954	334
CarAnox_mtb2_1214	24
CarAnox_mtb2_218	18334
CarAnox_mtb2_428	446
CarAnox_mtb2_382	109717
CarAnox_mtb2_187	1694
CarAnox_mtb2_275	18
CarAnox_mtb2_1312	163
CarAnox_mtb2_1002	7761
CarAnox_mtb2_281	12532
CarAnox_mtb2_1394	22
CarAnox_mtb2_1283	10661
CarAnox_mtb2_1221	8
CarAnox_mtb2_929	834
CarAnox_mtb2_773	33493
CarAnox_mtb2_1620	91
CarAnox_mtb2_804	46
CarAnox_mtb2_1528	237
CarAnox_mtb2_47	224
CarAnox_mtb2_418	382310
CarAnox_mtb2_1510	65
CarAnox_mtb2_205	31401
CarAnox_mtb2_919	341
CarAnox_mtb2_406	104
CarAnox_mtb2_1509	213
CarAnox_mtb2_824	120
CarAnox_mtb2_106	88
CarAnox_mtb2_1396	201
CarAnox_mtb2_1551	483
CarAnox_mtb2_1199	257
CarAnox_mtb2_451	95
CarAnox_mtb2_1564	17
CarAnox_mtb2_200	243
CarAnox_mtb2_110	481
CarAnox_mtb2_1578	82
CarAnox_mtb2_769	320
CarAnox_mtb2_541	511838
CarAnox_mtb2_946	764
CarAnox_mtb2_699	135
CarAnox_mtb2_499	7
CarAnox_mtb2_1023	297
CarAnox_mtb2_209	79810
CarAnox_mtb2_654	756
CarAnox_mtb2_1261	368
CarAnox_mtb2_728	1986
CarAnox_mtb2_1162	39
CarAnox_mtb2_1302	206
CarAnox_mtb2_259	140
CarAnox_mtb2_1353	166
CarAnox_mtb2_1424	190
CarAnox_mtb2_49	315
