Genome	D3a295A_R1_paired.fastq.gz Read Count
CarAnox_mtb2_1365	1797
CarAnox_mtb2_564	985
CarAnox_mtb2_774	5413
CarAnox_mtb2_486	887
CarAnox_mtb2_811	6756
CarAnox_mtb2_661	66
CarAnox_mtb2_1208	163873
CarAnox_mtb2_1369	224648
CarAnox_mtb2_2	2299
CarAnox_mtb2_1188	43810
CarAnox_mtb2_790	12834
CarAnox_mtb2_1389	3365
CarAnox_mtb2_186	5531
CarAnox_mtb2_268	123861
CarAnox_mtb2_68	368
CarAnox_mtb2_1039	75
CarAnox_mtb2_215	28818
CarAnox_mtb2_782	12744
CarAnox_mtb2_1285	1291
CarAnox_mtb2_1408	2702
CarAnox_mtb2_122	34333
CarAnox_mtb2_791	124
CarAnox_mtb2_1279	7514
CarAnox_mtb2_120	70
CarAnox_mtb2_375	429
CarAnox_mtb2_1071	735
CarAnox_mtb2_1499	66
CarAnox_mtb2_1178	14
CarAnox_mtb2_171	6503
CarAnox_mtb2_620	988
CarAnox_mtb2_48	354
CarAnox_mtb2_435	44730
CarAnox_mtb2_1454	276182
CarAnox_mtb2_190	76124
CarAnox_mtb2_890	447
CarAnox_mtb2_304	27
CarAnox_mtb2_1607	425
CarAnox_mtb2_16	92599
CarAnox_mtb2_912	17780
CarAnox_mtb2_1016	46618
CarAnox_mtb2_265	18639
CarAnox_mtb2_857	811
CarAnox_mtb2_755	10199
CarAnox_mtb2_1167	578
CarAnox_mtb2_341	379
CarAnox_mtb2_1374	12
CarAnox_mtb2_867	4563
CarAnox_mtb2_18	344
CarAnox_mtb2_101	31942
CarAnox_mtb2_583	4534
CarAnox_mtb2_530	4685
CarAnox_mtb2_1194	11987
CarAnox_mtb2_560	3770
CarAnox_mtb2_737	108
CarAnox_mtb2_302	963
CarAnox_mtb2_1630	924
CarAnox_mtb2_1535	2144
CarAnox_mtb2_181	983
CarAnox_mtb2_691	899
CarAnox_mtb2_669	444
CarAnox_mtb2_1441	245341
CarAnox_mtb2_721	894
CarAnox_mtb2_1655	357
CarAnox_mtb2_430	330
CarAnox_mtb2_567	276
CarAnox_mtb2_931	59804
CarAnox_mtb2_1288	184
CarAnox_mtb2_1201	13089
CarAnox_mtb2_1010	349
CarAnox_mtb2_1618	75697
CarAnox_mtb2_970	56
CarAnox_mtb2_1431	41912
CarAnox_mtb2_671	1516
CarAnox_mtb2_1601	1207
CarAnox_mtb2_663	5830
CarAnox_mtb2_1123	78
CarAnox_mtb2_972	2627
CarAnox_mtb2_352	291107
CarAnox_mtb2_722	4140
CarAnox_mtb2_329	546
CarAnox_mtb2_1638	600
CarAnox_mtb2_599	5278
CarAnox_mtb2_872	88
CarAnox_mtb2_1531	125399
CarAnox_mtb2_779	20
CarAnox_mtb2_672	87453
CarAnox_mtb2_1249	360677
CarAnox_mtb2_631	1705
CarAnox_mtb2_756	698262
CarAnox_mtb2_1366	4108
CarAnox_mtb2_115	101349
CarAnox_mtb2_193	1751
CarAnox_mtb2_846	1597
CarAnox_mtb2_189	94865
CarAnox_mtb2_1190	23276
CarAnox_mtb2_957	15822
CarAnox_mtb2_1506	326
CarAnox_mtb2_1606	6833
CarAnox_mtb2_1350	10200
CarAnox_mtb2_196	15203
CarAnox_mtb2_610	952
CarAnox_mtb2_1384	18371
CarAnox_mtb2_1543	1677
CarAnox_mtb2_1116	1481629
CarAnox_mtb2_879	15209
CarAnox_mtb2_15	442
CarAnox_mtb2_1271	4243
CarAnox_mtb2_1239	86482
CarAnox_mtb2_770	346
CarAnox_mtb2_1534	78237
CarAnox_mtb2_586	262
CarAnox_mtb2_545	129282
CarAnox_mtb2_650	61270
CarAnox_mtb2_112	666
CarAnox_mtb2_1363	1924
CarAnox_mtb2_419	596
CarAnox_mtb2_629	957
CarAnox_mtb2_1512	3589
CarAnox_mtb2_1092	459388
CarAnox_mtb2_347	4220
CarAnox_mtb2_914	2153
CarAnox_mtb2_1089	1938
CarAnox_mtb2_945	633276
CarAnox_mtb2_697	1777
CarAnox_mtb2_658	9564
CarAnox_mtb2_403	98242
CarAnox_mtb2_3	25422
CarAnox_mtb2_598	467
CarAnox_mtb2_495	140
CarAnox_mtb2_220	1964
CarAnox_mtb2_224	2446
CarAnox_mtb2_1628	450
CarAnox_mtb2_262	36461
CarAnox_mtb2_117	316
CarAnox_mtb2_810	49336
CarAnox_mtb2_685	1240
CarAnox_mtb2_1056	3492
CarAnox_mtb2_1647	1022
CarAnox_mtb2_22	3228
CarAnox_mtb2_291	5919
CarAnox_mtb2_690	971
CarAnox_mtb2_538	149
CarAnox_mtb2_623	87
CarAnox_mtb2_207	6278
CarAnox_mtb2_771	6627
CarAnox_mtb2_539	79830
CarAnox_mtb2_1421	354
CarAnox_mtb2_777	16251
CarAnox_mtb2_27	224122
CarAnox_mtb2_316	12
CarAnox_mtb2_114	353
CarAnox_mtb2_1098	4128
CarAnox_mtb2_1316	151445
CarAnox_mtb2_1367	3110
CarAnox_mtb2_662	1186
CarAnox_mtb2_547	104965
CarAnox_mtb2_24	416084
CarAnox_mtb2_611	4727
CarAnox_mtb2_1524	16198
CarAnox_mtb2_63	72
CarAnox_mtb2_1627	924
CarAnox_mtb2_1437	1688
CarAnox_mtb2_657	116723
CarAnox_mtb2_1075	5301
CarAnox_mtb2_573	3646
CarAnox_mtb2_613	2355
CarAnox_mtb2_651	303542
CarAnox_mtb2_183	12
CarAnox_mtb2_772	156115
CarAnox_mtb2_314	2133
CarAnox_mtb2_1242	369182
CarAnox_mtb2_386	12127
CarAnox_mtb2_503	4946
CarAnox_mtb2_1219	19070
CarAnox_mtb2_1576	198
CarAnox_mtb2_1299	13209
CarAnox_mtb2_242	1565
CarAnox_mtb2_754	1094
CarAnox_mtb2_236	17731
CarAnox_mtb2_470	193
CarAnox_mtb2_1286	62588
CarAnox_mtb2_753	1667
CarAnox_mtb2_604	204032
CarAnox_mtb2_51	1137
CarAnox_mtb2_335	11452
CarAnox_mtb2_548	36158
CarAnox_mtb2_652	206028
CarAnox_mtb2_757	6623
CarAnox_mtb2_712	1166
CarAnox_mtb2_1130	10
CarAnox_mtb2_1359	59012
CarAnox_mtb2_916	18098
CarAnox_mtb2_1050	2002
CarAnox_mtb2_1155	757
CarAnox_mtb2_317	199
CarAnox_mtb2_544	139883
CarAnox_mtb2_1527	1447
CarAnox_mtb2_1400	205
CarAnox_mtb2_1179	208
CarAnox_mtb2_1083	291
CarAnox_mtb2_78	35363
CarAnox_mtb2_20	20538
CarAnox_mtb2_379	1979
CarAnox_mtb2_955	2353
CarAnox_mtb2_490	5350
CarAnox_mtb2_841	5554
CarAnox_mtb2_1250	19205
CarAnox_mtb2_893	5527
CarAnox_mtb2_601	1708
CarAnox_mtb2_552	524
CarAnox_mtb2_832	39445
CarAnox_mtb2_880	7895
CarAnox_mtb2_1521	143635
CarAnox_mtb2_94	26512
CarAnox_mtb2_226	92
CarAnox_mtb2_1117	11056
CarAnox_mtb2_1388	313
CarAnox_mtb2_561	404
CarAnox_mtb2_453	167425
CarAnox_mtb2_1478	272
CarAnox_mtb2_21	11648
CarAnox_mtb2_803	134766
CarAnox_mtb2_775	348
CarAnox_mtb2_606	1239
CarAnox_mtb2_1681	3525
CarAnox_mtb2_748	74
CarAnox_mtb2_38	344
CarAnox_mtb2_180	1350
CarAnox_mtb2_925	89784
CarAnox_mtb2_420	53
CarAnox_mtb2_1549	75189
CarAnox_mtb2_1684	4521
CarAnox_mtb2_591	4877
CarAnox_mtb2_1079	1199
CarAnox_mtb2_983	1163
CarAnox_mtb2_1171	264
CarAnox_mtb2_62	109
CarAnox_mtb2_885	3548
CarAnox_mtb2_563	25364
CarAnox_mtb2_1508	3063
CarAnox_mtb2_1007	6122
CarAnox_mtb2_1413	103
CarAnox_mtb2_923	1667
CarAnox_mtb2_1033	53790
CarAnox_mtb2_628	983
CarAnox_mtb2_214	9981
CarAnox_mtb2_1432	87788
CarAnox_mtb2_32	501
CarAnox_mtb2_742	319
CarAnox_mtb2_864	4353
CarAnox_mtb2_1554	657
CarAnox_mtb2_1372	157
CarAnox_mtb2_330	117
CarAnox_mtb2_1371	147
CarAnox_mtb2_1605	32366
CarAnox_mtb2_718	2
CarAnox_mtb2_751	126030
CarAnox_mtb2_1593	169213
CarAnox_mtb2_13	8073
CarAnox_mtb2_1414	1420
CarAnox_mtb2_979	13982
CarAnox_mtb2_688	2789
CarAnox_mtb2_86	148
CarAnox_mtb2_198	12588
CarAnox_mtb2_522	2859
CarAnox_mtb2_504	2104
CarAnox_mtb2_732	673
CarAnox_mtb2_975	26541
CarAnox_mtb2_692	3208
CarAnox_mtb2_895	741
CarAnox_mtb2_1322	1752
CarAnox_mtb2_1003	97871
CarAnox_mtb2_1433	3542
CarAnox_mtb2_854	190
CarAnox_mtb2_1067	41
CarAnox_mtb2_1254	97829
CarAnox_mtb2_109	6632
CarAnox_mtb2_1131	1012
CarAnox_mtb2_956	297
CarAnox_mtb2_1507	474
CarAnox_mtb2_862	16900
CarAnox_mtb2_907	1601
CarAnox_mtb2_1569	7546
CarAnox_mtb2_1015	1709
CarAnox_mtb2_1428	169774
CarAnox_mtb2_1226	92894
CarAnox_mtb2_481	2012
CarAnox_mtb2_151	183153
CarAnox_mtb2_334	4140
CarAnox_mtb2_1465	265
CarAnox_mtb2_937	169
CarAnox_mtb2_76	13747
CarAnox_mtb2_524	3098
CarAnox_mtb2_1334	6982
CarAnox_mtb2_1183	166567
CarAnox_mtb2_459	174
CarAnox_mtb2_743	88493
CarAnox_mtb2_1429	75968
CarAnox_mtb2_14	17705
CarAnox_mtb2_1320	36725
CarAnox_mtb2_336	13533
CarAnox_mtb2_1562	10958
CarAnox_mtb2_213	84510
CarAnox_mtb2_83	10416
CarAnox_mtb2_164	388
CarAnox_mtb2_313	66283
CarAnox_mtb2_400	15311
CarAnox_mtb2_421	59
CarAnox_mtb2_1600	6239
CarAnox_mtb2_888	25487
CarAnox_mtb2_1536	917
CarAnox_mtb2_1101	34
CarAnox_mtb2_707	20560
CarAnox_mtb2_153	1095
CarAnox_mtb2_786	3314
CarAnox_mtb2_206	293204
CarAnox_mtb2_557	26
CarAnox_mtb2_349	104989
CarAnox_mtb2_1053	291744
CarAnox_mtb2_301	520
CarAnox_mtb2_809	6347
CarAnox_mtb2_1556	81624
CarAnox_mtb2_128	25420
CarAnox_mtb2_1446	223
CarAnox_mtb2_1552	3714
CarAnox_mtb2_1559	13313
CarAnox_mtb2_1679	3973
CarAnox_mtb2_1425	443
CarAnox_mtb2_516	59
CarAnox_mtb2_941	2556
CarAnox_mtb2_828	8977
CarAnox_mtb2_739	1571
CarAnox_mtb2_1274	1068
CarAnox_mtb2_30	195
CarAnox_mtb2_750	4323
CarAnox_mtb2_608	1702
CarAnox_mtb2_572	71
CarAnox_mtb2_1146	5642
CarAnox_mtb2_1398	16814
CarAnox_mtb2_596	16187
CarAnox_mtb2_243	121586
CarAnox_mtb2_1149	102665
CarAnox_mtb2_361	130
CarAnox_mtb2_938	4445
CarAnox_mtb2_908	123086
CarAnox_mtb2_121	2825
CarAnox_mtb2_713	26777
CarAnox_mtb2_1080	30
CarAnox_mtb2_781	5491
CarAnox_mtb2_798	6957
CarAnox_mtb2_1422	210
CarAnox_mtb2_996	1934317
CarAnox_mtb2_535	1461
CarAnox_mtb2_1253	276
CarAnox_mtb2_715	1831
CarAnox_mtb2_621	102880
CarAnox_mtb2_1042	12012
CarAnox_mtb2_614	1499
CarAnox_mtb2_1447	18262
CarAnox_mtb2_116	5951
CarAnox_mtb2_244	827
CarAnox_mtb2_704	32050
CarAnox_mtb2_492	52343
CarAnox_mtb2_1352	106
CarAnox_mtb2_768	48
CarAnox_mtb2_853	2192
CarAnox_mtb2_31	751
CarAnox_mtb2_464	55777
CarAnox_mtb2_942	916
CarAnox_mtb2_1019	418
CarAnox_mtb2_1375	1467
CarAnox_mtb2_310	3189
CarAnox_mtb2_1268	4726
CarAnox_mtb2_636	2211
CarAnox_mtb2_512	36
CarAnox_mtb2_595	1519
CarAnox_mtb2_1284	370
CarAnox_mtb2_59	49914
CarAnox_mtb2_1105	582
CarAnox_mtb2_719	193
CarAnox_mtb2_1356	11159
CarAnox_mtb2_1570	506
CarAnox_mtb2_1503	22
CarAnox_mtb2_1244	464
CarAnox_mtb2_1109	17350
CarAnox_mtb2_216	17162
CarAnox_mtb2_660	49
CarAnox_mtb2_820	16943
CarAnox_mtb2_762	10
CarAnox_mtb2_1264	12513
CarAnox_mtb2_997	39
CarAnox_mtb2_42	42553
CarAnox_mtb2_1263	345
CarAnox_mtb2_292	280073
CarAnox_mtb2_1649	34
CarAnox_mtb2_1604	25
CarAnox_mtb2_1464	1475
CarAnox_mtb2_1392	424
CarAnox_mtb2_1225	7227
CarAnox_mtb2_479	157
CarAnox_mtb2_740	4321
CarAnox_mtb2_1220	5939
CarAnox_mtb2_616	1090
CarAnox_mtb2_1419	4304
CarAnox_mtb2_423	494
CarAnox_mtb2_358	1865
CarAnox_mtb2_343	2387
CarAnox_mtb2_920	375
CarAnox_mtb2_463	2964
CarAnox_mtb2_1423	3571
CarAnox_mtb2_633	26761
CarAnox_mtb2_868	874
CarAnox_mtb2_1650	1245
CarAnox_mtb2_1415	761
CarAnox_mtb2_877	106658
CarAnox_mtb2_147	653
CarAnox_mtb2_1518	90141
CarAnox_mtb2_1270	267289
CarAnox_mtb2_1438	363
CarAnox_mtb2_959	488
CarAnox_mtb2_1246	3127
CarAnox_mtb2_971	321
CarAnox_mtb2_1057	1416
CarAnox_mtb2_645	1403
CarAnox_mtb2_501	4132
CarAnox_mtb2_43	6881
CarAnox_mtb2_1579	10847
CarAnox_mtb2_99	2526
CarAnox_mtb2_1538	27
CarAnox_mtb2_603	2733
CarAnox_mtb2_568	431
CarAnox_mtb2_1594	162
CarAnox_mtb2_154	31962
CarAnox_mtb2_944	4079
CarAnox_mtb2_785	277
CarAnox_mtb2_741	463033
CarAnox_mtb2_954	146798
CarAnox_mtb2_1214	837
CarAnox_mtb2_218	140924
CarAnox_mtb2_428	6227
CarAnox_mtb2_382	10515
CarAnox_mtb2_187	3738
CarAnox_mtb2_275	17
CarAnox_mtb2_1312	626
CarAnox_mtb2_1002	672512
CarAnox_mtb2_281	280132
CarAnox_mtb2_1394	206
CarAnox_mtb2_1283	55221
CarAnox_mtb2_1221	43
CarAnox_mtb2_929	182332
CarAnox_mtb2_773	8519
CarAnox_mtb2_1620	1636
CarAnox_mtb2_804	1862
CarAnox_mtb2_1528	32315
CarAnox_mtb2_47	1337
CarAnox_mtb2_418	3686
CarAnox_mtb2_1510	2496
CarAnox_mtb2_205	3957
CarAnox_mtb2_919	1272
CarAnox_mtb2_406	8630
CarAnox_mtb2_1509	1497
CarAnox_mtb2_824	4529
CarAnox_mtb2_106	114
CarAnox_mtb2_1396	12953
CarAnox_mtb2_1551	114195
CarAnox_mtb2_1199	580943
CarAnox_mtb2_451	457
CarAnox_mtb2_1564	52
CarAnox_mtb2_200	14937
CarAnox_mtb2_110	35015
CarAnox_mtb2_1578	6454
CarAnox_mtb2_769	57
CarAnox_mtb2_541	164896
CarAnox_mtb2_946	1604
CarAnox_mtb2_699	326
CarAnox_mtb2_499	33
CarAnox_mtb2_1023	2104
CarAnox_mtb2_209	18314
CarAnox_mtb2_654	8244
CarAnox_mtb2_1261	17804
CarAnox_mtb2_728	326704
CarAnox_mtb2_1162	3296
CarAnox_mtb2_1302	65895
CarAnox_mtb2_259	965
CarAnox_mtb2_1353	3090
CarAnox_mtb2_1424	9325
CarAnox_mtb2_49	2798
