Genome	D3a198A_R1_paired.fastq.gz Read Count
CarAnox_mtb2_1285	33
CarAnox_mtb2_1408	268
CarAnox_mtb2_122	366
CarAnox_mtb2_791	7
CarAnox_mtb2_1279	20
CarAnox_mtb2_120	32
CarAnox_mtb2_375	6
CarAnox_mtb2_1071	88
CarAnox_mtb2_1499	79
CarAnox_mtb2_1178	12
CarAnox_mtb2_171	187
CarAnox_mtb2_620	5660
CarAnox_mtb2_48	16
CarAnox_mtb2_435	162
CarAnox_mtb2_1454	91517
CarAnox_mtb2_190	390
CarAnox_mtb2_890	157
CarAnox_mtb2_304	11
CarAnox_mtb2_1607	245
CarAnox_mtb2_16	9565
CarAnox_mtb2_912	127
CarAnox_mtb2_1016	199
CarAnox_mtb2_265	10204
CarAnox_mtb2_857	79
CarAnox_mtb2_755	50
CarAnox_mtb2_1167	13
CarAnox_mtb2_341	34
CarAnox_mtb2_1374	4
CarAnox_mtb2_867	27
CarAnox_mtb2_18	9
CarAnox_mtb2_101	90
CarAnox_mtb2_583	28
CarAnox_mtb2_530	35
CarAnox_mtb2_1194	374
CarAnox_mtb2_560	99
CarAnox_mtb2_737	56
CarAnox_mtb2_302	14
CarAnox_mtb2_1630	28
CarAnox_mtb2_1535	99
CarAnox_mtb2_181	867
CarAnox_mtb2_691	60
CarAnox_mtb2_669	393
CarAnox_mtb2_1441	1642
CarAnox_mtb2_721	1538
CarAnox_mtb2_1655	53
CarAnox_mtb2_430	3
CarAnox_mtb2_567	9
CarAnox_mtb2_931	1460
CarAnox_mtb2_1288	474
CarAnox_mtb2_1201	76
CarAnox_mtb2_1010	4557
CarAnox_mtb2_1618	908
CarAnox_mtb2_970	11
CarAnox_mtb2_1431	265
CarAnox_mtb2_671	3335
CarAnox_mtb2_1601	36
CarAnox_mtb2_663	714
CarAnox_mtb2_1123	29
CarAnox_mtb2_972	158
CarAnox_mtb2_352	858
CarAnox_mtb2_722	205
CarAnox_mtb2_329	28
CarAnox_mtb2_1638	15
CarAnox_mtb2_599	330
CarAnox_mtb2_872	10
CarAnox_mtb2_1531	1610
CarAnox_mtb2_779	2
CarAnox_mtb2_672	460118
CarAnox_mtb2_1249	1372
CarAnox_mtb2_631	21
CarAnox_mtb2_756	2103
CarAnox_mtb2_1366	1132
CarAnox_mtb2_115	961
CarAnox_mtb2_193	539
CarAnox_mtb2_846	22
CarAnox_mtb2_189	247
CarAnox_mtb2_1190	4755
CarAnox_mtb2_957	7529
CarAnox_mtb2_1506	134
CarAnox_mtb2_1606	185
CarAnox_mtb2_1350	112
CarAnox_mtb2_196	85
CarAnox_mtb2_610	15
CarAnox_mtb2_1384	114
CarAnox_mtb2_1543	307
CarAnox_mtb2_1116	11728
CarAnox_mtb2_879	879
CarAnox_mtb2_15	16
CarAnox_mtb2_1271	41
CarAnox_mtb2_1239	167845
CarAnox_mtb2_770	288
CarAnox_mtb2_1534	605
CarAnox_mtb2_586	6
CarAnox_mtb2_545	94416
CarAnox_mtb2_650	372
CarAnox_mtb2_112	120
CarAnox_mtb2_1363	491
CarAnox_mtb2_419	33
CarAnox_mtb2_629	306
CarAnox_mtb2_1512	152
CarAnox_mtb2_1092	4550
CarAnox_mtb2_347	449
CarAnox_mtb2_914	34
CarAnox_mtb2_1089	117
CarAnox_mtb2_945	5598
CarAnox_mtb2_697	93
CarAnox_mtb2_658	78
CarAnox_mtb2_403	912
CarAnox_mtb2_3	170
CarAnox_mtb2_598	444
CarAnox_mtb2_495	16
CarAnox_mtb2_220	65
CarAnox_mtb2_224	4846
CarAnox_mtb2_1628	839
CarAnox_mtb2_262	748
CarAnox_mtb2_117	53
CarAnox_mtb2_810	11512
CarAnox_mtb2_685	29
CarAnox_mtb2_1056	867
CarAnox_mtb2_1647	245
CarAnox_mtb2_22	22402
CarAnox_mtb2_291	729
CarAnox_mtb2_690	2048
CarAnox_mtb2_538	56
CarAnox_mtb2_623	32
CarAnox_mtb2_207	131
CarAnox_mtb2_771	33589
CarAnox_mtb2_539	962
CarAnox_mtb2_1421	1
CarAnox_mtb2_777	74
CarAnox_mtb2_27	1272
CarAnox_mtb2_316	37
CarAnox_mtb2_114	148
CarAnox_mtb2_1098	139
CarAnox_mtb2_1316	909835
CarAnox_mtb2_1367	63
CarAnox_mtb2_662	150
CarAnox_mtb2_547	347
CarAnox_mtb2_24	2700
CarAnox_mtb2_611	160
CarAnox_mtb2_1524	749
CarAnox_mtb2_63	21
CarAnox_mtb2_1627	181
CarAnox_mtb2_1437	10
CarAnox_mtb2_657	630
CarAnox_mtb2_1075	279
CarAnox_mtb2_573	21
CarAnox_mtb2_613	373
CarAnox_mtb2_651	525
CarAnox_mtb2_183	12
CarAnox_mtb2_772	663
CarAnox_mtb2_314	131
CarAnox_mtb2_1242	1264
CarAnox_mtb2_386	105
CarAnox_mtb2_503	601
CarAnox_mtb2_1219	818
CarAnox_mtb2_1576	84
CarAnox_mtb2_1299	421
CarAnox_mtb2_242	828
CarAnox_mtb2_754	75
CarAnox_mtb2_236	491
CarAnox_mtb2_470	8
CarAnox_mtb2_1286	1585
CarAnox_mtb2_753	213
CarAnox_mtb2_604	3377
CarAnox_mtb2_51	63
CarAnox_mtb2_335	1191
CarAnox_mtb2_548	312
CarAnox_mtb2_652	1027
CarAnox_mtb2_757	56
CarAnox_mtb2_712	78
CarAnox_mtb2_1130	8
CarAnox_mtb2_1359	142
CarAnox_mtb2_916	1332
CarAnox_mtb2_1050	33
CarAnox_mtb2_1155	218
CarAnox_mtb2_317	39
CarAnox_mtb2_544	42560
CarAnox_mtb2_1527	22
CarAnox_mtb2_1400	12
CarAnox_mtb2_1179	269
CarAnox_mtb2_1083	25
CarAnox_mtb2_78	223
CarAnox_mtb2_20	42
CarAnox_mtb2_379	8619
CarAnox_mtb2_955	45
CarAnox_mtb2_490	15
CarAnox_mtb2_841	716
CarAnox_mtb2_1250	614
CarAnox_mtb2_893	757
CarAnox_mtb2_601	15
CarAnox_mtb2_552	46
CarAnox_mtb2_832	324
CarAnox_mtb2_880	72
CarAnox_mtb2_1521	570
CarAnox_mtb2_94	73
CarAnox_mtb2_226	38
CarAnox_mtb2_1117	6125
CarAnox_mtb2_1388	68
CarAnox_mtb2_561	6
CarAnox_mtb2_453	1078
CarAnox_mtb2_1478	5
CarAnox_mtb2_21	1912
CarAnox_mtb2_803	64899
CarAnox_mtb2_775	39
CarAnox_mtb2_606	41
CarAnox_mtb2_1681	143267
CarAnox_mtb2_748	1
CarAnox_mtb2_38	28
CarAnox_mtb2_180	659
CarAnox_mtb2_925	1126
CarAnox_mtb2_420	23
CarAnox_mtb2_1549	7063
CarAnox_mtb2_1684	98
CarAnox_mtb2_591	77
CarAnox_mtb2_1079	115
CarAnox_mtb2_983	72333
CarAnox_mtb2_1171	64
CarAnox_mtb2_62	74
CarAnox_mtb2_885	39
CarAnox_mtb2_563	1301
CarAnox_mtb2_1508	185
CarAnox_mtb2_1007	82
CarAnox_mtb2_1413	8
CarAnox_mtb2_923	24
CarAnox_mtb2_1033	57059
CarAnox_mtb2_628	271
CarAnox_mtb2_214	31
CarAnox_mtb2_1432	738
CarAnox_mtb2_32	11
CarAnox_mtb2_742	37
CarAnox_mtb2_864	68
CarAnox_mtb2_1554	250
CarAnox_mtb2_1372	116
CarAnox_mtb2_330	15
CarAnox_mtb2_1371	35
CarAnox_mtb2_1605	15887
CarAnox_mtb2_718	0
CarAnox_mtb2_751	1784
CarAnox_mtb2_1593	628
CarAnox_mtb2_13	1053
CarAnox_mtb2_1414	112
CarAnox_mtb2_979	79
CarAnox_mtb2_688	925
CarAnox_mtb2_86	19
CarAnox_mtb2_198	1195
CarAnox_mtb2_522	106
CarAnox_mtb2_504	43
CarAnox_mtb2_732	2142
CarAnox_mtb2_975	253
CarAnox_mtb2_692	47
CarAnox_mtb2_895	95
CarAnox_mtb2_1322	68
CarAnox_mtb2_1003	3772
CarAnox_mtb2_1433	105
CarAnox_mtb2_854	11
CarAnox_mtb2_1067	37
CarAnox_mtb2_1254	501
CarAnox_mtb2_109	22640
CarAnox_mtb2_1131	21
CarAnox_mtb2_956	5
CarAnox_mtb2_1507	1427
CarAnox_mtb2_862	939
CarAnox_mtb2_907	27
CarAnox_mtb2_1569	133
CarAnox_mtb2_1015	32
CarAnox_mtb2_1428	231
CarAnox_mtb2_1226	305
CarAnox_mtb2_481	455
CarAnox_mtb2_151	1054
CarAnox_mtb2_334	120
CarAnox_mtb2_1465	28
CarAnox_mtb2_937	230
CarAnox_mtb2_76	52
CarAnox_mtb2_524	2436
CarAnox_mtb2_1334	854
CarAnox_mtb2_1183	1829
CarAnox_mtb2_459	14
CarAnox_mtb2_743	160561
CarAnox_mtb2_1429	23442
CarAnox_mtb2_14	147
CarAnox_mtb2_1320	2847
CarAnox_mtb2_336	109
CarAnox_mtb2_1562	112
CarAnox_mtb2_213	17145
CarAnox_mtb2_83	297
CarAnox_mtb2_164	391
CarAnox_mtb2_313	272
CarAnox_mtb2_400	169
CarAnox_mtb2_421	38
CarAnox_mtb2_1600	37
CarAnox_mtb2_888	6214
CarAnox_mtb2_1536	2752
CarAnox_mtb2_1101	10
CarAnox_mtb2_707	261
CarAnox_mtb2_153	289
CarAnox_mtb2_786	5321
CarAnox_mtb2_206	1693
CarAnox_mtb2_557	12
CarAnox_mtb2_349	412
CarAnox_mtb2_1053	1308
CarAnox_mtb2_301	46
CarAnox_mtb2_809	34
CarAnox_mtb2_1556	1248
CarAnox_mtb2_128	58
CarAnox_mtb2_1446	24
CarAnox_mtb2_1552	40
CarAnox_mtb2_1559	192
CarAnox_mtb2_1679	114974
CarAnox_mtb2_1425	43
CarAnox_mtb2_516	6
CarAnox_mtb2_941	322
CarAnox_mtb2_828	677
CarAnox_mtb2_739	234
CarAnox_mtb2_1274	31
CarAnox_mtb2_30	22
CarAnox_mtb2_750	30
CarAnox_mtb2_608	87
CarAnox_mtb2_572	173
CarAnox_mtb2_1146	1217
CarAnox_mtb2_1398	123
CarAnox_mtb2_596	577
CarAnox_mtb2_243	4106
CarAnox_mtb2_1149	424
CarAnox_mtb2_361	39
CarAnox_mtb2_938	723
CarAnox_mtb2_908	202
CarAnox_mtb2_121	126
CarAnox_mtb2_713	51908
CarAnox_mtb2_1080	11
CarAnox_mtb2_781	1331
CarAnox_mtb2_798	2469
CarAnox_mtb2_1422	34
CarAnox_mtb2_996	4319
CarAnox_mtb2_535	50
CarAnox_mtb2_1253	131
CarAnox_mtb2_715	252
CarAnox_mtb2_621	569
CarAnox_mtb2_1042	207
CarAnox_mtb2_614	31
CarAnox_mtb2_1447	4796
CarAnox_mtb2_116	73
CarAnox_mtb2_244	1220
CarAnox_mtb2_704	824
CarAnox_mtb2_492	2082
CarAnox_mtb2_1352	58
CarAnox_mtb2_768	7
CarAnox_mtb2_853	31
CarAnox_mtb2_31	27
CarAnox_mtb2_464	596
CarAnox_mtb2_942	75
CarAnox_mtb2_1019	385
CarAnox_mtb2_1375	2726
CarAnox_mtb2_310	28
CarAnox_mtb2_1268	333
CarAnox_mtb2_636	59
CarAnox_mtb2_512	20
CarAnox_mtb2_595	151
CarAnox_mtb2_1284	37
CarAnox_mtb2_59	77601
CarAnox_mtb2_1105	10
CarAnox_mtb2_719	39
CarAnox_mtb2_1356	192
CarAnox_mtb2_1570	115
CarAnox_mtb2_1503	3
CarAnox_mtb2_1244	136
CarAnox_mtb2_1109	204
CarAnox_mtb2_216	1351
CarAnox_mtb2_660	3
CarAnox_mtb2_820	903
CarAnox_mtb2_762	16
CarAnox_mtb2_1264	97
CarAnox_mtb2_997	205
CarAnox_mtb2_42	867
CarAnox_mtb2_1263	72
CarAnox_mtb2_292	1733
CarAnox_mtb2_1649	16
CarAnox_mtb2_1604	45
CarAnox_mtb2_1464	22
CarAnox_mtb2_1392	192
CarAnox_mtb2_1225	18041
CarAnox_mtb2_479	12
CarAnox_mtb2_740	25
CarAnox_mtb2_1220	14683
CarAnox_mtb2_616	115
CarAnox_mtb2_1419	280
CarAnox_mtb2_423	105
CarAnox_mtb2_358	24
CarAnox_mtb2_343	92
CarAnox_mtb2_920	108
CarAnox_mtb2_463	39
CarAnox_mtb2_1423	40
CarAnox_mtb2_633	793
CarAnox_mtb2_868	0
CarAnox_mtb2_1650	160
CarAnox_mtb2_1415	37
CarAnox_mtb2_877	753
CarAnox_mtb2_147	272
CarAnox_mtb2_1518	1813
CarAnox_mtb2_1270	2220
CarAnox_mtb2_1438	24
CarAnox_mtb2_959	93
CarAnox_mtb2_1246	3014
CarAnox_mtb2_971	126
CarAnox_mtb2_1057	158
CarAnox_mtb2_645	2651
CarAnox_mtb2_501	46894
CarAnox_mtb2_43	3110
CarAnox_mtb2_1579	112
CarAnox_mtb2_99	26
CarAnox_mtb2_1538	118
CarAnox_mtb2_603	292403
CarAnox_mtb2_568	110
CarAnox_mtb2_1594	25
CarAnox_mtb2_154	663
CarAnox_mtb2_944	458
CarAnox_mtb2_785	29
CarAnox_mtb2_741	402260
CarAnox_mtb2_954	925
CarAnox_mtb2_1214	3
CarAnox_mtb2_218	345920
CarAnox_mtb2_428	39
CarAnox_mtb2_382	2034
CarAnox_mtb2_187	267
CarAnox_mtb2_275	3
CarAnox_mtb2_1312	14
CarAnox_mtb2_1002	171708
CarAnox_mtb2_281	15042
CarAnox_mtb2_1394	26
CarAnox_mtb2_1283	378
CarAnox_mtb2_1221	25
CarAnox_mtb2_929	2640
CarAnox_mtb2_773	1838
CarAnox_mtb2_1620	106
CarAnox_mtb2_804	23
CarAnox_mtb2_1528	649
CarAnox_mtb2_47	375
CarAnox_mtb2_418	82799
CarAnox_mtb2_1510	70
CarAnox_mtb2_205	777
CarAnox_mtb2_919	64
CarAnox_mtb2_406	238
CarAnox_mtb2_1509	55
CarAnox_mtb2_824	232
CarAnox_mtb2_106	9
CarAnox_mtb2_1396	403
CarAnox_mtb2_1551	330
CarAnox_mtb2_1199	1455
CarAnox_mtb2_451	40
CarAnox_mtb2_1564	15
CarAnox_mtb2_200	85
CarAnox_mtb2_110	968
CarAnox_mtb2_1578	205
CarAnox_mtb2_769	289
CarAnox_mtb2_541	39766
CarAnox_mtb2_946	686
CarAnox_mtb2_699	348
CarAnox_mtb2_499	17
CarAnox_mtb2_1023	11
CarAnox_mtb2_209	1004
CarAnox_mtb2_654	101
CarAnox_mtb2_1261	151
CarAnox_mtb2_728	578
CarAnox_mtb2_1162	167
CarAnox_mtb2_1302	1337
CarAnox_mtb2_259	59
CarAnox_mtb2_1353	33
CarAnox_mtb2_1424	309
CarAnox_mtb2_49	62
