Genome	D3a314B_R1_paired.fastq.gz Read Count
CarAnox_mtb2_268	3612
CarAnox_mtb2_68	3883
CarAnox_mtb2_1039	4193
CarAnox_mtb2_215	72326
CarAnox_mtb2_782	4985
CarAnox_mtb2_1285	23448
CarAnox_mtb2_1408	585
CarAnox_mtb2_122	1852
CarAnox_mtb2_791	7527
CarAnox_mtb2_1279	37486
CarAnox_mtb2_120	915
CarAnox_mtb2_375	16877
CarAnox_mtb2_1071	22
CarAnox_mtb2_1499	355
CarAnox_mtb2_1178	570
CarAnox_mtb2_171	98673
CarAnox_mtb2_620	1383
CarAnox_mtb2_48	1844
CarAnox_mtb2_435	2423
CarAnox_mtb2_1454	186
CarAnox_mtb2_190	55
CarAnox_mtb2_890	34
CarAnox_mtb2_304	465
CarAnox_mtb2_1607	11440
CarAnox_mtb2_16	1689810
CarAnox_mtb2_912	49932
CarAnox_mtb2_1016	390
CarAnox_mtb2_265	9688
CarAnox_mtb2_857	11601
CarAnox_mtb2_755	72692
CarAnox_mtb2_1167	2266
CarAnox_mtb2_341	5314
CarAnox_mtb2_1374	52
CarAnox_mtb2_867	17207
CarAnox_mtb2_18	23
CarAnox_mtb2_101	4035
CarAnox_mtb2_583	18390
CarAnox_mtb2_530	58
CarAnox_mtb2_1194	84513
CarAnox_mtb2_560	59
CarAnox_mtb2_737	24
CarAnox_mtb2_302	45598
CarAnox_mtb2_1630	10
CarAnox_mtb2_1535	101274
CarAnox_mtb2_181	2346
CarAnox_mtb2_691	3302
CarAnox_mtb2_669	104
CarAnox_mtb2_1441	296514
CarAnox_mtb2_721	2506
CarAnox_mtb2_1655	1064
CarAnox_mtb2_430	1033
CarAnox_mtb2_567	3248
CarAnox_mtb2_931	224
CarAnox_mtb2_1288	130
CarAnox_mtb2_1201	5749
CarAnox_mtb2_1010	828
CarAnox_mtb2_1618	214
CarAnox_mtb2_970	2820
CarAnox_mtb2_1431	694
CarAnox_mtb2_671	322
CarAnox_mtb2_1601	36
CarAnox_mtb2_663	1386
CarAnox_mtb2_1123	201
CarAnox_mtb2_972	11539
CarAnox_mtb2_352	4351278
CarAnox_mtb2_722	33755
CarAnox_mtb2_329	7347
CarAnox_mtb2_1638	404
CarAnox_mtb2_599	68913
CarAnox_mtb2_872	2657
CarAnox_mtb2_1531	708
CarAnox_mtb2_779	266
CarAnox_mtb2_672	121564
CarAnox_mtb2_1249	688
CarAnox_mtb2_631	22788
CarAnox_mtb2_756	2107
CarAnox_mtb2_1366	16
CarAnox_mtb2_115	2932
CarAnox_mtb2_193	15836
CarAnox_mtb2_846	87831
CarAnox_mtb2_189	37347
CarAnox_mtb2_1190	18008
CarAnox_mtb2_957	34547
CarAnox_mtb2_1506	5194
CarAnox_mtb2_1606	10944
CarAnox_mtb2_1350	18153
CarAnox_mtb2_196	48659
CarAnox_mtb2_610	40029
CarAnox_mtb2_1384	36872
CarAnox_mtb2_1543	60
CarAnox_mtb2_1116	262
CarAnox_mtb2_879	277
CarAnox_mtb2_15	4115
CarAnox_mtb2_1271	50483
CarAnox_mtb2_1239	460
CarAnox_mtb2_770	13
CarAnox_mtb2_1534	41847
CarAnox_mtb2_586	9364
CarAnox_mtb2_545	31732
CarAnox_mtb2_650	18453
CarAnox_mtb2_112	16528
CarAnox_mtb2_1363	60608
CarAnox_mtb2_419	10174
CarAnox_mtb2_629	13798
CarAnox_mtb2_1512	136502
CarAnox_mtb2_1092	169718
CarAnox_mtb2_347	76367
CarAnox_mtb2_914	9426
CarAnox_mtb2_1089	35491
CarAnox_mtb2_945	2039395
CarAnox_mtb2_697	23
CarAnox_mtb2_658	243
CarAnox_mtb2_403	242
CarAnox_mtb2_3	19871
CarAnox_mtb2_598	143
CarAnox_mtb2_495	5447
CarAnox_mtb2_220	5396
CarAnox_mtb2_224	3545
CarAnox_mtb2_1628	317
CarAnox_mtb2_262	229
CarAnox_mtb2_117	1104
CarAnox_mtb2_810	59061
CarAnox_mtb2_685	22269
CarAnox_mtb2_1056	108
CarAnox_mtb2_1647	7785
CarAnox_mtb2_22	14104
CarAnox_mtb2_291	137831
CarAnox_mtb2_690	9985
CarAnox_mtb2_538	173
CarAnox_mtb2_623	496
CarAnox_mtb2_207	36
CarAnox_mtb2_771	3045
CarAnox_mtb2_539	360
CarAnox_mtb2_1421	8669
CarAnox_mtb2_777	1295
CarAnox_mtb2_27	1501
CarAnox_mtb2_316	209
CarAnox_mtb2_114	1809
CarAnox_mtb2_1098	24248
CarAnox_mtb2_1316	160352
CarAnox_mtb2_1367	100819
CarAnox_mtb2_662	186
CarAnox_mtb2_547	2968
CarAnox_mtb2_24	64476
CarAnox_mtb2_611	1419
CarAnox_mtb2_1524	20502
CarAnox_mtb2_63	486
CarAnox_mtb2_1627	6734
CarAnox_mtb2_1437	13224
CarAnox_mtb2_657	291
CarAnox_mtb2_1075	336
CarAnox_mtb2_573	18084
CarAnox_mtb2_613	38
CarAnox_mtb2_651	1783
CarAnox_mtb2_183	435
CarAnox_mtb2_772	8856
CarAnox_mtb2_314	70794
CarAnox_mtb2_1242	4309
CarAnox_mtb2_386	60691
CarAnox_mtb2_503	267
CarAnox_mtb2_1219	492
CarAnox_mtb2_1576	37
CarAnox_mtb2_1299	159841
CarAnox_mtb2_242	11544
CarAnox_mtb2_754	9539
CarAnox_mtb2_236	3439
CarAnox_mtb2_470	55
CarAnox_mtb2_1286	837
CarAnox_mtb2_753	40301
CarAnox_mtb2_604	665
CarAnox_mtb2_51	916
CarAnox_mtb2_335	157527
CarAnox_mtb2_548	1599
CarAnox_mtb2_652	30819
CarAnox_mtb2_757	51110
CarAnox_mtb2_712	34491
CarAnox_mtb2_1130	8
CarAnox_mtb2_1359	48809
CarAnox_mtb2_916	2282
CarAnox_mtb2_1050	5696
CarAnox_mtb2_1155	45
CarAnox_mtb2_317	3049
CarAnox_mtb2_544	1898922
CarAnox_mtb2_1527	11704
CarAnox_mtb2_1400	9650
CarAnox_mtb2_1179	54
CarAnox_mtb2_1083	1208
CarAnox_mtb2_78	84180
CarAnox_mtb2_20	50563
CarAnox_mtb2_379	4643
CarAnox_mtb2_955	20281
CarAnox_mtb2_490	5207
CarAnox_mtb2_841	110561
CarAnox_mtb2_1250	1831
CarAnox_mtb2_893	115
CarAnox_mtb2_601	19409
CarAnox_mtb2_552	5703
CarAnox_mtb2_832	7327
CarAnox_mtb2_880	178560
CarAnox_mtb2_1521	41
CarAnox_mtb2_94	12943
CarAnox_mtb2_226	9914
CarAnox_mtb2_1117	130378
CarAnox_mtb2_1388	39
CarAnox_mtb2_561	6164
CarAnox_mtb2_453	470
CarAnox_mtb2_1478	7422
CarAnox_mtb2_21	34657
CarAnox_mtb2_803	924710
CarAnox_mtb2_775	2706
CarAnox_mtb2_606	872
CarAnox_mtb2_1681	1452
CarAnox_mtb2_748	3720
CarAnox_mtb2_38	7410
CarAnox_mtb2_180	1024
CarAnox_mtb2_925	332
CarAnox_mtb2_420	22
CarAnox_mtb2_1549	53001
CarAnox_mtb2_1684	175989
CarAnox_mtb2_591	58649
CarAnox_mtb2_1079	14558
CarAnox_mtb2_983	857
CarAnox_mtb2_1171	6343
CarAnox_mtb2_62	3095
CarAnox_mtb2_885	27378
CarAnox_mtb2_563	216
CarAnox_mtb2_1508	1872
CarAnox_mtb2_1007	4592
CarAnox_mtb2_1413	4226
CarAnox_mtb2_923	32854
CarAnox_mtb2_1033	232
CarAnox_mtb2_628	8153
CarAnox_mtb2_214	233
CarAnox_mtb2_1432	273
CarAnox_mtb2_32	26587
CarAnox_mtb2_742	957
CarAnox_mtb2_864	111793
CarAnox_mtb2_1554	32
CarAnox_mtb2_1372	16
CarAnox_mtb2_330	489
CarAnox_mtb2_1371	12307
CarAnox_mtb2_1605	4068
CarAnox_mtb2_718	732
CarAnox_mtb2_751	646
CarAnox_mtb2_1593	35365
CarAnox_mtb2_13	72317
CarAnox_mtb2_1414	8331
CarAnox_mtb2_979	8710
CarAnox_mtb2_688	158
CarAnox_mtb2_86	81
CarAnox_mtb2_198	127
CarAnox_mtb2_522	6695
CarAnox_mtb2_504	2702
CarAnox_mtb2_732	1048
CarAnox_mtb2_975	438713
CarAnox_mtb2_692	141052
CarAnox_mtb2_895	23434
CarAnox_mtb2_1322	57254
CarAnox_mtb2_1003	320
CarAnox_mtb2_1433	3876
CarAnox_mtb2_854	2930
CarAnox_mtb2_1067	1354
CarAnox_mtb2_1254	394
CarAnox_mtb2_109	32300
CarAnox_mtb2_1131	11209
CarAnox_mtb2_956	281
CarAnox_mtb2_1507	299
CarAnox_mtb2_862	242
CarAnox_mtb2_907	16244
CarAnox_mtb2_1569	23572
CarAnox_mtb2_1015	379
CarAnox_mtb2_1428	9842
CarAnox_mtb2_1226	333
CarAnox_mtb2_481	44
CarAnox_mtb2_151	2574
CarAnox_mtb2_334	49800
CarAnox_mtb2_1465	162
CarAnox_mtb2_937	46
CarAnox_mtb2_76	1327
CarAnox_mtb2_524	212
CarAnox_mtb2_1334	4173
CarAnox_mtb2_1183	160
CarAnox_mtb2_459	6570
CarAnox_mtb2_743	1480
CarAnox_mtb2_1429	1067
CarAnox_mtb2_14	7545
CarAnox_mtb2_1320	116278
CarAnox_mtb2_336	668411
CarAnox_mtb2_1562	45578
CarAnox_mtb2_213	260493
CarAnox_mtb2_83	242
CarAnox_mtb2_164	1907
CarAnox_mtb2_313	37787
CarAnox_mtb2_400	242
CarAnox_mtb2_421	1216
CarAnox_mtb2_1600	34400
CarAnox_mtb2_888	431
CarAnox_mtb2_1536	899
CarAnox_mtb2_1101	240
CarAnox_mtb2_707	1127271
CarAnox_mtb2_153	73
CarAnox_mtb2_786	825
CarAnox_mtb2_206	17618
CarAnox_mtb2_557	197
CarAnox_mtb2_349	9314
CarAnox_mtb2_1053	660
CarAnox_mtb2_301	5376
CarAnox_mtb2_809	91847
CarAnox_mtb2_1556	1378
CarAnox_mtb2_128	1002
CarAnox_mtb2_1446	3900
CarAnox_mtb2_1552	37326
CarAnox_mtb2_1559	53400
CarAnox_mtb2_1679	3191
CarAnox_mtb2_1425	6917
CarAnox_mtb2_516	735
CarAnox_mtb2_941	25022
CarAnox_mtb2_828	1020
CarAnox_mtb2_739	1568
CarAnox_mtb2_1274	45769
CarAnox_mtb2_30	3374
CarAnox_mtb2_750	53180
CarAnox_mtb2_608	7371
CarAnox_mtb2_572	718
CarAnox_mtb2_1146	3514
CarAnox_mtb2_1398	105132
CarAnox_mtb2_596	320
CarAnox_mtb2_243	113
CarAnox_mtb2_1149	1561
CarAnox_mtb2_361	482
CarAnox_mtb2_938	315
CarAnox_mtb2_908	37654
CarAnox_mtb2_121	2701
CarAnox_mtb2_713	1999
CarAnox_mtb2_1080	730
CarAnox_mtb2_781	29660
CarAnox_mtb2_798	354
CarAnox_mtb2_1422	1549
CarAnox_mtb2_996	178802
CarAnox_mtb2_535	202
CarAnox_mtb2_1253	3202
CarAnox_mtb2_715	125
CarAnox_mtb2_621	4411
CarAnox_mtb2_1042	450
CarAnox_mtb2_614	11089
CarAnox_mtb2_1447	45109
CarAnox_mtb2_116	227196
CarAnox_mtb2_244	157
CarAnox_mtb2_704	376
CarAnox_mtb2_492	738566
CarAnox_mtb2_1352	111
CarAnox_mtb2_768	296
CarAnox_mtb2_853	5028
CarAnox_mtb2_31	3840
CarAnox_mtb2_464	1192
CarAnox_mtb2_942	9245
CarAnox_mtb2_1019	2245
CarAnox_mtb2_1375	795
CarAnox_mtb2_310	21341
CarAnox_mtb2_1268	682
CarAnox_mtb2_636	12083
CarAnox_mtb2_512	46
CarAnox_mtb2_595	13575
CarAnox_mtb2_1284	79
CarAnox_mtb2_59	431923
CarAnox_mtb2_1105	19196
CarAnox_mtb2_719	1434
CarAnox_mtb2_1356	59
CarAnox_mtb2_1570	3460
CarAnox_mtb2_1503	553
CarAnox_mtb2_1244	8647
CarAnox_mtb2_1109	42127
CarAnox_mtb2_216	37405
CarAnox_mtb2_660	788
CarAnox_mtb2_820	825
CarAnox_mtb2_762	156
CarAnox_mtb2_1264	67714
CarAnox_mtb2_997	99
CarAnox_mtb2_42	239
CarAnox_mtb2_1263	1917
CarAnox_mtb2_292	4786
CarAnox_mtb2_1649	1561
CarAnox_mtb2_1604	260
CarAnox_mtb2_1464	1208
CarAnox_mtb2_1392	56
CarAnox_mtb2_1225	34
CarAnox_mtb2_479	2391
CarAnox_mtb2_740	77726
CarAnox_mtb2_1220	7676
CarAnox_mtb2_616	64215
CarAnox_mtb2_1419	677
CarAnox_mtb2_423	3384
CarAnox_mtb2_358	22743
CarAnox_mtb2_343	65
CarAnox_mtb2_920	29
CarAnox_mtb2_463	6490
CarAnox_mtb2_1423	27415
CarAnox_mtb2_633	2242
CarAnox_mtb2_868	4407
CarAnox_mtb2_1650	10323
CarAnox_mtb2_1415	55158
CarAnox_mtb2_877	209
CarAnox_mtb2_147	15443
CarAnox_mtb2_1518	2115
CarAnox_mtb2_1270	4292
CarAnox_mtb2_1438	20036
CarAnox_mtb2_959	29417
CarAnox_mtb2_1246	983
CarAnox_mtb2_971	178
CarAnox_mtb2_1057	10636
CarAnox_mtb2_645	1662
CarAnox_mtb2_501	3397
CarAnox_mtb2_43	5815
CarAnox_mtb2_1579	554
CarAnox_mtb2_99	13152
CarAnox_mtb2_1538	6
CarAnox_mtb2_603	2542
CarAnox_mtb2_568	47
CarAnox_mtb2_1594	48
CarAnox_mtb2_154	296
CarAnox_mtb2_944	50657
CarAnox_mtb2_785	5379
CarAnox_mtb2_741	1348324
CarAnox_mtb2_954	2532
CarAnox_mtb2_1214	11739
CarAnox_mtb2_218	90
CarAnox_mtb2_428	64230
CarAnox_mtb2_382	1368
CarAnox_mtb2_187	6767
CarAnox_mtb2_275	523
CarAnox_mtb2_1312	15710
CarAnox_mtb2_1002	1002
CarAnox_mtb2_281	41637
CarAnox_mtb2_1394	78
CarAnox_mtb2_1283	6128708
CarAnox_mtb2_1221	609
CarAnox_mtb2_929	560
CarAnox_mtb2_773	130307
CarAnox_mtb2_1620	313
CarAnox_mtb2_804	263
CarAnox_mtb2_1528	261
CarAnox_mtb2_47	58
CarAnox_mtb2_418	152
CarAnox_mtb2_1510	4814
CarAnox_mtb2_205	34844
CarAnox_mtb2_919	138273
CarAnox_mtb2_406	295
CarAnox_mtb2_1509	17909
CarAnox_mtb2_824	261
CarAnox_mtb2_106	3293
CarAnox_mtb2_1396	20380
CarAnox_mtb2_1551	196599
CarAnox_mtb2_1199	802
CarAnox_mtb2_451	2780
CarAnox_mtb2_1564	4785
CarAnox_mtb2_200	20751
CarAnox_mtb2_110	1014
CarAnox_mtb2_1578	85
CarAnox_mtb2_769	9
CarAnox_mtb2_541	459
CarAnox_mtb2_946	2139
CarAnox_mtb2_699	90
CarAnox_mtb2_499	161
CarAnox_mtb2_1023	16904
CarAnox_mtb2_209	246612
CarAnox_mtb2_654	14702
CarAnox_mtb2_1261	170
CarAnox_mtb2_728	545686
CarAnox_mtb2_1162	40
CarAnox_mtb2_1302	2425
CarAnox_mtb2_259	84
CarAnox_mtb2_1353	8724
CarAnox_mtb2_1424	171
CarAnox_mtb2_49	20521
