Genome	D3a198B_R1_paired.fastq.gz Read Count
CarAnox_mtb2_972	1815
CarAnox_mtb2_352	1514
CarAnox_mtb2_722	112
CarAnox_mtb2_329	133
CarAnox_mtb2_1638	50
CarAnox_mtb2_599	120
CarAnox_mtb2_872	24
CarAnox_mtb2_1531	105
CarAnox_mtb2_779	10
CarAnox_mtb2_672	1465189
CarAnox_mtb2_1249	212
CarAnox_mtb2_631	113
CarAnox_mtb2_756	215
CarAnox_mtb2_1366	164
CarAnox_mtb2_115	637
CarAnox_mtb2_193	5019
CarAnox_mtb2_846	49
CarAnox_mtb2_189	50
CarAnox_mtb2_1190	27790
CarAnox_mtb2_957	11487
CarAnox_mtb2_1506	123
CarAnox_mtb2_1606	271
CarAnox_mtb2_1350	128
CarAnox_mtb2_196	171
CarAnox_mtb2_610	129
CarAnox_mtb2_1384	68
CarAnox_mtb2_1543	28
CarAnox_mtb2_1116	598
CarAnox_mtb2_879	743
CarAnox_mtb2_15	26
CarAnox_mtb2_1271	128
CarAnox_mtb2_1239	10414
CarAnox_mtb2_770	229
CarAnox_mtb2_1534	127
CarAnox_mtb2_586	26
CarAnox_mtb2_545	644372
CarAnox_mtb2_650	55
CarAnox_mtb2_112	78
CarAnox_mtb2_1363	302
CarAnox_mtb2_419	51
CarAnox_mtb2_629	38
CarAnox_mtb2_1512	91
CarAnox_mtb2_1092	3554
CarAnox_mtb2_347	7145
CarAnox_mtb2_914	37
CarAnox_mtb2_1089	131
CarAnox_mtb2_945	20798
CarAnox_mtb2_697	24
CarAnox_mtb2_658	5
CarAnox_mtb2_403	53
CarAnox_mtb2_3	24
CarAnox_mtb2_598	144
CarAnox_mtb2_495	11
CarAnox_mtb2_220	105
CarAnox_mtb2_224	304577
CarAnox_mtb2_1628	7848
CarAnox_mtb2_262	148
CarAnox_mtb2_117	64
CarAnox_mtb2_810	3333
CarAnox_mtb2_685	475
CarAnox_mtb2_1056	112
CarAnox_mtb2_1647	12
CarAnox_mtb2_22	199199
CarAnox_mtb2_291	195
CarAnox_mtb2_690	8519
CarAnox_mtb2_538	21
CarAnox_mtb2_623	1
CarAnox_mtb2_207	26
CarAnox_mtb2_771	11206
CarAnox_mtb2_539	242
CarAnox_mtb2_1421	18
CarAnox_mtb2_777	88
CarAnox_mtb2_27	180
CarAnox_mtb2_316	11
CarAnox_mtb2_114	30
CarAnox_mtb2_1098	72
CarAnox_mtb2_1316	2323521
CarAnox_mtb2_1367	476
CarAnox_mtb2_662	23
CarAnox_mtb2_547	23
CarAnox_mtb2_24	434
CarAnox_mtb2_611	430
CarAnox_mtb2_1524	1603
CarAnox_mtb2_63	32
CarAnox_mtb2_1627	179
CarAnox_mtb2_1437	131
CarAnox_mtb2_657	64
CarAnox_mtb2_1075	21
CarAnox_mtb2_573	56
CarAnox_mtb2_613	82
CarAnox_mtb2_651	59
CarAnox_mtb2_183	7
CarAnox_mtb2_772	125
CarAnox_mtb2_314	97
CarAnox_mtb2_1242	161
CarAnox_mtb2_386	64
CarAnox_mtb2_503	86
CarAnox_mtb2_1219	338
CarAnox_mtb2_1576	104
CarAnox_mtb2_1299	1624
CarAnox_mtb2_242	116
CarAnox_mtb2_754	16
CarAnox_mtb2_236	59
CarAnox_mtb2_470	10
CarAnox_mtb2_1286	1263
CarAnox_mtb2_753	3732
CarAnox_mtb2_604	935
CarAnox_mtb2_51	44
CarAnox_mtb2_335	15871
CarAnox_mtb2_548	57
CarAnox_mtb2_652	2125
CarAnox_mtb2_757	202
CarAnox_mtb2_712	136
CarAnox_mtb2_1130	2
CarAnox_mtb2_1359	130
CarAnox_mtb2_916	246
CarAnox_mtb2_1050	43
CarAnox_mtb2_1155	52
CarAnox_mtb2_317	56
CarAnox_mtb2_544	937918
CarAnox_mtb2_1527	71
CarAnox_mtb2_1400	52
CarAnox_mtb2_1179	107
CarAnox_mtb2_1083	56
CarAnox_mtb2_78	286
CarAnox_mtb2_20	104
CarAnox_mtb2_379	309
CarAnox_mtb2_955	37
CarAnox_mtb2_490	63
CarAnox_mtb2_841	133
CarAnox_mtb2_1250	141
CarAnox_mtb2_893	130
CarAnox_mtb2_601	58
CarAnox_mtb2_552	62
CarAnox_mtb2_832	584
CarAnox_mtb2_880	180
CarAnox_mtb2_1521	19
CarAnox_mtb2_94	66
CarAnox_mtb2_226	38
CarAnox_mtb2_1117	130496
CarAnox_mtb2_1388	34
CarAnox_mtb2_561	11
CarAnox_mtb2_453	78
CarAnox_mtb2_1478	27
CarAnox_mtb2_21	15140
CarAnox_mtb2_803	330793
CarAnox_mtb2_775	82
CarAnox_mtb2_606	100
CarAnox_mtb2_1681	378530
CarAnox_mtb2_748	13
CarAnox_mtb2_38	40
CarAnox_mtb2_180	31
CarAnox_mtb2_925	265
CarAnox_mtb2_420	3
CarAnox_mtb2_1549	236
CarAnox_mtb2_1684	419
CarAnox_mtb2_591	207
CarAnox_mtb2_1079	205
CarAnox_mtb2_983	113727
CarAnox_mtb2_1171	33
CarAnox_mtb2_62	13
CarAnox_mtb2_885	394
CarAnox_mtb2_563	266
CarAnox_mtb2_1508	22
CarAnox_mtb2_1007	43
CarAnox_mtb2_1413	17
CarAnox_mtb2_923	80
CarAnox_mtb2_1033	1027
CarAnox_mtb2_628	71
CarAnox_mtb2_214	25
CarAnox_mtb2_1432	163
CarAnox_mtb2_32	77
CarAnox_mtb2_742	50
CarAnox_mtb2_864	814
CarAnox_mtb2_1554	31
CarAnox_mtb2_1372	26
CarAnox_mtb2_330	8
CarAnox_mtb2_1371	35
CarAnox_mtb2_1605	7495
CarAnox_mtb2_718	6
CarAnox_mtb2_751	145
CarAnox_mtb2_1593	341
CarAnox_mtb2_13	267
CarAnox_mtb2_1414	52
CarAnox_mtb2_979	79
CarAnox_mtb2_688	183
CarAnox_mtb2_86	15
CarAnox_mtb2_198	303
CarAnox_mtb2_522	162
CarAnox_mtb2_504	37
CarAnox_mtb2_732	133
CarAnox_mtb2_975	704
CarAnox_mtb2_692	198
CarAnox_mtb2_895	563
CarAnox_mtb2_1322	481
CarAnox_mtb2_1003	370
CarAnox_mtb2_1433	197
CarAnox_mtb2_854	15
CarAnox_mtb2_1067	13
CarAnox_mtb2_1254	110
CarAnox_mtb2_109	431121
CarAnox_mtb2_1131	36
CarAnox_mtb2_956	1
CarAnox_mtb2_1507	1237
CarAnox_mtb2_862	202
CarAnox_mtb2_907	47
CarAnox_mtb2_1569	902
CarAnox_mtb2_1015	10
CarAnox_mtb2_1428	48
CarAnox_mtb2_1226	49
CarAnox_mtb2_481	49
CarAnox_mtb2_151	140
CarAnox_mtb2_334	183
CarAnox_mtb2_1465	18
CarAnox_mtb2_937	265
CarAnox_mtb2_76	36
CarAnox_mtb2_524	109
CarAnox_mtb2_1334	999
CarAnox_mtb2_1183	625
CarAnox_mtb2_459	25
CarAnox_mtb2_743	21949
CarAnox_mtb2_1429	868
CarAnox_mtb2_14	93
CarAnox_mtb2_1320	300
CarAnox_mtb2_336	828
CarAnox_mtb2_1562	78
CarAnox_mtb2_213	24099
CarAnox_mtb2_83	84
CarAnox_mtb2_164	674
CarAnox_mtb2_313	94
CarAnox_mtb2_400	54
CarAnox_mtb2_421	11
CarAnox_mtb2_1600	87
CarAnox_mtb2_888	154
CarAnox_mtb2_1536	242
CarAnox_mtb2_1101	7
CarAnox_mtb2_707	1041
CarAnox_mtb2_153	113
CarAnox_mtb2_786	7747
CarAnox_mtb2_206	383
CarAnox_mtb2_557	12
CarAnox_mtb2_349	166
CarAnox_mtb2_1053	113
CarAnox_mtb2_301	37
CarAnox_mtb2_809	58
CarAnox_mtb2_1556	150
CarAnox_mtb2_128	8
CarAnox_mtb2_1446	30
CarAnox_mtb2_1552	108
CarAnox_mtb2_1559	96
CarAnox_mtb2_1679	862333
CarAnox_mtb2_1425	58
CarAnox_mtb2_516	5
CarAnox_mtb2_941	264
CarAnox_mtb2_828	204
CarAnox_mtb2_739	133
CarAnox_mtb2_1274	80
CarAnox_mtb2_30	6
CarAnox_mtb2_750	168
CarAnox_mtb2_608	35
CarAnox_mtb2_572	31
CarAnox_mtb2_1146	581
CarAnox_mtb2_1398	128
CarAnox_mtb2_596	76
CarAnox_mtb2_243	474
CarAnox_mtb2_1149	55
CarAnox_mtb2_361	7
CarAnox_mtb2_938	41
CarAnox_mtb2_908	402
CarAnox_mtb2_121	100
CarAnox_mtb2_713	4312
CarAnox_mtb2_1080	5
CarAnox_mtb2_781	11669
CarAnox_mtb2_798	494
CarAnox_mtb2_1422	21
CarAnox_mtb2_996	399
CarAnox_mtb2_535	71
CarAnox_mtb2_1253	51
CarAnox_mtb2_715	154
CarAnox_mtb2_621	80
CarAnox_mtb2_1042	24
CarAnox_mtb2_614	117
CarAnox_mtb2_1447	36641
CarAnox_mtb2_116	104
CarAnox_mtb2_244	77
CarAnox_mtb2_704	135
CarAnox_mtb2_492	31862
CarAnox_mtb2_1352	84
CarAnox_mtb2_768	14
CarAnox_mtb2_853	26
CarAnox_mtb2_31	6
CarAnox_mtb2_464	244
CarAnox_mtb2_942	37
CarAnox_mtb2_1019	60
CarAnox_mtb2_1375	1168
CarAnox_mtb2_310	429
CarAnox_mtb2_1268	53
CarAnox_mtb2_636	54
CarAnox_mtb2_512	14
CarAnox_mtb2_595	1665
CarAnox_mtb2_1284	8
CarAnox_mtb2_59	249281
CarAnox_mtb2_1105	78
CarAnox_mtb2_719	4
CarAnox_mtb2_1356	26
CarAnox_mtb2_1570	34
CarAnox_mtb2_1503	5
CarAnox_mtb2_1244	2018
CarAnox_mtb2_1109	129
CarAnox_mtb2_216	4682
CarAnox_mtb2_660	11
CarAnox_mtb2_820	182
CarAnox_mtb2_762	5
CarAnox_mtb2_1264	61
CarAnox_mtb2_997	1307
CarAnox_mtb2_42	74
CarAnox_mtb2_1263	56
CarAnox_mtb2_292	223
CarAnox_mtb2_1649	5
CarAnox_mtb2_1604	23
CarAnox_mtb2_1464	36
CarAnox_mtb2_1392	25
CarAnox_mtb2_1225	140599
CarAnox_mtb2_479	9
CarAnox_mtb2_740	323
CarAnox_mtb2_1220	367781
CarAnox_mtb2_616	332
CarAnox_mtb2_1419	1982
CarAnox_mtb2_423	207
CarAnox_mtb2_358	71
CarAnox_mtb2_343	38
CarAnox_mtb2_920	34
CarAnox_mtb2_463	68
CarAnox_mtb2_1423	70
CarAnox_mtb2_633	127
CarAnox_mtb2_868	35
CarAnox_mtb2_1650	37
CarAnox_mtb2_1415	195
CarAnox_mtb2_877	62
CarAnox_mtb2_147	65
CarAnox_mtb2_1518	392
CarAnox_mtb2_1270	694
CarAnox_mtb2_1438	593
CarAnox_mtb2_959	83
CarAnox_mtb2_1246	480
CarAnox_mtb2_971	103
CarAnox_mtb2_1057	63
CarAnox_mtb2_645	13988
CarAnox_mtb2_501	91992
CarAnox_mtb2_43	158
CarAnox_mtb2_1579	9
CarAnox_mtb2_99	116
CarAnox_mtb2_1538	7
CarAnox_mtb2_603	469397
CarAnox_mtb2_568	14
CarAnox_mtb2_1594	11
CarAnox_mtb2_154	28
CarAnox_mtb2_944	151
CarAnox_mtb2_785	17
CarAnox_mtb2_741	594648
CarAnox_mtb2_954	128
CarAnox_mtb2_1214	15
CarAnox_mtb2_218	13899
CarAnox_mtb2_428	267
CarAnox_mtb2_382	23173
CarAnox_mtb2_187	847
CarAnox_mtb2_275	13
CarAnox_mtb2_1312	42
CarAnox_mtb2_1002	10067
CarAnox_mtb2_281	3468
CarAnox_mtb2_1394	6
CarAnox_mtb2_1283	5627
CarAnox_mtb2_1221	6
CarAnox_mtb2_929	418
CarAnox_mtb2_773	21242
CarAnox_mtb2_1620	25
CarAnox_mtb2_804	12
CarAnox_mtb2_1528	93
CarAnox_mtb2_47	78
CarAnox_mtb2_418	43315
CarAnox_mtb2_1510	33
CarAnox_mtb2_205	5431
CarAnox_mtb2_919	216
CarAnox_mtb2_406	45
CarAnox_mtb2_1509	54
CarAnox_mtb2_824	30
CarAnox_mtb2_106	25
CarAnox_mtb2_1396	374
CarAnox_mtb2_1551	227
CarAnox_mtb2_1199	112
CarAnox_mtb2_451	32
CarAnox_mtb2_1564	18
CarAnox_mtb2_200	168
CarAnox_mtb2_110	204
CarAnox_mtb2_1578	17
CarAnox_mtb2_769	89
CarAnox_mtb2_541	77451
CarAnox_mtb2_946	228
CarAnox_mtb2_699	72
CarAnox_mtb2_499	1
CarAnox_mtb2_1023	36
CarAnox_mtb2_209	20033
CarAnox_mtb2_654	96
CarAnox_mtb2_1261	78
CarAnox_mtb2_728	619
CarAnox_mtb2_1162	21
CarAnox_mtb2_1302	97
CarAnox_mtb2_259	78
CarAnox_mtb2_1353	136
CarAnox_mtb2_1424	144
CarAnox_mtb2_49	104
