Genome	D3a314A_R1_paired.fastq.gz Read Count
CarAnox_mtb2_1502	1043
CarAnox_mtb2_729	26420
CarAnox_mtb2_927	397
CarAnox_mtb2_315	54430
CarAnox_mtb2_102	43667
CarAnox_mtb2_1173	248
CarAnox_mtb2_1215	18950
CarAnox_mtb2_245	6064
CarAnox_mtb2_1108	49
CarAnox_mtb2_34	56554
CarAnox_mtb2_815	6719
CarAnox_mtb2_1121	175
CarAnox_mtb2_1583	9005
CarAnox_mtb2_1636	380640
CarAnox_mtb2_1252	66438
CarAnox_mtb2_507	150
CarAnox_mtb2_1463	72203
CarAnox_mtb2_554	26198
CarAnox_mtb2_1365	10310
CarAnox_mtb2_564	1851
CarAnox_mtb2_774	2267
CarAnox_mtb2_486	3288
CarAnox_mtb2_811	3435
CarAnox_mtb2_661	449
CarAnox_mtb2_1208	134698
CarAnox_mtb2_1369	16445
CarAnox_mtb2_2	210
CarAnox_mtb2_1188	106354
CarAnox_mtb2_790	57950
CarAnox_mtb2_1389	6284
CarAnox_mtb2_186	24718
CarAnox_mtb2_268	452902
CarAnox_mtb2_68	433
CarAnox_mtb2_1039	769
CarAnox_mtb2_215	117610
CarAnox_mtb2_782	46179
CarAnox_mtb2_1285	7177
CarAnox_mtb2_1408	14699
CarAnox_mtb2_122	155095
CarAnox_mtb2_791	259
CarAnox_mtb2_1279	18985
CarAnox_mtb2_120	626
CarAnox_mtb2_375	2850
CarAnox_mtb2_1071	5574
CarAnox_mtb2_1499	453
CarAnox_mtb2_1178	159
CarAnox_mtb2_171	28528
CarAnox_mtb2_620	2817
CarAnox_mtb2_48	2287
CarAnox_mtb2_435	219575
CarAnox_mtb2_1454	52831
CarAnox_mtb2_190	31498
CarAnox_mtb2_890	2851
CarAnox_mtb2_304	463
CarAnox_mtb2_1607	1440
CarAnox_mtb2_16	129268
CarAnox_mtb2_912	59615
CarAnox_mtb2_1016	252227
CarAnox_mtb2_265	76417
CarAnox_mtb2_857	4308
CarAnox_mtb2_755	75763
CarAnox_mtb2_1167	1828
CarAnox_mtb2_341	2096
CarAnox_mtb2_1374	112
CarAnox_mtb2_867	12091
CarAnox_mtb2_18	1511
CarAnox_mtb2_101	120635
CarAnox_mtb2_583	31505
CarAnox_mtb2_530	39397
CarAnox_mtb2_1194	11398
CarAnox_mtb2_560	18574
CarAnox_mtb2_737	521
CarAnox_mtb2_302	4134
CarAnox_mtb2_1630	5628
CarAnox_mtb2_1535	7499
CarAnox_mtb2_181	344
CarAnox_mtb2_691	9500
CarAnox_mtb2_669	3300
CarAnox_mtb2_1441	1057578
CarAnox_mtb2_721	3843
CarAnox_mtb2_1655	3838
CarAnox_mtb2_430	413
CarAnox_mtb2_567	2654
CarAnox_mtb2_931	246931
CarAnox_mtb2_1288	550
CarAnox_mtb2_1201	74481
CarAnox_mtb2_1010	100
CarAnox_mtb2_1618	39202
CarAnox_mtb2_970	559
CarAnox_mtb2_1431	83065
CarAnox_mtb2_671	353
CarAnox_mtb2_1601	12595
CarAnox_mtb2_663	21638
CarAnox_mtb2_1123	518
CarAnox_mtb2_972	1756
CarAnox_mtb2_352	1506852
CarAnox_mtb2_722	12005
CarAnox_mtb2_329	3304
CarAnox_mtb2_1638	5021
CarAnox_mtb2_599	9937
CarAnox_mtb2_872	467
CarAnox_mtb2_1531	594527
CarAnox_mtb2_779	91
CarAnox_mtb2_672	69672
CarAnox_mtb2_1249	599659
CarAnox_mtb2_631	14663
CarAnox_mtb2_756	1651976
CarAnox_mtb2_1366	223
CarAnox_mtb2_115	322613
CarAnox_mtb2_193	1201
CarAnox_mtb2_846	11076
CarAnox_mtb2_189	581044
CarAnox_mtb2_1190	27841
CarAnox_mtb2_957	12699
CarAnox_mtb2_1506	2296
CarAnox_mtb2_1606	16461
CarAnox_mtb2_1350	31736
CarAnox_mtb2_196	52879
CarAnox_mtb2_610	3963
CarAnox_mtb2_1384	120066
CarAnox_mtb2_1543	11512
CarAnox_mtb2_1116	358670
CarAnox_mtb2_879	14346
CarAnox_mtb2_15	2929
CarAnox_mtb2_1271	9048
CarAnox_mtb2_1239	22482
CarAnox_mtb2_770	44
CarAnox_mtb2_1534	97123
CarAnox_mtb2_586	960
CarAnox_mtb2_545	27077
CarAnox_mtb2_650	142683
CarAnox_mtb2_112	5439
CarAnox_mtb2_1363	7441
CarAnox_mtb2_419	2180
CarAnox_mtb2_629	4944
CarAnox_mtb2_1512	12524
CarAnox_mtb2_1092	675979
CarAnox_mtb2_347	4885
CarAnox_mtb2_914	10191
CarAnox_mtb2_1089	13886
CarAnox_mtb2_945	1533462
CarAnox_mtb2_697	7607
CarAnox_mtb2_658	85409
CarAnox_mtb2_403	549960
CarAnox_mtb2_3	135649
CarAnox_mtb2_598	2212
CarAnox_mtb2_495	344
CarAnox_mtb2_220	14448
CarAnox_mtb2_224	428
CarAnox_mtb2_1628	1303
CarAnox_mtb2_262	164447
CarAnox_mtb2_117	1437
CarAnox_mtb2_810	130384
CarAnox_mtb2_685	1137
CarAnox_mtb2_1056	22355
CarAnox_mtb2_1647	10293
CarAnox_mtb2_22	2590
CarAnox_mtb2_291	30307
CarAnox_mtb2_690	575
CarAnox_mtb2_538	240
CarAnox_mtb2_623	648
CarAnox_mtb2_207	10024
CarAnox_mtb2_771	11178
CarAnox_mtb2_539	265844
CarAnox_mtb2_1421	3213
CarAnox_mtb2_777	27952
CarAnox_mtb2_27	50040
CarAnox_mtb2_316	135
CarAnox_mtb2_114	1631
CarAnox_mtb2_1098	14153
CarAnox_mtb2_1316	114808
CarAnox_mtb2_1367	11120
CarAnox_mtb2_662	701
CarAnox_mtb2_547	383699
CarAnox_mtb2_24	1315214
CarAnox_mtb2_611	24030
CarAnox_mtb2_1524	50026
CarAnox_mtb2_63	519
CarAnox_mtb2_1627	5033
CarAnox_mtb2_1437	2063
CarAnox_mtb2_657	434905
CarAnox_mtb2_1075	25564
CarAnox_mtb2_573	23085
CarAnox_mtb2_613	5563
CarAnox_mtb2_651	519142
CarAnox_mtb2_183	211
CarAnox_mtb2_772	82498
CarAnox_mtb2_314	12033
CarAnox_mtb2_1242	627179
CarAnox_mtb2_386	64638
CarAnox_mtb2_503	28454
CarAnox_mtb2_1219	118526
CarAnox_mtb2_1576	93
CarAnox_mtb2_1299	130510
CarAnox_mtb2_242	2980
CarAnox_mtb2_754	18935
CarAnox_mtb2_236	58180
CarAnox_mtb2_470	2599
CarAnox_mtb2_1286	28241
CarAnox_mtb2_753	1514
CarAnox_mtb2_604	131364
CarAnox_mtb2_51	13517
CarAnox_mtb2_335	11092
CarAnox_mtb2_548	235207
CarAnox_mtb2_652	618231
CarAnox_mtb2_757	24493
CarAnox_mtb2_712	5644
CarAnox_mtb2_1130	65
CarAnox_mtb2_1359	159361
CarAnox_mtb2_916	9298
CarAnox_mtb2_1050	9519
CarAnox_mtb2_1155	3324
CarAnox_mtb2_317	1155
CarAnox_mtb2_544	158881
CarAnox_mtb2_1527	5825
CarAnox_mtb2_1400	2334
CarAnox_mtb2_1179	399
CarAnox_mtb2_1083	1740
CarAnox_mtb2_78	76649
CarAnox_mtb2_20	83939
CarAnox_mtb2_379	1874
CarAnox_mtb2_955	22323
CarAnox_mtb2_490	7531
CarAnox_mtb2_841	13792
CarAnox_mtb2_1250	20314
CarAnox_mtb2_893	21659
CarAnox_mtb2_601	12262
CarAnox_mtb2_552	4413
CarAnox_mtb2_832	162727
CarAnox_mtb2_880	32214
CarAnox_mtb2_1521	670531
CarAnox_mtb2_94	24269
CarAnox_mtb2_226	409
CarAnox_mtb2_1117	6492
CarAnox_mtb2_1388	917
CarAnox_mtb2_561	3975
CarAnox_mtb2_453	500798
CarAnox_mtb2_1478	935
CarAnox_mtb2_21	15997
CarAnox_mtb2_803	116526
CarAnox_mtb2_775	4097
CarAnox_mtb2_606	7975
CarAnox_mtb2_1681	3184
CarAnox_mtb2_748	581
CarAnox_mtb2_38	2664
CarAnox_mtb2_180	1881
CarAnox_mtb2_925	287817
CarAnox_mtb2_420	318
CarAnox_mtb2_1549	225929
CarAnox_mtb2_1684	36695
CarAnox_mtb2_591	37939
CarAnox_mtb2_1079	5858
CarAnox_mtb2_983	1058
CarAnox_mtb2_1171	3165
CarAnox_mtb2_62	595
CarAnox_mtb2_885	2445
CarAnox_mtb2_563	94869
CarAnox_mtb2_1508	18681
CarAnox_mtb2_1007	41733
CarAnox_mtb2_1413	603
CarAnox_mtb2_923	13946
CarAnox_mtb2_1033	201373
CarAnox_mtb2_628	1937
CarAnox_mtb2_214	70955
CarAnox_mtb2_1432	254661
CarAnox_mtb2_32	3322
CarAnox_mtb2_742	1589
CarAnox_mtb2_864	4172
CarAnox_mtb2_1554	967
CarAnox_mtb2_1372	850
CarAnox_mtb2_330	1466
CarAnox_mtb2_1371	1205
CarAnox_mtb2_1605	26374
CarAnox_mtb2_718	39
CarAnox_mtb2_751	344710
CarAnox_mtb2_1593	313731
CarAnox_mtb2_13	15831
CarAnox_mtb2_1414	7960
CarAnox_mtb2_979	25499
CarAnox_mtb2_688	3306
CarAnox_mtb2_86	771
CarAnox_mtb2_198	11892
CarAnox_mtb2_522	16598
CarAnox_mtb2_504	10561
CarAnox_mtb2_732	1650
CarAnox_mtb2_975	97978
CarAnox_mtb2_692	24088
CarAnox_mtb2_895	5691
CarAnox_mtb2_1322	3590
CarAnox_mtb2_1003	280362
CarAnox_mtb2_1433	29376
CarAnox_mtb2_854	1847
CarAnox_mtb2_1067	228
CarAnox_mtb2_1254	332629
CarAnox_mtb2_109	6450
CarAnox_mtb2_1131	5115
CarAnox_mtb2_956	2148
CarAnox_mtb2_1507	651
CarAnox_mtb2_862	91164
CarAnox_mtb2_907	14479
CarAnox_mtb2_1569	3956
CarAnox_mtb2_1015	12254
CarAnox_mtb2_1428	580708
CarAnox_mtb2_1226	283582
CarAnox_mtb2_481	14595
CarAnox_mtb2_151	688056
CarAnox_mtb2_334	40492
CarAnox_mtb2_1465	142
CarAnox_mtb2_937	797
CarAnox_mtb2_76	35053
CarAnox_mtb2_524	11763
CarAnox_mtb2_1334	4607
CarAnox_mtb2_1183	439187
CarAnox_mtb2_459	871
CarAnox_mtb2_743	88563
CarAnox_mtb2_1429	50684
CarAnox_mtb2_14	47171
CarAnox_mtb2_1320	136261
CarAnox_mtb2_336	104261
CarAnox_mtb2_1562	52263
CarAnox_mtb2_213	97259
CarAnox_mtb2_83	41961
CarAnox_mtb2_164	5802
CarAnox_mtb2_313	217916
CarAnox_mtb2_400	45323
CarAnox_mtb2_421	333
CarAnox_mtb2_1600	14844
CarAnox_mtb2_888	48055
CarAnox_mtb2_1536	2252
CarAnox_mtb2_1101	289
CarAnox_mtb2_707	187164
CarAnox_mtb2_153	5837
CarAnox_mtb2_786	1935
CarAnox_mtb2_206	270323
CarAnox_mtb2_557	119
CarAnox_mtb2_349	221569
CarAnox_mtb2_1053	889907
CarAnox_mtb2_301	3608
CarAnox_mtb2_809	27043
CarAnox_mtb2_1556	407871
CarAnox_mtb2_128	32726
CarAnox_mtb2_1446	1568
CarAnox_mtb2_1552	19048
CarAnox_mtb2_1559	14606
CarAnox_mtb2_1679	994
CarAnox_mtb2_1425	4209
CarAnox_mtb2_516	548
CarAnox_mtb2_941	10715
CarAnox_mtb2_828	32628
CarAnox_mtb2_739	1960
CarAnox_mtb2_1274	3192
CarAnox_mtb2_30	895
CarAnox_mtb2_750	8737
CarAnox_mtb2_608	9692
CarAnox_mtb2_572	182
CarAnox_mtb2_1146	20238
CarAnox_mtb2_1398	94054
CarAnox_mtb2_596	125104
CarAnox_mtb2_243	108583
CarAnox_mtb2_1149	379790
CarAnox_mtb2_361	569
CarAnox_mtb2_938	19534
CarAnox_mtb2_908	97081
CarAnox_mtb2_121	6125
CarAnox_mtb2_713	8778
CarAnox_mtb2_1080	91
CarAnox_mtb2_781	4406
CarAnox_mtb2_798	6214
CarAnox_mtb2_1422	2471
CarAnox_mtb2_996	6942683
CarAnox_mtb2_535	9855
CarAnox_mtb2_1253	1493
CarAnox_mtb2_715	13917
CarAnox_mtb2_621	37332
CarAnox_mtb2_1042	8839
CarAnox_mtb2_614	2146
CarAnox_mtb2_1447	6089
CarAnox_mtb2_116	23350
CarAnox_mtb2_244	1271
CarAnox_mtb2_704	128201
CarAnox_mtb2_492	120072
CarAnox_mtb2_1352	319
CarAnox_mtb2_768	214
CarAnox_mtb2_853	6573
CarAnox_mtb2_31	10516
CarAnox_mtb2_464	174605
CarAnox_mtb2_942	2561
CarAnox_mtb2_1019	2549
CarAnox_mtb2_1375	10538
CarAnox_mtb2_310	4976
CarAnox_mtb2_1268	43206
CarAnox_mtb2_636	10573
CarAnox_mtb2_512	307
CarAnox_mtb2_595	2552
CarAnox_mtb2_1284	2202
CarAnox_mtb2_59	42726
CarAnox_mtb2_1105	6681
CarAnox_mtb2_719	867
CarAnox_mtb2_1356	41455
CarAnox_mtb2_1570	2376
CarAnox_mtb2_1503	146
CarAnox_mtb2_1244	445
CarAnox_mtb2_1109	71182
CarAnox_mtb2_216	25695
CarAnox_mtb2_660	1304
CarAnox_mtb2_820	5266
CarAnox_mtb2_762	19
CarAnox_mtb2_1264	100371
CarAnox_mtb2_997	32
CarAnox_mtb2_42	219305
CarAnox_mtb2_1263	2142
CarAnox_mtb2_292	923459
CarAnox_mtb2_1649	273
CarAnox_mtb2_1604	77
CarAnox_mtb2_1464	1265
CarAnox_mtb2_1392	1784
CarAnox_mtb2_1225	174
CarAnox_mtb2_479	673
CarAnox_mtb2_740	6869
CarAnox_mtb2_1220	2968
CarAnox_mtb2_616	9465
CarAnox_mtb2_1419	745
CarAnox_mtb2_423	5638
CarAnox_mtb2_358	12786
CarAnox_mtb2_343	9969
CarAnox_mtb2_920	2614
CarAnox_mtb2_463	12710
CarAnox_mtb2_1423	23702
CarAnox_mtb2_633	177307
CarAnox_mtb2_868	1313
CarAnox_mtb2_1650	8201
CarAnox_mtb2_1415	1108
CarAnox_mtb2_877	356203
CarAnox_mtb2_147	3795
CarAnox_mtb2_1518	412029
CarAnox_mtb2_1270	1022759
CarAnox_mtb2_1438	215
CarAnox_mtb2_959	2379
CarAnox_mtb2_1246	2261
CarAnox_mtb2_971	1985
CarAnox_mtb2_1057	2397
CarAnox_mtb2_645	4456
CarAnox_mtb2_501	7897
CarAnox_mtb2_43	18587
CarAnox_mtb2_1579	52610
CarAnox_mtb2_99	4292
CarAnox_mtb2_1538	76
CarAnox_mtb2_603	855
CarAnox_mtb2_568	4060
CarAnox_mtb2_1594	1019
CarAnox_mtb2_154	128428
CarAnox_mtb2_944	10460
CarAnox_mtb2_785	1894
CarAnox_mtb2_741	268080
CarAnox_mtb2_954	633626
CarAnox_mtb2_1214	3912
CarAnox_mtb2_218	30342
CarAnox_mtb2_428	52622
CarAnox_mtb2_382	1746
CarAnox_mtb2_187	4930
CarAnox_mtb2_275	44
CarAnox_mtb2_1312	4219
CarAnox_mtb2_1002	473791
CarAnox_mtb2_281	218958
CarAnox_mtb2_1394	1401
CarAnox_mtb2_1283	251172
CarAnox_mtb2_1221	156
CarAnox_mtb2_929	394688
CarAnox_mtb2_773	6925
CarAnox_mtb2_1620	11205
CarAnox_mtb2_804	15344
CarAnox_mtb2_1528	135050
CarAnox_mtb2_47	4181
CarAnox_mtb2_418	162
CarAnox_mtb2_1510	8345
CarAnox_mtb2_205	2979
CarAnox_mtb2_919	4807
CarAnox_mtb2_406	67416
CarAnox_mtb2_1509	8506
CarAnox_mtb2_824	29436
CarAnox_mtb2_106	1093
CarAnox_mtb2_1396	61104
CarAnox_mtb2_1551	242868
CarAnox_mtb2_1199	556289
CarAnox_mtb2_451	2816
CarAnox_mtb2_1564	252
CarAnox_mtb2_200	49869
CarAnox_mtb2_110	178295
CarAnox_mtb2_1578	33602
CarAnox_mtb2_769	66
CarAnox_mtb2_541	1562
CarAnox_mtb2_946	2909
CarAnox_mtb2_699	386
CarAnox_mtb2_499	634
CarAnox_mtb2_1023	8351
CarAnox_mtb2_209	15507
CarAnox_mtb2_654	69870
CarAnox_mtb2_1261	27153
CarAnox_mtb2_728	475576
CarAnox_mtb2_1162	21297
CarAnox_mtb2_1302	374949
CarAnox_mtb2_259	6343
CarAnox_mtb2_1353	4636
CarAnox_mtb2_1424	42853
CarAnox_mtb2_49	10110
