Genome	D3b103B_R1_paired.fastq.gz Read Count
CarAnox_mtb2_777	126
CarAnox_mtb2_27	292
CarAnox_mtb2_316	5
CarAnox_mtb2_114	24
CarAnox_mtb2_1098	27
CarAnox_mtb2_1316	131925
CarAnox_mtb2_1367	32
CarAnox_mtb2_662	37
CarAnox_mtb2_547	6
CarAnox_mtb2_24	204
CarAnox_mtb2_611	426
CarAnox_mtb2_1524	830
CarAnox_mtb2_63	16
CarAnox_mtb2_1627	174
CarAnox_mtb2_1437	13
CarAnox_mtb2_657	47
CarAnox_mtb2_1075	31
CarAnox_mtb2_573	8
CarAnox_mtb2_613	102
CarAnox_mtb2_651	47
CarAnox_mtb2_183	4
CarAnox_mtb2_772	210
CarAnox_mtb2_314	25
CarAnox_mtb2_1242	149
CarAnox_mtb2_386	12
CarAnox_mtb2_503	50
CarAnox_mtb2_1219	182
CarAnox_mtb2_1576	97
CarAnox_mtb2_1299	235
CarAnox_mtb2_242	44
CarAnox_mtb2_754	14
CarAnox_mtb2_236	31
CarAnox_mtb2_470	9
CarAnox_mtb2_1286	270
CarAnox_mtb2_753	132
CarAnox_mtb2_604	997
CarAnox_mtb2_51	37
CarAnox_mtb2_335	798
CarAnox_mtb2_548	25
CarAnox_mtb2_652	1126
CarAnox_mtb2_757	22
CarAnox_mtb2_712	63
CarAnox_mtb2_1130	6
CarAnox_mtb2_1359	72
CarAnox_mtb2_916	67
CarAnox_mtb2_1050	42
CarAnox_mtb2_1155	61
CarAnox_mtb2_317	47
CarAnox_mtb2_544	793239
CarAnox_mtb2_1527	17
CarAnox_mtb2_1400	47
CarAnox_mtb2_1179	76
CarAnox_mtb2_1083	46
CarAnox_mtb2_78	495
CarAnox_mtb2_20	15
CarAnox_mtb2_379	395
CarAnox_mtb2_955	20
CarAnox_mtb2_490	61
CarAnox_mtb2_841	88
CarAnox_mtb2_1250	158
CarAnox_mtb2_893	32
CarAnox_mtb2_601	8
CarAnox_mtb2_552	63
CarAnox_mtb2_832	303
CarAnox_mtb2_880	57
CarAnox_mtb2_1521	46
CarAnox_mtb2_94	28
CarAnox_mtb2_226	34
CarAnox_mtb2_1117	6510
CarAnox_mtb2_1388	20
CarAnox_mtb2_561	7
CarAnox_mtb2_453	40
CarAnox_mtb2_1478	11
CarAnox_mtb2_21	1782
CarAnox_mtb2_803	23312
CarAnox_mtb2_775	62
CarAnox_mtb2_606	105
CarAnox_mtb2_1681	97618
CarAnox_mtb2_748	15
CarAnox_mtb2_38	45
CarAnox_mtb2_180	30
CarAnox_mtb2_925	133
CarAnox_mtb2_420	2
CarAnox_mtb2_1549	150
CarAnox_mtb2_1684	209
CarAnox_mtb2_591	51
CarAnox_mtb2_1079	276
CarAnox_mtb2_983	12634
CarAnox_mtb2_1171	12
CarAnox_mtb2_62	4
CarAnox_mtb2_885	57
CarAnox_mtb2_563	291
CarAnox_mtb2_1508	25
CarAnox_mtb2_1007	10
CarAnox_mtb2_1413	3
CarAnox_mtb2_923	7
CarAnox_mtb2_1033	231
CarAnox_mtb2_628	25
CarAnox_mtb2_214	51
CarAnox_mtb2_1432	64
CarAnox_mtb2_32	5
CarAnox_mtb2_742	20
CarAnox_mtb2_864	41
CarAnox_mtb2_1554	15
CarAnox_mtb2_1372	4
CarAnox_mtb2_330	9
CarAnox_mtb2_1371	14
CarAnox_mtb2_1605	6354
CarAnox_mtb2_718	5
CarAnox_mtb2_751	60
CarAnox_mtb2_1593	166
CarAnox_mtb2_13	20
CarAnox_mtb2_1414	30
CarAnox_mtb2_979	54
CarAnox_mtb2_688	137
CarAnox_mtb2_86	10
CarAnox_mtb2_198	24
CarAnox_mtb2_522	102
CarAnox_mtb2_504	28
CarAnox_mtb2_732	112
CarAnox_mtb2_975	91
CarAnox_mtb2_692	37
CarAnox_mtb2_895	270
CarAnox_mtb2_1322	20
CarAnox_mtb2_1003	362
CarAnox_mtb2_1433	116
CarAnox_mtb2_854	9
CarAnox_mtb2_1067	9
CarAnox_mtb2_1254	83
CarAnox_mtb2_109	163961
CarAnox_mtb2_1131	13
CarAnox_mtb2_956	1
CarAnox_mtb2_1507	1725
CarAnox_mtb2_862	176
CarAnox_mtb2_907	14
CarAnox_mtb2_1569	169
CarAnox_mtb2_1015	2
CarAnox_mtb2_1428	28
CarAnox_mtb2_1226	36
CarAnox_mtb2_481	133
CarAnox_mtb2_151	196
CarAnox_mtb2_334	82
CarAnox_mtb2_1465	14
CarAnox_mtb2_937	158
CarAnox_mtb2_76	21
CarAnox_mtb2_524	69
CarAnox_mtb2_1334	235
CarAnox_mtb2_1183	645
CarAnox_mtb2_459	8
CarAnox_mtb2_743	2454
CarAnox_mtb2_1429	213
CarAnox_mtb2_14	170
CarAnox_mtb2_1320	313
CarAnox_mtb2_336	199
CarAnox_mtb2_1562	30
CarAnox_mtb2_213	687
CarAnox_mtb2_83	70
CarAnox_mtb2_164	184
CarAnox_mtb2_313	33
CarAnox_mtb2_400	110
CarAnox_mtb2_421	18
CarAnox_mtb2_1600	22
CarAnox_mtb2_888	103
CarAnox_mtb2_1536	145
CarAnox_mtb2_1101	6
CarAnox_mtb2_707	232
CarAnox_mtb2_153	67
CarAnox_mtb2_786	1242
CarAnox_mtb2_206	297
CarAnox_mtb2_557	6
CarAnox_mtb2_349	110
CarAnox_mtb2_1053	78
CarAnox_mtb2_301	26
CarAnox_mtb2_809	13
CarAnox_mtb2_1556	143
CarAnox_mtb2_128	24
CarAnox_mtb2_1446	42
CarAnox_mtb2_1552	22
CarAnox_mtb2_1559	48
CarAnox_mtb2_1679	512005
CarAnox_mtb2_1425	32
CarAnox_mtb2_516	1
CarAnox_mtb2_941	31
CarAnox_mtb2_828	378
CarAnox_mtb2_739	124
CarAnox_mtb2_1274	33
CarAnox_mtb2_30	4
CarAnox_mtb2_750	22
CarAnox_mtb2_608	20
CarAnox_mtb2_572	19
CarAnox_mtb2_1146	118
CarAnox_mtb2_1398	40
CarAnox_mtb2_596	39
CarAnox_mtb2_243	473
CarAnox_mtb2_1149	122
CarAnox_mtb2_361	8
CarAnox_mtb2_938	45
CarAnox_mtb2_908	463
CarAnox_mtb2_121	129
CarAnox_mtb2_713	1067
CarAnox_mtb2_1080	1
CarAnox_mtb2_781	613
CarAnox_mtb2_798	324
CarAnox_mtb2_1422	16
CarAnox_mtb2_996	120
CarAnox_mtb2_535	78
CarAnox_mtb2_1253	27
CarAnox_mtb2_715	135
CarAnox_mtb2_621	84
CarAnox_mtb2_1042	22
CarAnox_mtb2_614	16
CarAnox_mtb2_1447	5587
CarAnox_mtb2_116	37
CarAnox_mtb2_244	135
CarAnox_mtb2_704	105
CarAnox_mtb2_492	1984
CarAnox_mtb2_1352	70
CarAnox_mtb2_768	11
CarAnox_mtb2_853	21
CarAnox_mtb2_31	17
CarAnox_mtb2_464	182
CarAnox_mtb2_942	29
CarAnox_mtb2_1019	16
CarAnox_mtb2_1375	458
CarAnox_mtb2_310	14
CarAnox_mtb2_1268	107
CarAnox_mtb2_636	38
CarAnox_mtb2_512	26
CarAnox_mtb2_595	221
CarAnox_mtb2_1284	27
CarAnox_mtb2_59	12126
CarAnox_mtb2_1105	9
CarAnox_mtb2_719	7
CarAnox_mtb2_1356	9
CarAnox_mtb2_1570	7
CarAnox_mtb2_1503	2
CarAnox_mtb2_1244	36
CarAnox_mtb2_1109	157
CarAnox_mtb2_216	103
CarAnox_mtb2_660	14
CarAnox_mtb2_820	229
CarAnox_mtb2_762	6
CarAnox_mtb2_1264	54
CarAnox_mtb2_997	768
CarAnox_mtb2_42	44
CarAnox_mtb2_1263	92
CarAnox_mtb2_292	306
CarAnox_mtb2_1649	0
CarAnox_mtb2_1604	6
CarAnox_mtb2_1464	7
CarAnox_mtb2_1392	13
CarAnox_mtb2_1225	41563
CarAnox_mtb2_479	6
CarAnox_mtb2_740	21
CarAnox_mtb2_1220	67324
CarAnox_mtb2_616	215
CarAnox_mtb2_1419	842
CarAnox_mtb2_423	146
CarAnox_mtb2_358	15
CarAnox_mtb2_343	15
CarAnox_mtb2_920	18
CarAnox_mtb2_463	27
CarAnox_mtb2_1423	22
CarAnox_mtb2_633	79
CarAnox_mtb2_868	21
CarAnox_mtb2_1650	56
CarAnox_mtb2_1415	15
CarAnox_mtb2_877	32
CarAnox_mtb2_147	12
CarAnox_mtb2_1518	221
CarAnox_mtb2_1270	583
CarAnox_mtb2_1438	25
CarAnox_mtb2_959	13
CarAnox_mtb2_1246	42
CarAnox_mtb2_971	74
CarAnox_mtb2_1057	8
CarAnox_mtb2_645	1832
CarAnox_mtb2_501	25601
CarAnox_mtb2_43	158
CarAnox_mtb2_1579	10
CarAnox_mtb2_99	14
CarAnox_mtb2_1538	2
CarAnox_mtb2_603	537472
CarAnox_mtb2_568	17
CarAnox_mtb2_1594	15
CarAnox_mtb2_154	30
CarAnox_mtb2_944	42
CarAnox_mtb2_785	3
CarAnox_mtb2_741	197016
CarAnox_mtb2_954	90
CarAnox_mtb2_1214	3
CarAnox_mtb2_218	842
CarAnox_mtb2_428	53
CarAnox_mtb2_382	7823
CarAnox_mtb2_187	291
CarAnox_mtb2_275	17
CarAnox_mtb2_1312	9
CarAnox_mtb2_1002	280
CarAnox_mtb2_281	4572
CarAnox_mtb2_1394	18
CarAnox_mtb2_1283	1464
CarAnox_mtb2_1221	5
CarAnox_mtb2_929	248
CarAnox_mtb2_773	417
CarAnox_mtb2_1620	20
CarAnox_mtb2_804	7
CarAnox_mtb2_1528	65
CarAnox_mtb2_47	84
CarAnox_mtb2_418	11034
CarAnox_mtb2_1510	29
CarAnox_mtb2_205	361
CarAnox_mtb2_919	33
CarAnox_mtb2_406	27
CarAnox_mtb2_1509	20
CarAnox_mtb2_824	37
CarAnox_mtb2_106	21
CarAnox_mtb2_1396	124
CarAnox_mtb2_1551	88
CarAnox_mtb2_1199	72
CarAnox_mtb2_451	42
CarAnox_mtb2_1564	11
CarAnox_mtb2_200	45
CarAnox_mtb2_110	206
CarAnox_mtb2_1578	19
CarAnox_mtb2_769	39
CarAnox_mtb2_541	41198
CarAnox_mtb2_946	297
CarAnox_mtb2_699	34
CarAnox_mtb2_499	1
CarAnox_mtb2_1023	12
CarAnox_mtb2_209	844
CarAnox_mtb2_654	39
CarAnox_mtb2_1261	52
CarAnox_mtb2_728	348
CarAnox_mtb2_1162	14
CarAnox_mtb2_1302	73
CarAnox_mtb2_259	40
CarAnox_mtb2_1353	17
CarAnox_mtb2_1424	53
CarAnox_mtb2_49	20
