Genome	D3b103A_R1_paired.fastq.gz Read Count
CarAnox_mtb2_302	14
CarAnox_mtb2_1630	54
CarAnox_mtb2_1535	91
CarAnox_mtb2_181	2136
CarAnox_mtb2_691	84
CarAnox_mtb2_669	343
CarAnox_mtb2_1441	1891
CarAnox_mtb2_721	640
CarAnox_mtb2_1655	63
CarAnox_mtb2_430	11
CarAnox_mtb2_567	84
CarAnox_mtb2_931	1519
CarAnox_mtb2_1288	318
CarAnox_mtb2_1201	43
CarAnox_mtb2_1010	569
CarAnox_mtb2_1618	568
CarAnox_mtb2_970	6
CarAnox_mtb2_1431	518
CarAnox_mtb2_671	1850
CarAnox_mtb2_1601	55
CarAnox_mtb2_663	801
CarAnox_mtb2_1123	15
CarAnox_mtb2_972	132
CarAnox_mtb2_352	600
CarAnox_mtb2_722	86
CarAnox_mtb2_329	63
CarAnox_mtb2_1638	22
CarAnox_mtb2_599	241
CarAnox_mtb2_872	8
CarAnox_mtb2_1531	3013
CarAnox_mtb2_779	7
CarAnox_mtb2_672	95886
CarAnox_mtb2_1249	1734
CarAnox_mtb2_631	24
CarAnox_mtb2_756	3684
CarAnox_mtb2_1366	541
CarAnox_mtb2_115	1393
CarAnox_mtb2_193	96
CarAnox_mtb2_846	75
CarAnox_mtb2_189	429
CarAnox_mtb2_1190	1150
CarAnox_mtb2_957	158
CarAnox_mtb2_1506	134
CarAnox_mtb2_1606	131
CarAnox_mtb2_1350	132
CarAnox_mtb2_196	116
CarAnox_mtb2_610	50
CarAnox_mtb2_1384	402
CarAnox_mtb2_1543	221
CarAnox_mtb2_1116	5089
CarAnox_mtb2_879	260
CarAnox_mtb2_15	9
CarAnox_mtb2_1271	51
CarAnox_mtb2_1239	12482
CarAnox_mtb2_770	172
CarAnox_mtb2_1534	540
CarAnox_mtb2_586	2
CarAnox_mtb2_545	283009
CarAnox_mtb2_650	390
CarAnox_mtb2_112	230
CarAnox_mtb2_1363	236
CarAnox_mtb2_419	27
CarAnox_mtb2_629	135
CarAnox_mtb2_1512	63
CarAnox_mtb2_1092	1751
CarAnox_mtb2_347	129
CarAnox_mtb2_914	23
CarAnox_mtb2_1089	153
CarAnox_mtb2_945	1716
CarAnox_mtb2_697	168
CarAnox_mtb2_658	73
CarAnox_mtb2_403	938
CarAnox_mtb2_3	275
CarAnox_mtb2_598	736
CarAnox_mtb2_495	19
CarAnox_mtb2_220	90
CarAnox_mtb2_224	701
CarAnox_mtb2_1628	2389
CarAnox_mtb2_262	950
CarAnox_mtb2_117	47
CarAnox_mtb2_810	8369
CarAnox_mtb2_685	10
CarAnox_mtb2_1056	948
CarAnox_mtb2_1647	146
CarAnox_mtb2_22	1773
CarAnox_mtb2_291	679
CarAnox_mtb2_690	496
CarAnox_mtb2_538	98
CarAnox_mtb2_623	43
CarAnox_mtb2_207	73
CarAnox_mtb2_771	42226
CarAnox_mtb2_539	1707
CarAnox_mtb2_1421	8
CarAnox_mtb2_777	293
CarAnox_mtb2_27	507
CarAnox_mtb2_316	11
CarAnox_mtb2_114	87
CarAnox_mtb2_1098	82
CarAnox_mtb2_1316	65033
CarAnox_mtb2_1367	87
CarAnox_mtb2_662	146
CarAnox_mtb2_547	325
CarAnox_mtb2_24	3994
CarAnox_mtb2_611	325
CarAnox_mtb2_1524	465
CarAnox_mtb2_63	58
CarAnox_mtb2_1627	409
CarAnox_mtb2_1437	9
CarAnox_mtb2_657	1140
CarAnox_mtb2_1075	259
CarAnox_mtb2_573	25
CarAnox_mtb2_613	475
CarAnox_mtb2_651	998
CarAnox_mtb2_183	4
CarAnox_mtb2_772	345
CarAnox_mtb2_314	62
CarAnox_mtb2_1242	1566
CarAnox_mtb2_386	118
CarAnox_mtb2_503	657
CarAnox_mtb2_1219	1187
CarAnox_mtb2_1576	116
CarAnox_mtb2_1299	535
CarAnox_mtb2_242	796
CarAnox_mtb2_754	112
CarAnox_mtb2_236	536
CarAnox_mtb2_470	6
CarAnox_mtb2_1286	636
CarAnox_mtb2_753	279
CarAnox_mtb2_604	1061
CarAnox_mtb2_51	81
CarAnox_mtb2_335	263
CarAnox_mtb2_548	283
CarAnox_mtb2_652	1370
CarAnox_mtb2_757	83
CarAnox_mtb2_712	128
CarAnox_mtb2_1130	14
CarAnox_mtb2_1359	93
CarAnox_mtb2_916	184
CarAnox_mtb2_1050	72
CarAnox_mtb2_1155	344
CarAnox_mtb2_317	28
CarAnox_mtb2_544	27626
CarAnox_mtb2_1527	176
CarAnox_mtb2_1400	17
CarAnox_mtb2_1179	189
CarAnox_mtb2_1083	32
CarAnox_mtb2_78	332
CarAnox_mtb2_20	95
CarAnox_mtb2_379	4206
CarAnox_mtb2_955	41
CarAnox_mtb2_490	40
CarAnox_mtb2_841	466
CarAnox_mtb2_1250	398
CarAnox_mtb2_893	598
CarAnox_mtb2_601	15
CarAnox_mtb2_552	117
CarAnox_mtb2_832	334
CarAnox_mtb2_880	64
CarAnox_mtb2_1521	1660
CarAnox_mtb2_94	76
CarAnox_mtb2_226	42
CarAnox_mtb2_1117	301
CarAnox_mtb2_1388	107
CarAnox_mtb2_561	8
CarAnox_mtb2_453	1592
CarAnox_mtb2_1478	67
CarAnox_mtb2_21	580
CarAnox_mtb2_803	5161
CarAnox_mtb2_775	209
CarAnox_mtb2_606	36
CarAnox_mtb2_1681	31465
CarAnox_mtb2_748	3
CarAnox_mtb2_38	29
CarAnox_mtb2_180	483
CarAnox_mtb2_925	1325
CarAnox_mtb2_420	17
CarAnox_mtb2_1549	4472
CarAnox_mtb2_1684	80
CarAnox_mtb2_591	64
CarAnox_mtb2_1079	212
CarAnox_mtb2_983	6129
CarAnox_mtb2_1171	65
CarAnox_mtb2_62	66
CarAnox_mtb2_885	50
CarAnox_mtb2_563	1195
CarAnox_mtb2_1508	309
CarAnox_mtb2_1007	104
CarAnox_mtb2_1413	3
CarAnox_mtb2_923	16
CarAnox_mtb2_1033	35998
CarAnox_mtb2_628	162
CarAnox_mtb2_214	33
CarAnox_mtb2_1432	861
CarAnox_mtb2_32	12
CarAnox_mtb2_742	22
CarAnox_mtb2_864	64
CarAnox_mtb2_1554	186
CarAnox_mtb2_1372	143
CarAnox_mtb2_330	13
CarAnox_mtb2_1371	33
CarAnox_mtb2_1605	11431
CarAnox_mtb2_718	4
CarAnox_mtb2_751	1869
CarAnox_mtb2_1593	1410
CarAnox_mtb2_13	754
CarAnox_mtb2_1414	158
CarAnox_mtb2_979	92
CarAnox_mtb2_688	587
CarAnox_mtb2_86	25
CarAnox_mtb2_198	402
CarAnox_mtb2_522	258
CarAnox_mtb2_504	32
CarAnox_mtb2_732	1025
CarAnox_mtb2_975	153
CarAnox_mtb2_692	97
CarAnox_mtb2_895	157
CarAnox_mtb2_1322	180
CarAnox_mtb2_1003	2278
CarAnox_mtb2_1433	208
CarAnox_mtb2_854	9
CarAnox_mtb2_1067	49
CarAnox_mtb2_1254	433
CarAnox_mtb2_109	10004
CarAnox_mtb2_1131	18
CarAnox_mtb2_956	12
CarAnox_mtb2_1507	1394
CarAnox_mtb2_862	548
CarAnox_mtb2_907	28
CarAnox_mtb2_1569	68
CarAnox_mtb2_1015	54
CarAnox_mtb2_1428	337
CarAnox_mtb2_1226	308
CarAnox_mtb2_481	412
CarAnox_mtb2_151	1622
CarAnox_mtb2_334	223
CarAnox_mtb2_1465	37
CarAnox_mtb2_937	409
CarAnox_mtb2_76	54
CarAnox_mtb2_524	1491
CarAnox_mtb2_1334	219
CarAnox_mtb2_1183	1345
CarAnox_mtb2_459	3
CarAnox_mtb2_743	17275
CarAnox_mtb2_1429	12657
CarAnox_mtb2_14	228
CarAnox_mtb2_1320	2124
CarAnox_mtb2_336	123
CarAnox_mtb2_1562	73
CarAnox_mtb2_213	344
CarAnox_mtb2_83	332
CarAnox_mtb2_164	548
CarAnox_mtb2_313	426
CarAnox_mtb2_400	176
CarAnox_mtb2_421	60
CarAnox_mtb2_1600	47
CarAnox_mtb2_888	2892
CarAnox_mtb2_1536	2258
CarAnox_mtb2_1101	7
CarAnox_mtb2_707	413
CarAnox_mtb2_153	616
CarAnox_mtb2_786	847
CarAnox_mtb2_206	1089
CarAnox_mtb2_557	11
CarAnox_mtb2_349	649
CarAnox_mtb2_1053	2007
CarAnox_mtb2_301	84
CarAnox_mtb2_809	17
CarAnox_mtb2_1556	852
CarAnox_mtb2_128	53
CarAnox_mtb2_1446	15
CarAnox_mtb2_1552	51
CarAnox_mtb2_1559	107
CarAnox_mtb2_1679	69814
CarAnox_mtb2_1425	37
CarAnox_mtb2_516	3
CarAnox_mtb2_941	208
CarAnox_mtb2_828	706
CarAnox_mtb2_739	321
CarAnox_mtb2_1274	31
CarAnox_mtb2_30	32
CarAnox_mtb2_750	24
CarAnox_mtb2_608	86
CarAnox_mtb2_572	172
CarAnox_mtb2_1146	312
CarAnox_mtb2_1398	113
CarAnox_mtb2_596	756
CarAnox_mtb2_243	2394
CarAnox_mtb2_1149	631
CarAnox_mtb2_361	95
CarAnox_mtb2_938	533
CarAnox_mtb2_908	248
CarAnox_mtb2_121	95
CarAnox_mtb2_713	22403
CarAnox_mtb2_1080	17
CarAnox_mtb2_781	126
CarAnox_mtb2_798	647
CarAnox_mtb2_1422	80
CarAnox_mtb2_996	2860
CarAnox_mtb2_535	131
CarAnox_mtb2_1253	76
CarAnox_mtb2_715	985
CarAnox_mtb2_621	241
CarAnox_mtb2_1042	140
CarAnox_mtb2_614	18
CarAnox_mtb2_1447	1187
CarAnox_mtb2_116	64
CarAnox_mtb2_244	908
CarAnox_mtb2_704	541
CarAnox_mtb2_492	497
CarAnox_mtb2_1352	269
CarAnox_mtb2_768	21
CarAnox_mtb2_853	54
CarAnox_mtb2_31	51
CarAnox_mtb2_464	1053
CarAnox_mtb2_942	267
CarAnox_mtb2_1019	189
CarAnox_mtb2_1375	216
CarAnox_mtb2_310	70
CarAnox_mtb2_1268	702
CarAnox_mtb2_636	35
CarAnox_mtb2_512	23
CarAnox_mtb2_595	88
CarAnox_mtb2_1284	85
CarAnox_mtb2_59	3646
CarAnox_mtb2_1105	3
CarAnox_mtb2_719	78
CarAnox_mtb2_1356	292
CarAnox_mtb2_1570	112
CarAnox_mtb2_1503	11
CarAnox_mtb2_1244	44
CarAnox_mtb2_1109	157
CarAnox_mtb2_216	114
CarAnox_mtb2_660	12
CarAnox_mtb2_820	624
CarAnox_mtb2_762	6
CarAnox_mtb2_1264	91
CarAnox_mtb2_997	153
CarAnox_mtb2_42	475
CarAnox_mtb2_1263	147
CarAnox_mtb2_292	3069
CarAnox_mtb2_1649	11
CarAnox_mtb2_1604	53
CarAnox_mtb2_1464	12
CarAnox_mtb2_1392	241
CarAnox_mtb2_1225	4989
CarAnox_mtb2_479	13
CarAnox_mtb2_740	32
CarAnox_mtb2_1220	1160
CarAnox_mtb2_616	268
CarAnox_mtb2_1419	184
CarAnox_mtb2_423	85
CarAnox_mtb2_358	17
CarAnox_mtb2_343	94
CarAnox_mtb2_920	282
CarAnox_mtb2_463	55
CarAnox_mtb2_1423	89
CarAnox_mtb2_633	505
CarAnox_mtb2_868	7
CarAnox_mtb2_1650	288
CarAnox_mtb2_1415	18
CarAnox_mtb2_877	1338
CarAnox_mtb2_147	215
CarAnox_mtb2_1518	3219
CarAnox_mtb2_1270	4697
CarAnox_mtb2_1438	56
CarAnox_mtb2_959	26
CarAnox_mtb2_1246	1685
CarAnox_mtb2_971	239
CarAnox_mtb2_1057	108
CarAnox_mtb2_645	2823
CarAnox_mtb2_501	55785
CarAnox_mtb2_43	1200
CarAnox_mtb2_1579	149
CarAnox_mtb2_99	23
CarAnox_mtb2_1538	133
CarAnox_mtb2_603	278428
CarAnox_mtb2_568	97
CarAnox_mtb2_1594	13
CarAnox_mtb2_154	704
CarAnox_mtb2_944	290
CarAnox_mtb2_785	48
CarAnox_mtb2_741	112230
CarAnox_mtb2_954	1238
CarAnox_mtb2_1214	7
CarAnox_mtb2_218	12908
CarAnox_mtb2_428	42
CarAnox_mtb2_382	628
CarAnox_mtb2_187	249
CarAnox_mtb2_275	2
CarAnox_mtb2_1312	8
CarAnox_mtb2_1002	15071
CarAnox_mtb2_281	20291
CarAnox_mtb2_1394	73
CarAnox_mtb2_1283	345
CarAnox_mtb2_1221	13
CarAnox_mtb2_929	1572
CarAnox_mtb2_773	350
CarAnox_mtb2_1620	163
CarAnox_mtb2_804	33
CarAnox_mtb2_1528	1251
CarAnox_mtb2_47	327
CarAnox_mtb2_418	4532
CarAnox_mtb2_1510	105
CarAnox_mtb2_205	189
CarAnox_mtb2_919	68
CarAnox_mtb2_406	313
CarAnox_mtb2_1509	57
CarAnox_mtb2_824	317
CarAnox_mtb2_106	37
CarAnox_mtb2_1396	344
CarAnox_mtb2_1551	502
CarAnox_mtb2_1199	3004
CarAnox_mtb2_451	41
CarAnox_mtb2_1564	46
CarAnox_mtb2_200	118
CarAnox_mtb2_110	1683
CarAnox_mtb2_1578	394
CarAnox_mtb2_769	174
CarAnox_mtb2_541	9503
CarAnox_mtb2_946	504
CarAnox_mtb2_699	193
CarAnox_mtb2_499	10
CarAnox_mtb2_1023	23
CarAnox_mtb2_209	335
CarAnox_mtb2_654	97
CarAnox_mtb2_1261	117
CarAnox_mtb2_728	294
CarAnox_mtb2_1162	184
CarAnox_mtb2_1302	1726
CarAnox_mtb2_259	109
CarAnox_mtb2_1353	33
CarAnox_mtb2_1424	279
CarAnox_mtb2_49	111
