Genome	D2b200B_R1_paired.fastq.gz Read Count
CarAnox_mtb2_927	180279
CarAnox_mtb2_315	79635
CarAnox_mtb2_102	471
CarAnox_mtb2_1173	684
CarAnox_mtb2_1215	210
CarAnox_mtb2_245	80
CarAnox_mtb2_1108	43
CarAnox_mtb2_34	116
CarAnox_mtb2_815	250
CarAnox_mtb2_1121	59
CarAnox_mtb2_1583	1224200
CarAnox_mtb2_1636	108
CarAnox_mtb2_1252	38
CarAnox_mtb2_507	6
CarAnox_mtb2_1463	57
CarAnox_mtb2_554	107
CarAnox_mtb2_1365	208
CarAnox_mtb2_564	670
CarAnox_mtb2_774	213866
CarAnox_mtb2_486	97
CarAnox_mtb2_811	80
CarAnox_mtb2_661	80
CarAnox_mtb2_1208	40533
CarAnox_mtb2_1369	626030
CarAnox_mtb2_2	3852636
CarAnox_mtb2_1188	684
CarAnox_mtb2_790	298
CarAnox_mtb2_1389	89
CarAnox_mtb2_186	201
CarAnox_mtb2_268	180
CarAnox_mtb2_68	126
CarAnox_mtb2_1039	71
CarAnox_mtb2_215	775
CarAnox_mtb2_782	461
CarAnox_mtb2_1285	57
CarAnox_mtb2_1408	151
CarAnox_mtb2_122	9
CarAnox_mtb2_791	60
CarAnox_mtb2_1279	56
CarAnox_mtb2_120	81
CarAnox_mtb2_375	220
CarAnox_mtb2_1071	31
CarAnox_mtb2_1499	244
CarAnox_mtb2_1178	20
CarAnox_mtb2_171	152
CarAnox_mtb2_620	3369
CarAnox_mtb2_48	45
CarAnox_mtb2_435	23
CarAnox_mtb2_1454	583
CarAnox_mtb2_190	95
CarAnox_mtb2_890	102
CarAnox_mtb2_304	59
CarAnox_mtb2_1607	88
CarAnox_mtb2_16	2840812
CarAnox_mtb2_912	133
CarAnox_mtb2_1016	99
CarAnox_mtb2_265	112
CarAnox_mtb2_857	173
CarAnox_mtb2_755	801
CarAnox_mtb2_1167	4
CarAnox_mtb2_341	67
CarAnox_mtb2_1374	46
CarAnox_mtb2_867	39
CarAnox_mtb2_18	3
CarAnox_mtb2_101	26
CarAnox_mtb2_583	73
CarAnox_mtb2_530	50
CarAnox_mtb2_1194	14877
CarAnox_mtb2_560	124
CarAnox_mtb2_737	28
CarAnox_mtb2_302	25
CarAnox_mtb2_1630	36
CarAnox_mtb2_1535	377
CarAnox_mtb2_181	13043
CarAnox_mtb2_691	305
CarAnox_mtb2_669	23
CarAnox_mtb2_1441	1069
CarAnox_mtb2_721	253
CarAnox_mtb2_1655	58
CarAnox_mtb2_430	51
CarAnox_mtb2_567	155
CarAnox_mtb2_931	179
CarAnox_mtb2_1288	101
CarAnox_mtb2_1201	95
CarAnox_mtb2_1010	222158
CarAnox_mtb2_1618	133
CarAnox_mtb2_970	99
CarAnox_mtb2_1431	793
CarAnox_mtb2_671	56
CarAnox_mtb2_1601	13
CarAnox_mtb2_663	436
CarAnox_mtb2_1123	35
CarAnox_mtb2_972	7569
CarAnox_mtb2_352	14868
CarAnox_mtb2_722	84
CarAnox_mtb2_329	348
CarAnox_mtb2_1638	70
CarAnox_mtb2_599	194
CarAnox_mtb2_872	131
CarAnox_mtb2_1531	209
CarAnox_mtb2_779	39
CarAnox_mtb2_672	476489
CarAnox_mtb2_1249	241
CarAnox_mtb2_631	518
CarAnox_mtb2_756	348
CarAnox_mtb2_1366	1217
CarAnox_mtb2_115	466
CarAnox_mtb2_193	37766
CarAnox_mtb2_846	366
CarAnox_mtb2_189	99
CarAnox_mtb2_1190	103298
CarAnox_mtb2_957	58072
CarAnox_mtb2_1506	255
CarAnox_mtb2_1606	448
CarAnox_mtb2_1350	203
CarAnox_mtb2_196	292
CarAnox_mtb2_610	97
CarAnox_mtb2_1384	2002
CarAnox_mtb2_1543	38
CarAnox_mtb2_1116	413
CarAnox_mtb2_879	572
CarAnox_mtb2_15	65
CarAnox_mtb2_1271	145
CarAnox_mtb2_1239	7275
CarAnox_mtb2_770	299
CarAnox_mtb2_1534	126
CarAnox_mtb2_586	27
CarAnox_mtb2_545	1128232
CarAnox_mtb2_650	38
CarAnox_mtb2_112	409
CarAnox_mtb2_1363	193
CarAnox_mtb2_419	44
CarAnox_mtb2_629	156
CarAnox_mtb2_1512	328
CarAnox_mtb2_1092	11194
CarAnox_mtb2_347	34074
CarAnox_mtb2_914	59
CarAnox_mtb2_1089	137
CarAnox_mtb2_945	46330
CarAnox_mtb2_697	86
CarAnox_mtb2_658	20
CarAnox_mtb2_403	248
CarAnox_mtb2_3	158
CarAnox_mtb2_598	164
CarAnox_mtb2_495	88
CarAnox_mtb2_220	292
CarAnox_mtb2_224	505424
CarAnox_mtb2_1628	26169
CarAnox_mtb2_262	421
CarAnox_mtb2_117	119
CarAnox_mtb2_810	227
CarAnox_mtb2_685	221
CarAnox_mtb2_1056	141
CarAnox_mtb2_1647	68
CarAnox_mtb2_22	1105363
CarAnox_mtb2_291	189
CarAnox_mtb2_690	4017
CarAnox_mtb2_538	109
CarAnox_mtb2_623	64
CarAnox_mtb2_207	45
CarAnox_mtb2_771	1622
CarAnox_mtb2_539	361
CarAnox_mtb2_1421	176
CarAnox_mtb2_777	62
CarAnox_mtb2_27	266
CarAnox_mtb2_316	61
CarAnox_mtb2_114	104
CarAnox_mtb2_1098	64
CarAnox_mtb2_1316	275881
CarAnox_mtb2_1367	632
CarAnox_mtb2_662	54
CarAnox_mtb2_547	42
CarAnox_mtb2_24	631
CarAnox_mtb2_611	435
CarAnox_mtb2_1524	1487
CarAnox_mtb2_63	141
CarAnox_mtb2_1627	981
CarAnox_mtb2_1437	107
CarAnox_mtb2_657	121
CarAnox_mtb2_1075	34
CarAnox_mtb2_573	150
CarAnox_mtb2_613	78
CarAnox_mtb2_651	43
CarAnox_mtb2_183	92
CarAnox_mtb2_772	225
CarAnox_mtb2_314	118
CarAnox_mtb2_1242	140
CarAnox_mtb2_386	84
CarAnox_mtb2_503	107
CarAnox_mtb2_1219	878
CarAnox_mtb2_1576	1393522
CarAnox_mtb2_1299	1784
CarAnox_mtb2_242	302
CarAnox_mtb2_754	133
CarAnox_mtb2_236	68
CarAnox_mtb2_470	31
CarAnox_mtb2_1286	794
CarAnox_mtb2_753	19774
CarAnox_mtb2_604	1733
CarAnox_mtb2_51	146
CarAnox_mtb2_335	72039
CarAnox_mtb2_548	67
CarAnox_mtb2_652	2329
CarAnox_mtb2_757	182
CarAnox_mtb2_712	867
CarAnox_mtb2_1130	6
CarAnox_mtb2_1359	186
CarAnox_mtb2_916	2879
CarAnox_mtb2_1050	162
CarAnox_mtb2_1155	84
CarAnox_mtb2_317	217
CarAnox_mtb2_544	1408521
CarAnox_mtb2_1527	47
CarAnox_mtb2_1400	496
CarAnox_mtb2_1179	174
CarAnox_mtb2_1083	111
CarAnox_mtb2_78	555
CarAnox_mtb2_20	344
CarAnox_mtb2_379	252
CarAnox_mtb2_955	172
CarAnox_mtb2_490	138
CarAnox_mtb2_841	278
CarAnox_mtb2_1250	268
CarAnox_mtb2_893	152
CarAnox_mtb2_601	143
CarAnox_mtb2_552	317
CarAnox_mtb2_832	387
CarAnox_mtb2_880	313
CarAnox_mtb2_1521	173
CarAnox_mtb2_94	30
CarAnox_mtb2_226	182
CarAnox_mtb2_1117	283663
CarAnox_mtb2_1388	42
CarAnox_mtb2_561	22
CarAnox_mtb2_453	126
CarAnox_mtb2_1478	43
CarAnox_mtb2_21	10886
CarAnox_mtb2_803	242862
CarAnox_mtb2_775	279
CarAnox_mtb2_606	268
CarAnox_mtb2_1681	506871
CarAnox_mtb2_748	115
CarAnox_mtb2_38	130
CarAnox_mtb2_180	120
CarAnox_mtb2_925	350
CarAnox_mtb2_420	17
CarAnox_mtb2_1549	318
CarAnox_mtb2_1684	3278
CarAnox_mtb2_591	442
CarAnox_mtb2_1079	461
CarAnox_mtb2_983	1292330
CarAnox_mtb2_1171	202
CarAnox_mtb2_62	69
CarAnox_mtb2_885	828
CarAnox_mtb2_563	611
CarAnox_mtb2_1508	26
CarAnox_mtb2_1007	45
CarAnox_mtb2_1413	76
CarAnox_mtb2_923	94
CarAnox_mtb2_1033	265
CarAnox_mtb2_628	91
CarAnox_mtb2_214	41
CarAnox_mtb2_1432	159
CarAnox_mtb2_32	37
CarAnox_mtb2_742	112
CarAnox_mtb2_864	1893
CarAnox_mtb2_1554	23
CarAnox_mtb2_1372	18
CarAnox_mtb2_330	74
CarAnox_mtb2_1371	350
CarAnox_mtb2_1605	15379
CarAnox_mtb2_718	60
CarAnox_mtb2_751	99
CarAnox_mtb2_1593	386
CarAnox_mtb2_13	192
CarAnox_mtb2_1414	147
CarAnox_mtb2_979	240
CarAnox_mtb2_688	148
CarAnox_mtb2_86	50
CarAnox_mtb2_198	354
CarAnox_mtb2_522	517
CarAnox_mtb2_504	220
CarAnox_mtb2_732	239
CarAnox_mtb2_975	1280
CarAnox_mtb2_692	329
CarAnox_mtb2_895	1128
CarAnox_mtb2_1322	1932
CarAnox_mtb2_1003	582
CarAnox_mtb2_1433	1495
CarAnox_mtb2_854	182
CarAnox_mtb2_1067	32
CarAnox_mtb2_1254	183
CarAnox_mtb2_109	647956
CarAnox_mtb2_1131	100
CarAnox_mtb2_956	5
CarAnox_mtb2_1507	11248102
CarAnox_mtb2_862	86
CarAnox_mtb2_907	109
CarAnox_mtb2_1569	3714
CarAnox_mtb2_1015	35
CarAnox_mtb2_1428	34
CarAnox_mtb2_1226	44
CarAnox_mtb2_481	91
CarAnox_mtb2_151	107
CarAnox_mtb2_334	1634
CarAnox_mtb2_1465	59
CarAnox_mtb2_937	321
CarAnox_mtb2_76	92
CarAnox_mtb2_524	104
CarAnox_mtb2_1334	1589
CarAnox_mtb2_1183	576
CarAnox_mtb2_459	134
CarAnox_mtb2_743	12223
CarAnox_mtb2_1429	128
CarAnox_mtb2_14	385
CarAnox_mtb2_1320	896
CarAnox_mtb2_336	1815
CarAnox_mtb2_1562	290
CarAnox_mtb2_213	23126
CarAnox_mtb2_83	112
CarAnox_mtb2_164	306
CarAnox_mtb2_313	89
CarAnox_mtb2_400	61
CarAnox_mtb2_421	366
CarAnox_mtb2_1600	218
CarAnox_mtb2_888	142
CarAnox_mtb2_1536	524
CarAnox_mtb2_1101	66
CarAnox_mtb2_707	993
CarAnox_mtb2_153	217
CarAnox_mtb2_786	93437
CarAnox_mtb2_206	393
CarAnox_mtb2_557	28
CarAnox_mtb2_349	179
CarAnox_mtb2_1053	78
CarAnox_mtb2_301	187
CarAnox_mtb2_809	53
CarAnox_mtb2_1556	296
CarAnox_mtb2_128	26
CarAnox_mtb2_1446	113
CarAnox_mtb2_1552	84
CarAnox_mtb2_1559	138
CarAnox_mtb2_1679	1685776
CarAnox_mtb2_1425	471
CarAnox_mtb2_516	52
CarAnox_mtb2_941	306
CarAnox_mtb2_828	167
CarAnox_mtb2_739	284
CarAnox_mtb2_1274	329
CarAnox_mtb2_30	27
CarAnox_mtb2_750	296
CarAnox_mtb2_608	105
CarAnox_mtb2_572	77
CarAnox_mtb2_1146	151
CarAnox_mtb2_1398	836
CarAnox_mtb2_596	84
CarAnox_mtb2_243	543
CarAnox_mtb2_1149	58
CarAnox_mtb2_361	105
CarAnox_mtb2_938	63
CarAnox_mtb2_908	1186
CarAnox_mtb2_121	371
CarAnox_mtb2_713	55
CarAnox_mtb2_1080	19
CarAnox_mtb2_781	24970
CarAnox_mtb2_798	281
CarAnox_mtb2_1422	118
CarAnox_mtb2_996	812
CarAnox_mtb2_535	117
CarAnox_mtb2_1253	149
CarAnox_mtb2_715	220
CarAnox_mtb2_621	71
CarAnox_mtb2_1042	93
CarAnox_mtb2_614	122
CarAnox_mtb2_1447	167519
CarAnox_mtb2_116	184
CarAnox_mtb2_244	80
CarAnox_mtb2_704	103
CarAnox_mtb2_492	108267
CarAnox_mtb2_1352	148
CarAnox_mtb2_768	30
CarAnox_mtb2_853	304
CarAnox_mtb2_31	58
CarAnox_mtb2_464	226
CarAnox_mtb2_942	188
CarAnox_mtb2_1019	86
CarAnox_mtb2_1375	137
CarAnox_mtb2_310	1121
CarAnox_mtb2_1268	130
CarAnox_mtb2_636	196
CarAnox_mtb2_512	13
CarAnox_mtb2_595	5181
CarAnox_mtb2_1284	38
CarAnox_mtb2_59	891174
CarAnox_mtb2_1105	114
CarAnox_mtb2_719	49
CarAnox_mtb2_1356	38
CarAnox_mtb2_1570	249
CarAnox_mtb2_1503	28
CarAnox_mtb2_1244	3909
CarAnox_mtb2_1109	360
CarAnox_mtb2_216	10188
CarAnox_mtb2_660	73
CarAnox_mtb2_820	299
CarAnox_mtb2_762	17
CarAnox_mtb2_1264	533
CarAnox_mtb2_997	1651
CarAnox_mtb2_42	144
CarAnox_mtb2_1263	151
CarAnox_mtb2_292	345
CarAnox_mtb2_1649	65
CarAnox_mtb2_1604	253
CarAnox_mtb2_1464	25
CarAnox_mtb2_1392	29
CarAnox_mtb2_1225	264481
CarAnox_mtb2_479	80
CarAnox_mtb2_740	219
CarAnox_mtb2_1220	954697
CarAnox_mtb2_616	1771
CarAnox_mtb2_1419	4898
CarAnox_mtb2_423	456
CarAnox_mtb2_358	180
CarAnox_mtb2_343	296
CarAnox_mtb2_920	32
CarAnox_mtb2_463	92
CarAnox_mtb2_1423	175
CarAnox_mtb2_633	172
CarAnox_mtb2_868	96
CarAnox_mtb2_1650	156
CarAnox_mtb2_1415	257
CarAnox_mtb2_877	87
CarAnox_mtb2_147	79
CarAnox_mtb2_1518	658
CarAnox_mtb2_1270	741
CarAnox_mtb2_1438	537
CarAnox_mtb2_959	54
CarAnox_mtb2_1246	1101
CarAnox_mtb2_971	191
CarAnox_mtb2_1057	30
CarAnox_mtb2_645	14165
CarAnox_mtb2_501	2861
CarAnox_mtb2_43	214
CarAnox_mtb2_1579	11
CarAnox_mtb2_99	100
CarAnox_mtb2_1538	17
CarAnox_mtb2_603	266133
CarAnox_mtb2_568	31
CarAnox_mtb2_1594	39
CarAnox_mtb2_154	79
CarAnox_mtb2_944	180
CarAnox_mtb2_785	112
CarAnox_mtb2_741	576266
CarAnox_mtb2_954	206
CarAnox_mtb2_1214	23
CarAnox_mtb2_218	1194
CarAnox_mtb2_428	816
CarAnox_mtb2_382	60231
CarAnox_mtb2_187	1429
CarAnox_mtb2_275	21
CarAnox_mtb2_1312	187
CarAnox_mtb2_1002	900
CarAnox_mtb2_281	183
CarAnox_mtb2_1394	10
CarAnox_mtb2_1283	20766
CarAnox_mtb2_1221	15
CarAnox_mtb2_929	502
CarAnox_mtb2_773	27647
CarAnox_mtb2_1620	58
CarAnox_mtb2_804	55
CarAnox_mtb2_1528	164
CarAnox_mtb2_47	128
CarAnox_mtb2_418	165228
CarAnox_mtb2_1510	135
CarAnox_mtb2_205	25290
CarAnox_mtb2_919	300
CarAnox_mtb2_406	54
CarAnox_mtb2_1509	181
CarAnox_mtb2_824	74
CarAnox_mtb2_106	73
CarAnox_mtb2_1396	2526
CarAnox_mtb2_1551	313
CarAnox_mtb2_1199	157
CarAnox_mtb2_451	169
CarAnox_mtb2_1564	57
CarAnox_mtb2_200	145
CarAnox_mtb2_110	289
CarAnox_mtb2_1578	40
CarAnox_mtb2_769	456
CarAnox_mtb2_541	350767
CarAnox_mtb2_946	486
CarAnox_mtb2_699	42
CarAnox_mtb2_499	21
CarAnox_mtb2_1023	187
CarAnox_mtb2_209	56170
CarAnox_mtb2_654	562
CarAnox_mtb2_1261	67
CarAnox_mtb2_728	1145
CarAnox_mtb2_1162	36
CarAnox_mtb2_1302	373
CarAnox_mtb2_259	80
CarAnox_mtb2_1353	90
CarAnox_mtb2_1424	224
CarAnox_mtb2_49	354
