Genome	D2b237A_R1_paired.fastq.gz Read Count
CarAnox_mtb2_522	222
CarAnox_mtb2_504	257
CarAnox_mtb2_732	1644
CarAnox_mtb2_975	6658
CarAnox_mtb2_692	366
CarAnox_mtb2_895	321
CarAnox_mtb2_1322	4729
CarAnox_mtb2_1003	10052
CarAnox_mtb2_1433	862
CarAnox_mtb2_854	17
CarAnox_mtb2_1067	266
CarAnox_mtb2_1254	3037
CarAnox_mtb2_109	54441
CarAnox_mtb2_1131	56
CarAnox_mtb2_956	27
CarAnox_mtb2_1507	172539
CarAnox_mtb2_862	1973
CarAnox_mtb2_907	195
CarAnox_mtb2_1569	21739
CarAnox_mtb2_1015	50
CarAnox_mtb2_1428	13213
CarAnox_mtb2_1226	2119
CarAnox_mtb2_481	613
CarAnox_mtb2_151	2978
CarAnox_mtb2_334	751
CarAnox_mtb2_1465	2059
CarAnox_mtb2_937	437
CarAnox_mtb2_76	2799
CarAnox_mtb2_524	5415
CarAnox_mtb2_1334	7977
CarAnox_mtb2_1183	5468
CarAnox_mtb2_459	41
CarAnox_mtb2_743	409879
CarAnox_mtb2_1429	50399
CarAnox_mtb2_14	994
CarAnox_mtb2_1320	7919
CarAnox_mtb2_336	1709
CarAnox_mtb2_1562	539
CarAnox_mtb2_213	311022
CarAnox_mtb2_83	1381
CarAnox_mtb2_164	852
CarAnox_mtb2_313	7083
CarAnox_mtb2_400	2484
CarAnox_mtb2_421	111
CarAnox_mtb2_1600	2330
CarAnox_mtb2_888	37828
CarAnox_mtb2_1536	4533
CarAnox_mtb2_1101	3
CarAnox_mtb2_707	2872
CarAnox_mtb2_153	520
CarAnox_mtb2_786	93452
CarAnox_mtb2_206	27555
CarAnox_mtb2_557	6
CarAnox_mtb2_349	4490
CarAnox_mtb2_1053	11270
CarAnox_mtb2_301	221
CarAnox_mtb2_809	294
CarAnox_mtb2_1556	6056
CarAnox_mtb2_128	2678
CarAnox_mtb2_1446	58
CarAnox_mtb2_1552	913
CarAnox_mtb2_1559	918
CarAnox_mtb2_1679	69095
CarAnox_mtb2_1425	114
CarAnox_mtb2_516	9
CarAnox_mtb2_941	2249
CarAnox_mtb2_828	3816
CarAnox_mtb2_739	667
CarAnox_mtb2_1274	153
CarAnox_mtb2_30	38
CarAnox_mtb2_750	278
CarAnox_mtb2_608	381
CarAnox_mtb2_572	10611
CarAnox_mtb2_1146	708
CarAnox_mtb2_1398	1043
CarAnox_mtb2_596	1031
CarAnox_mtb2_243	30931
CarAnox_mtb2_1149	1533
CarAnox_mtb2_361	245
CarAnox_mtb2_938	4414
CarAnox_mtb2_908	124261
CarAnox_mtb2_121	9639
CarAnox_mtb2_713	79
CarAnox_mtb2_1080	109
CarAnox_mtb2_781	36672
CarAnox_mtb2_798	62127
CarAnox_mtb2_1422	97
CarAnox_mtb2_996	83548
CarAnox_mtb2_535	115
CarAnox_mtb2_1253	729
CarAnox_mtb2_715	312
CarAnox_mtb2_621	12078
CarAnox_mtb2_1042	34934
CarAnox_mtb2_614	909
CarAnox_mtb2_1447	90447
CarAnox_mtb2_116	926
CarAnox_mtb2_244	4658
CarAnox_mtb2_704	1704
CarAnox_mtb2_492	81818
CarAnox_mtb2_1352	138
CarAnox_mtb2_768	9
CarAnox_mtb2_853	4570
CarAnox_mtb2_31	144
CarAnox_mtb2_464	1888
CarAnox_mtb2_942	112
CarAnox_mtb2_1019	759
CarAnox_mtb2_1375	101251
CarAnox_mtb2_310	751
CarAnox_mtb2_1268	863
CarAnox_mtb2_636	476
CarAnox_mtb2_512	8
CarAnox_mtb2_595	5568
CarAnox_mtb2_1284	72
CarAnox_mtb2_59	741439
CarAnox_mtb2_1105	46
CarAnox_mtb2_719	118
CarAnox_mtb2_1356	864
CarAnox_mtb2_1570	536
CarAnox_mtb2_1503	9
CarAnox_mtb2_1244	7758
CarAnox_mtb2_1109	497
CarAnox_mtb2_216	50626
CarAnox_mtb2_660	36
CarAnox_mtb2_820	50123
CarAnox_mtb2_762	39
CarAnox_mtb2_1264	345
CarAnox_mtb2_997	8075
CarAnox_mtb2_42	5480
CarAnox_mtb2_1263	151
CarAnox_mtb2_292	6080
CarAnox_mtb2_1649	54
CarAnox_mtb2_1604	253
CarAnox_mtb2_1464	896
CarAnox_mtb2_1392	765
CarAnox_mtb2_1225	215532
CarAnox_mtb2_479	52
CarAnox_mtb2_740	326
CarAnox_mtb2_1220	68108
CarAnox_mtb2_616	617
CarAnox_mtb2_1419	19268
CarAnox_mtb2_423	261
CarAnox_mtb2_358	459
CarAnox_mtb2_343	557
CarAnox_mtb2_920	444
CarAnox_mtb2_463	256
CarAnox_mtb2_1423	428
CarAnox_mtb2_633	4450
CarAnox_mtb2_868	139
CarAnox_mtb2_1650	253
CarAnox_mtb2_1415	161
CarAnox_mtb2_877	4370
CarAnox_mtb2_147	576
CarAnox_mtb2_1518	3865
CarAnox_mtb2_1270	11656
CarAnox_mtb2_1438	4088
CarAnox_mtb2_959	91
CarAnox_mtb2_1246	14558
CarAnox_mtb2_971	220
CarAnox_mtb2_1057	722
CarAnox_mtb2_645	7844
CarAnox_mtb2_501	9030
CarAnox_mtb2_43	4620
CarAnox_mtb2_1579	281
CarAnox_mtb2_99	796
CarAnox_mtb2_1538	97
CarAnox_mtb2_603	135197
CarAnox_mtb2_568	161
CarAnox_mtb2_1594	70
CarAnox_mtb2_154	2232
CarAnox_mtb2_944	831
CarAnox_mtb2_785	339
CarAnox_mtb2_741	4628508
CarAnox_mtb2_954	8214
CarAnox_mtb2_1214	69
CarAnox_mtb2_218	966649
CarAnox_mtb2_428	431
CarAnox_mtb2_382	72306
CarAnox_mtb2_187	27206
CarAnox_mtb2_275	16
CarAnox_mtb2_1312	157
CarAnox_mtb2_1002	1893227
CarAnox_mtb2_281	3386
CarAnox_mtb2_1394	40
CarAnox_mtb2_1283	11434
CarAnox_mtb2_1221	33
CarAnox_mtb2_929	22252
CarAnox_mtb2_773	61448
CarAnox_mtb2_1620	164
CarAnox_mtb2_804	56
CarAnox_mtb2_1528	3750
CarAnox_mtb2_47	1497
CarAnox_mtb2_418	364809
CarAnox_mtb2_1510	194
CarAnox_mtb2_205	63480
CarAnox_mtb2_919	525
CarAnox_mtb2_406	738
CarAnox_mtb2_1509	135
CarAnox_mtb2_824	484
CarAnox_mtb2_106	43
CarAnox_mtb2_1396	4299
CarAnox_mtb2_1551	6205
CarAnox_mtb2_1199	38867
CarAnox_mtb2_451	73
CarAnox_mtb2_1564	34
CarAnox_mtb2_200	1472
CarAnox_mtb2_110	3712
CarAnox_mtb2_1578	523
CarAnox_mtb2_769	65157
CarAnox_mtb2_541	268956
CarAnox_mtb2_946	1379
CarAnox_mtb2_699	13298
CarAnox_mtb2_499	63
CarAnox_mtb2_1023	501
CarAnox_mtb2_209	65115
CarAnox_mtb2_654	1356
CarAnox_mtb2_1261	4836
CarAnox_mtb2_728	175852
CarAnox_mtb2_1162	405
CarAnox_mtb2_1302	3806
CarAnox_mtb2_259	129
CarAnox_mtb2_1353	532
CarAnox_mtb2_1424	2089
CarAnox_mtb2_49	437
