Genome	D3b198A_R1_paired.fastq.gz Read Count
CarAnox_mtb2_122	550
CarAnox_mtb2_791	10
CarAnox_mtb2_1279	106
CarAnox_mtb2_120	59
CarAnox_mtb2_375	41
CarAnox_mtb2_1071	163
CarAnox_mtb2_1499	84
CarAnox_mtb2_1178	6
CarAnox_mtb2_171	593
CarAnox_mtb2_620	2745
CarAnox_mtb2_48	65
CarAnox_mtb2_435	440
CarAnox_mtb2_1454	75138
CarAnox_mtb2_190	390
CarAnox_mtb2_890	179
CarAnox_mtb2_304	19
CarAnox_mtb2_1607	243
CarAnox_mtb2_16	8555
CarAnox_mtb2_912	324
CarAnox_mtb2_1016	486
CarAnox_mtb2_265	9285
CarAnox_mtb2_857	122
CarAnox_mtb2_755	609
CarAnox_mtb2_1167	17
CarAnox_mtb2_341	31
CarAnox_mtb2_1374	10
CarAnox_mtb2_867	76
CarAnox_mtb2_18	15
CarAnox_mtb2_101	358
CarAnox_mtb2_583	127
CarAnox_mtb2_530	102
CarAnox_mtb2_1194	736
CarAnox_mtb2_560	221
CarAnox_mtb2_737	87
CarAnox_mtb2_302	36
CarAnox_mtb2_1630	76
CarAnox_mtb2_1535	138
CarAnox_mtb2_181	625
CarAnox_mtb2_691	103
CarAnox_mtb2_669	358
CarAnox_mtb2_1441	6167
CarAnox_mtb2_721	1504
CarAnox_mtb2_1655	91
CarAnox_mtb2_430	3
CarAnox_mtb2_567	47
CarAnox_mtb2_931	1964
CarAnox_mtb2_1288	490
CarAnox_mtb2_1201	136
CarAnox_mtb2_1010	3585
CarAnox_mtb2_1618	924
CarAnox_mtb2_970	21
CarAnox_mtb2_1431	916
CarAnox_mtb2_671	4605
CarAnox_mtb2_1601	53
CarAnox_mtb2_663	666
CarAnox_mtb2_1123	24
CarAnox_mtb2_972	171
CarAnox_mtb2_352	8018
CarAnox_mtb2_722	168
CarAnox_mtb2_329	52
CarAnox_mtb2_1638	45
CarAnox_mtb2_599	433
CarAnox_mtb2_872	7
CarAnox_mtb2_1531	3947
CarAnox_mtb2_779	5
CarAnox_mtb2_672	360292
CarAnox_mtb2_1249	2591
CarAnox_mtb2_631	322
CarAnox_mtb2_756	3984
CarAnox_mtb2_1366	846
CarAnox_mtb2_115	1902
CarAnox_mtb2_193	531
CarAnox_mtb2_846	229
CarAnox_mtb2_189	618
CarAnox_mtb2_1190	3483
CarAnox_mtb2_957	4794
CarAnox_mtb2_1506	162
CarAnox_mtb2_1606	276
CarAnox_mtb2_1350	159
CarAnox_mtb2_196	358
CarAnox_mtb2_610	45
CarAnox_mtb2_1384	420
CarAnox_mtb2_1543	301
CarAnox_mtb2_1116	10200
CarAnox_mtb2_879	706
CarAnox_mtb2_15	32
CarAnox_mtb2_1271	92
CarAnox_mtb2_1239	112251
CarAnox_mtb2_770	276
CarAnox_mtb2_1534	870
CarAnox_mtb2_586	22
CarAnox_mtb2_545	89730
CarAnox_mtb2_650	1035
CarAnox_mtb2_112	225
CarAnox_mtb2_1363	501
CarAnox_mtb2_419	46
CarAnox_mtb2_629	387
CarAnox_mtb2_1512	184
CarAnox_mtb2_1092	3699
CarAnox_mtb2_347	732
CarAnox_mtb2_914	52
CarAnox_mtb2_1089	169
CarAnox_mtb2_945	28055
CarAnox_mtb2_697	160
CarAnox_mtb2_658	136
CarAnox_mtb2_403	2107
CarAnox_mtb2_3	729
CarAnox_mtb2_598	406
CarAnox_mtb2_495	14
CarAnox_mtb2_220	274
CarAnox_mtb2_224	3569
CarAnox_mtb2_1628	548
CarAnox_mtb2_262	1171
CarAnox_mtb2_117	84
CarAnox_mtb2_810	24715
CarAnox_mtb2_685	22
CarAnox_mtb2_1056	936
CarAnox_mtb2_1647	223
CarAnox_mtb2_22	20222
CarAnox_mtb2_291	1106
CarAnox_mtb2_690	1407
CarAnox_mtb2_538	51
CarAnox_mtb2_623	22
CarAnox_mtb2_207	120
CarAnox_mtb2_771	12524
CarAnox_mtb2_539	1861
CarAnox_mtb2_1421	23
CarAnox_mtb2_777	285
CarAnox_mtb2_27	1258
CarAnox_mtb2_316	20
CarAnox_mtb2_114	152
CarAnox_mtb2_1098	142
CarAnox_mtb2_1316	701313
CarAnox_mtb2_1367	206
CarAnox_mtb2_662	122
CarAnox_mtb2_547	792
CarAnox_mtb2_24	7976
CarAnox_mtb2_611	387
CarAnox_mtb2_1524	824
CarAnox_mtb2_63	12
CarAnox_mtb2_1627	329
CarAnox_mtb2_1437	21
CarAnox_mtb2_657	1670
CarAnox_mtb2_1075	359
CarAnox_mtb2_573	114
CarAnox_mtb2_613	469
CarAnox_mtb2_651	1442
CarAnox_mtb2_183	4
CarAnox_mtb2_772	808
CarAnox_mtb2_314	179
CarAnox_mtb2_1242	2526
CarAnox_mtb2_386	722
CarAnox_mtb2_503	691
CarAnox_mtb2_1219	851
CarAnox_mtb2_1576	214
CarAnox_mtb2_1299	1186
CarAnox_mtb2_242	924
CarAnox_mtb2_754	269
CarAnox_mtb2_236	695
CarAnox_mtb2_470	16
CarAnox_mtb2_1286	1653
CarAnox_mtb2_753	178
CarAnox_mtb2_604	2691
CarAnox_mtb2_51	234
CarAnox_mtb2_335	1512
CarAnox_mtb2_548	370
CarAnox_mtb2_652	3567
CarAnox_mtb2_757	106
CarAnox_mtb2_712	153
CarAnox_mtb2_1130	16
CarAnox_mtb2_1359	1187
CarAnox_mtb2_916	1011
CarAnox_mtb2_1050	83
CarAnox_mtb2_1155	312
CarAnox_mtb2_317	38
CarAnox_mtb2_544	44828
CarAnox_mtb2_1527	48
CarAnox_mtb2_1400	38
CarAnox_mtb2_1179	264
CarAnox_mtb2_1083	16
CarAnox_mtb2_78	869
CarAnox_mtb2_20	312
CarAnox_mtb2_379	5528
CarAnox_mtb2_955	151
CarAnox_mtb2_490	57
CarAnox_mtb2_841	743
CarAnox_mtb2_1250	666
CarAnox_mtb2_893	653
CarAnox_mtb2_601	60
CarAnox_mtb2_552	92
CarAnox_mtb2_832	1057
CarAnox_mtb2_880	607
CarAnox_mtb2_1521	1037
CarAnox_mtb2_94	210
CarAnox_mtb2_226	42
CarAnox_mtb2_1117	5389
CarAnox_mtb2_1388	96
CarAnox_mtb2_561	15
CarAnox_mtb2_453	2160
CarAnox_mtb2_1478	25
CarAnox_mtb2_21	1521
CarAnox_mtb2_803	48452
CarAnox_mtb2_775	211
CarAnox_mtb2_606	215
CarAnox_mtb2_1681	88876
CarAnox_mtb2_748	10
CarAnox_mtb2_38	50
CarAnox_mtb2_180	613
CarAnox_mtb2_925	1731
CarAnox_mtb2_420	27
CarAnox_mtb2_1549	8058
CarAnox_mtb2_1684	596
CarAnox_mtb2_591	190
CarAnox_mtb2_1079	195
CarAnox_mtb2_983	3758
CarAnox_mtb2_1171	90
CarAnox_mtb2_62	74
CarAnox_mtb2_885	80
CarAnox_mtb2_563	1453
CarAnox_mtb2_1508	268
CarAnox_mtb2_1007	281
CarAnox_mtb2_1413	11
CarAnox_mtb2_923	28
CarAnox_mtb2_1033	52102
CarAnox_mtb2_628	245
CarAnox_mtb2_214	206
CarAnox_mtb2_1432	1171
CarAnox_mtb2_32	48
CarAnox_mtb2_742	18
CarAnox_mtb2_864	174
CarAnox_mtb2_1554	400
CarAnox_mtb2_1372	137
CarAnox_mtb2_330	7
CarAnox_mtb2_1371	64
CarAnox_mtb2_1605	17288
CarAnox_mtb2_718	0
CarAnox_mtb2_751	2503
CarAnox_mtb2_1593	2111
CarAnox_mtb2_13	1951
CarAnox_mtb2_1414	215
CarAnox_mtb2_979	159
CarAnox_mtb2_688	1434
CarAnox_mtb2_86	13
CarAnox_mtb2_198	1098
CarAnox_mtb2_522	275
CarAnox_mtb2_504	204
CarAnox_mtb2_732	8436
CarAnox_mtb2_975	2285
CarAnox_mtb2_692	308
CarAnox_mtb2_895	215
CarAnox_mtb2_1322	143
CarAnox_mtb2_1003	3137
CarAnox_mtb2_1433	851
CarAnox_mtb2_854	32
CarAnox_mtb2_1067	39
CarAnox_mtb2_1254	806
CarAnox_mtb2_109	20300
CarAnox_mtb2_1131	44
CarAnox_mtb2_956	14
CarAnox_mtb2_1507	823
CarAnox_mtb2_862	5888
CarAnox_mtb2_907	130
CarAnox_mtb2_1569	164
CarAnox_mtb2_1015	72
CarAnox_mtb2_1428	1744
CarAnox_mtb2_1226	600
CarAnox_mtb2_481	354
CarAnox_mtb2_151	2736
CarAnox_mtb2_334	418
CarAnox_mtb2_1465	23
CarAnox_mtb2_937	215
CarAnox_mtb2_76	197
CarAnox_mtb2_524	1930
CarAnox_mtb2_1334	745
CarAnox_mtb2_1183	2077
CarAnox_mtb2_459	34
CarAnox_mtb2_743	115932
CarAnox_mtb2_1429	31445
CarAnox_mtb2_14	253
CarAnox_mtb2_1320	3708
CarAnox_mtb2_336	1534
CarAnox_mtb2_1562	888
CarAnox_mtb2_213	7614
CarAnox_mtb2_83	330
CarAnox_mtb2_164	247
CarAnox_mtb2_313	975
CarAnox_mtb2_400	263
CarAnox_mtb2_421	32
CarAnox_mtb2_1600	127
CarAnox_mtb2_888	6413
CarAnox_mtb2_1536	2401
CarAnox_mtb2_1101	23
CarAnox_mtb2_707	6297
CarAnox_mtb2_153	571
CarAnox_mtb2_786	3652
CarAnox_mtb2_206	2280
CarAnox_mtb2_557	17
CarAnox_mtb2_349	1039
CarAnox_mtb2_1053	2817
CarAnox_mtb2_301	70
CarAnox_mtb2_809	108
CarAnox_mtb2_1556	1626
CarAnox_mtb2_128	141
CarAnox_mtb2_1446	40
CarAnox_mtb2_1552	113
CarAnox_mtb2_1559	229
CarAnox_mtb2_1679	79441
CarAnox_mtb2_1425	101
CarAnox_mtb2_516	12
CarAnox_mtb2_941	374
CarAnox_mtb2_828	790
CarAnox_mtb2_739	312
CarAnox_mtb2_1274	115
CarAnox_mtb2_30	39
CarAnox_mtb2_750	80
CarAnox_mtb2_608	140
CarAnox_mtb2_572	175
CarAnox_mtb2_1146	547
CarAnox_mtb2_1398	1147
CarAnox_mtb2_596	880
CarAnox_mtb2_243	3137
CarAnox_mtb2_1149	1360
CarAnox_mtb2_361	53
CarAnox_mtb2_938	620
CarAnox_mtb2_908	626
CarAnox_mtb2_121	136
CarAnox_mtb2_713	18033
CarAnox_mtb2_1080	18
CarAnox_mtb2_781	1255
CarAnox_mtb2_798	2308
CarAnox_mtb2_1422	76
CarAnox_mtb2_996	15939
CarAnox_mtb2_535	129
CarAnox_mtb2_1253	224
CarAnox_mtb2_715	540
CarAnox_mtb2_621	600
CarAnox_mtb2_1042	193
CarAnox_mtb2_614	18
CarAnox_mtb2_1447	3266
CarAnox_mtb2_116	200
CarAnox_mtb2_244	1152
CarAnox_mtb2_704	827
CarAnox_mtb2_492	3995
CarAnox_mtb2_1352	135
CarAnox_mtb2_768	23
CarAnox_mtb2_853	63
CarAnox_mtb2_31	204
CarAnox_mtb2_464	1198
CarAnox_mtb2_942	83
CarAnox_mtb2_1019	400
CarAnox_mtb2_1375	235
CarAnox_mtb2_310	121
CarAnox_mtb2_1268	677
CarAnox_mtb2_636	92
CarAnox_mtb2_512	19
CarAnox_mtb2_595	129
CarAnox_mtb2_1284	72
CarAnox_mtb2_59	56201
CarAnox_mtb2_1105	16
CarAnox_mtb2_719	59
CarAnox_mtb2_1356	355
CarAnox_mtb2_1570	106
CarAnox_mtb2_1503	2
CarAnox_mtb2_1244	109
CarAnox_mtb2_1109	335
CarAnox_mtb2_216	1177
CarAnox_mtb2_660	8
CarAnox_mtb2_820	738
CarAnox_mtb2_762	7
CarAnox_mtb2_1264	456
CarAnox_mtb2_997	146
CarAnox_mtb2_42	836
CarAnox_mtb2_1263	127
CarAnox_mtb2_292	3878
CarAnox_mtb2_1649	10
CarAnox_mtb2_1604	53
CarAnox_mtb2_1464	18
CarAnox_mtb2_1392	214
CarAnox_mtb2_1225	20076
CarAnox_mtb2_479	16
CarAnox_mtb2_740	127
CarAnox_mtb2_1220	10635
CarAnox_mtb2_616	279
CarAnox_mtb2_1419	201
CarAnox_mtb2_423	172
CarAnox_mtb2_358	71
CarAnox_mtb2_343	202
CarAnox_mtb2_920	254
CarAnox_mtb2_463	75
CarAnox_mtb2_1423	114
CarAnox_mtb2_633	763
CarAnox_mtb2_868	14
CarAnox_mtb2_1650	359
CarAnox_mtb2_1415	79
CarAnox_mtb2_877	1578
CarAnox_mtb2_147	271
CarAnox_mtb2_1518	3016
CarAnox_mtb2_1270	5370
CarAnox_mtb2_1438	36
CarAnox_mtb2_959	76
CarAnox_mtb2_1246	2798
CarAnox_mtb2_971	168
CarAnox_mtb2_1057	257
CarAnox_mtb2_645	1751
CarAnox_mtb2_501	25188
CarAnox_mtb2_43	2936
CarAnox_mtb2_1579	250
CarAnox_mtb2_99	35
CarAnox_mtb2_1538	117
CarAnox_mtb2_603	212370
CarAnox_mtb2_568	106
CarAnox_mtb2_1594	39
CarAnox_mtb2_154	920
CarAnox_mtb2_944	381
CarAnox_mtb2_785	44
CarAnox_mtb2_741	219183
CarAnox_mtb2_954	1747
CarAnox_mtb2_1214	33
CarAnox_mtb2_218	258209
CarAnox_mtb2_428	367
CarAnox_mtb2_382	1697
CarAnox_mtb2_187	276
CarAnox_mtb2_275	5
CarAnox_mtb2_1312	29
CarAnox_mtb2_1002	122371
CarAnox_mtb2_281	30626
CarAnox_mtb2_1394	57
CarAnox_mtb2_1283	2981
CarAnox_mtb2_1221	20
CarAnox_mtb2_929	2586
CarAnox_mtb2_773	1284
CarAnox_mtb2_1620	164
CarAnox_mtb2_804	112
CarAnox_mtb2_1528	1352
CarAnox_mtb2_47	385
CarAnox_mtb2_418	43702
CarAnox_mtb2_1510	177
CarAnox_mtb2_205	582
CarAnox_mtb2_919	171
CarAnox_mtb2_406	376
CarAnox_mtb2_1509	67
CarAnox_mtb2_824	295
CarAnox_mtb2_106	25
CarAnox_mtb2_1396	725
CarAnox_mtb2_1551	1712
CarAnox_mtb2_1199	2744
CarAnox_mtb2_451	70
CarAnox_mtb2_1564	26
CarAnox_mtb2_200	492
CarAnox_mtb2_110	1539
CarAnox_mtb2_1578	379
CarAnox_mtb2_769	194
CarAnox_mtb2_541	31841
CarAnox_mtb2_946	475
CarAnox_mtb2_699	628
CarAnox_mtb2_499	9
CarAnox_mtb2_1023	61
CarAnox_mtb2_209	1396
CarAnox_mtb2_654	368
CarAnox_mtb2_1261	1829
CarAnox_mtb2_728	2123
CarAnox_mtb2_1162	153
CarAnox_mtb2_1302	2423
CarAnox_mtb2_259	98
CarAnox_mtb2_1353	36
CarAnox_mtb2_1424	361
CarAnox_mtb2_49	104
