Genome	D3b314B_R1_paired.fastq.gz Read Count
CarAnox_mtb2_1593	76495
CarAnox_mtb2_13	13333
CarAnox_mtb2_1414	5999
CarAnox_mtb2_979	5003
CarAnox_mtb2_688	352
CarAnox_mtb2_86	99
CarAnox_mtb2_198	344
CarAnox_mtb2_522	7377
CarAnox_mtb2_504	7232
CarAnox_mtb2_732	1171
CarAnox_mtb2_975	483095
CarAnox_mtb2_692	34059
CarAnox_mtb2_895	24424
CarAnox_mtb2_1322	66145
CarAnox_mtb2_1003	609
CarAnox_mtb2_1433	16032
CarAnox_mtb2_854	4030
CarAnox_mtb2_1067	491
CarAnox_mtb2_1254	825
CarAnox_mtb2_109	35014
CarAnox_mtb2_1131	8095
CarAnox_mtb2_956	1761
CarAnox_mtb2_1507	472
CarAnox_mtb2_862	506
CarAnox_mtb2_907	18902
CarAnox_mtb2_1569	21467
CarAnox_mtb2_1015	358
CarAnox_mtb2_1428	24245
CarAnox_mtb2_1226	609
CarAnox_mtb2_481	76
CarAnox_mtb2_151	4848
CarAnox_mtb2_334	55035
CarAnox_mtb2_1465	126
CarAnox_mtb2_937	194
CarAnox_mtb2_76	2432
CarAnox_mtb2_524	319
CarAnox_mtb2_1334	875
CarAnox_mtb2_1183	495
CarAnox_mtb2_459	5989
CarAnox_mtb2_743	1879
CarAnox_mtb2_1429	1659
CarAnox_mtb2_14	12881
CarAnox_mtb2_1320	135707
CarAnox_mtb2_336	819464
CarAnox_mtb2_1562	46107
CarAnox_mtb2_213	360929
CarAnox_mtb2_83	370
CarAnox_mtb2_164	5396
CarAnox_mtb2_313	57904
CarAnox_mtb2_400	619
CarAnox_mtb2_421	1368
CarAnox_mtb2_1600	6980
CarAnox_mtb2_888	1239
CarAnox_mtb2_1536	1187
CarAnox_mtb2_1101	895
CarAnox_mtb2_707	1219248
CarAnox_mtb2_153	125
CarAnox_mtb2_786	1049
CarAnox_mtb2_206	23737
CarAnox_mtb2_557	498
CarAnox_mtb2_349	31802
CarAnox_mtb2_1053	1736
CarAnox_mtb2_301	5316
CarAnox_mtb2_809	103321
CarAnox_mtb2_1556	4132
CarAnox_mtb2_128	1924
CarAnox_mtb2_1446	3846
CarAnox_mtb2_1552	11061
CarAnox_mtb2_1559	47215
CarAnox_mtb2_1679	3965
CarAnox_mtb2_1425	22733
CarAnox_mtb2_516	2034
CarAnox_mtb2_941	68614
CarAnox_mtb2_828	1675
CarAnox_mtb2_739	1892
CarAnox_mtb2_1274	44315
CarAnox_mtb2_30	921
CarAnox_mtb2_750	42006
CarAnox_mtb2_608	15678
CarAnox_mtb2_572	263
CarAnox_mtb2_1146	9387
CarAnox_mtb2_1398	113245
CarAnox_mtb2_596	956
CarAnox_mtb2_243	333
CarAnox_mtb2_1149	4393
CarAnox_mtb2_361	1558
CarAnox_mtb2_938	502
CarAnox_mtb2_908	42156
CarAnox_mtb2_121	3496
CarAnox_mtb2_713	4876
CarAnox_mtb2_1080	126
CarAnox_mtb2_781	32906
CarAnox_mtb2_798	169
CarAnox_mtb2_1422	2001
CarAnox_mtb2_996	292293
CarAnox_mtb2_535	477
CarAnox_mtb2_1253	7406
CarAnox_mtb2_715	229
CarAnox_mtb2_621	8373
CarAnox_mtb2_1042	760
CarAnox_mtb2_614	2437
CarAnox_mtb2_1447	48420
CarAnox_mtb2_116	210953
CarAnox_mtb2_244	268
CarAnox_mtb2_704	1079
CarAnox_mtb2_492	659479
CarAnox_mtb2_1352	167
CarAnox_mtb2_768	34
CarAnox_mtb2_853	5007
CarAnox_mtb2_31	1132
CarAnox_mtb2_464	2237
CarAnox_mtb2_942	8704
CarAnox_mtb2_1019	7570
CarAnox_mtb2_1375	231
CarAnox_mtb2_310	37606
CarAnox_mtb2_1268	1674
CarAnox_mtb2_636	12353
CarAnox_mtb2_512	53
CarAnox_mtb2_595	26820
CarAnox_mtb2_1284	129
CarAnox_mtb2_59	410069
CarAnox_mtb2_1105	15023
CarAnox_mtb2_719	457
CarAnox_mtb2_1356	118
CarAnox_mtb2_1570	3970
CarAnox_mtb2_1503	178
CarAnox_mtb2_1244	10575
CarAnox_mtb2_1109	44001
CarAnox_mtb2_216	43251
CarAnox_mtb2_660	1212
CarAnox_mtb2_820	1083
CarAnox_mtb2_762	45
CarAnox_mtb2_1264	90421
CarAnox_mtb2_997	25
CarAnox_mtb2_42	353
CarAnox_mtb2_1263	528
CarAnox_mtb2_292	15973
CarAnox_mtb2_1649	1900
CarAnox_mtb2_1604	547
CarAnox_mtb2_1464	217
CarAnox_mtb2_1392	73
CarAnox_mtb2_1225	325
CarAnox_mtb2_479	2743
CarAnox_mtb2_740	81315
CarAnox_mtb2_1220	7602
CarAnox_mtb2_616	58330
CarAnox_mtb2_1419	740
CarAnox_mtb2_423	5017
CarAnox_mtb2_358	23325
CarAnox_mtb2_343	528
CarAnox_mtb2_920	46
CarAnox_mtb2_463	5352
CarAnox_mtb2_1423	26876
CarAnox_mtb2_633	6461
CarAnox_mtb2_868	2656
CarAnox_mtb2_1650	2048
CarAnox_mtb2_1415	74128
CarAnox_mtb2_877	571
CarAnox_mtb2_147	8872
CarAnox_mtb2_1518	3161
CarAnox_mtb2_1270	8287
CarAnox_mtb2_1438	4386
CarAnox_mtb2_959	5389
CarAnox_mtb2_1246	2083
CarAnox_mtb2_971	276
CarAnox_mtb2_1057	1805
CarAnox_mtb2_645	4425
CarAnox_mtb2_501	8407
CarAnox_mtb2_43	18138
CarAnox_mtb2_1579	945
CarAnox_mtb2_99	2693
CarAnox_mtb2_1538	6
CarAnox_mtb2_603	2352
CarAnox_mtb2_568	66
CarAnox_mtb2_1594	221
CarAnox_mtb2_154	489
CarAnox_mtb2_944	48022
CarAnox_mtb2_785	1845
CarAnox_mtb2_741	1752232
CarAnox_mtb2_954	8102
CarAnox_mtb2_1214	9172
CarAnox_mtb2_218	249
CarAnox_mtb2_428	62240
CarAnox_mtb2_382	1518
CarAnox_mtb2_187	22691
CarAnox_mtb2_275	135
CarAnox_mtb2_1312	12922
CarAnox_mtb2_1002	3185
CarAnox_mtb2_281	5583
CarAnox_mtb2_1394	55
CarAnox_mtb2_1283	6348542
CarAnox_mtb2_1221	278
CarAnox_mtb2_929	1022
CarAnox_mtb2_773	146543
CarAnox_mtb2_1620	860
CarAnox_mtb2_804	362
CarAnox_mtb2_1528	562
CarAnox_mtb2_47	101
CarAnox_mtb2_418	416
CarAnox_mtb2_1510	12464
CarAnox_mtb2_205	48091
CarAnox_mtb2_919	154598
CarAnox_mtb2_406	559
CarAnox_mtb2_1509	16138
CarAnox_mtb2_824	261
CarAnox_mtb2_106	3019
CarAnox_mtb2_1396	136393
CarAnox_mtb2_1551	216835
CarAnox_mtb2_1199	2469
CarAnox_mtb2_451	3265
CarAnox_mtb2_1564	1262
CarAnox_mtb2_200	15217
CarAnox_mtb2_110	1969
CarAnox_mtb2_1578	157
CarAnox_mtb2_769	10
CarAnox_mtb2_541	701
CarAnox_mtb2_946	2787
CarAnox_mtb2_699	583
CarAnox_mtb2_499	339
CarAnox_mtb2_1023	15302
CarAnox_mtb2_209	345340
CarAnox_mtb2_654	31593
CarAnox_mtb2_1261	331
CarAnox_mtb2_728	554238
CarAnox_mtb2_1162	91
CarAnox_mtb2_1302	3099
CarAnox_mtb2_259	272
CarAnox_mtb2_1353	2635
CarAnox_mtb2_1424	783
CarAnox_mtb2_49	18255
