Genome	D3b234B_R1_paired.fastq.gz Read Count
CarAnox_mtb2_661	48
CarAnox_mtb2_1208	78765
CarAnox_mtb2_1369	552921
CarAnox_mtb2_2	1290158
CarAnox_mtb2_1188	524
CarAnox_mtb2_790	3884
CarAnox_mtb2_1389	86
CarAnox_mtb2_186	258
CarAnox_mtb2_268	396
CarAnox_mtb2_68	345
CarAnox_mtb2_1039	225
CarAnox_mtb2_215	1451
CarAnox_mtb2_782	8776
CarAnox_mtb2_1285	758
CarAnox_mtb2_1408	587
CarAnox_mtb2_122	169
CarAnox_mtb2_791	291
CarAnox_mtb2_1279	4530
CarAnox_mtb2_120	31
CarAnox_mtb2_375	392
CarAnox_mtb2_1071	68
CarAnox_mtb2_1499	72
CarAnox_mtb2_1178	9
CarAnox_mtb2_171	602
CarAnox_mtb2_620	6607
CarAnox_mtb2_48	229
CarAnox_mtb2_435	109
CarAnox_mtb2_1454	903
CarAnox_mtb2_190	104
CarAnox_mtb2_890	51
CarAnox_mtb2_304	5
CarAnox_mtb2_1607	138
CarAnox_mtb2_16	1714288
CarAnox_mtb2_912	2584
CarAnox_mtb2_1016	48
CarAnox_mtb2_265	158
CarAnox_mtb2_857	385
CarAnox_mtb2_755	2191
CarAnox_mtb2_1167	116
CarAnox_mtb2_341	130
CarAnox_mtb2_1374	42
CarAnox_mtb2_867	1462
CarAnox_mtb2_18	3
CarAnox_mtb2_101	158
CarAnox_mtb2_583	61
CarAnox_mtb2_530	19
CarAnox_mtb2_1194	18156
CarAnox_mtb2_560	42
CarAnox_mtb2_737	32
CarAnox_mtb2_302	1309
CarAnox_mtb2_1630	42
CarAnox_mtb2_1535	165
CarAnox_mtb2_181	43442
CarAnox_mtb2_691	334
CarAnox_mtb2_669	24
CarAnox_mtb2_1441	4762
CarAnox_mtb2_721	207
CarAnox_mtb2_1655	70
CarAnox_mtb2_430	308
CarAnox_mtb2_567	122
CarAnox_mtb2_931	114
CarAnox_mtb2_1288	184
CarAnox_mtb2_1201	150
CarAnox_mtb2_1010	106699
CarAnox_mtb2_1618	111
CarAnox_mtb2_970	37
CarAnox_mtb2_1431	209
CarAnox_mtb2_671	34
CarAnox_mtb2_1601	6
CarAnox_mtb2_663	340
CarAnox_mtb2_1123	46
CarAnox_mtb2_972	8052
CarAnox_mtb2_352	6154
CarAnox_mtb2_722	629
CarAnox_mtb2_329	291
CarAnox_mtb2_1638	132
CarAnox_mtb2_599	166
CarAnox_mtb2_872	80
CarAnox_mtb2_1531	642
CarAnox_mtb2_779	15
CarAnox_mtb2_672	499430
CarAnox_mtb2_1249	81
CarAnox_mtb2_631	400
CarAnox_mtb2_756	265
CarAnox_mtb2_1366	296
CarAnox_mtb2_115	1238
CarAnox_mtb2_193	16013
CarAnox_mtb2_846	334
CarAnox_mtb2_189	101
CarAnox_mtb2_1190	62033
CarAnox_mtb2_957	46789
CarAnox_mtb2_1506	272
CarAnox_mtb2_1606	640
CarAnox_mtb2_1350	177
CarAnox_mtb2_196	1094
CarAnox_mtb2_610	2760
CarAnox_mtb2_1384	411
CarAnox_mtb2_1543	36
CarAnox_mtb2_1116	317
CarAnox_mtb2_879	775
CarAnox_mtb2_15	134
CarAnox_mtb2_1271	744
CarAnox_mtb2_1239	3711
CarAnox_mtb2_770	269
CarAnox_mtb2_1534	493
CarAnox_mtb2_586	246
CarAnox_mtb2_545	745595
CarAnox_mtb2_650	325
CarAnox_mtb2_112	684
CarAnox_mtb2_1363	1331
CarAnox_mtb2_419	733
CarAnox_mtb2_629	294
CarAnox_mtb2_1512	284
CarAnox_mtb2_1092	11937
CarAnox_mtb2_347	21559
CarAnox_mtb2_914	179
CarAnox_mtb2_1089	725
CarAnox_mtb2_945	104907
CarAnox_mtb2_697	34
CarAnox_mtb2_658	7
CarAnox_mtb2_403	171
CarAnox_mtb2_3	449
CarAnox_mtb2_598	398
CarAnox_mtb2_495	311
CarAnox_mtb2_220	652
CarAnox_mtb2_224	636742
CarAnox_mtb2_1628	4805
CarAnox_mtb2_262	126
CarAnox_mtb2_117	219
CarAnox_mtb2_810	4386
CarAnox_mtb2_685	12855
CarAnox_mtb2_1056	286
CarAnox_mtb2_1647	19
CarAnox_mtb2_22	331408
CarAnox_mtb2_291	3377
CarAnox_mtb2_690	16712
CarAnox_mtb2_538	23
CarAnox_mtb2_623	139
CarAnox_mtb2_207	14
CarAnox_mtb2_771	34370
CarAnox_mtb2_539	286
CarAnox_mtb2_1421	207
CarAnox_mtb2_777	378
CarAnox_mtb2_27	745
CarAnox_mtb2_316	6
CarAnox_mtb2_114	138
CarAnox_mtb2_1098	308
CarAnox_mtb2_1316	1527642
CarAnox_mtb2_1367	2379
CarAnox_mtb2_662	33
CarAnox_mtb2_547	254
CarAnox_mtb2_24	1421
CarAnox_mtb2_611	861
CarAnox_mtb2_1524	3243
CarAnox_mtb2_63	48
CarAnox_mtb2_1627	1260
CarAnox_mtb2_1437	2163
CarAnox_mtb2_657	68
CarAnox_mtb2_1075	51
CarAnox_mtb2_573	325
CarAnox_mtb2_613	72
CarAnox_mtb2_651	95
CarAnox_mtb2_183	11
CarAnox_mtb2_772	395
CarAnox_mtb2_314	793
CarAnox_mtb2_1242	243
CarAnox_mtb2_386	280
CarAnox_mtb2_503	130
CarAnox_mtb2_1219	588
CarAnox_mtb2_1576	99
CarAnox_mtb2_1299	9371
CarAnox_mtb2_242	750
CarAnox_mtb2_754	174
CarAnox_mtb2_236	120
CarAnox_mtb2_470	26
CarAnox_mtb2_1286	2401
CarAnox_mtb2_753	25702
CarAnox_mtb2_604	1349
CarAnox_mtb2_51	189
CarAnox_mtb2_335	45208
CarAnox_mtb2_548	67
CarAnox_mtb2_652	4541
CarAnox_mtb2_757	929
CarAnox_mtb2_712	989
CarAnox_mtb2_1130	4
CarAnox_mtb2_1359	441
CarAnox_mtb2_916	1512
CarAnox_mtb2_1050	207
CarAnox_mtb2_1155	104
CarAnox_mtb2_317	157
CarAnox_mtb2_544	1399510
CarAnox_mtb2_1527	548
CarAnox_mtb2_1400	143
CarAnox_mtb2_1179	201
CarAnox_mtb2_1083	45
CarAnox_mtb2_78	502
CarAnox_mtb2_20	1090
CarAnox_mtb2_379	420
CarAnox_mtb2_955	96
CarAnox_mtb2_490	54
CarAnox_mtb2_841	1162
CarAnox_mtb2_1250	189
CarAnox_mtb2_893	56
CarAnox_mtb2_601	259
CarAnox_mtb2_552	347
CarAnox_mtb2_832	1168
CarAnox_mtb2_880	1265
CarAnox_mtb2_1521	133
CarAnox_mtb2_94	1999
CarAnox_mtb2_226	68
CarAnox_mtb2_1117	396441
CarAnox_mtb2_1388	27
CarAnox_mtb2_561	131
CarAnox_mtb2_453	67
CarAnox_mtb2_1478	15
CarAnox_mtb2_21	11266
CarAnox_mtb2_803	376126
CarAnox_mtb2_775	289
CarAnox_mtb2_606	243
CarAnox_mtb2_1681	181960
CarAnox_mtb2_748	100
CarAnox_mtb2_38	241
CarAnox_mtb2_180	65
CarAnox_mtb2_925	165
CarAnox_mtb2_420	7
CarAnox_mtb2_1549	503
CarAnox_mtb2_1684	1260
CarAnox_mtb2_591	1620
CarAnox_mtb2_1079	943
CarAnox_mtb2_983	39991
CarAnox_mtb2_1171	124
CarAnox_mtb2_62	128
CarAnox_mtb2_885	13267
CarAnox_mtb2_563	328
CarAnox_mtb2_1508	153
CarAnox_mtb2_1007	128
CarAnox_mtb2_1413	288
CarAnox_mtb2_923	517
CarAnox_mtb2_1033	353
CarAnox_mtb2_628	396
CarAnox_mtb2_214	36
CarAnox_mtb2_1432	84
CarAnox_mtb2_32	1076
CarAnox_mtb2_742	19
CarAnox_mtb2_864	6243
CarAnox_mtb2_1554	32
CarAnox_mtb2_1372	35
CarAnox_mtb2_330	8
CarAnox_mtb2_1371	411
CarAnox_mtb2_1605	6815
CarAnox_mtb2_718	52
CarAnox_mtb2_751	133
CarAnox_mtb2_1593	827
CarAnox_mtb2_13	7299
CarAnox_mtb2_1414	395
CarAnox_mtb2_979	229
CarAnox_mtb2_688	127
CarAnox_mtb2_86	38
CarAnox_mtb2_198	158
CarAnox_mtb2_522	1324
CarAnox_mtb2_504	981
CarAnox_mtb2_732	203
CarAnox_mtb2_975	4358
CarAnox_mtb2_692	4306
CarAnox_mtb2_895	1748
CarAnox_mtb2_1322	1940
CarAnox_mtb2_1003	300
CarAnox_mtb2_1433	1230
CarAnox_mtb2_854	31
CarAnox_mtb2_1067	84
CarAnox_mtb2_1254	101
CarAnox_mtb2_109	378921
CarAnox_mtb2_1131	264
CarAnox_mtb2_956	26
CarAnox_mtb2_1507	1953
CarAnox_mtb2_862	103
CarAnox_mtb2_907	284
CarAnox_mtb2_1569	5637
CarAnox_mtb2_1015	65
CarAnox_mtb2_1428	104
CarAnox_mtb2_1226	47
CarAnox_mtb2_481	44
CarAnox_mtb2_151	370
CarAnox_mtb2_334	1648
CarAnox_mtb2_1465	44
CarAnox_mtb2_937	405
CarAnox_mtb2_76	41
CarAnox_mtb2_524	94
CarAnox_mtb2_1334	3156
CarAnox_mtb2_1183	333
CarAnox_mtb2_459	186
CarAnox_mtb2_743	12665
CarAnox_mtb2_1429	246
CarAnox_mtb2_14	116
CarAnox_mtb2_1320	1721
CarAnox_mtb2_336	3111
CarAnox_mtb2_1562	239
CarAnox_mtb2_213	69320
CarAnox_mtb2_83	102
CarAnox_mtb2_164	179
CarAnox_mtb2_313	372
CarAnox_mtb2_400	62
CarAnox_mtb2_421	97
CarAnox_mtb2_1600	2113
CarAnox_mtb2_888	127
CarAnox_mtb2_1536	464
CarAnox_mtb2_1101	11
CarAnox_mtb2_707	5355
CarAnox_mtb2_153	139
CarAnox_mtb2_786	12531
CarAnox_mtb2_206	505
CarAnox_mtb2_557	10
CarAnox_mtb2_349	249
CarAnox_mtb2_1053	135
CarAnox_mtb2_301	230
CarAnox_mtb2_809	147
CarAnox_mtb2_1556	426
CarAnox_mtb2_128	49
CarAnox_mtb2_1446	32
CarAnox_mtb2_1552	979
CarAnox_mtb2_1559	192
CarAnox_mtb2_1679	762707
CarAnox_mtb2_1425	142
CarAnox_mtb2_516	19
CarAnox_mtb2_941	906
CarAnox_mtb2_828	818
CarAnox_mtb2_739	157
CarAnox_mtb2_1274	231
CarAnox_mtb2_30	169
CarAnox_mtb2_750	1315
CarAnox_mtb2_608	381
CarAnox_mtb2_572	519
CarAnox_mtb2_1146	559
CarAnox_mtb2_1398	695
CarAnox_mtb2_596	58
CarAnox_mtb2_243	322
CarAnox_mtb2_1149	134
CarAnox_mtb2_361	41
CarAnox_mtb2_938	102
CarAnox_mtb2_908	1228
CarAnox_mtb2_121	274
CarAnox_mtb2_713	20066
CarAnox_mtb2_1080	44
CarAnox_mtb2_781	39771
CarAnox_mtb2_798	6486
CarAnox_mtb2_1422	167
CarAnox_mtb2_996	4253
CarAnox_mtb2_535	195
CarAnox_mtb2_1253	93
CarAnox_mtb2_715	203
CarAnox_mtb2_621	158
CarAnox_mtb2_1042	43
CarAnox_mtb2_614	1529
CarAnox_mtb2_1447	134106
CarAnox_mtb2_116	331
CarAnox_mtb2_244	164
CarAnox_mtb2_704	124
CarAnox_mtb2_492	112886
CarAnox_mtb2_1352	405
CarAnox_mtb2_768	151
CarAnox_mtb2_853	92
CarAnox_mtb2_31	385
CarAnox_mtb2_464	455
CarAnox_mtb2_942	57
CarAnox_mtb2_1019	86
CarAnox_mtb2_1375	1518
CarAnox_mtb2_310	2279
CarAnox_mtb2_1268	289
CarAnox_mtb2_636	247
CarAnox_mtb2_512	14
CarAnox_mtb2_595	6586
CarAnox_mtb2_1284	73
CarAnox_mtb2_59	477116
CarAnox_mtb2_1105	440
CarAnox_mtb2_719	134
CarAnox_mtb2_1356	28
CarAnox_mtb2_1570	146
CarAnox_mtb2_1503	72
CarAnox_mtb2_1244	12508
CarAnox_mtb2_1109	253
CarAnox_mtb2_216	21461
CarAnox_mtb2_660	18
CarAnox_mtb2_820	117
CarAnox_mtb2_762	3
CarAnox_mtb2_1264	302
CarAnox_mtb2_997	2062
CarAnox_mtb2_42	106
CarAnox_mtb2_1263	776
CarAnox_mtb2_292	567
CarAnox_mtb2_1649	11
CarAnox_mtb2_1604	40
CarAnox_mtb2_1464	586
CarAnox_mtb2_1392	53
CarAnox_mtb2_1225	362831
CarAnox_mtb2_479	137
CarAnox_mtb2_740	1819
CarAnox_mtb2_1220	976169
CarAnox_mtb2_616	2753
CarAnox_mtb2_1419	4936
CarAnox_mtb2_423	264
CarAnox_mtb2_358	471
CarAnox_mtb2_343	457
CarAnox_mtb2_920	88
CarAnox_mtb2_463	285
CarAnox_mtb2_1423	524
CarAnox_mtb2_633	178
CarAnox_mtb2_868	174
CarAnox_mtb2_1650	633
CarAnox_mtb2_1415	623
CarAnox_mtb2_877	84
CarAnox_mtb2_147	436
CarAnox_mtb2_1518	415
CarAnox_mtb2_1270	764
CarAnox_mtb2_1438	18011
CarAnox_mtb2_959	1836
CarAnox_mtb2_1246	2007
CarAnox_mtb2_971	341
CarAnox_mtb2_1057	1454
CarAnox_mtb2_645	12622
CarAnox_mtb2_501	82699
CarAnox_mtb2_43	285
CarAnox_mtb2_1579	30
CarAnox_mtb2_99	2392
CarAnox_mtb2_1538	23
CarAnox_mtb2_603	316591
CarAnox_mtb2_568	49
CarAnox_mtb2_1594	79
CarAnox_mtb2_154	70
CarAnox_mtb2_944	979
CarAnox_mtb2_785	116
CarAnox_mtb2_741	890380
CarAnox_mtb2_954	347
CarAnox_mtb2_1214	43
CarAnox_mtb2_218	2250
CarAnox_mtb2_428	1295
CarAnox_mtb2_382	55821
CarAnox_mtb2_187	1311
CarAnox_mtb2_275	50
CarAnox_mtb2_1312	420
CarAnox_mtb2_1002	2674
CarAnox_mtb2_281	11397
CarAnox_mtb2_1394	18
CarAnox_mtb2_1283	18836
CarAnox_mtb2_1221	30
CarAnox_mtb2_929	212
CarAnox_mtb2_773	75635
CarAnox_mtb2_1620	231
CarAnox_mtb2_804	76
CarAnox_mtb2_1528	225
CarAnox_mtb2_47	87
CarAnox_mtb2_418	146066
CarAnox_mtb2_1510	100
CarAnox_mtb2_205	20640
CarAnox_mtb2_919	526
CarAnox_mtb2_406	66
CarAnox_mtb2_1509	352
CarAnox_mtb2_824	68
CarAnox_mtb2_106	105
CarAnox_mtb2_1396	2011
CarAnox_mtb2_1551	716
CarAnox_mtb2_1199	102
CarAnox_mtb2_451	99
CarAnox_mtb2_1564	187
CarAnox_mtb2_200	772
CarAnox_mtb2_110	474
CarAnox_mtb2_1578	22
CarAnox_mtb2_769	31
CarAnox_mtb2_541	165867
CarAnox_mtb2_946	281
CarAnox_mtb2_699	19
CarAnox_mtb2_499	2
CarAnox_mtb2_1023	321
CarAnox_mtb2_209	78174
CarAnox_mtb2_654	443
CarAnox_mtb2_1261	60
CarAnox_mtb2_728	1524
CarAnox_mtb2_1162	30
CarAnox_mtb2_1302	238
CarAnox_mtb2_259	158
CarAnox_mtb2_1353	2047
CarAnox_mtb2_1424	133
CarAnox_mtb2_49	466
