Genome	D3a234A_R1_paired.fastq.gz Read Count
CarAnox_mtb2_912	417
CarAnox_mtb2_1016	2714
CarAnox_mtb2_265	14655
CarAnox_mtb2_857	184
CarAnox_mtb2_755	401
CarAnox_mtb2_1167	48
CarAnox_mtb2_341	73
CarAnox_mtb2_1374	11
CarAnox_mtb2_867	279
CarAnox_mtb2_18	35
CarAnox_mtb2_101	591
CarAnox_mtb2_583	90
CarAnox_mtb2_530	209
CarAnox_mtb2_1194	3222
CarAnox_mtb2_560	375
CarAnox_mtb2_737	108
CarAnox_mtb2_302	57
CarAnox_mtb2_1630	123
CarAnox_mtb2_1535	201
CarAnox_mtb2_181	1337
CarAnox_mtb2_691	203
CarAnox_mtb2_669	647
CarAnox_mtb2_1441	13431
CarAnox_mtb2_721	2355
CarAnox_mtb2_1655	111
CarAnox_mtb2_430	10
CarAnox_mtb2_567	40
CarAnox_mtb2_931	5741
CarAnox_mtb2_1288	740
CarAnox_mtb2_1201	108
CarAnox_mtb2_1010	5833
CarAnox_mtb2_1618	2451
CarAnox_mtb2_970	5
CarAnox_mtb2_1431	1103
CarAnox_mtb2_671	5499
CarAnox_mtb2_1601	154
CarAnox_mtb2_663	1992
CarAnox_mtb2_1123	36
CarAnox_mtb2_972	664
CarAnox_mtb2_352	5324
CarAnox_mtb2_722	319
CarAnox_mtb2_329	121
CarAnox_mtb2_1638	57
CarAnox_mtb2_599	595
CarAnox_mtb2_872	14
CarAnox_mtb2_1531	16665
CarAnox_mtb2_779	13
CarAnox_mtb2_672	76211
CarAnox_mtb2_1249	14470
CarAnox_mtb2_631	145
CarAnox_mtb2_756	23118
CarAnox_mtb2_1366	1311
CarAnox_mtb2_115	3723
CarAnox_mtb2_193	2148
CarAnox_mtb2_846	114
CarAnox_mtb2_189	2743
CarAnox_mtb2_1190	12379
CarAnox_mtb2_957	13527
CarAnox_mtb2_1506	336
CarAnox_mtb2_1606	423
CarAnox_mtb2_1350	273
CarAnox_mtb2_196	824
CarAnox_mtb2_610	46
CarAnox_mtb2_1384	701
CarAnox_mtb2_1543	646
CarAnox_mtb2_1116	33959
CarAnox_mtb2_879	2543
CarAnox_mtb2_15	25
CarAnox_mtb2_1271	218
CarAnox_mtb2_1239	233948
CarAnox_mtb2_770	439
CarAnox_mtb2_1534	1409
CarAnox_mtb2_586	22
CarAnox_mtb2_545	155175
CarAnox_mtb2_650	1908
CarAnox_mtb2_112	372
CarAnox_mtb2_1363	804
CarAnox_mtb2_419	53
CarAnox_mtb2_629	284
CarAnox_mtb2_1512	340
CarAnox_mtb2_1092	16812
CarAnox_mtb2_347	1956
CarAnox_mtb2_914	134
CarAnox_mtb2_1089	237
CarAnox_mtb2_945	31470
CarAnox_mtb2_697	220
CarAnox_mtb2_658	431
CarAnox_mtb2_403	8922
CarAnox_mtb2_3	1036
CarAnox_mtb2_598	707
CarAnox_mtb2_495	25
CarAnox_mtb2_220	342
CarAnox_mtb2_224	9283
CarAnox_mtb2_1628	585
CarAnox_mtb2_262	5074
CarAnox_mtb2_117	76
CarAnox_mtb2_810	336580
CarAnox_mtb2_685	188
CarAnox_mtb2_1056	1436
CarAnox_mtb2_1647	329
CarAnox_mtb2_22	41264
CarAnox_mtb2_291	1413
CarAnox_mtb2_690	1809
CarAnox_mtb2_538	93
CarAnox_mtb2_623	53
CarAnox_mtb2_207	445
CarAnox_mtb2_771	18561
CarAnox_mtb2_539	6064
CarAnox_mtb2_1421	15
CarAnox_mtb2_777	668
CarAnox_mtb2_27	7703
CarAnox_mtb2_316	29
CarAnox_mtb2_114	253
CarAnox_mtb2_1098	294
CarAnox_mtb2_1316	320237
CarAnox_mtb2_1367	233
CarAnox_mtb2_662	195
CarAnox_mtb2_547	2034
CarAnox_mtb2_24	20569
CarAnox_mtb2_611	304
CarAnox_mtb2_1524	1997
CarAnox_mtb2_63	15
CarAnox_mtb2_1627	419
CarAnox_mtb2_1437	69
CarAnox_mtb2_657	7512
CarAnox_mtb2_1075	748
CarAnox_mtb2_573	164
CarAnox_mtb2_613	878
CarAnox_mtb2_651	11939
CarAnox_mtb2_183	3
CarAnox_mtb2_772	3455
CarAnox_mtb2_314	260
CarAnox_mtb2_1242	25208
CarAnox_mtb2_386	626
CarAnox_mtb2_503	997
CarAnox_mtb2_1219	1964
CarAnox_mtb2_1576	747
CarAnox_mtb2_1299	1269
CarAnox_mtb2_242	1359
CarAnox_mtb2_754	191
CarAnox_mtb2_236	1600
CarAnox_mtb2_470	24
CarAnox_mtb2_1286	6899
CarAnox_mtb2_753	900
CarAnox_mtb2_604	19797
CarAnox_mtb2_51	311
CarAnox_mtb2_335	6593
CarAnox_mtb2_548	1677
CarAnox_mtb2_652	5279
CarAnox_mtb2_757	353
CarAnox_mtb2_712	264
CarAnox_mtb2_1130	21
CarAnox_mtb2_1359	658
CarAnox_mtb2_916	4044
CarAnox_mtb2_1050	233
CarAnox_mtb2_1155	471
CarAnox_mtb2_317	79
CarAnox_mtb2_544	109010
CarAnox_mtb2_1527	53
CarAnox_mtb2_1400	11
CarAnox_mtb2_1179	482
CarAnox_mtb2_1083	28
CarAnox_mtb2_78	826
CarAnox_mtb2_20	507
CarAnox_mtb2_379	10487
CarAnox_mtb2_955	67
CarAnox_mtb2_490	68
CarAnox_mtb2_841	1265
CarAnox_mtb2_1250	1348
CarAnox_mtb2_893	901
CarAnox_mtb2_601	114
CarAnox_mtb2_552	195
CarAnox_mtb2_832	3753
CarAnox_mtb2_880	288
CarAnox_mtb2_1521	6505
CarAnox_mtb2_94	582
CarAnox_mtb2_226	43
CarAnox_mtb2_1117	18336
CarAnox_mtb2_1388	126
CarAnox_mtb2_561	25
CarAnox_mtb2_453	10558
CarAnox_mtb2_1478	16
CarAnox_mtb2_21	3222
CarAnox_mtb2_803	27429
CarAnox_mtb2_775	95
CarAnox_mtb2_606	100
CarAnox_mtb2_1681	59791
CarAnox_mtb2_748	14
CarAnox_mtb2_38	51
CarAnox_mtb2_180	1109
CarAnox_mtb2_925	8485
CarAnox_mtb2_420	33
CarAnox_mtb2_1549	11075
CarAnox_mtb2_1684	192
CarAnox_mtb2_591	308
CarAnox_mtb2_1079	335
CarAnox_mtb2_983	15080
CarAnox_mtb2_1171	139
CarAnox_mtb2_62	114
CarAnox_mtb2_885	249
CarAnox_mtb2_563	3539
CarAnox_mtb2_1508	581
CarAnox_mtb2_1007	256
CarAnox_mtb2_1413	26
CarAnox_mtb2_923	54
CarAnox_mtb2_1033	87012
CarAnox_mtb2_628	401
CarAnox_mtb2_214	273
CarAnox_mtb2_1432	4316
CarAnox_mtb2_32	42
CarAnox_mtb2_742	26
CarAnox_mtb2_864	361
CarAnox_mtb2_1554	460
CarAnox_mtb2_1372	399
CarAnox_mtb2_330	8
CarAnox_mtb2_1371	45
CarAnox_mtb2_1605	22179
CarAnox_mtb2_718	2
CarAnox_mtb2_751	10347
CarAnox_mtb2_1593	6925
CarAnox_mtb2_13	2175
CarAnox_mtb2_1414	422
CarAnox_mtb2_979	355
CarAnox_mtb2_688	1567
CarAnox_mtb2_86	34
CarAnox_mtb2_198	6891
CarAnox_mtb2_522	481
CarAnox_mtb2_504	125
CarAnox_mtb2_732	5870
CarAnox_mtb2_975	1032
CarAnox_mtb2_692	190
CarAnox_mtb2_895	403
CarAnox_mtb2_1322	270
CarAnox_mtb2_1003	6643
CarAnox_mtb2_1433	324
CarAnox_mtb2_854	19
CarAnox_mtb2_1067	34
CarAnox_mtb2_1254	5723
CarAnox_mtb2_109	32700
CarAnox_mtb2_1131	111
CarAnox_mtb2_956	14
CarAnox_mtb2_1507	1665
CarAnox_mtb2_862	3306
CarAnox_mtb2_907	173
CarAnox_mtb2_1569	641
CarAnox_mtb2_1015	71
CarAnox_mtb2_1428	1669
CarAnox_mtb2_1226	1354
CarAnox_mtb2_481	924
CarAnox_mtb2_151	23652
CarAnox_mtb2_334	535
CarAnox_mtb2_1465	63
CarAnox_mtb2_937	357
CarAnox_mtb2_76	234
CarAnox_mtb2_524	3682
CarAnox_mtb2_1334	1614
CarAnox_mtb2_1183	6768
CarAnox_mtb2_459	26
CarAnox_mtb2_743	369371
CarAnox_mtb2_1429	43130
CarAnox_mtb2_14	576
CarAnox_mtb2_1320	4751
CarAnox_mtb2_336	550
CarAnox_mtb2_1562	418
CarAnox_mtb2_213	32641
CarAnox_mtb2_83	846
CarAnox_mtb2_164	669
CarAnox_mtb2_313	1760
CarAnox_mtb2_400	659
CarAnox_mtb2_421	25
CarAnox_mtb2_1600	120
CarAnox_mtb2_888	8989
CarAnox_mtb2_1536	5191
CarAnox_mtb2_1101	14
CarAnox_mtb2_707	1563
CarAnox_mtb2_153	917
CarAnox_mtb2_786	7823
CarAnox_mtb2_206	11619
CarAnox_mtb2_557	4
CarAnox_mtb2_349	3829
CarAnox_mtb2_1053	13681
CarAnox_mtb2_301	151
CarAnox_mtb2_809	71
CarAnox_mtb2_1556	3115
CarAnox_mtb2_128	214
CarAnox_mtb2_1446	35
CarAnox_mtb2_1552	182
CarAnox_mtb2_1559	345
CarAnox_mtb2_1679	63373
CarAnox_mtb2_1425	60
CarAnox_mtb2_516	13
CarAnox_mtb2_941	648
CarAnox_mtb2_828	1777
CarAnox_mtb2_739	262
CarAnox_mtb2_1274	87
CarAnox_mtb2_30	55
CarAnox_mtb2_750	189
CarAnox_mtb2_608	297
CarAnox_mtb2_572	382
CarAnox_mtb2_1146	16546
CarAnox_mtb2_1398	869
CarAnox_mtb2_596	2305
CarAnox_mtb2_243	5423
CarAnox_mtb2_1149	10779
CarAnox_mtb2_361	53
CarAnox_mtb2_938	1347
CarAnox_mtb2_908	947
CarAnox_mtb2_121	236
CarAnox_mtb2_713	69650
CarAnox_mtb2_1080	20
CarAnox_mtb2_781	5268
CarAnox_mtb2_798	9767
CarAnox_mtb2_1422	109
CarAnox_mtb2_996	34617
CarAnox_mtb2_535	255
CarAnox_mtb2_1253	172
CarAnox_mtb2_715	785
CarAnox_mtb2_621	2912
CarAnox_mtb2_1042	1226
CarAnox_mtb2_614	80
CarAnox_mtb2_1447	14349
CarAnox_mtb2_116	189
CarAnox_mtb2_244	1840
CarAnox_mtb2_704	2161
CarAnox_mtb2_492	6963
CarAnox_mtb2_1352	149
CarAnox_mtb2_768	20
CarAnox_mtb2_853	137
CarAnox_mtb2_31	155
CarAnox_mtb2_464	4648
CarAnox_mtb2_942	136
CarAnox_mtb2_1019	388
CarAnox_mtb2_1375	7881
CarAnox_mtb2_310	175
CarAnox_mtb2_1268	1361
CarAnox_mtb2_636	238
CarAnox_mtb2_512	11
CarAnox_mtb2_595	431
CarAnox_mtb2_1284	151
CarAnox_mtb2_59	96983
CarAnox_mtb2_1105	18
CarAnox_mtb2_719	101
CarAnox_mtb2_1356	1425
CarAnox_mtb2_1570	145
CarAnox_mtb2_1503	7
CarAnox_mtb2_1244	531
CarAnox_mtb2_1109	393
CarAnox_mtb2_216	5703
CarAnox_mtb2_660	13
CarAnox_mtb2_820	1401
CarAnox_mtb2_762	24
CarAnox_mtb2_1264	398
CarAnox_mtb2_997	120
CarAnox_mtb2_42	5329
CarAnox_mtb2_1263	185
CarAnox_mtb2_292	20024
CarAnox_mtb2_1649	23
CarAnox_mtb2_1604	54
CarAnox_mtb2_1464	48
CarAnox_mtb2_1392	368
CarAnox_mtb2_1225	72886
CarAnox_mtb2_479	27
CarAnox_mtb2_740	150
CarAnox_mtb2_1220	29495
CarAnox_mtb2_616	265
CarAnox_mtb2_1419	505
CarAnox_mtb2_423	161
CarAnox_mtb2_358	142
CarAnox_mtb2_343	294
CarAnox_mtb2_920	387
CarAnox_mtb2_463	175
CarAnox_mtb2_1423	278
CarAnox_mtb2_633	2809
CarAnox_mtb2_868	36
CarAnox_mtb2_1650	578
CarAnox_mtb2_1415	46
CarAnox_mtb2_877	5933
CarAnox_mtb2_147	386
CarAnox_mtb2_1518	7082
CarAnox_mtb2_1270	19654
CarAnox_mtb2_1438	107
CarAnox_mtb2_959	75
CarAnox_mtb2_1246	4777
CarAnox_mtb2_971	289
CarAnox_mtb2_1057	252
CarAnox_mtb2_645	2503
CarAnox_mtb2_501	38220
CarAnox_mtb2_43	4339
CarAnox_mtb2_1579	1097
CarAnox_mtb2_99	135
CarAnox_mtb2_1538	178
CarAnox_mtb2_603	64107
CarAnox_mtb2_568	214
CarAnox_mtb2_1594	84
CarAnox_mtb2_154	4611
CarAnox_mtb2_944	755
CarAnox_mtb2_785	82
CarAnox_mtb2_741	447486
CarAnox_mtb2_954	7192
CarAnox_mtb2_1214	15
CarAnox_mtb2_218	972052
CarAnox_mtb2_428	229
CarAnox_mtb2_382	6076
CarAnox_mtb2_187	545
CarAnox_mtb2_275	2
CarAnox_mtb2_1312	44
CarAnox_mtb2_1002	508561
CarAnox_mtb2_281	129640
CarAnox_mtb2_1394	110
CarAnox_mtb2_1283	2300
CarAnox_mtb2_1221	47
CarAnox_mtb2_929	7957
CarAnox_mtb2_773	4951
CarAnox_mtb2_1620	218
CarAnox_mtb2_804	169
CarAnox_mtb2_1528	4867
CarAnox_mtb2_47	494
CarAnox_mtb2_418	30679
CarAnox_mtb2_1510	105
CarAnox_mtb2_205	1670
CarAnox_mtb2_919	117
CarAnox_mtb2_406	1393
CarAnox_mtb2_1509	163
CarAnox_mtb2_824	759
CarAnox_mtb2_106	37
CarAnox_mtb2_1396	1070
CarAnox_mtb2_1551	3018
CarAnox_mtb2_1199	17843
CarAnox_mtb2_451	55
CarAnox_mtb2_1564	41
CarAnox_mtb2_200	587
CarAnox_mtb2_110	3819
CarAnox_mtb2_1578	785
CarAnox_mtb2_769	360
CarAnox_mtb2_541	120214
CarAnox_mtb2_946	966
CarAnox_mtb2_699	849
CarAnox_mtb2_499	16
CarAnox_mtb2_1023	68
CarAnox_mtb2_209	6356
CarAnox_mtb2_654	297
CarAnox_mtb2_1261	1131
CarAnox_mtb2_728	3307
CarAnox_mtb2_1162	379
CarAnox_mtb2_1302	6032
CarAnox_mtb2_259	224
CarAnox_mtb2_1353	129
CarAnox_mtb2_1424	919
CarAnox_mtb2_49	255
