Genome	D3a103B_R1_paired.fastq.gz Read Count
CarAnox_mtb2_1167	2
CarAnox_mtb2_341	15
CarAnox_mtb2_1374	13
CarAnox_mtb2_867	7
CarAnox_mtb2_18	0
CarAnox_mtb2_101	5
CarAnox_mtb2_583	24
CarAnox_mtb2_530	9
CarAnox_mtb2_1194	168
CarAnox_mtb2_560	10
CarAnox_mtb2_737	2
CarAnox_mtb2_302	2
CarAnox_mtb2_1630	1
CarAnox_mtb2_1535	31
CarAnox_mtb2_181	30968
CarAnox_mtb2_691	37
CarAnox_mtb2_669	11
CarAnox_mtb2_1441	906
CarAnox_mtb2_721	44
CarAnox_mtb2_1655	40
CarAnox_mtb2_430	3
CarAnox_mtb2_567	19
CarAnox_mtb2_931	77
CarAnox_mtb2_1288	50
CarAnox_mtb2_1201	9
CarAnox_mtb2_1010	5359
CarAnox_mtb2_1618	100
CarAnox_mtb2_970	24
CarAnox_mtb2_1431	182
CarAnox_mtb2_671	25
CarAnox_mtb2_1601	6
CarAnox_mtb2_663	726
CarAnox_mtb2_1123	18
CarAnox_mtb2_972	47
CarAnox_mtb2_352	1090
CarAnox_mtb2_722	21
CarAnox_mtb2_329	14
CarAnox_mtb2_1638	80
CarAnox_mtb2_599	33
CarAnox_mtb2_872	15
CarAnox_mtb2_1531	95
CarAnox_mtb2_779	1
CarAnox_mtb2_672	1699296
CarAnox_mtb2_1249	52
CarAnox_mtb2_631	64
CarAnox_mtb2_756	112
CarAnox_mtb2_1366	65
CarAnox_mtb2_115	173
CarAnox_mtb2_193	343
CarAnox_mtb2_846	22
CarAnox_mtb2_189	27
CarAnox_mtb2_1190	5441
CarAnox_mtb2_957	419
CarAnox_mtb2_1506	140
CarAnox_mtb2_1606	206
CarAnox_mtb2_1350	104
CarAnox_mtb2_196	66
CarAnox_mtb2_610	18
CarAnox_mtb2_1384	99
CarAnox_mtb2_1543	13
CarAnox_mtb2_1116	220
CarAnox_mtb2_879	365
CarAnox_mtb2_15	3
CarAnox_mtb2_1271	27
CarAnox_mtb2_1239	1702
CarAnox_mtb2_770	222
CarAnox_mtb2_1534	75
CarAnox_mtb2_586	2
CarAnox_mtb2_545	1596777
CarAnox_mtb2_650	24
CarAnox_mtb2_112	46
CarAnox_mtb2_1363	64
CarAnox_mtb2_419	20
CarAnox_mtb2_629	19
CarAnox_mtb2_1512	12
CarAnox_mtb2_1092	1298
CarAnox_mtb2_347	349
CarAnox_mtb2_914	11
CarAnox_mtb2_1089	54
CarAnox_mtb2_945	304
CarAnox_mtb2_697	55
CarAnox_mtb2_658	4
CarAnox_mtb2_403	16
CarAnox_mtb2_3	20
CarAnox_mtb2_598	78
CarAnox_mtb2_495	4
CarAnox_mtb2_220	143
CarAnox_mtb2_224	44660
CarAnox_mtb2_1628	23977
CarAnox_mtb2_262	52
CarAnox_mtb2_117	76
CarAnox_mtb2_810	8031
CarAnox_mtb2_685	14
CarAnox_mtb2_1056	61
CarAnox_mtb2_1647	11
CarAnox_mtb2_22	13197
CarAnox_mtb2_291	104
CarAnox_mtb2_690	363
CarAnox_mtb2_538	36
CarAnox_mtb2_623	7
CarAnox_mtb2_207	18
CarAnox_mtb2_771	4468
CarAnox_mtb2_539	242
CarAnox_mtb2_1421	13
CarAnox_mtb2_777	47
CarAnox_mtb2_27	176
CarAnox_mtb2_316	7
CarAnox_mtb2_114	26
CarAnox_mtb2_1098	24
CarAnox_mtb2_1316	521853
CarAnox_mtb2_1367	26
CarAnox_mtb2_662	21
CarAnox_mtb2_547	7
CarAnox_mtb2_24	154
CarAnox_mtb2_611	414
CarAnox_mtb2_1524	1530
CarAnox_mtb2_63	18
CarAnox_mtb2_1627	173
CarAnox_mtb2_1437	9
CarAnox_mtb2_657	26
CarAnox_mtb2_1075	34
CarAnox_mtb2_573	17
CarAnox_mtb2_613	52
CarAnox_mtb2_651	6
CarAnox_mtb2_183	8
CarAnox_mtb2_772	209
CarAnox_mtb2_314	7
CarAnox_mtb2_1242	93
CarAnox_mtb2_386	5
CarAnox_mtb2_503	26
CarAnox_mtb2_1219	210
CarAnox_mtb2_1576	122
CarAnox_mtb2_1299	199
CarAnox_mtb2_242	54
CarAnox_mtb2_754	12
CarAnox_mtb2_236	40
CarAnox_mtb2_470	5
CarAnox_mtb2_1286	1388
CarAnox_mtb2_753	83
CarAnox_mtb2_604	983
CarAnox_mtb2_51	74
CarAnox_mtb2_335	672
CarAnox_mtb2_548	22
CarAnox_mtb2_652	1026
CarAnox_mtb2_757	19
CarAnox_mtb2_712	56
CarAnox_mtb2_1130	2
CarAnox_mtb2_1359	82
CarAnox_mtb2_916	203
CarAnox_mtb2_1050	40
CarAnox_mtb2_1155	57
CarAnox_mtb2_317	47
CarAnox_mtb2_544	593624
CarAnox_mtb2_1527	19
CarAnox_mtb2_1400	50
CarAnox_mtb2_1179	121
CarAnox_mtb2_1083	61
CarAnox_mtb2_78	341
CarAnox_mtb2_20	11
CarAnox_mtb2_379	210
CarAnox_mtb2_955	23
CarAnox_mtb2_490	53
CarAnox_mtb2_841	17
CarAnox_mtb2_1250	205
CarAnox_mtb2_893	51
CarAnox_mtb2_601	4
CarAnox_mtb2_552	70
CarAnox_mtb2_832	253
CarAnox_mtb2_880	22
CarAnox_mtb2_1521	13
CarAnox_mtb2_94	4
CarAnox_mtb2_226	23
CarAnox_mtb2_1117	3876
CarAnox_mtb2_1388	17
CarAnox_mtb2_561	2
CarAnox_mtb2_453	25
CarAnox_mtb2_1478	6
CarAnox_mtb2_21	5545
CarAnox_mtb2_803	87623
CarAnox_mtb2_775	63
CarAnox_mtb2_606	122
CarAnox_mtb2_1681	145683
CarAnox_mtb2_748	6
CarAnox_mtb2_38	34
CarAnox_mtb2_180	16
CarAnox_mtb2_925	87
CarAnox_mtb2_420	0
CarAnox_mtb2_1549	121
CarAnox_mtb2_1684	328
CarAnox_mtb2_591	56
CarAnox_mtb2_1079	341
CarAnox_mtb2_983	741
CarAnox_mtb2_1171	12
CarAnox_mtb2_62	11
CarAnox_mtb2_885	12
CarAnox_mtb2_563	222
CarAnox_mtb2_1508	13
CarAnox_mtb2_1007	4
CarAnox_mtb2_1413	2
CarAnox_mtb2_923	4
CarAnox_mtb2_1033	206
CarAnox_mtb2_628	15
CarAnox_mtb2_214	38
CarAnox_mtb2_1432	43
CarAnox_mtb2_32	6
CarAnox_mtb2_742	29
CarAnox_mtb2_864	23
CarAnox_mtb2_1554	8
CarAnox_mtb2_1372	11
CarAnox_mtb2_330	22
CarAnox_mtb2_1371	12
CarAnox_mtb2_1605	7979
CarAnox_mtb2_718	8
CarAnox_mtb2_751	60
CarAnox_mtb2_1593	84
CarAnox_mtb2_13	21
CarAnox_mtb2_1414	37
CarAnox_mtb2_979	39
CarAnox_mtb2_688	88
CarAnox_mtb2_86	10
CarAnox_mtb2_198	23
CarAnox_mtb2_522	148
CarAnox_mtb2_504	44
CarAnox_mtb2_732	37
CarAnox_mtb2_975	29
CarAnox_mtb2_692	26
CarAnox_mtb2_895	148
CarAnox_mtb2_1322	17
CarAnox_mtb2_1003	311
CarAnox_mtb2_1433	215
CarAnox_mtb2_854	16
CarAnox_mtb2_1067	12
CarAnox_mtb2_1254	76
CarAnox_mtb2_109	102891
CarAnox_mtb2_1131	20
CarAnox_mtb2_956	2
CarAnox_mtb2_1507	1329
CarAnox_mtb2_862	102
CarAnox_mtb2_907	7
CarAnox_mtb2_1569	156
CarAnox_mtb2_1015	5
CarAnox_mtb2_1428	36
CarAnox_mtb2_1226	19
CarAnox_mtb2_481	99
CarAnox_mtb2_151	48
CarAnox_mtb2_334	79
CarAnox_mtb2_1465	24
CarAnox_mtb2_937	224
CarAnox_mtb2_76	34
CarAnox_mtb2_524	68
CarAnox_mtb2_1334	221
CarAnox_mtb2_1183	310
CarAnox_mtb2_459	13
CarAnox_mtb2_743	2081
CarAnox_mtb2_1429	167
CarAnox_mtb2_14	167
CarAnox_mtb2_1320	151
CarAnox_mtb2_336	256
CarAnox_mtb2_1562	28
CarAnox_mtb2_213	894
CarAnox_mtb2_83	105
CarAnox_mtb2_164	243
CarAnox_mtb2_313	34
CarAnox_mtb2_400	79
CarAnox_mtb2_421	30
CarAnox_mtb2_1600	14
CarAnox_mtb2_888	68
CarAnox_mtb2_1536	99
CarAnox_mtb2_1101	18
CarAnox_mtb2_707	212
CarAnox_mtb2_153	42
CarAnox_mtb2_786	1120
CarAnox_mtb2_206	159
CarAnox_mtb2_557	11
CarAnox_mtb2_349	105
CarAnox_mtb2_1053	16
CarAnox_mtb2_301	19
CarAnox_mtb2_809	8
CarAnox_mtb2_1556	140
CarAnox_mtb2_128	18
CarAnox_mtb2_1446	39
CarAnox_mtb2_1552	14
CarAnox_mtb2_1559	53
CarAnox_mtb2_1679	842948
CarAnox_mtb2_1425	47
CarAnox_mtb2_516	10
CarAnox_mtb2_941	38
CarAnox_mtb2_828	201
CarAnox_mtb2_739	139
CarAnox_mtb2_1274	29
CarAnox_mtb2_30	2
CarAnox_mtb2_750	36
CarAnox_mtb2_608	47
CarAnox_mtb2_572	12
CarAnox_mtb2_1146	1222
CarAnox_mtb2_1398	61
CarAnox_mtb2_596	30
CarAnox_mtb2_243	305
CarAnox_mtb2_1149	33
CarAnox_mtb2_361	24
CarAnox_mtb2_938	34
CarAnox_mtb2_908	361
CarAnox_mtb2_121	120
CarAnox_mtb2_713	2701
CarAnox_mtb2_1080	4
CarAnox_mtb2_781	608
CarAnox_mtb2_798	190
CarAnox_mtb2_1422	19
CarAnox_mtb2_996	50
CarAnox_mtb2_535	37
CarAnox_mtb2_1253	31
CarAnox_mtb2_715	93
CarAnox_mtb2_621	47
CarAnox_mtb2_1042	19
CarAnox_mtb2_614	20
CarAnox_mtb2_1447	4775
CarAnox_mtb2_116	12
CarAnox_mtb2_244	166
CarAnox_mtb2_704	138
CarAnox_mtb2_492	1624
CarAnox_mtb2_1352	97
CarAnox_mtb2_768	19
CarAnox_mtb2_853	28
CarAnox_mtb2_31	9
CarAnox_mtb2_464	73
CarAnox_mtb2_942	25
CarAnox_mtb2_1019	26
CarAnox_mtb2_1375	1293
CarAnox_mtb2_310	26
CarAnox_mtb2_1268	49
CarAnox_mtb2_636	57
CarAnox_mtb2_512	10
CarAnox_mtb2_595	335
CarAnox_mtb2_1284	8
CarAnox_mtb2_59	13697
CarAnox_mtb2_1105	1
CarAnox_mtb2_719	11
CarAnox_mtb2_1356	8
CarAnox_mtb2_1570	24
CarAnox_mtb2_1503	1
CarAnox_mtb2_1244	30
CarAnox_mtb2_1109	147
CarAnox_mtb2_216	66
CarAnox_mtb2_660	8
CarAnox_mtb2_820	145
CarAnox_mtb2_762	3
CarAnox_mtb2_1264	76
CarAnox_mtb2_997	715
CarAnox_mtb2_42	30
CarAnox_mtb2_1263	37
CarAnox_mtb2_292	106
CarAnox_mtb2_1649	9
CarAnox_mtb2_1604	5
CarAnox_mtb2_1464	4
CarAnox_mtb2_1392	14
CarAnox_mtb2_1225	24198
CarAnox_mtb2_479	11
CarAnox_mtb2_740	16
CarAnox_mtb2_1220	37068
CarAnox_mtb2_616	204
CarAnox_mtb2_1419	599
CarAnox_mtb2_423	190
CarAnox_mtb2_358	28
CarAnox_mtb2_343	17
CarAnox_mtb2_920	13
CarAnox_mtb2_463	14
CarAnox_mtb2_1423	18
CarAnox_mtb2_633	92
CarAnox_mtb2_868	18
CarAnox_mtb2_1650	25
CarAnox_mtb2_1415	8
CarAnox_mtb2_877	22
CarAnox_mtb2_147	14
CarAnox_mtb2_1518	217
CarAnox_mtb2_1270	486
CarAnox_mtb2_1438	23
CarAnox_mtb2_959	9
CarAnox_mtb2_1246	37
CarAnox_mtb2_971	63
CarAnox_mtb2_1057	10
CarAnox_mtb2_645	13219
CarAnox_mtb2_501	144534
CarAnox_mtb2_43	125
CarAnox_mtb2_1579	6
CarAnox_mtb2_99	23
CarAnox_mtb2_1538	2
CarAnox_mtb2_603	787203
CarAnox_mtb2_568	15
CarAnox_mtb2_1594	15
CarAnox_mtb2_154	10
CarAnox_mtb2_944	44
CarAnox_mtb2_785	6
CarAnox_mtb2_741	381644
CarAnox_mtb2_954	79
CarAnox_mtb2_1214	3
CarAnox_mtb2_218	470
CarAnox_mtb2_428	34
CarAnox_mtb2_382	6676
CarAnox_mtb2_187	735
CarAnox_mtb2_275	9
CarAnox_mtb2_1312	6
CarAnox_mtb2_1002	309
CarAnox_mtb2_281	2187
CarAnox_mtb2_1394	8
CarAnox_mtb2_1283	1388
CarAnox_mtb2_1221	6
CarAnox_mtb2_929	175
CarAnox_mtb2_773	449
CarAnox_mtb2_1620	29
CarAnox_mtb2_804	6
CarAnox_mtb2_1528	60
CarAnox_mtb2_47	80
CarAnox_mtb2_418	10261
CarAnox_mtb2_1510	30
CarAnox_mtb2_205	463
CarAnox_mtb2_919	26
CarAnox_mtb2_406	25
CarAnox_mtb2_1509	10
CarAnox_mtb2_824	37
CarAnox_mtb2_106	14
CarAnox_mtb2_1396	238
CarAnox_mtb2_1551	64
CarAnox_mtb2_1199	29
CarAnox_mtb2_451	47
CarAnox_mtb2_1564	6
CarAnox_mtb2_200	27
CarAnox_mtb2_110	118
CarAnox_mtb2_1578	12
CarAnox_mtb2_769	63
CarAnox_mtb2_541	18129
CarAnox_mtb2_946	231
CarAnox_mtb2_699	19
CarAnox_mtb2_499	1
CarAnox_mtb2_1023	14
CarAnox_mtb2_209	743
CarAnox_mtb2_654	43
CarAnox_mtb2_1261	42
CarAnox_mtb2_728	265
CarAnox_mtb2_1162	7
CarAnox_mtb2_1302	39
CarAnox_mtb2_259	28
CarAnox_mtb2_1353	11
CarAnox_mtb2_1424	78
CarAnox_mtb2_49	29
