Genome	D3a234B_R1_paired.fastq.gz Read Count
CarAnox_mtb2_1463	103
CarAnox_mtb2_554	45
CarAnox_mtb2_1365	104
CarAnox_mtb2_564	1716
CarAnox_mtb2_774	197954
CarAnox_mtb2_486	154
CarAnox_mtb2_811	58
CarAnox_mtb2_661	19
CarAnox_mtb2_1208	70332
CarAnox_mtb2_1369	405168
CarAnox_mtb2_2	942707
CarAnox_mtb2_1188	633
CarAnox_mtb2_790	3997
CarAnox_mtb2_1389	38
CarAnox_mtb2_186	174
CarAnox_mtb2_268	676
CarAnox_mtb2_68	311
CarAnox_mtb2_1039	259
CarAnox_mtb2_215	1454
CarAnox_mtb2_782	92847
CarAnox_mtb2_1285	1045
CarAnox_mtb2_1408	42
CarAnox_mtb2_122	194
CarAnox_mtb2_791	356
CarAnox_mtb2_1279	3739
CarAnox_mtb2_120	22
CarAnox_mtb2_375	462
CarAnox_mtb2_1071	20
CarAnox_mtb2_1499	76
CarAnox_mtb2_1178	5
CarAnox_mtb2_171	499
CarAnox_mtb2_620	3445
CarAnox_mtb2_48	138
CarAnox_mtb2_435	73
CarAnox_mtb2_1454	1281
CarAnox_mtb2_190	89
CarAnox_mtb2_890	39
CarAnox_mtb2_304	5
CarAnox_mtb2_1607	138
CarAnox_mtb2_16	1662091
CarAnox_mtb2_912	3700
CarAnox_mtb2_1016	65
CarAnox_mtb2_265	184
CarAnox_mtb2_857	220
CarAnox_mtb2_755	2007
CarAnox_mtb2_1167	118
CarAnox_mtb2_341	175
CarAnox_mtb2_1374	17
CarAnox_mtb2_867	1670
CarAnox_mtb2_18	7
CarAnox_mtb2_101	57
CarAnox_mtb2_583	69
CarAnox_mtb2_530	31
CarAnox_mtb2_1194	21867
CarAnox_mtb2_560	20
CarAnox_mtb2_737	5
CarAnox_mtb2_302	1335
CarAnox_mtb2_1630	3
CarAnox_mtb2_1535	410
CarAnox_mtb2_181	30423
CarAnox_mtb2_691	143
CarAnox_mtb2_669	15
CarAnox_mtb2_1441	4584
CarAnox_mtb2_721	189
CarAnox_mtb2_1655	37
CarAnox_mtb2_430	208
CarAnox_mtb2_567	44
CarAnox_mtb2_931	143
CarAnox_mtb2_1288	64
CarAnox_mtb2_1201	127
CarAnox_mtb2_1010	68563
CarAnox_mtb2_1618	101
CarAnox_mtb2_970	7
CarAnox_mtb2_1431	189
CarAnox_mtb2_671	27
CarAnox_mtb2_1601	11
CarAnox_mtb2_663	265
CarAnox_mtb2_1123	33
CarAnox_mtb2_972	8342
CarAnox_mtb2_352	8768
CarAnox_mtb2_722	594
CarAnox_mtb2_329	268
CarAnox_mtb2_1638	39
CarAnox_mtb2_599	287
CarAnox_mtb2_872	56
CarAnox_mtb2_1531	401
CarAnox_mtb2_779	10
CarAnox_mtb2_672	389544
CarAnox_mtb2_1249	169
CarAnox_mtb2_631	267
CarAnox_mtb2_756	524
CarAnox_mtb2_1366	221
CarAnox_mtb2_115	536
CarAnox_mtb2_193	32031
CarAnox_mtb2_846	496
CarAnox_mtb2_189	250
CarAnox_mtb2_1190	47908
CarAnox_mtb2_957	122251
CarAnox_mtb2_1506	247
CarAnox_mtb2_1606	430
CarAnox_mtb2_1350	131
CarAnox_mtb2_196	945
CarAnox_mtb2_610	2982
CarAnox_mtb2_1384	209
CarAnox_mtb2_1543	19
CarAnox_mtb2_1116	499
CarAnox_mtb2_879	239
CarAnox_mtb2_15	76
CarAnox_mtb2_1271	561
CarAnox_mtb2_1239	2832
CarAnox_mtb2_770	159
CarAnox_mtb2_1534	372
CarAnox_mtb2_586	197
CarAnox_mtb2_545	626628
CarAnox_mtb2_650	181
CarAnox_mtb2_112	474
CarAnox_mtb2_1363	1548
CarAnox_mtb2_419	1004
CarAnox_mtb2_629	77
CarAnox_mtb2_1512	708
CarAnox_mtb2_1092	2966
CarAnox_mtb2_347	33253
CarAnox_mtb2_914	203
CarAnox_mtb2_1089	722
CarAnox_mtb2_945	118248
CarAnox_mtb2_697	35
CarAnox_mtb2_658	38
CarAnox_mtb2_403	91
CarAnox_mtb2_3	127
CarAnox_mtb2_598	94
CarAnox_mtb2_495	436
CarAnox_mtb2_220	167
CarAnox_mtb2_224	239885
CarAnox_mtb2_1628	1056
CarAnox_mtb2_262	144
CarAnox_mtb2_117	82
CarAnox_mtb2_810	58533
CarAnox_mtb2_685	18648
CarAnox_mtb2_1056	100
CarAnox_mtb2_1647	35
CarAnox_mtb2_22	186653
CarAnox_mtb2_291	3830
CarAnox_mtb2_690	12575
CarAnox_mtb2_538	24
CarAnox_mtb2_623	31
CarAnox_mtb2_207	20
CarAnox_mtb2_771	7237
CarAnox_mtb2_539	340
CarAnox_mtb2_1421	149
CarAnox_mtb2_777	389
CarAnox_mtb2_27	1012
CarAnox_mtb2_316	5
CarAnox_mtb2_114	63
CarAnox_mtb2_1098	293
CarAnox_mtb2_1316	916807
CarAnox_mtb2_1367	1390
CarAnox_mtb2_662	11
CarAnox_mtb2_547	116
CarAnox_mtb2_24	2377
CarAnox_mtb2_611	211
CarAnox_mtb2_1524	1436
CarAnox_mtb2_63	47
CarAnox_mtb2_1627	429
CarAnox_mtb2_1437	1471
CarAnox_mtb2_657	91
CarAnox_mtb2_1075	64
CarAnox_mtb2_573	403
CarAnox_mtb2_613	35
CarAnox_mtb2_651	205
CarAnox_mtb2_183	3
CarAnox_mtb2_772	559
CarAnox_mtb2_314	886
CarAnox_mtb2_1242	580
CarAnox_mtb2_386	305
CarAnox_mtb2_503	83
CarAnox_mtb2_1219	283
CarAnox_mtb2_1576	315
CarAnox_mtb2_1299	7024
CarAnox_mtb2_242	828
CarAnox_mtb2_754	85
CarAnox_mtb2_236	79
CarAnox_mtb2_470	5
CarAnox_mtb2_1286	2396
CarAnox_mtb2_753	33100
CarAnox_mtb2_604	1388
CarAnox_mtb2_51	65
CarAnox_mtb2_335	73813
CarAnox_mtb2_548	142
CarAnox_mtb2_652	1266
CarAnox_mtb2_757	1002
CarAnox_mtb2_712	1233
CarAnox_mtb2_1130	8
CarAnox_mtb2_1359	400
CarAnox_mtb2_916	1069
CarAnox_mtb2_1050	169
CarAnox_mtb2_1155	84
CarAnox_mtb2_317	194
CarAnox_mtb2_544	875117
CarAnox_mtb2_1527	583
CarAnox_mtb2_1400	86
CarAnox_mtb2_1179	77
CarAnox_mtb2_1083	37
CarAnox_mtb2_78	442
CarAnox_mtb2_20	1164
CarAnox_mtb2_379	330
CarAnox_mtb2_955	108
CarAnox_mtb2_490	39
CarAnox_mtb2_841	1126
CarAnox_mtb2_1250	195
CarAnox_mtb2_893	33
CarAnox_mtb2_601	352
CarAnox_mtb2_552	285
CarAnox_mtb2_832	770
CarAnox_mtb2_880	835
CarAnox_mtb2_1521	83
CarAnox_mtb2_94	2774
CarAnox_mtb2_226	87
CarAnox_mtb2_1117	290331
CarAnox_mtb2_1388	18
CarAnox_mtb2_561	160
CarAnox_mtb2_453	151
CarAnox_mtb2_1478	36
CarAnox_mtb2_21	5460
CarAnox_mtb2_803	316508
CarAnox_mtb2_775	111
CarAnox_mtb2_606	125
CarAnox_mtb2_1681	268269
CarAnox_mtb2_748	50
CarAnox_mtb2_38	278
CarAnox_mtb2_180	62
CarAnox_mtb2_925	333
CarAnox_mtb2_420	3
CarAnox_mtb2_1549	484
CarAnox_mtb2_1684	817
CarAnox_mtb2_591	1916
CarAnox_mtb2_1079	808
CarAnox_mtb2_983	4998
CarAnox_mtb2_1171	75
CarAnox_mtb2_62	119
CarAnox_mtb2_885	15435
CarAnox_mtb2_563	224
CarAnox_mtb2_1508	124
CarAnox_mtb2_1007	83
CarAnox_mtb2_1413	265
CarAnox_mtb2_923	795
CarAnox_mtb2_1033	396
CarAnox_mtb2_628	266
CarAnox_mtb2_214	46
CarAnox_mtb2_1432	141
CarAnox_mtb2_32	1185
CarAnox_mtb2_742	27
CarAnox_mtb2_864	7560
CarAnox_mtb2_1554	21
CarAnox_mtb2_1372	6
CarAnox_mtb2_330	18
CarAnox_mtb2_1371	378
CarAnox_mtb2_1605	10894
CarAnox_mtb2_718	52
CarAnox_mtb2_751	208
CarAnox_mtb2_1593	631
CarAnox_mtb2_13	9781
CarAnox_mtb2_1414	323
CarAnox_mtb2_979	252
CarAnox_mtb2_688	92
CarAnox_mtb2_86	21
CarAnox_mtb2_198	145
CarAnox_mtb2_522	606
CarAnox_mtb2_504	62
CarAnox_mtb2_732	155
CarAnox_mtb2_975	3581
CarAnox_mtb2_692	4408
CarAnox_mtb2_895	1229
CarAnox_mtb2_1322	1166
CarAnox_mtb2_1003	451
CarAnox_mtb2_1433	191
CarAnox_mtb2_854	25
CarAnox_mtb2_1067	91
CarAnox_mtb2_1254	146
CarAnox_mtb2_109	423868
CarAnox_mtb2_1131	248
CarAnox_mtb2_956	3
CarAnox_mtb2_1507	1069
CarAnox_mtb2_862	114
CarAnox_mtb2_907	226
CarAnox_mtb2_1569	3426
CarAnox_mtb2_1015	3
CarAnox_mtb2_1428	79
CarAnox_mtb2_1226	46
CarAnox_mtb2_481	34
CarAnox_mtb2_151	533
CarAnox_mtb2_334	723
CarAnox_mtb2_1465	36
CarAnox_mtb2_937	157
CarAnox_mtb2_76	42
CarAnox_mtb2_524	110
CarAnox_mtb2_1334	2538
CarAnox_mtb2_1183	406
CarAnox_mtb2_459	215
CarAnox_mtb2_743	9567
CarAnox_mtb2_1429	240
CarAnox_mtb2_14	86
CarAnox_mtb2_1320	1980
CarAnox_mtb2_336	2681
CarAnox_mtb2_1562	156
CarAnox_mtb2_213	90189
CarAnox_mtb2_83	88
CarAnox_mtb2_164	276
CarAnox_mtb2_313	295
CarAnox_mtb2_400	85
CarAnox_mtb2_421	64
CarAnox_mtb2_1600	2210
CarAnox_mtb2_888	103
CarAnox_mtb2_1536	504
CarAnox_mtb2_1101	9
CarAnox_mtb2_707	7848
CarAnox_mtb2_153	90
CarAnox_mtb2_786	21657
CarAnox_mtb2_206	1445
CarAnox_mtb2_557	4
CarAnox_mtb2_349	282
CarAnox_mtb2_1053	272
CarAnox_mtb2_301	111
CarAnox_mtb2_809	215
CarAnox_mtb2_1556	221
CarAnox_mtb2_128	18
CarAnox_mtb2_1446	23
CarAnox_mtb2_1552	799
CarAnox_mtb2_1559	195
CarAnox_mtb2_1679	516901
CarAnox_mtb2_1425	85
CarAnox_mtb2_516	4
CarAnox_mtb2_941	596
CarAnox_mtb2_828	300
CarAnox_mtb2_739	112
CarAnox_mtb2_1274	158
CarAnox_mtb2_30	339
CarAnox_mtb2_750	1238
CarAnox_mtb2_608	176
CarAnox_mtb2_572	774
CarAnox_mtb2_1146	11628
CarAnox_mtb2_1398	610
CarAnox_mtb2_596	41
CarAnox_mtb2_243	297
CarAnox_mtb2_1149	189
CarAnox_mtb2_361	11
CarAnox_mtb2_938	30
CarAnox_mtb2_908	842
CarAnox_mtb2_121	207
CarAnox_mtb2_713	12319
CarAnox_mtb2_1080	53
CarAnox_mtb2_781	46762
CarAnox_mtb2_798	6337
CarAnox_mtb2_1422	62
CarAnox_mtb2_996	2804
CarAnox_mtb2_535	91
CarAnox_mtb2_1253	59
CarAnox_mtb2_715	147
CarAnox_mtb2_621	388
CarAnox_mtb2_1042	105
CarAnox_mtb2_614	1613
CarAnox_mtb2_1447	100499
CarAnox_mtb2_116	464
CarAnox_mtb2_244	117
CarAnox_mtb2_704	110
CarAnox_mtb2_492	72351
CarAnox_mtb2_1352	49
CarAnox_mtb2_768	45
CarAnox_mtb2_853	84
CarAnox_mtb2_31	163
CarAnox_mtb2_464	291
CarAnox_mtb2_942	45
CarAnox_mtb2_1019	53
CarAnox_mtb2_1375	2604
CarAnox_mtb2_310	469
CarAnox_mtb2_1268	129
CarAnox_mtb2_636	254
CarAnox_mtb2_512	2
CarAnox_mtb2_595	5954
CarAnox_mtb2_1284	15
CarAnox_mtb2_59	417727
CarAnox_mtb2_1105	540
CarAnox_mtb2_719	87
CarAnox_mtb2_1356	20
CarAnox_mtb2_1570	104
CarAnox_mtb2_1503	22
CarAnox_mtb2_1244	11142
CarAnox_mtb2_1109	209
CarAnox_mtb2_216	21525
CarAnox_mtb2_660	16
CarAnox_mtb2_820	152
CarAnox_mtb2_762	10
CarAnox_mtb2_1264	279
CarAnox_mtb2_997	1447
CarAnox_mtb2_42	209
CarAnox_mtb2_1263	217
CarAnox_mtb2_292	635
CarAnox_mtb2_1649	10
CarAnox_mtb2_1604	22
CarAnox_mtb2_1464	773
CarAnox_mtb2_1392	18
CarAnox_mtb2_1225	227464
CarAnox_mtb2_479	73
CarAnox_mtb2_740	1117
CarAnox_mtb2_1220	347254
CarAnox_mtb2_616	1930
CarAnox_mtb2_1419	2341
CarAnox_mtb2_423	191
CarAnox_mtb2_358	447
CarAnox_mtb2_343	28
CarAnox_mtb2_920	25
CarAnox_mtb2_463	187
CarAnox_mtb2_1423	574
CarAnox_mtb2_633	171
CarAnox_mtb2_868	167
CarAnox_mtb2_1650	774
CarAnox_mtb2_1415	570
CarAnox_mtb2_877	71
CarAnox_mtb2_147	372
CarAnox_mtb2_1518	325
CarAnox_mtb2_1270	807
CarAnox_mtb2_1438	23160
CarAnox_mtb2_959	1878
CarAnox_mtb2_1246	1017
CarAnox_mtb2_971	171
CarAnox_mtb2_1057	2110
CarAnox_mtb2_645	2291
CarAnox_mtb2_501	25576
CarAnox_mtb2_43	120
CarAnox_mtb2_1579	43
CarAnox_mtb2_99	2301
CarAnox_mtb2_1538	14
CarAnox_mtb2_603	295878
CarAnox_mtb2_568	12
CarAnox_mtb2_1594	8
CarAnox_mtb2_154	70
CarAnox_mtb2_944	593
CarAnox_mtb2_785	185
CarAnox_mtb2_741	911836
CarAnox_mtb2_954	358
CarAnox_mtb2_1214	60
CarAnox_mtb2_218	3531
CarAnox_mtb2_428	1063
CarAnox_mtb2_382	26932
CarAnox_mtb2_187	520
CarAnox_mtb2_275	40
CarAnox_mtb2_1312	569
CarAnox_mtb2_1002	3016
CarAnox_mtb2_281	56181
CarAnox_mtb2_1394	5
CarAnox_mtb2_1283	17161
CarAnox_mtb2_1221	32
CarAnox_mtb2_929	314
CarAnox_mtb2_773	94289
CarAnox_mtb2_1620	18
CarAnox_mtb2_804	18
CarAnox_mtb2_1528	134
CarAnox_mtb2_47	65
CarAnox_mtb2_418	201279
CarAnox_mtb2_1510	34
CarAnox_mtb2_205	23995
CarAnox_mtb2_919	515
CarAnox_mtb2_406	74
CarAnox_mtb2_1509	360
CarAnox_mtb2_824	22
CarAnox_mtb2_106	131
CarAnox_mtb2_1396	299
CarAnox_mtb2_1551	818
CarAnox_mtb2_1199	267
CarAnox_mtb2_451	35
CarAnox_mtb2_1564	130
CarAnox_mtb2_200	267
CarAnox_mtb2_110	305
CarAnox_mtb2_1578	27
CarAnox_mtb2_769	43
CarAnox_mtb2_541	144517
CarAnox_mtb2_946	208
CarAnox_mtb2_699	151
CarAnox_mtb2_499	1
CarAnox_mtb2_1023	379
CarAnox_mtb2_209	101506
CarAnox_mtb2_654	263
CarAnox_mtb2_1261	62
CarAnox_mtb2_728	1636
CarAnox_mtb2_1162	12
CarAnox_mtb2_1302	155
CarAnox_mtb2_259	62
CarAnox_mtb2_1353	1739
CarAnox_mtb2_1424	46
CarAnox_mtb2_49	402
