Genome	D2b267A_R1_paired.fastq.gz Read Count
CarAnox_mtb2_895	4651
CarAnox_mtb2_1322	6326
CarAnox_mtb2_1003	930342
CarAnox_mtb2_1433	17995
CarAnox_mtb2_854	164
CarAnox_mtb2_1067	73
CarAnox_mtb2_1254	173321
CarAnox_mtb2_109	55368
CarAnox_mtb2_1131	2815
CarAnox_mtb2_956	736
CarAnox_mtb2_1507	72560
CarAnox_mtb2_862	36773
CarAnox_mtb2_907	5737
CarAnox_mtb2_1569	46620
CarAnox_mtb2_1015	1522
CarAnox_mtb2_1428	1566509
CarAnox_mtb2_1226	297285
CarAnox_mtb2_481	4810
CarAnox_mtb2_151	237613
CarAnox_mtb2_334	21451
CarAnox_mtb2_1465	125168
CarAnox_mtb2_937	2458
CarAnox_mtb2_76	109875
CarAnox_mtb2_524	53617
CarAnox_mtb2_1334	4887
CarAnox_mtb2_1183	358168
CarAnox_mtb2_459	1746
CarAnox_mtb2_743	190650
CarAnox_mtb2_1429	396111
CarAnox_mtb2_14	139910
CarAnox_mtb2_1320	223077
CarAnox_mtb2_336	88698
CarAnox_mtb2_1562	13273
CarAnox_mtb2_213	363112
CarAnox_mtb2_83	22450
CarAnox_mtb2_164	28194
CarAnox_mtb2_313	353067
CarAnox_mtb2_400	226752
CarAnox_mtb2_421	161
CarAnox_mtb2_1600	88986
CarAnox_mtb2_888	205283
CarAnox_mtb2_1536	1623
CarAnox_mtb2_1101	150
CarAnox_mtb2_707	50385
CarAnox_mtb2_153	4072
CarAnox_mtb2_786	65752
CarAnox_mtb2_206	272731
CarAnox_mtb2_557	59
CarAnox_mtb2_349	624916
CarAnox_mtb2_1053	954554
CarAnox_mtb2_301	2910
CarAnox_mtb2_809	74759
CarAnox_mtb2_1556	203606
CarAnox_mtb2_128	299860
CarAnox_mtb2_1446	617
CarAnox_mtb2_1552	15101
CarAnox_mtb2_1559	98779
CarAnox_mtb2_1679	5033
CarAnox_mtb2_1425	2329
CarAnox_mtb2_516	180
CarAnox_mtb2_941	38767
CarAnox_mtb2_828	105616
CarAnox_mtb2_739	54128
CarAnox_mtb2_1274	1886
CarAnox_mtb2_30	363
CarAnox_mtb2_750	17864
CarAnox_mtb2_608	13454
CarAnox_mtb2_572	2212
CarAnox_mtb2_1146	5458
CarAnox_mtb2_1398	30798
CarAnox_mtb2_596	27069
CarAnox_mtb2_243	1251569
CarAnox_mtb2_1149	187257
CarAnox_mtb2_361	304
CarAnox_mtb2_938	9840
CarAnox_mtb2_908	1084999
CarAnox_mtb2_121	80972
CarAnox_mtb2_713	70
CarAnox_mtb2_1080	156
CarAnox_mtb2_781	14478
CarAnox_mtb2_798	29979
CarAnox_mtb2_1422	2005
CarAnox_mtb2_996	5445153
CarAnox_mtb2_535	3566
CarAnox_mtb2_1253	898
CarAnox_mtb2_715	2620
CarAnox_mtb2_621	79927
CarAnox_mtb2_1042	65601
CarAnox_mtb2_614	46811
CarAnox_mtb2_1447	64031
CarAnox_mtb2_116	49519
CarAnox_mtb2_244	897
CarAnox_mtb2_704	63441
CarAnox_mtb2_492	724217
CarAnox_mtb2_1352	478
CarAnox_mtb2_768	194
CarAnox_mtb2_853	83630
CarAnox_mtb2_31	2501
CarAnox_mtb2_464	81245
CarAnox_mtb2_942	3022
CarAnox_mtb2_1019	2443
CarAnox_mtb2_1375	114
CarAnox_mtb2_310	56620
CarAnox_mtb2_1268	14857
CarAnox_mtb2_636	7180
CarAnox_mtb2_512	61
CarAnox_mtb2_595	9776
CarAnox_mtb2_1284	825
CarAnox_mtb2_59	296490
CarAnox_mtb2_1105	1720
CarAnox_mtb2_719	2047
CarAnox_mtb2_1356	39416
CarAnox_mtb2_1570	2478
CarAnox_mtb2_1503	157
CarAnox_mtb2_1244	4566
CarAnox_mtb2_1109	42941
CarAnox_mtb2_216	131036
CarAnox_mtb2_660	151
CarAnox_mtb2_820	261814
CarAnox_mtb2_762	22
CarAnox_mtb2_1264	11984
CarAnox_mtb2_997	2039
CarAnox_mtb2_42	76050
CarAnox_mtb2_1263	1422
CarAnox_mtb2_292	535569
CarAnox_mtb2_1649	65
CarAnox_mtb2_1604	274
CarAnox_mtb2_1464	39959
CarAnox_mtb2_1392	1108
CarAnox_mtb2_1225	484
CarAnox_mtb2_479	782
CarAnox_mtb2_740	13003
CarAnox_mtb2_1220	77850
CarAnox_mtb2_616	6079
CarAnox_mtb2_1419	21238
CarAnox_mtb2_423	774
CarAnox_mtb2_358	11621
CarAnox_mtb2_343	6835
CarAnox_mtb2_920	922
CarAnox_mtb2_463	5523
CarAnox_mtb2_1423	13664
CarAnox_mtb2_633	130585
CarAnox_mtb2_868	10810
CarAnox_mtb2_1650	3225
CarAnox_mtb2_1415	495
CarAnox_mtb2_877	389362
CarAnox_mtb2_147	1859
CarAnox_mtb2_1518	158042
CarAnox_mtb2_1270	1192604
CarAnox_mtb2_1438	16420
CarAnox_mtb2_959	1074
CarAnox_mtb2_1246	25025
CarAnox_mtb2_971	605
CarAnox_mtb2_1057	7814
CarAnox_mtb2_645	8618
CarAnox_mtb2_501	8764
CarAnox_mtb2_43	48556
CarAnox_mtb2_1579	24551
CarAnox_mtb2_99	43926
CarAnox_mtb2_1538	219
CarAnox_mtb2_603	19154
CarAnox_mtb2_568	1020
CarAnox_mtb2_1594	488
CarAnox_mtb2_154	86713
CarAnox_mtb2_944	14192
CarAnox_mtb2_785	2184
CarAnox_mtb2_741	1672705
CarAnox_mtb2_954	691136
CarAnox_mtb2_1214	2631
CarAnox_mtb2_218	151301
CarAnox_mtb2_428	17002
CarAnox_mtb2_382	32974
CarAnox_mtb2_187	71128
CarAnox_mtb2_275	174
CarAnox_mtb2_1312	7330
CarAnox_mtb2_1002	858895
CarAnox_mtb2_281	280
CarAnox_mtb2_1394	623
CarAnox_mtb2_1283	271225
CarAnox_mtb2_1221	140
CarAnox_mtb2_929	1044295
CarAnox_mtb2_773	47817
CarAnox_mtb2_1620	3482
CarAnox_mtb2_804	5653
CarAnox_mtb2_1528	98879
CarAnox_mtb2_47	51009
CarAnox_mtb2_418	1026
CarAnox_mtb2_1510	12036
CarAnox_mtb2_205	40889
CarAnox_mtb2_919	2552
CarAnox_mtb2_406	8930
CarAnox_mtb2_1509	5136
CarAnox_mtb2_824	18608
CarAnox_mtb2_106	806
CarAnox_mtb2_1396	53469
CarAnox_mtb2_1551	228845
CarAnox_mtb2_1199	1303899
CarAnox_mtb2_451	1130
CarAnox_mtb2_1564	103
CarAnox_mtb2_200	33498
CarAnox_mtb2_110	122246
CarAnox_mtb2_1578	13421
CarAnox_mtb2_769	170
CarAnox_mtb2_541	4713
CarAnox_mtb2_946	160734
CarAnox_mtb2_699	156
CarAnox_mtb2_499	105
CarAnox_mtb2_1023	24331
CarAnox_mtb2_209	78455
CarAnox_mtb2_654	56875
CarAnox_mtb2_1261	291376
CarAnox_mtb2_728	1783554
CarAnox_mtb2_1162	4370
CarAnox_mtb2_1302	168822
CarAnox_mtb2_259	2423
CarAnox_mtb2_1353	108737
CarAnox_mtb2_1424	82864
CarAnox_mtb2_49	7564
