Genome	D2b200A_R1_paired.fastq.gz Read Count
CarAnox_mtb2_1441	1240
CarAnox_mtb2_721	4348
CarAnox_mtb2_1655	107
CarAnox_mtb2_430	24
CarAnox_mtb2_567	13
CarAnox_mtb2_931	2639
CarAnox_mtb2_1288	802
CarAnox_mtb2_1201	24
CarAnox_mtb2_1010	6485
CarAnox_mtb2_1618	1692
CarAnox_mtb2_970	7
CarAnox_mtb2_1431	319
CarAnox_mtb2_671	6814
CarAnox_mtb2_1601	43
CarAnox_mtb2_663	1940
CarAnox_mtb2_1123	30
CarAnox_mtb2_972	1097
CarAnox_mtb2_352	1226
CarAnox_mtb2_722	265
CarAnox_mtb2_329	47
CarAnox_mtb2_1638	14
CarAnox_mtb2_599	525
CarAnox_mtb2_872	18
CarAnox_mtb2_1531	1705
CarAnox_mtb2_779	0
CarAnox_mtb2_672	171791
CarAnox_mtb2_1249	2944
CarAnox_mtb2_631	33
CarAnox_mtb2_756	2591
CarAnox_mtb2_1366	2296
CarAnox_mtb2_115	1599
CarAnox_mtb2_193	1002
CarAnox_mtb2_846	112
CarAnox_mtb2_189	214
CarAnox_mtb2_1190	13886
CarAnox_mtb2_957	13030
CarAnox_mtb2_1506	335
CarAnox_mtb2_1606	408
CarAnox_mtb2_1350	101
CarAnox_mtb2_196	66
CarAnox_mtb2_610	44
CarAnox_mtb2_1384	242
CarAnox_mtb2_1543	386
CarAnox_mtb2_1116	7143
CarAnox_mtb2_879	1572
CarAnox_mtb2_15	20
CarAnox_mtb2_1271	87
CarAnox_mtb2_1239	234960
CarAnox_mtb2_770	1053
CarAnox_mtb2_1534	1068
CarAnox_mtb2_586	25
CarAnox_mtb2_545	97772
CarAnox_mtb2_650	348
CarAnox_mtb2_112	113
CarAnox_mtb2_1363	934
CarAnox_mtb2_419	97
CarAnox_mtb2_629	425
CarAnox_mtb2_1512	352
CarAnox_mtb2_1092	4384
CarAnox_mtb2_347	1393
CarAnox_mtb2_914	20
CarAnox_mtb2_1089	95
CarAnox_mtb2_945	13347
CarAnox_mtb2_697	180
CarAnox_mtb2_658	83
CarAnox_mtb2_403	418
CarAnox_mtb2_3	181
CarAnox_mtb2_598	520
CarAnox_mtb2_495	17
CarAnox_mtb2_220	82
CarAnox_mtb2_224	3824
CarAnox_mtb2_1628	5371
CarAnox_mtb2_262	857
CarAnox_mtb2_117	88
CarAnox_mtb2_810	557
CarAnox_mtb2_685	81
CarAnox_mtb2_1056	1621
CarAnox_mtb2_1647	367
CarAnox_mtb2_22	53213
CarAnox_mtb2_291	872
CarAnox_mtb2_690	1156
CarAnox_mtb2_538	188
CarAnox_mtb2_623	32
CarAnox_mtb2_207	268
CarAnox_mtb2_771	10278
CarAnox_mtb2_539	1762
CarAnox_mtb2_1421	11
CarAnox_mtb2_777	31
CarAnox_mtb2_27	1018
CarAnox_mtb2_316	12
CarAnox_mtb2_114	185
CarAnox_mtb2_1098	186
CarAnox_mtb2_1316	563645
CarAnox_mtb2_1367	34
CarAnox_mtb2_662	390
CarAnox_mtb2_547	359
CarAnox_mtb2_24	1589
CarAnox_mtb2_611	88
CarAnox_mtb2_1524	1367
CarAnox_mtb2_63	33
CarAnox_mtb2_1627	201
CarAnox_mtb2_1437	47
CarAnox_mtb2_657	628
CarAnox_mtb2_1075	470
CarAnox_mtb2_573	49
CarAnox_mtb2_613	463
CarAnox_mtb2_651	551
CarAnox_mtb2_183	12
CarAnox_mtb2_772	1473
CarAnox_mtb2_314	239
CarAnox_mtb2_1242	1360
CarAnox_mtb2_386	160
CarAnox_mtb2_503	849
CarAnox_mtb2_1219	874
CarAnox_mtb2_1576	100012
CarAnox_mtb2_1299	412
CarAnox_mtb2_242	1418
CarAnox_mtb2_754	92
CarAnox_mtb2_236	610
CarAnox_mtb2_470	14
CarAnox_mtb2_1286	1662
CarAnox_mtb2_753	1102
CarAnox_mtb2_604	10829
CarAnox_mtb2_51	54
CarAnox_mtb2_335	3103
CarAnox_mtb2_548	153
CarAnox_mtb2_652	1174
CarAnox_mtb2_757	39
CarAnox_mtb2_712	73
CarAnox_mtb2_1130	3
CarAnox_mtb2_1359	207
CarAnox_mtb2_916	10173
CarAnox_mtb2_1050	108
CarAnox_mtb2_1155	158
CarAnox_mtb2_317	43
CarAnox_mtb2_544	24371
CarAnox_mtb2_1527	27
CarAnox_mtb2_1400	12
CarAnox_mtb2_1179	1032
CarAnox_mtb2_1083	22
CarAnox_mtb2_78	244
CarAnox_mtb2_20	444
CarAnox_mtb2_379	12489
CarAnox_mtb2_955	56
CarAnox_mtb2_490	16
CarAnox_mtb2_841	2591
CarAnox_mtb2_1250	1802
CarAnox_mtb2_893	765
CarAnox_mtb2_601	11
CarAnox_mtb2_552	49
CarAnox_mtb2_832	423
CarAnox_mtb2_880	49
CarAnox_mtb2_1521	386
CarAnox_mtb2_94	149
CarAnox_mtb2_226	84
CarAnox_mtb2_1117	4359
CarAnox_mtb2_1388	105
CarAnox_mtb2_561	12
CarAnox_mtb2_453	1019
CarAnox_mtb2_1478	5
CarAnox_mtb2_21	1636
CarAnox_mtb2_803	45292
CarAnox_mtb2_775	41
CarAnox_mtb2_606	63
CarAnox_mtb2_1681	129384
CarAnox_mtb2_748	6
CarAnox_mtb2_38	22
CarAnox_mtb2_180	994
CarAnox_mtb2_925	2275
CarAnox_mtb2_420	53
CarAnox_mtb2_1549	21634
CarAnox_mtb2_1684	81
CarAnox_mtb2_591	62
CarAnox_mtb2_1079	145
CarAnox_mtb2_983	114515
CarAnox_mtb2_1171	242
CarAnox_mtb2_62	71
CarAnox_mtb2_885	313
CarAnox_mtb2_563	2001
CarAnox_mtb2_1508	189
CarAnox_mtb2_1007	245
CarAnox_mtb2_1413	13
CarAnox_mtb2_923	38
CarAnox_mtb2_1033	190154
CarAnox_mtb2_628	387
CarAnox_mtb2_214	41
CarAnox_mtb2_1432	1457
CarAnox_mtb2_32	22
CarAnox_mtb2_742	13
CarAnox_mtb2_864	596
CarAnox_mtb2_1554	215
CarAnox_mtb2_1372	382
CarAnox_mtb2_330	7
CarAnox_mtb2_1371	41
CarAnox_mtb2_1605	42908
CarAnox_mtb2_718	0
CarAnox_mtb2_751	3517
CarAnox_mtb2_1593	730
CarAnox_mtb2_13	935
CarAnox_mtb2_1414	439
CarAnox_mtb2_979	213
CarAnox_mtb2_688	3956
CarAnox_mtb2_86	27
CarAnox_mtb2_198	6363
CarAnox_mtb2_522	112
CarAnox_mtb2_504	24
CarAnox_mtb2_732	7430
CarAnox_mtb2_975	242
CarAnox_mtb2_692	68
CarAnox_mtb2_895	110
CarAnox_mtb2_1322	147
CarAnox_mtb2_1003	6279
CarAnox_mtb2_1433	77
CarAnox_mtb2_854	3
CarAnox_mtb2_1067	26
CarAnox_mtb2_1254	677
CarAnox_mtb2_109	30755
CarAnox_mtb2_1131	25
CarAnox_mtb2_956	2
CarAnox_mtb2_1507	1537942
CarAnox_mtb2_862	5009
CarAnox_mtb2_907	30
CarAnox_mtb2_1569	322
CarAnox_mtb2_1015	11
CarAnox_mtb2_1428	196
CarAnox_mtb2_1226	531
CarAnox_mtb2_481	643
CarAnox_mtb2_151	583
CarAnox_mtb2_334	109
CarAnox_mtb2_1465	112
CarAnox_mtb2_937	405
CarAnox_mtb2_76	203
CarAnox_mtb2_524	4191
CarAnox_mtb2_1334	698
CarAnox_mtb2_1183	2445
CarAnox_mtb2_459	27
CarAnox_mtb2_743	170098
CarAnox_mtb2_1429	83736
CarAnox_mtb2_14	122
CarAnox_mtb2_1320	6034
CarAnox_mtb2_336	153
CarAnox_mtb2_1562	336
CarAnox_mtb2_213	12575
CarAnox_mtb2_83	687
CarAnox_mtb2_164	440
CarAnox_mtb2_313	542
CarAnox_mtb2_400	352
CarAnox_mtb2_421	45
CarAnox_mtb2_1600	172
CarAnox_mtb2_888	17684
CarAnox_mtb2_1536	6618
CarAnox_mtb2_1101	4
CarAnox_mtb2_707	1015
CarAnox_mtb2_153	487
CarAnox_mtb2_786	28699
CarAnox_mtb2_206	2148
CarAnox_mtb2_557	7
CarAnox_mtb2_349	706
CarAnox_mtb2_1053	1260
CarAnox_mtb2_301	27
CarAnox_mtb2_809	99
CarAnox_mtb2_1556	4647
CarAnox_mtb2_128	115
CarAnox_mtb2_1446	19
CarAnox_mtb2_1552	61
CarAnox_mtb2_1559	257
CarAnox_mtb2_1679	79167
CarAnox_mtb2_1425	45
CarAnox_mtb2_516	5
CarAnox_mtb2_941	657
CarAnox_mtb2_828	888
CarAnox_mtb2_739	421
CarAnox_mtb2_1274	35
CarAnox_mtb2_30	13
CarAnox_mtb2_750	39
CarAnox_mtb2_608	89
CarAnox_mtb2_572	368
CarAnox_mtb2_1146	205
CarAnox_mtb2_1398	92
CarAnox_mtb2_596	786
CarAnox_mtb2_243	4973
CarAnox_mtb2_1149	704
CarAnox_mtb2_361	50
CarAnox_mtb2_938	4053
CarAnox_mtb2_908	439
CarAnox_mtb2_121	224
CarAnox_mtb2_713	76
CarAnox_mtb2_1080	13
CarAnox_mtb2_781	2860
CarAnox_mtb2_798	2491
CarAnox_mtb2_1422	55
CarAnox_mtb2_996	3983
CarAnox_mtb2_535	76
CarAnox_mtb2_1253	331
CarAnox_mtb2_715	289
CarAnox_mtb2_621	953
CarAnox_mtb2_1042	2613
CarAnox_mtb2_614	71
CarAnox_mtb2_1447	8851
CarAnox_mtb2_116	208
CarAnox_mtb2_244	1622
CarAnox_mtb2_704	1421
CarAnox_mtb2_492	3670
CarAnox_mtb2_1352	104
CarAnox_mtb2_768	5
CarAnox_mtb2_853	150
CarAnox_mtb2_31	30
CarAnox_mtb2_464	535
CarAnox_mtb2_942	112
CarAnox_mtb2_1019	555
CarAnox_mtb2_1375	1555
CarAnox_mtb2_310	65
CarAnox_mtb2_1268	541
CarAnox_mtb2_636	59
CarAnox_mtb2_512	8
CarAnox_mtb2_595	355
CarAnox_mtb2_1284	44
CarAnox_mtb2_59	103570
CarAnox_mtb2_1105	10
CarAnox_mtb2_719	48
CarAnox_mtb2_1356	324
CarAnox_mtb2_1570	237
CarAnox_mtb2_1503	1
CarAnox_mtb2_1244	184
CarAnox_mtb2_1109	205
CarAnox_mtb2_216	2176
CarAnox_mtb2_660	8
CarAnox_mtb2_820	3254
CarAnox_mtb2_762	17
CarAnox_mtb2_1264	59
CarAnox_mtb2_997	279
CarAnox_mtb2_42	1133
CarAnox_mtb2_1263	41
CarAnox_mtb2_292	1224
CarAnox_mtb2_1649	31
CarAnox_mtb2_1604	79
CarAnox_mtb2_1464	52
CarAnox_mtb2_1392	557
CarAnox_mtb2_1225	38921
CarAnox_mtb2_479	17
CarAnox_mtb2_740	24
CarAnox_mtb2_1220	12291
CarAnox_mtb2_616	154
CarAnox_mtb2_1419	476
CarAnox_mtb2_423	109
CarAnox_mtb2_358	58
CarAnox_mtb2_343	229
CarAnox_mtb2_920	432
CarAnox_mtb2_463	12
CarAnox_mtb2_1423	66
CarAnox_mtb2_633	2335
CarAnox_mtb2_868	27
CarAnox_mtb2_1650	127
CarAnox_mtb2_1415	83
CarAnox_mtb2_877	774
CarAnox_mtb2_147	554
CarAnox_mtb2_1518	1646
CarAnox_mtb2_1270	2423
CarAnox_mtb2_1438	173
CarAnox_mtb2_959	49
CarAnox_mtb2_1246	7502
CarAnox_mtb2_971	240
CarAnox_mtb2_1057	356
CarAnox_mtb2_645	6443
CarAnox_mtb2_501	2493
CarAnox_mtb2_43	7899
CarAnox_mtb2_1579	60
CarAnox_mtb2_99	64
CarAnox_mtb2_1538	73
CarAnox_mtb2_603	67637
CarAnox_mtb2_568	98
CarAnox_mtb2_1594	49
CarAnox_mtb2_154	802
CarAnox_mtb2_944	624
CarAnox_mtb2_785	58
CarAnox_mtb2_741	631302
CarAnox_mtb2_954	2973
CarAnox_mtb2_1214	5
CarAnox_mtb2_218	461494
CarAnox_mtb2_428	66
CarAnox_mtb2_382	3836
CarAnox_mtb2_187	837
CarAnox_mtb2_275	3
CarAnox_mtb2_1312	23
CarAnox_mtb2_1002	203579
CarAnox_mtb2_281	1548
CarAnox_mtb2_1394	36
CarAnox_mtb2_1283	3463
CarAnox_mtb2_1221	20
CarAnox_mtb2_929	3418
CarAnox_mtb2_773	2557
CarAnox_mtb2_1620	110
CarAnox_mtb2_804	34
CarAnox_mtb2_1528	1022
CarAnox_mtb2_47	613
CarAnox_mtb2_418	74814
CarAnox_mtb2_1510	48
CarAnox_mtb2_205	1474
CarAnox_mtb2_919	199
CarAnox_mtb2_406	451
CarAnox_mtb2_1509	90
CarAnox_mtb2_824	358
CarAnox_mtb2_106	14
CarAnox_mtb2_1396	247
CarAnox_mtb2_1551	404
CarAnox_mtb2_1199	1255
CarAnox_mtb2_451	23
CarAnox_mtb2_1564	23
CarAnox_mtb2_200	82
CarAnox_mtb2_110	1800
CarAnox_mtb2_1578	164
CarAnox_mtb2_769	560
CarAnox_mtb2_541	62228
CarAnox_mtb2_946	770
CarAnox_mtb2_699	666
CarAnox_mtb2_499	56
CarAnox_mtb2_1023	44
CarAnox_mtb2_209	2290
CarAnox_mtb2_654	220
CarAnox_mtb2_1261	1654
CarAnox_mtb2_728	777
CarAnox_mtb2_1162	243
CarAnox_mtb2_1302	1879
CarAnox_mtb2_259	86
CarAnox_mtb2_1353	101
CarAnox_mtb2_1424	582
CarAnox_mtb2_49	68
