Genome	D3b295B_R1_paired.fastq.gz Read Count
CarAnox_mtb2_1322	37317
CarAnox_mtb2_1003	253
CarAnox_mtb2_1433	3981
CarAnox_mtb2_854	590
CarAnox_mtb2_1067	112
CarAnox_mtb2_1254	214
CarAnox_mtb2_109	164614
CarAnox_mtb2_1131	1900
CarAnox_mtb2_956	196
CarAnox_mtb2_1507	338
CarAnox_mtb2_862	136
CarAnox_mtb2_907	3166
CarAnox_mtb2_1569	84057
CarAnox_mtb2_1015	65
CarAnox_mtb2_1428	3342
CarAnox_mtb2_1226	260
CarAnox_mtb2_481	21
CarAnox_mtb2_151	1421
CarAnox_mtb2_334	8364
CarAnox_mtb2_1465	361
CarAnox_mtb2_937	106
CarAnox_mtb2_76	622
CarAnox_mtb2_524	72
CarAnox_mtb2_1334	1614
CarAnox_mtb2_1183	101
CarAnox_mtb2_459	1383
CarAnox_mtb2_743	3836
CarAnox_mtb2_1429	731
CarAnox_mtb2_14	3402
CarAnox_mtb2_1320	67284
CarAnox_mtb2_336	186424
CarAnox_mtb2_1562	7788
CarAnox_mtb2_213	338913
CarAnox_mtb2_83	148
CarAnox_mtb2_164	59
CarAnox_mtb2_313	14688
CarAnox_mtb2_400	302
CarAnox_mtb2_421	234
CarAnox_mtb2_1600	4514
CarAnox_mtb2_888	457
CarAnox_mtb2_1536	374
CarAnox_mtb2_1101	115
CarAnox_mtb2_707	337150
CarAnox_mtb2_153	29
CarAnox_mtb2_786	3897
CarAnox_mtb2_206	9334
CarAnox_mtb2_557	28
CarAnox_mtb2_349	5398
CarAnox_mtb2_1053	618
CarAnox_mtb2_301	790
CarAnox_mtb2_809	27788
CarAnox_mtb2_1556	2776
CarAnox_mtb2_128	643
CarAnox_mtb2_1446	512
CarAnox_mtb2_1552	3841
CarAnox_mtb2_1559	15419
CarAnox_mtb2_1679	50722
CarAnox_mtb2_1425	2074
CarAnox_mtb2_516	213
CarAnox_mtb2_941	5433
CarAnox_mtb2_828	383
CarAnox_mtb2_739	2416
CarAnox_mtb2_1274	11801
CarAnox_mtb2_30	269
CarAnox_mtb2_750	23912
CarAnox_mtb2_608	1786
CarAnox_mtb2_572	141
CarAnox_mtb2_1146	433
CarAnox_mtb2_1398	20790
CarAnox_mtb2_596	135
CarAnox_mtb2_243	221
CarAnox_mtb2_1149	440
CarAnox_mtb2_361	131
CarAnox_mtb2_938	199
CarAnox_mtb2_908	113400
CarAnox_mtb2_121	881
CarAnox_mtb2_713	2542
CarAnox_mtb2_1080	78
CarAnox_mtb2_781	58987
CarAnox_mtb2_798	293
CarAnox_mtb2_1422	331
CarAnox_mtb2_996	116663
CarAnox_mtb2_535	86
CarAnox_mtb2_1253	919
CarAnox_mtb2_715	53
CarAnox_mtb2_621	4484
CarAnox_mtb2_1042	363
CarAnox_mtb2_614	2331
CarAnox_mtb2_1447	206150
CarAnox_mtb2_116	72669
CarAnox_mtb2_244	83
CarAnox_mtb2_704	199
CarAnox_mtb2_492	753944
CarAnox_mtb2_1352	63
CarAnox_mtb2_768	26
CarAnox_mtb2_853	2120
CarAnox_mtb2_31	213
CarAnox_mtb2_464	364
CarAnox_mtb2_942	1480
CarAnox_mtb2_1019	640
CarAnox_mtb2_1375	1350
CarAnox_mtb2_310	10915
CarAnox_mtb2_1268	248
CarAnox_mtb2_636	2016
CarAnox_mtb2_512	8
CarAnox_mtb2_595	48927
CarAnox_mtb2_1284	36
CarAnox_mtb2_59	598747
CarAnox_mtb2_1105	4899
CarAnox_mtb2_719	94
CarAnox_mtb2_1356	38
CarAnox_mtb2_1570	709
CarAnox_mtb2_1503	39
CarAnox_mtb2_1244	16429
CarAnox_mtb2_1109	5987
CarAnox_mtb2_216	48688
CarAnox_mtb2_660	180
CarAnox_mtb2_820	1945
CarAnox_mtb2_762	12
CarAnox_mtb2_1264	8058
CarAnox_mtb2_997	72
CarAnox_mtb2_42	70
CarAnox_mtb2_1263	128
CarAnox_mtb2_292	1078
CarAnox_mtb2_1649	220
CarAnox_mtb2_1604	79
CarAnox_mtb2_1464	399
CarAnox_mtb2_1392	34
CarAnox_mtb2_1225	14170
CarAnox_mtb2_479	490
CarAnox_mtb2_740	21942
CarAnox_mtb2_1220	90680
CarAnox_mtb2_616	10007
CarAnox_mtb2_1419	11922
CarAnox_mtb2_423	796
CarAnox_mtb2_358	4357
CarAnox_mtb2_343	99
CarAnox_mtb2_920	11
CarAnox_mtb2_463	1139
CarAnox_mtb2_1423	6524
CarAnox_mtb2_633	1595
CarAnox_mtb2_868	1353
CarAnox_mtb2_1650	572
CarAnox_mtb2_1415	11421
CarAnox_mtb2_877	223
CarAnox_mtb2_147	2417
CarAnox_mtb2_1518	554
CarAnox_mtb2_1270	2168
CarAnox_mtb2_1438	6888
CarAnox_mtb2_959	2412
CarAnox_mtb2_1246	2096
CarAnox_mtb2_971	66
CarAnox_mtb2_1057	1816
CarAnox_mtb2_645	2173
CarAnox_mtb2_501	4486
CarAnox_mtb2_43	3898
CarAnox_mtb2_1579	158
CarAnox_mtb2_99	2105
CarAnox_mtb2_1538	0
CarAnox_mtb2_603	9464
CarAnox_mtb2_568	12
CarAnox_mtb2_1594	46
CarAnox_mtb2_154	109
CarAnox_mtb2_944	14144
CarAnox_mtb2_785	509
CarAnox_mtb2_741	3573814
CarAnox_mtb2_954	1400
CarAnox_mtb2_1214	1971
CarAnox_mtb2_218	335
CarAnox_mtb2_428	13918
CarAnox_mtb2_382	35461
CarAnox_mtb2_187	16987
CarAnox_mtb2_275	64
CarAnox_mtb2_1312	3899
CarAnox_mtb2_1002	2230
CarAnox_mtb2_281	17506
CarAnox_mtb2_1394	9
CarAnox_mtb2_1283	1584942
CarAnox_mtb2_1221	101
CarAnox_mtb2_929	158
CarAnox_mtb2_773	230177
CarAnox_mtb2_1620	73
CarAnox_mtb2_804	96
CarAnox_mtb2_1528	120
CarAnox_mtb2_47	51
CarAnox_mtb2_418	7674
CarAnox_mtb2_1510	2998
CarAnox_mtb2_205	94329
CarAnox_mtb2_919	44911
CarAnox_mtb2_406	77
CarAnox_mtb2_1509	3713
CarAnox_mtb2_824	79
CarAnox_mtb2_106	798
CarAnox_mtb2_1396	5658
CarAnox_mtb2_1551	107023
CarAnox_mtb2_1199	1221
CarAnox_mtb2_451	436
CarAnox_mtb2_1564	332
CarAnox_mtb2_200	6407
CarAnox_mtb2_110	331
CarAnox_mtb2_1578	35
CarAnox_mtb2_769	15
CarAnox_mtb2_541	205741
CarAnox_mtb2_946	12870
CarAnox_mtb2_699	28
CarAnox_mtb2_499	39
CarAnox_mtb2_1023	4165
CarAnox_mtb2_209	578780
CarAnox_mtb2_654	12004
CarAnox_mtb2_1261	247
CarAnox_mtb2_728	244886
CarAnox_mtb2_1162	21
CarAnox_mtb2_1302	1005
CarAnox_mtb2_259	52
CarAnox_mtb2_1353	2180
CarAnox_mtb2_1424	252
CarAnox_mtb2_49	3541
