Genome	D3b198B_R1_paired.fastq.gz Read Count
CarAnox_mtb2_945	14847
CarAnox_mtb2_697	13
CarAnox_mtb2_658	9
CarAnox_mtb2_403	22
CarAnox_mtb2_3	177
CarAnox_mtb2_598	157
CarAnox_mtb2_495	136
CarAnox_mtb2_220	267
CarAnox_mtb2_224	205337
CarAnox_mtb2_1628	3961
CarAnox_mtb2_262	31
CarAnox_mtb2_117	138
CarAnox_mtb2_810	2538
CarAnox_mtb2_685	2494
CarAnox_mtb2_1056	47
CarAnox_mtb2_1647	24
CarAnox_mtb2_22	118729
CarAnox_mtb2_291	645
CarAnox_mtb2_690	8819
CarAnox_mtb2_538	17
CarAnox_mtb2_623	67
CarAnox_mtb2_207	18
CarAnox_mtb2_771	2337
CarAnox_mtb2_539	174
CarAnox_mtb2_1421	141
CarAnox_mtb2_777	87
CarAnox_mtb2_27	162
CarAnox_mtb2_316	70
CarAnox_mtb2_114	49
CarAnox_mtb2_1098	72
CarAnox_mtb2_1316	2984891
CarAnox_mtb2_1367	475
CarAnox_mtb2_662	16
CarAnox_mtb2_547	37
CarAnox_mtb2_24	287
CarAnox_mtb2_611	504
CarAnox_mtb2_1524	1183
CarAnox_mtb2_63	159
CarAnox_mtb2_1627	669
CarAnox_mtb2_1437	354
CarAnox_mtb2_657	12
CarAnox_mtb2_1075	10
CarAnox_mtb2_573	136
CarAnox_mtb2_613	28
CarAnox_mtb2_651	21
CarAnox_mtb2_183	86
CarAnox_mtb2_772	82
CarAnox_mtb2_314	95
CarAnox_mtb2_1242	72
CarAnox_mtb2_386	70
CarAnox_mtb2_503	29
CarAnox_mtb2_1219	210
CarAnox_mtb2_1576	151
CarAnox_mtb2_1299	1620
CarAnox_mtb2_242	138
CarAnox_mtb2_754	99
CarAnox_mtb2_236	35
CarAnox_mtb2_470	16
CarAnox_mtb2_1286	528
CarAnox_mtb2_753	1967
CarAnox_mtb2_604	759
CarAnox_mtb2_51	214
CarAnox_mtb2_335	7173
CarAnox_mtb2_548	52
CarAnox_mtb2_652	3137
CarAnox_mtb2_757	191
CarAnox_mtb2_712	628
CarAnox_mtb2_1130	7
CarAnox_mtb2_1359	84
CarAnox_mtb2_916	248
CarAnox_mtb2_1050	67
CarAnox_mtb2_1155	50
CarAnox_mtb2_317	101
CarAnox_mtb2_544	629232
CarAnox_mtb2_1527	72
CarAnox_mtb2_1400	488
CarAnox_mtb2_1179	93
CarAnox_mtb2_1083	40
CarAnox_mtb2_78	244
CarAnox_mtb2_20	136
CarAnox_mtb2_379	203
CarAnox_mtb2_955	62
CarAnox_mtb2_490	35
CarAnox_mtb2_841	147
CarAnox_mtb2_1250	142
CarAnox_mtb2_893	32
CarAnox_mtb2_601	56
CarAnox_mtb2_552	192
CarAnox_mtb2_832	350
CarAnox_mtb2_880	215
CarAnox_mtb2_1521	9
CarAnox_mtb2_94	446
CarAnox_mtb2_226	126
CarAnox_mtb2_1117	76929
CarAnox_mtb2_1388	14
CarAnox_mtb2_561	31
CarAnox_mtb2_453	24
CarAnox_mtb2_1478	62
CarAnox_mtb2_21	9796
CarAnox_mtb2_803	352451
CarAnox_mtb2_775	260
CarAnox_mtb2_606	97
CarAnox_mtb2_1681	312289
CarAnox_mtb2_748	86
CarAnox_mtb2_38	88
CarAnox_mtb2_180	16
CarAnox_mtb2_925	102
CarAnox_mtb2_420	4
CarAnox_mtb2_1549	156
CarAnox_mtb2_1684	2530
CarAnox_mtb2_591	463
CarAnox_mtb2_1079	345
CarAnox_mtb2_983	8101
CarAnox_mtb2_1171	183
CarAnox_mtb2_62	50
CarAnox_mtb2_885	1581
CarAnox_mtb2_563	164
CarAnox_mtb2_1508	49
CarAnox_mtb2_1007	52
CarAnox_mtb2_1413	107
CarAnox_mtb2_923	56
CarAnox_mtb2_1033	223
CarAnox_mtb2_628	76
CarAnox_mtb2_214	25
CarAnox_mtb2_1432	50
CarAnox_mtb2_32	146
CarAnox_mtb2_742	102
CarAnox_mtb2_864	562
CarAnox_mtb2_1554	24
CarAnox_mtb2_1372	5
CarAnox_mtb2_330	67
CarAnox_mtb2_1371	171
CarAnox_mtb2_1605	5579
CarAnox_mtb2_718	39
CarAnox_mtb2_751	36
CarAnox_mtb2_1593	304
CarAnox_mtb2_13	1099
CarAnox_mtb2_1414	182
CarAnox_mtb2_979	83
CarAnox_mtb2_688	95
CarAnox_mtb2_86	19
CarAnox_mtb2_198	34
CarAnox_mtb2_522	455
CarAnox_mtb2_504	255
CarAnox_mtb2_732	68
CarAnox_mtb2_975	567
CarAnox_mtb2_692	722
CarAnox_mtb2_895	974
CarAnox_mtb2_1322	275
CarAnox_mtb2_1003	236
CarAnox_mtb2_1433	547
CarAnox_mtb2_854	220
CarAnox_mtb2_1067	22
CarAnox_mtb2_1254	42
CarAnox_mtb2_109	166974
CarAnox_mtb2_1131	47
CarAnox_mtb2_956	15
CarAnox_mtb2_1507	1042
CarAnox_mtb2_862	40
CarAnox_mtb2_907	86
CarAnox_mtb2_1569	611
CarAnox_mtb2_1015	15
CarAnox_mtb2_1428	32
CarAnox_mtb2_1226	27
CarAnox_mtb2_481	16
CarAnox_mtb2_151	48
CarAnox_mtb2_334	1051
CarAnox_mtb2_1465	19
CarAnox_mtb2_937	183
CarAnox_mtb2_76	37
CarAnox_mtb2_524	78
CarAnox_mtb2_1334	1039
CarAnox_mtb2_1183	215
CarAnox_mtb2_459	89
CarAnox_mtb2_743	5585
CarAnox_mtb2_1429	95
CarAnox_mtb2_14	143
CarAnox_mtb2_1320	245
CarAnox_mtb2_336	1520
CarAnox_mtb2_1562	192
CarAnox_mtb2_213	18169
CarAnox_mtb2_83	103
CarAnox_mtb2_164	50
CarAnox_mtb2_313	88
CarAnox_mtb2_400	26
CarAnox_mtb2_421	232
CarAnox_mtb2_1600	320
CarAnox_mtb2_888	57
CarAnox_mtb2_1536	198
CarAnox_mtb2_1101	106
CarAnox_mtb2_707	621
CarAnox_mtb2_153	37
CarAnox_mtb2_786	4477
CarAnox_mtb2_206	165
CarAnox_mtb2_557	19
CarAnox_mtb2_349	107
CarAnox_mtb2_1053	28
CarAnox_mtb2_301	153
CarAnox_mtb2_809	18
CarAnox_mtb2_1556	135
CarAnox_mtb2_128	12
CarAnox_mtb2_1446	42
CarAnox_mtb2_1552	163
CarAnox_mtb2_1559	89
CarAnox_mtb2_1679	775303
CarAnox_mtb2_1425	517
CarAnox_mtb2_516	24
CarAnox_mtb2_941	253
CarAnox_mtb2_828	158
CarAnox_mtb2_739	115
CarAnox_mtb2_1274	177
CarAnox_mtb2_30	43
CarAnox_mtb2_750	241
CarAnox_mtb2_608	124
CarAnox_mtb2_572	99
CarAnox_mtb2_1146	247
CarAnox_mtb2_1398	628
CarAnox_mtb2_596	23
CarAnox_mtb2_243	171
CarAnox_mtb2_1149	37
CarAnox_mtb2_361	46
CarAnox_mtb2_938	28
CarAnox_mtb2_908	317
CarAnox_mtb2_121	101
CarAnox_mtb2_713	814
CarAnox_mtb2_1080	18
CarAnox_mtb2_781	4391
CarAnox_mtb2_798	1072
CarAnox_mtb2_1422	73
CarAnox_mtb2_996	642
CarAnox_mtb2_535	49
CarAnox_mtb2_1253	78
CarAnox_mtb2_715	89
CarAnox_mtb2_621	27
CarAnox_mtb2_1042	11
CarAnox_mtb2_614	184
CarAnox_mtb2_1447	21903
CarAnox_mtb2_116	91
CarAnox_mtb2_244	75
CarAnox_mtb2_704	88
CarAnox_mtb2_492	24656
CarAnox_mtb2_1352	120
CarAnox_mtb2_768	31
CarAnox_mtb2_853	27
CarAnox_mtb2_31	56
CarAnox_mtb2_464	57
CarAnox_mtb2_942	58
CarAnox_mtb2_1019	150
CarAnox_mtb2_1375	144
CarAnox_mtb2_310	427
CarAnox_mtb2_1268	29
CarAnox_mtb2_636	89
CarAnox_mtb2_512	14
CarAnox_mtb2_595	1324
CarAnox_mtb2_1284	11
CarAnox_mtb2_59	192773
CarAnox_mtb2_1105	101
CarAnox_mtb2_719	33
CarAnox_mtb2_1356	7
CarAnox_mtb2_1570	82
CarAnox_mtb2_1503	21
CarAnox_mtb2_1244	1033
CarAnox_mtb2_1109	235
CarAnox_mtb2_216	1864
CarAnox_mtb2_660	55
CarAnox_mtb2_820	85
CarAnox_mtb2_762	8
CarAnox_mtb2_1264	569
CarAnox_mtb2_997	1383
CarAnox_mtb2_42	82
CarAnox_mtb2_1263	200
CarAnox_mtb2_292	172
CarAnox_mtb2_1649	34
CarAnox_mtb2_1604	89
CarAnox_mtb2_1464	110
CarAnox_mtb2_1392	9
CarAnox_mtb2_1225	102448
CarAnox_mtb2_479	38
CarAnox_mtb2_740	324
CarAnox_mtb2_1220	246305
CarAnox_mtb2_616	1346
CarAnox_mtb2_1419	1655
CarAnox_mtb2_423	232
CarAnox_mtb2_358	134
CarAnox_mtb2_343	53
CarAnox_mtb2_920	9
CarAnox_mtb2_463	79
CarAnox_mtb2_1423	127
CarAnox_mtb2_633	51
CarAnox_mtb2_868	38
CarAnox_mtb2_1650	118
CarAnox_mtb2_1415	134
CarAnox_mtb2_877	25
CarAnox_mtb2_147	83
CarAnox_mtb2_1518	175
CarAnox_mtb2_1270	347
CarAnox_mtb2_1438	1629
CarAnox_mtb2_959	258
CarAnox_mtb2_1246	258
CarAnox_mtb2_971	81
CarAnox_mtb2_1057	187
CarAnox_mtb2_645	4913
CarAnox_mtb2_501	60777
CarAnox_mtb2_43	156
CarAnox_mtb2_1579	11
CarAnox_mtb2_99	353
CarAnox_mtb2_1538	20
CarAnox_mtb2_603	502524
CarAnox_mtb2_568	9
CarAnox_mtb2_1594	39
CarAnox_mtb2_154	15
CarAnox_mtb2_944	178
CarAnox_mtb2_785	60
CarAnox_mtb2_741	388299
CarAnox_mtb2_954	74
CarAnox_mtb2_1214	27
CarAnox_mtb2_218	798
CarAnox_mtb2_428	546
CarAnox_mtb2_382	16796
CarAnox_mtb2_187	519
CarAnox_mtb2_275	10
CarAnox_mtb2_1312	78
CarAnox_mtb2_1002	616
CarAnox_mtb2_281	3684
CarAnox_mtb2_1394	10
CarAnox_mtb2_1283	15381
CarAnox_mtb2_1221	15
CarAnox_mtb2_929	147
CarAnox_mtb2_773	11871
CarAnox_mtb2_1620	53
CarAnox_mtb2_804	5
CarAnox_mtb2_1528	70
CarAnox_mtb2_47	37
CarAnox_mtb2_418	67441
CarAnox_mtb2_1510	177
CarAnox_mtb2_205	3488
CarAnox_mtb2_919	184
CarAnox_mtb2_406	9
CarAnox_mtb2_1509	71
CarAnox_mtb2_824	21
CarAnox_mtb2_106	50
CarAnox_mtb2_1396	2450
CarAnox_mtb2_1551	135
CarAnox_mtb2_1199	28
CarAnox_mtb2_451	111
CarAnox_mtb2_1564	59
CarAnox_mtb2_200	173
CarAnox_mtb2_110	82
CarAnox_mtb2_1578	7
CarAnox_mtb2_769	32
CarAnox_mtb2_541	67304
CarAnox_mtb2_946	172
CarAnox_mtb2_699	23
CarAnox_mtb2_499	13
CarAnox_mtb2_1023	33
CarAnox_mtb2_209	8946
CarAnox_mtb2_654	132
CarAnox_mtb2_1261	24
CarAnox_mtb2_728	452
CarAnox_mtb2_1162	6
CarAnox_mtb2_1302	76
CarAnox_mtb2_259	61
CarAnox_mtb2_1353	332
CarAnox_mtb2_1424	46
CarAnox_mtb2_49	150
