Genome	D2b267B_R1_paired.fastq.gz Read Count
CarAnox_mtb2_972	13771
CarAnox_mtb2_352	683314
CarAnox_mtb2_722	11574
CarAnox_mtb2_329	2182
CarAnox_mtb2_1638	186
CarAnox_mtb2_599	71500
CarAnox_mtb2_872	302
CarAnox_mtb2_1531	238
CarAnox_mtb2_779	53
CarAnox_mtb2_672	502870
CarAnox_mtb2_1249	361
CarAnox_mtb2_631	5999
CarAnox_mtb2_756	411
CarAnox_mtb2_1366	271
CarAnox_mtb2_115	26018
CarAnox_mtb2_193	56530
CarAnox_mtb2_846	17629
CarAnox_mtb2_189	9441
CarAnox_mtb2_1190	75036
CarAnox_mtb2_957	212203
CarAnox_mtb2_1506	1122
CarAnox_mtb2_1606	13500
CarAnox_mtb2_1350	7315
CarAnox_mtb2_196	19828
CarAnox_mtb2_610	3100
CarAnox_mtb2_1384	4963
CarAnox_mtb2_1543	34
CarAnox_mtb2_1116	56
CarAnox_mtb2_879	6619
CarAnox_mtb2_15	1102
CarAnox_mtb2_1271	21435
CarAnox_mtb2_1239	1077
CarAnox_mtb2_770	370
CarAnox_mtb2_1534	174791
CarAnox_mtb2_586	2654
CarAnox_mtb2_545	75409
CarAnox_mtb2_650	15900
CarAnox_mtb2_112	2188
CarAnox_mtb2_1363	15707
CarAnox_mtb2_419	2927
CarAnox_mtb2_629	2530
CarAnox_mtb2_1512	100083
CarAnox_mtb2_1092	107549
CarAnox_mtb2_347	283249
CarAnox_mtb2_914	1190
CarAnox_mtb2_1089	4625
CarAnox_mtb2_945	4072290
CarAnox_mtb2_697	32
CarAnox_mtb2_658	23
CarAnox_mtb2_403	56
CarAnox_mtb2_3	6182
CarAnox_mtb2_598	137
CarAnox_mtb2_495	1051
CarAnox_mtb2_220	827
CarAnox_mtb2_224	9875
CarAnox_mtb2_1628	5467
CarAnox_mtb2_262	52
CarAnox_mtb2_117	843
CarAnox_mtb2_810	146
CarAnox_mtb2_685	3892
CarAnox_mtb2_1056	62
CarAnox_mtb2_1647	2189
CarAnox_mtb2_22	20204
CarAnox_mtb2_291	20863
CarAnox_mtb2_690	21081
CarAnox_mtb2_538	70963
CarAnox_mtb2_623	70
CarAnox_mtb2_207	35
CarAnox_mtb2_771	976
CarAnox_mtb2_539	336
CarAnox_mtb2_1421	551
CarAnox_mtb2_777	232
CarAnox_mtb2_27	293
CarAnox_mtb2_316	39
CarAnox_mtb2_114	180
CarAnox_mtb2_1098	3172
CarAnox_mtb2_1316	605301
CarAnox_mtb2_1367	31105
CarAnox_mtb2_662	9554
CarAnox_mtb2_547	1271
CarAnox_mtb2_24	11321
CarAnox_mtb2_611	490
CarAnox_mtb2_1524	14426
CarAnox_mtb2_63	82
CarAnox_mtb2_1627	1269
CarAnox_mtb2_1437	9026
CarAnox_mtb2_657	38
CarAnox_mtb2_1075	93
CarAnox_mtb2_573	3127
CarAnox_mtb2_613	39
CarAnox_mtb2_651	137
CarAnox_mtb2_183	83
CarAnox_mtb2_772	6769
CarAnox_mtb2_314	11234
CarAnox_mtb2_1242	855
CarAnox_mtb2_386	23061
CarAnox_mtb2_503	29
CarAnox_mtb2_1219	359
CarAnox_mtb2_1576	167
CarAnox_mtb2_1299	144247
CarAnox_mtb2_242	16134
CarAnox_mtb2_754	886
CarAnox_mtb2_236	696
CarAnox_mtb2_470	48
CarAnox_mtb2_1286	3593
CarAnox_mtb2_753	96794
CarAnox_mtb2_604	331
CarAnox_mtb2_51	42
CarAnox_mtb2_335	545803
CarAnox_mtb2_548	279
CarAnox_mtb2_652	80723
CarAnox_mtb2_757	15766
CarAnox_mtb2_712	3262
CarAnox_mtb2_1130	6
CarAnox_mtb2_1359	45286
CarAnox_mtb2_916	9378
CarAnox_mtb2_1050	2436
CarAnox_mtb2_1155	36
CarAnox_mtb2_317	846
CarAnox_mtb2_544	6196917
CarAnox_mtb2_1527	8911
CarAnox_mtb2_1400	2700
CarAnox_mtb2_1179	168
CarAnox_mtb2_1083	979
CarAnox_mtb2_78	48354
CarAnox_mtb2_20	122747
CarAnox_mtb2_379	570
CarAnox_mtb2_955	3235
CarAnox_mtb2_490	2698
CarAnox_mtb2_841	114304
CarAnox_mtb2_1250	17552
CarAnox_mtb2_893	13
CarAnox_mtb2_601	3407
CarAnox_mtb2_552	1039
CarAnox_mtb2_832	1466
CarAnox_mtb2_880	61500
CarAnox_mtb2_1521	21
CarAnox_mtb2_94	9263
CarAnox_mtb2_226	647
CarAnox_mtb2_1117	1176469
CarAnox_mtb2_1388	16
CarAnox_mtb2_561	769
CarAnox_mtb2_453	157
CarAnox_mtb2_1478	1753
CarAnox_mtb2_21	9891
CarAnox_mtb2_803	2076277
CarAnox_mtb2_775	1492
CarAnox_mtb2_606	299
CarAnox_mtb2_1681	3685
CarAnox_mtb2_748	680
CarAnox_mtb2_38	606
CarAnox_mtb2_180	17300
CarAnox_mtb2_925	139
CarAnox_mtb2_420	3
CarAnox_mtb2_1549	26503
CarAnox_mtb2_1684	49668
CarAnox_mtb2_591	7459
CarAnox_mtb2_1079	4911
CarAnox_mtb2_983	9364
CarAnox_mtb2_1171	684
CarAnox_mtb2_62	351
CarAnox_mtb2_885	68024
CarAnox_mtb2_563	430
CarAnox_mtb2_1508	266
CarAnox_mtb2_1007	6613
CarAnox_mtb2_1413	144
CarAnox_mtb2_923	4941
CarAnox_mtb2_1033	89
CarAnox_mtb2_628	10261
CarAnox_mtb2_214	60
CarAnox_mtb2_1432	155
CarAnox_mtb2_32	1657
CarAnox_mtb2_742	137
CarAnox_mtb2_864	98906
CarAnox_mtb2_1554	21
CarAnox_mtb2_1372	9
CarAnox_mtb2_330	99
CarAnox_mtb2_1371	1603
CarAnox_mtb2_1605	17632
CarAnox_mtb2_718	61
CarAnox_mtb2_751	222
CarAnox_mtb2_1593	546
CarAnox_mtb2_13	10050
CarAnox_mtb2_1414	667
CarAnox_mtb2_979	38386
CarAnox_mtb2_688	5916
CarAnox_mtb2_86	40
CarAnox_mtb2_198	519
CarAnox_mtb2_522	1140
CarAnox_mtb2_504	823
CarAnox_mtb2_732	260
CarAnox_mtb2_975	276173
CarAnox_mtb2_692	10715
CarAnox_mtb2_895	3515
CarAnox_mtb2_1322	105792
CarAnox_mtb2_1003	390
CarAnox_mtb2_1433	7187
CarAnox_mtb2_854	328
CarAnox_mtb2_1067	71
CarAnox_mtb2_1254	116
CarAnox_mtb2_109	305684
CarAnox_mtb2_1131	1979
CarAnox_mtb2_956	202
CarAnox_mtb2_1507	6912
CarAnox_mtb2_862	75
CarAnox_mtb2_907	1325
CarAnox_mtb2_1569	264522
CarAnox_mtb2_1015	171
CarAnox_mtb2_1428	11403
CarAnox_mtb2_1226	182
CarAnox_mtb2_481	34
CarAnox_mtb2_151	548
CarAnox_mtb2_334	3287
CarAnox_mtb2_1465	14059
CarAnox_mtb2_937	96
CarAnox_mtb2_76	2788
CarAnox_mtb2_524	135
CarAnox_mtb2_1334	416
CarAnox_mtb2_1183	73
CarAnox_mtb2_459	1053
CarAnox_mtb2_743	594
CarAnox_mtb2_1429	2751
CarAnox_mtb2_14	4355
CarAnox_mtb2_1320	126353
CarAnox_mtb2_336	263147
CarAnox_mtb2_1562	18511
CarAnox_mtb2_213	300799
CarAnox_mtb2_83	114
CarAnox_mtb2_164	1547
CarAnox_mtb2_313	23516
CarAnox_mtb2_400	441
CarAnox_mtb2_421	113
CarAnox_mtb2_1600	31595
CarAnox_mtb2_888	744
CarAnox_mtb2_1536	546
CarAnox_mtb2_1101	60
CarAnox_mtb2_707	237637
CarAnox_mtb2_153	45
CarAnox_mtb2_786	7287
CarAnox_mtb2_206	3760
CarAnox_mtb2_557	47
CarAnox_mtb2_349	5648
CarAnox_mtb2_1053	260
CarAnox_mtb2_301	1001
CarAnox_mtb2_809	34474
CarAnox_mtb2_1556	1655
CarAnox_mtb2_128	2355
CarAnox_mtb2_1446	668
CarAnox_mtb2_1552	4999
CarAnox_mtb2_1559	39454
CarAnox_mtb2_1679	14074
CarAnox_mtb2_1425	1408
CarAnox_mtb2_516	224
CarAnox_mtb2_941	19090
CarAnox_mtb2_828	980
CarAnox_mtb2_739	24456
CarAnox_mtb2_1274	28567
CarAnox_mtb2_30	95
CarAnox_mtb2_750	41954
CarAnox_mtb2_608	1250
CarAnox_mtb2_572	1004
CarAnox_mtb2_1146	349
CarAnox_mtb2_1398	22972
CarAnox_mtb2_596	19
CarAnox_mtb2_243	351
CarAnox_mtb2_1149	84
CarAnox_mtb2_361	170
CarAnox_mtb2_938	115
CarAnox_mtb2_908	49334
CarAnox_mtb2_121	4583
CarAnox_mtb2_713	35
CarAnox_mtb2_1080	70
CarAnox_mtb2_781	47044
CarAnox_mtb2_798	842
CarAnox_mtb2_1422	211
CarAnox_mtb2_996	58660
CarAnox_mtb2_535	60
CarAnox_mtb2_1253	978
CarAnox_mtb2_715	54
CarAnox_mtb2_621	2541
CarAnox_mtb2_1042	107
CarAnox_mtb2_614	31455
CarAnox_mtb2_1447	178659
CarAnox_mtb2_116	151269
CarAnox_mtb2_244	31
CarAnox_mtb2_704	96
CarAnox_mtb2_492	1870110
CarAnox_mtb2_1352	86
CarAnox_mtb2_768	32
CarAnox_mtb2_853	16004
CarAnox_mtb2_31	278
CarAnox_mtb2_464	104
CarAnox_mtb2_942	1339
CarAnox_mtb2_1019	497
CarAnox_mtb2_1375	35
CarAnox_mtb2_310	97631
CarAnox_mtb2_1268	238
CarAnox_mtb2_636	5516
CarAnox_mtb2_512	4
CarAnox_mtb2_595	98806
CarAnox_mtb2_1284	88
CarAnox_mtb2_59	1441109
CarAnox_mtb2_1105	2255
CarAnox_mtb2_719	275
CarAnox_mtb2_1356	58
CarAnox_mtb2_1570	2197
CarAnox_mtb2_1503	47
CarAnox_mtb2_1244	52859
CarAnox_mtb2_1109	3710
CarAnox_mtb2_216	130728
CarAnox_mtb2_660	99
CarAnox_mtb2_820	11203
CarAnox_mtb2_762	13
CarAnox_mtb2_1264	4528
CarAnox_mtb2_997	232
CarAnox_mtb2_42	151
CarAnox_mtb2_1263	105
CarAnox_mtb2_292	109
CarAnox_mtb2_1649	122
CarAnox_mtb2_1604	252
CarAnox_mtb2_1464	2942
CarAnox_mtb2_1392	38
CarAnox_mtb2_1225	748
CarAnox_mtb2_479	1027
CarAnox_mtb2_740	26243
CarAnox_mtb2_1220	31660
CarAnox_mtb2_616	7507
CarAnox_mtb2_1419	1716
CarAnox_mtb2_423	716
CarAnox_mtb2_358	6106
CarAnox_mtb2_343	73
CarAnox_mtb2_920	23
CarAnox_mtb2_463	1740
CarAnox_mtb2_1423	2811
CarAnox_mtb2_633	667
CarAnox_mtb2_868	7336
CarAnox_mtb2_1650	314
CarAnox_mtb2_1415	27652
CarAnox_mtb2_877	68
CarAnox_mtb2_147	3686
CarAnox_mtb2_1518	280
CarAnox_mtb2_1270	810
CarAnox_mtb2_1438	19810
CarAnox_mtb2_959	990
CarAnox_mtb2_1246	10891
CarAnox_mtb2_971	37
CarAnox_mtb2_1057	4749
CarAnox_mtb2_645	5077
CarAnox_mtb2_501	2186
CarAnox_mtb2_43	19861
CarAnox_mtb2_1579	74
CarAnox_mtb2_99	6434
CarAnox_mtb2_1538	1
CarAnox_mtb2_603	14921
CarAnox_mtb2_568	13
CarAnox_mtb2_1594	50
CarAnox_mtb2_154	93
CarAnox_mtb2_944	18128
CarAnox_mtb2_785	578
CarAnox_mtb2_741	5536653
CarAnox_mtb2_954	1020
CarAnox_mtb2_1214	2228
CarAnox_mtb2_218	62
CarAnox_mtb2_428	9303
CarAnox_mtb2_382	6829
CarAnox_mtb2_187	31578
CarAnox_mtb2_275	64
CarAnox_mtb2_1312	3813
CarAnox_mtb2_1002	604
CarAnox_mtb2_281	44
CarAnox_mtb2_1394	16
CarAnox_mtb2_1283	2714083
CarAnox_mtb2_1221	127
CarAnox_mtb2_929	104
CarAnox_mtb2_773	368095
CarAnox_mtb2_1620	127
CarAnox_mtb2_804	161
CarAnox_mtb2_1528	97
CarAnox_mtb2_47	189
CarAnox_mtb2_418	1043
CarAnox_mtb2_1510	1726
CarAnox_mtb2_205	279439
CarAnox_mtb2_919	65274
CarAnox_mtb2_406	40
CarAnox_mtb2_1509	9072
CarAnox_mtb2_824	99
CarAnox_mtb2_106	500
CarAnox_mtb2_1396	4983
CarAnox_mtb2_1551	97366
CarAnox_mtb2_1199	223
CarAnox_mtb2_451	347
CarAnox_mtb2_1564	281
CarAnox_mtb2_200	14089
CarAnox_mtb2_110	339
CarAnox_mtb2_1578	11
CarAnox_mtb2_769	49
CarAnox_mtb2_541	906
CarAnox_mtb2_946	28160
CarAnox_mtb2_699	61
CarAnox_mtb2_499	20
CarAnox_mtb2_1023	10036
CarAnox_mtb2_209	800367
CarAnox_mtb2_654	23022
CarAnox_mtb2_1261	216
CarAnox_mtb2_728	283908
CarAnox_mtb2_1162	20
CarAnox_mtb2_1302	707
CarAnox_mtb2_259	29
CarAnox_mtb2_1353	12839
CarAnox_mtb2_1424	542
CarAnox_mtb2_49	7248
