Genome	D2a247B_R1_paired.fastq.gz Read Count
CarAnox_mtb2_942	2231
CarAnox_mtb2_1019	553
CarAnox_mtb2_1375	133
CarAnox_mtb2_310	52268
CarAnox_mtb2_1268	377
CarAnox_mtb2_636	4892
CarAnox_mtb2_512	5
CarAnox_mtb2_595	109567
CarAnox_mtb2_1284	37
CarAnox_mtb2_59	1120432
CarAnox_mtb2_1105	2950
CarAnox_mtb2_719	389
CarAnox_mtb2_1356	95
CarAnox_mtb2_1570	1562
CarAnox_mtb2_1503	74
CarAnox_mtb2_1244	27247
CarAnox_mtb2_1109	5089
CarAnox_mtb2_216	123162
CarAnox_mtb2_660	88
CarAnox_mtb2_820	5833
CarAnox_mtb2_762	38
CarAnox_mtb2_1264	3122
CarAnox_mtb2_997	1381
CarAnox_mtb2_42	112
CarAnox_mtb2_1263	169
CarAnox_mtb2_292	1767
CarAnox_mtb2_1649	158
CarAnox_mtb2_1604	248
CarAnox_mtb2_1464	8987
CarAnox_mtb2_1392	53
CarAnox_mtb2_1225	311
CarAnox_mtb2_479	672
CarAnox_mtb2_740	10597
CarAnox_mtb2_1220	59750
CarAnox_mtb2_616	11496
CarAnox_mtb2_1419	7046
CarAnox_mtb2_423	671
CarAnox_mtb2_358	5733
CarAnox_mtb2_343	245
CarAnox_mtb2_920	9
CarAnox_mtb2_463	1208
CarAnox_mtb2_1423	4048
CarAnox_mtb2_633	1664
CarAnox_mtb2_868	7165
CarAnox_mtb2_1650	1148
CarAnox_mtb2_1415	13686
CarAnox_mtb2_877	292
CarAnox_mtb2_147	3565
CarAnox_mtb2_1518	690
CarAnox_mtb2_1270	1939
CarAnox_mtb2_1438	60955
CarAnox_mtb2_959	4276
CarAnox_mtb2_1246	18869
CarAnox_mtb2_971	58
CarAnox_mtb2_1057	5922
CarAnox_mtb2_645	6917
CarAnox_mtb2_501	2264
CarAnox_mtb2_43	15580
CarAnox_mtb2_1579	126
CarAnox_mtb2_99	26992
CarAnox_mtb2_1538	5
CarAnox_mtb2_603	20011
CarAnox_mtb2_568	5
CarAnox_mtb2_1594	68
CarAnox_mtb2_154	140
CarAnox_mtb2_944	10144
CarAnox_mtb2_785	1123
CarAnox_mtb2_741	3314903
CarAnox_mtb2_954	6833
CarAnox_mtb2_1214	2440
CarAnox_mtb2_218	176
CarAnox_mtb2_428	6689
CarAnox_mtb2_382	14544
CarAnox_mtb2_187	21317
CarAnox_mtb2_275	90
CarAnox_mtb2_1312	6003
CarAnox_mtb2_1002	913
CarAnox_mtb2_281	11209
CarAnox_mtb2_1394	44
CarAnox_mtb2_1283	1401420
CarAnox_mtb2_1221	174
CarAnox_mtb2_929	1067
CarAnox_mtb2_773	313132
CarAnox_mtb2_1620	36
CarAnox_mtb2_804	132
CarAnox_mtb2_1528	139
CarAnox_mtb2_47	177
CarAnox_mtb2_418	727
CarAnox_mtb2_1510	6218
CarAnox_mtb2_205	213493
CarAnox_mtb2_919	57958
CarAnox_mtb2_406	53
CarAnox_mtb2_1509	4715
CarAnox_mtb2_824	148
CarAnox_mtb2_106	685
CarAnox_mtb2_1396	4005
CarAnox_mtb2_1551	81482
CarAnox_mtb2_1199	3124
CarAnox_mtb2_451	341
CarAnox_mtb2_1564	533
CarAnox_mtb2_200	9592
CarAnox_mtb2_110	366
CarAnox_mtb2_1578	29
CarAnox_mtb2_769	821449
CarAnox_mtb2_541	1342
CarAnox_mtb2_946	113748
CarAnox_mtb2_699	280972
CarAnox_mtb2_499	12
CarAnox_mtb2_1023	13433
CarAnox_mtb2_209	610282
CarAnox_mtb2_654	27193
CarAnox_mtb2_1261	763
CarAnox_mtb2_728	737120
CarAnox_mtb2_1162	23
CarAnox_mtb2_1302	1009
CarAnox_mtb2_259	45
CarAnox_mtb2_1353	25913
CarAnox_mtb2_1424	675
CarAnox_mtb2_49	5020
