Genome	D2a143B_R1_paired.fastq.gz Read Count
CarAnox_mtb2_1638	41
CarAnox_mtb2_599	37
CarAnox_mtb2_872	91
CarAnox_mtb2_1531	140
CarAnox_mtb2_779	101
CarAnox_mtb2_672	726315
CarAnox_mtb2_1249	165
CarAnox_mtb2_631	90
CarAnox_mtb2_756	212
CarAnox_mtb2_1366	883
CarAnox_mtb2_115	366
CarAnox_mtb2_193	7400
CarAnox_mtb2_846	51
CarAnox_mtb2_189	122
CarAnox_mtb2_1190	22930
CarAnox_mtb2_957	3801
CarAnox_mtb2_1506	269
CarAnox_mtb2_1606	721
CarAnox_mtb2_1350	324
CarAnox_mtb2_196	166
CarAnox_mtb2_610	28
CarAnox_mtb2_1384	202
CarAnox_mtb2_1543	37
CarAnox_mtb2_1116	524
CarAnox_mtb2_879	720
CarAnox_mtb2_15	5
CarAnox_mtb2_1271	68
CarAnox_mtb2_1239	1615
CarAnox_mtb2_770	574
CarAnox_mtb2_1534	102
CarAnox_mtb2_586	22
CarAnox_mtb2_545	1705832
CarAnox_mtb2_650	73
CarAnox_mtb2_112	228
CarAnox_mtb2_1363	162
CarAnox_mtb2_419	41
CarAnox_mtb2_629	24
CarAnox_mtb2_1512	31
CarAnox_mtb2_1092	1431
CarAnox_mtb2_347	2974
CarAnox_mtb2_914	62
CarAnox_mtb2_1089	79
CarAnox_mtb2_945	8962
CarAnox_mtb2_697	68
CarAnox_mtb2_658	21
CarAnox_mtb2_403	93
CarAnox_mtb2_3	58
CarAnox_mtb2_598	133
CarAnox_mtb2_495	45
CarAnox_mtb2_220	216
CarAnox_mtb2_224	386938
CarAnox_mtb2_1628	81908
CarAnox_mtb2_262	218
CarAnox_mtb2_117	89
CarAnox_mtb2_810	4735
CarAnox_mtb2_685	13
CarAnox_mtb2_1056	160
CarAnox_mtb2_1647	32
CarAnox_mtb2_22	1284334
CarAnox_mtb2_291	111
CarAnox_mtb2_690	1386
CarAnox_mtb2_538	85
CarAnox_mtb2_623	50
CarAnox_mtb2_207	37
CarAnox_mtb2_771	16682
CarAnox_mtb2_539	427
CarAnox_mtb2_1421	27
CarAnox_mtb2_777	75
CarAnox_mtb2_27	264
CarAnox_mtb2_316	9
CarAnox_mtb2_114	74
CarAnox_mtb2_1098	33
CarAnox_mtb2_1316	231531
CarAnox_mtb2_1367	84
CarAnox_mtb2_662	45
CarAnox_mtb2_547	20
CarAnox_mtb2_24	439
CarAnox_mtb2_611	427
CarAnox_mtb2_1524	1545
CarAnox_mtb2_63	121
CarAnox_mtb2_1627	554
CarAnox_mtb2_1437	28
CarAnox_mtb2_657	47
CarAnox_mtb2_1075	45
CarAnox_mtb2_573	32
CarAnox_mtb2_613	103
CarAnox_mtb2_651	36
CarAnox_mtb2_183	5
CarAnox_mtb2_772	312
CarAnox_mtb2_314	15
CarAnox_mtb2_1242	217
CarAnox_mtb2_386	29
CarAnox_mtb2_503	88
CarAnox_mtb2_1219	808
CarAnox_mtb2_1576	221216
CarAnox_mtb2_1299	829
CarAnox_mtb2_242	150
CarAnox_mtb2_754	38
CarAnox_mtb2_236	65
CarAnox_mtb2_470	13
CarAnox_mtb2_1286	1189
CarAnox_mtb2_753	1161
CarAnox_mtb2_604	2138
CarAnox_mtb2_51	59
CarAnox_mtb2_335	5149
CarAnox_mtb2_548	52
CarAnox_mtb2_652	951
CarAnox_mtb2_757	54
CarAnox_mtb2_712	224
CarAnox_mtb2_1130	3
CarAnox_mtb2_1359	377
CarAnox_mtb2_916	1180
CarAnox_mtb2_1050	167
CarAnox_mtb2_1155	91
CarAnox_mtb2_317	154
CarAnox_mtb2_544	1645602
CarAnox_mtb2_1527	37
CarAnox_mtb2_1400	137
CarAnox_mtb2_1179	163
CarAnox_mtb2_1083	78
CarAnox_mtb2_78	1161
CarAnox_mtb2_20	100
CarAnox_mtb2_379	363
CarAnox_mtb2_955	103
CarAnox_mtb2_490	158
CarAnox_mtb2_841	82
CarAnox_mtb2_1250	310
CarAnox_mtb2_893	109
CarAnox_mtb2_601	34
CarAnox_mtb2_552	199
CarAnox_mtb2_832	362
CarAnox_mtb2_880	39
CarAnox_mtb2_1521	36
CarAnox_mtb2_94	14
CarAnox_mtb2_226	143
CarAnox_mtb2_1117	54174
CarAnox_mtb2_1388	54
CarAnox_mtb2_561	7
CarAnox_mtb2_453	102
CarAnox_mtb2_1478	31
CarAnox_mtb2_21	4941
CarAnox_mtb2_803	77064
CarAnox_mtb2_775	176
CarAnox_mtb2_606	403
CarAnox_mtb2_1681	446279
CarAnox_mtb2_748	68
CarAnox_mtb2_38	270
CarAnox_mtb2_180	153
CarAnox_mtb2_925	362
CarAnox_mtb2_420	6
CarAnox_mtb2_1549	396
CarAnox_mtb2_1684	1609
CarAnox_mtb2_591	116
CarAnox_mtb2_1079	1143
CarAnox_mtb2_983	877070
CarAnox_mtb2_1171	14
CarAnox_mtb2_62	16
CarAnox_mtb2_885	64
CarAnox_mtb2_563	628
CarAnox_mtb2_1508	26
CarAnox_mtb2_1007	14
CarAnox_mtb2_1413	13
CarAnox_mtb2_923	7
CarAnox_mtb2_1033	554
CarAnox_mtb2_628	40
CarAnox_mtb2_214	111
CarAnox_mtb2_1432	115
CarAnox_mtb2_32	10
CarAnox_mtb2_742	68
CarAnox_mtb2_864	222
CarAnox_mtb2_1554	49
CarAnox_mtb2_1372	14
CarAnox_mtb2_330	12
CarAnox_mtb2_1371	139
CarAnox_mtb2_1605	17316
CarAnox_mtb2_718	21
CarAnox_mtb2_751	118
CarAnox_mtb2_1593	150
CarAnox_mtb2_13	96
CarAnox_mtb2_1414	80
CarAnox_mtb2_979	174
CarAnox_mtb2_688	161
CarAnox_mtb2_86	56
CarAnox_mtb2_198	93
CarAnox_mtb2_522	423
CarAnox_mtb2_504	130
CarAnox_mtb2_732	250
CarAnox_mtb2_975	160
CarAnox_mtb2_692	52
CarAnox_mtb2_895	2026
CarAnox_mtb2_1322	153
CarAnox_mtb2_1003	732
CarAnox_mtb2_1433	628
CarAnox_mtb2_854	26
CarAnox_mtb2_1067	11
CarAnox_mtb2_1254	123
CarAnox_mtb2_109	708397
CarAnox_mtb2_1131	53
CarAnox_mtb2_956	0
CarAnox_mtb2_1507	1905091
CarAnox_mtb2_862	102
CarAnox_mtb2_907	23
CarAnox_mtb2_1569	1681
CarAnox_mtb2_1015	13
CarAnox_mtb2_1428	50
CarAnox_mtb2_1226	29
CarAnox_mtb2_481	80
CarAnox_mtb2_151	106
CarAnox_mtb2_334	229
CarAnox_mtb2_1465	46
CarAnox_mtb2_937	397
CarAnox_mtb2_76	91
CarAnox_mtb2_524	141
CarAnox_mtb2_1334	877
CarAnox_mtb2_1183	542
CarAnox_mtb2_459	95
CarAnox_mtb2_743	8142
CarAnox_mtb2_1429	420
CarAnox_mtb2_14	237
CarAnox_mtb2_1320	1290
CarAnox_mtb2_336	527
CarAnox_mtb2_1562	108
CarAnox_mtb2_213	3055
CarAnox_mtb2_83	166
CarAnox_mtb2_164	250
CarAnox_mtb2_313	186
CarAnox_mtb2_400	128
CarAnox_mtb2_421	61
CarAnox_mtb2_1600	55
CarAnox_mtb2_888	193
CarAnox_mtb2_1536	748
CarAnox_mtb2_1101	14
CarAnox_mtb2_707	248
CarAnox_mtb2_153	134
CarAnox_mtb2_786	23404
CarAnox_mtb2_206	418
CarAnox_mtb2_557	8
CarAnox_mtb2_349	273
CarAnox_mtb2_1053	117
CarAnox_mtb2_301	102
CarAnox_mtb2_809	12
CarAnox_mtb2_1556	316
CarAnox_mtb2_128	43
CarAnox_mtb2_1446	36
CarAnox_mtb2_1552	22
CarAnox_mtb2_1559	238
CarAnox_mtb2_1679	2041421
CarAnox_mtb2_1425	47
CarAnox_mtb2_516	7
CarAnox_mtb2_941	67
CarAnox_mtb2_828	312
CarAnox_mtb2_739	349
CarAnox_mtb2_1274	50
CarAnox_mtb2_30	6
CarAnox_mtb2_750	48
CarAnox_mtb2_608	63
CarAnox_mtb2_572	27
CarAnox_mtb2_1146	1167
CarAnox_mtb2_1398	115
CarAnox_mtb2_596	83
CarAnox_mtb2_243	686
CarAnox_mtb2_1149	73
CarAnox_mtb2_361	60
CarAnox_mtb2_938	51
CarAnox_mtb2_908	1954
CarAnox_mtb2_121	213
CarAnox_mtb2_713	253
CarAnox_mtb2_1080	6
CarAnox_mtb2_781	5732
CarAnox_mtb2_798	2306
CarAnox_mtb2_1422	58
CarAnox_mtb2_996	375
CarAnox_mtb2_535	92
CarAnox_mtb2_1253	64
CarAnox_mtb2_715	248
CarAnox_mtb2_621	98
CarAnox_mtb2_1042	56
CarAnox_mtb2_614	48
CarAnox_mtb2_1447	27690
CarAnox_mtb2_116	27
CarAnox_mtb2_244	105
CarAnox_mtb2_704	131
CarAnox_mtb2_492	22900
CarAnox_mtb2_1352	183
CarAnox_mtb2_768	20
CarAnox_mtb2_853	83
CarAnox_mtb2_31	14
CarAnox_mtb2_464	169
CarAnox_mtb2_942	110
CarAnox_mtb2_1019	39
CarAnox_mtb2_1375	1351
CarAnox_mtb2_310	105
CarAnox_mtb2_1268	172
CarAnox_mtb2_636	84
CarAnox_mtb2_512	26
CarAnox_mtb2_595	935
CarAnox_mtb2_1284	44
CarAnox_mtb2_59	101404
CarAnox_mtb2_1105	9
CarAnox_mtb2_719	19
CarAnox_mtb2_1356	11
CarAnox_mtb2_1570	78
CarAnox_mtb2_1503	6
CarAnox_mtb2_1244	142
CarAnox_mtb2_1109	408
CarAnox_mtb2_216	491
CarAnox_mtb2_660	48
CarAnox_mtb2_820	396
CarAnox_mtb2_762	7
CarAnox_mtb2_1264	120
CarAnox_mtb2_997	2559
CarAnox_mtb2_42	114
CarAnox_mtb2_1263	56
CarAnox_mtb2_292	233
CarAnox_mtb2_1649	33
CarAnox_mtb2_1604	43
CarAnox_mtb2_1464	17
CarAnox_mtb2_1392	21
CarAnox_mtb2_1225	202278
CarAnox_mtb2_479	26
CarAnox_mtb2_740	36
CarAnox_mtb2_1220	573736
CarAnox_mtb2_616	645
CarAnox_mtb2_1419	4002
CarAnox_mtb2_423	616
CarAnox_mtb2_358	130
CarAnox_mtb2_343	221
CarAnox_mtb2_920	51
CarAnox_mtb2_463	49
CarAnox_mtb2_1423	70
CarAnox_mtb2_633	127
CarAnox_mtb2_868	70
CarAnox_mtb2_1650	54
CarAnox_mtb2_1415	49
CarAnox_mtb2_877	71
CarAnox_mtb2_147	27
CarAnox_mtb2_1518	662
CarAnox_mtb2_1270	904
CarAnox_mtb2_1438	61
CarAnox_mtb2_959	13
CarAnox_mtb2_1246	192
CarAnox_mtb2_971	228
CarAnox_mtb2_1057	16
CarAnox_mtb2_645	57456
CarAnox_mtb2_501	12135
CarAnox_mtb2_43	286
CarAnox_mtb2_1579	18
CarAnox_mtb2_99	20
CarAnox_mtb2_1538	9
CarAnox_mtb2_603	652656
CarAnox_mtb2_568	22
CarAnox_mtb2_1594	22
CarAnox_mtb2_154	55
CarAnox_mtb2_944	59
CarAnox_mtb2_785	29
CarAnox_mtb2_741	303361
CarAnox_mtb2_954	170
CarAnox_mtb2_1214	5
CarAnox_mtb2_218	659
CarAnox_mtb2_428	141
CarAnox_mtb2_382	117428
CarAnox_mtb2_187	1052
CarAnox_mtb2_275	38
CarAnox_mtb2_1312	54
CarAnox_mtb2_1002	633
CarAnox_mtb2_281	10908
CarAnox_mtb2_1394	9
CarAnox_mtb2_1283	3300
CarAnox_mtb2_1221	14
CarAnox_mtb2_929	580
CarAnox_mtb2_773	2316
CarAnox_mtb2_1620	71
CarAnox_mtb2_804	17
CarAnox_mtb2_1528	106
CarAnox_mtb2_47	142
CarAnox_mtb2_418	143513
CarAnox_mtb2_1510	51
CarAnox_mtb2_205	2414
CarAnox_mtb2_919	97
CarAnox_mtb2_406	40
CarAnox_mtb2_1509	24
CarAnox_mtb2_824	57
CarAnox_mtb2_106	91
CarAnox_mtb2_1396	168
CarAnox_mtb2_1551	206
CarAnox_mtb2_1199	92
CarAnox_mtb2_451	161
CarAnox_mtb2_1564	15
CarAnox_mtb2_200	144
CarAnox_mtb2_110	308
CarAnox_mtb2_1578	40
CarAnox_mtb2_769	169
CarAnox_mtb2_541	590695
CarAnox_mtb2_946	553
CarAnox_mtb2_699	11250
CarAnox_mtb2_499	4
CarAnox_mtb2_1023	59
CarAnox_mtb2_209	6009
CarAnox_mtb2_654	251
CarAnox_mtb2_1261	96
CarAnox_mtb2_728	1550
CarAnox_mtb2_1162	25
CarAnox_mtb2_1302	108
CarAnox_mtb2_259	94
CarAnox_mtb2_1353	46
CarAnox_mtb2_1424	152
CarAnox_mtb2_49	119
