Genome	D2a200A_R1_paired.fastq.gz Read Count
CarAnox_mtb2_937	414
CarAnox_mtb2_76	201
CarAnox_mtb2_524	3539
CarAnox_mtb2_1334	677
CarAnox_mtb2_1183	1893
CarAnox_mtb2_459	26
CarAnox_mtb2_743	121429
CarAnox_mtb2_1429	81475
CarAnox_mtb2_14	139
CarAnox_mtb2_1320	5462
CarAnox_mtb2_336	142
CarAnox_mtb2_1562	267
CarAnox_mtb2_213	10806
CarAnox_mtb2_83	746
CarAnox_mtb2_164	390
CarAnox_mtb2_313	503
CarAnox_mtb2_400	315
CarAnox_mtb2_421	45
CarAnox_mtb2_1600	127
CarAnox_mtb2_888	13787
CarAnox_mtb2_1536	6482
CarAnox_mtb2_1101	6
CarAnox_mtb2_707	456
CarAnox_mtb2_153	333
CarAnox_mtb2_786	23453
CarAnox_mtb2_206	1693
CarAnox_mtb2_557	13
CarAnox_mtb2_349	537
CarAnox_mtb2_1053	885
CarAnox_mtb2_301	64
CarAnox_mtb2_809	58
CarAnox_mtb2_1556	4156
CarAnox_mtb2_128	132
CarAnox_mtb2_1446	25
CarAnox_mtb2_1552	76
CarAnox_mtb2_1559	262
CarAnox_mtb2_1679	95034
CarAnox_mtb2_1425	46
CarAnox_mtb2_516	5
CarAnox_mtb2_941	595
CarAnox_mtb2_828	843
CarAnox_mtb2_739	372
CarAnox_mtb2_1274	23
CarAnox_mtb2_30	20
CarAnox_mtb2_750	40
CarAnox_mtb2_608	81
CarAnox_mtb2_572	363
CarAnox_mtb2_1146	149
CarAnox_mtb2_1398	91
CarAnox_mtb2_596	666
CarAnox_mtb2_243	4544
CarAnox_mtb2_1149	525
CarAnox_mtb2_361	40
CarAnox_mtb2_938	3731
CarAnox_mtb2_908	528
CarAnox_mtb2_121	270
CarAnox_mtb2_713	85
CarAnox_mtb2_1080	16
CarAnox_mtb2_781	2318
CarAnox_mtb2_798	3521
CarAnox_mtb2_1422	35
CarAnox_mtb2_996	4580
CarAnox_mtb2_535	68
CarAnox_mtb2_1253	301
CarAnox_mtb2_715	267
CarAnox_mtb2_621	761
CarAnox_mtb2_1042	2520
CarAnox_mtb2_614	73
CarAnox_mtb2_1447	10286
CarAnox_mtb2_116	177
CarAnox_mtb2_244	1573
CarAnox_mtb2_704	1244
CarAnox_mtb2_492	4433
CarAnox_mtb2_1352	82
CarAnox_mtb2_768	6
CarAnox_mtb2_853	148
CarAnox_mtb2_31	33
CarAnox_mtb2_464	429
CarAnox_mtb2_942	137
CarAnox_mtb2_1019	454
CarAnox_mtb2_1375	1125
CarAnox_mtb2_310	72
CarAnox_mtb2_1268	389
CarAnox_mtb2_636	52
CarAnox_mtb2_512	6
CarAnox_mtb2_595	241
CarAnox_mtb2_1284	48
CarAnox_mtb2_59	103716
CarAnox_mtb2_1105	14
CarAnox_mtb2_719	44
CarAnox_mtb2_1356	328
CarAnox_mtb2_1570	251
CarAnox_mtb2_1503	5
CarAnox_mtb2_1244	178
CarAnox_mtb2_1109	237
CarAnox_mtb2_216	1788
CarAnox_mtb2_660	7
CarAnox_mtb2_820	2561
CarAnox_mtb2_762	12
CarAnox_mtb2_1264	85
CarAnox_mtb2_997	348
CarAnox_mtb2_42	905
CarAnox_mtb2_1263	42
CarAnox_mtb2_292	1070
CarAnox_mtb2_1649	33
CarAnox_mtb2_1604	60
CarAnox_mtb2_1464	33
CarAnox_mtb2_1392	470
CarAnox_mtb2_1225	52002
CarAnox_mtb2_479	16
CarAnox_mtb2_740	21
CarAnox_mtb2_1220	13463
CarAnox_mtb2_616	185
CarAnox_mtb2_1419	648
CarAnox_mtb2_423	111
CarAnox_mtb2_358	49
CarAnox_mtb2_343	163
CarAnox_mtb2_920	359
CarAnox_mtb2_463	21
CarAnox_mtb2_1423	58
CarAnox_mtb2_633	2181
CarAnox_mtb2_868	12
CarAnox_mtb2_1650	156
CarAnox_mtb2_1415	49
CarAnox_mtb2_877	588
CarAnox_mtb2_147	475
CarAnox_mtb2_1518	1213
CarAnox_mtb2_1270	2223
CarAnox_mtb2_1438	61
CarAnox_mtb2_959	37
CarAnox_mtb2_1246	6571
CarAnox_mtb2_971	215
CarAnox_mtb2_1057	373
CarAnox_mtb2_645	4910
CarAnox_mtb2_501	2555
CarAnox_mtb2_43	8203
CarAnox_mtb2_1579	59
CarAnox_mtb2_99	81
CarAnox_mtb2_1538	84
CarAnox_mtb2_603	91288
CarAnox_mtb2_568	90
CarAnox_mtb2_1594	15
CarAnox_mtb2_154	716
CarAnox_mtb2_944	706
CarAnox_mtb2_785	47
CarAnox_mtb2_741	565509
CarAnox_mtb2_954	2204
CarAnox_mtb2_1214	3
CarAnox_mtb2_218	348293
CarAnox_mtb2_428	45
CarAnox_mtb2_382	4465
CarAnox_mtb2_187	881
CarAnox_mtb2_275	0
CarAnox_mtb2_1312	30
CarAnox_mtb2_1002	144721
CarAnox_mtb2_281	1610
CarAnox_mtb2_1394	33
CarAnox_mtb2_1283	1509
CarAnox_mtb2_1221	27
CarAnox_mtb2_929	2802
CarAnox_mtb2_773	2048
CarAnox_mtb2_1620	109
CarAnox_mtb2_804	12
CarAnox_mtb2_1528	978
CarAnox_mtb2_47	567
CarAnox_mtb2_418	78541
CarAnox_mtb2_1510	35
CarAnox_mtb2_205	1376
CarAnox_mtb2_919	110
CarAnox_mtb2_406	385
CarAnox_mtb2_1509	105
CarAnox_mtb2_824	385
CarAnox_mtb2_106	14
CarAnox_mtb2_1396	282
CarAnox_mtb2_1551	337
CarAnox_mtb2_1199	1280
CarAnox_mtb2_451	32
CarAnox_mtb2_1564	24
CarAnox_mtb2_200	82
CarAnox_mtb2_110	1432
CarAnox_mtb2_1578	156
CarAnox_mtb2_769	470
CarAnox_mtb2_541	75281
CarAnox_mtb2_946	660
CarAnox_mtb2_699	666
CarAnox_mtb2_499	54
CarAnox_mtb2_1023	34
CarAnox_mtb2_209	1542
CarAnox_mtb2_654	251
CarAnox_mtb2_1261	1417
CarAnox_mtb2_728	629
CarAnox_mtb2_1162	201
CarAnox_mtb2_1302	1927
CarAnox_mtb2_259	68
CarAnox_mtb2_1353	57
CarAnox_mtb2_1424	439
CarAnox_mtb2_49	87
