Genome	D2a237A_R1_paired.fastq.gz Read Count
CarAnox_mtb2_729	180
CarAnox_mtb2_927	9607
CarAnox_mtb2_315	49326
CarAnox_mtb2_102	370083
CarAnox_mtb2_1173	914
CarAnox_mtb2_1215	2563
CarAnox_mtb2_245	226
CarAnox_mtb2_1108	3
CarAnox_mtb2_34	1731
CarAnox_mtb2_815	161
CarAnox_mtb2_1121	113
CarAnox_mtb2_1583	191822
CarAnox_mtb2_1636	2378
CarAnox_mtb2_1252	153
CarAnox_mtb2_507	8
CarAnox_mtb2_1463	889
CarAnox_mtb2_554	188
CarAnox_mtb2_1365	339
CarAnox_mtb2_564	389
CarAnox_mtb2_774	24363
CarAnox_mtb2_486	50
CarAnox_mtb2_811	10649
CarAnox_mtb2_661	20
CarAnox_mtb2_1208	130018
CarAnox_mtb2_1369	195830
CarAnox_mtb2_2	14007
CarAnox_mtb2_1188	1615
CarAnox_mtb2_790	1347
CarAnox_mtb2_1389	5189
CarAnox_mtb2_186	3526
CarAnox_mtb2_268	2140
CarAnox_mtb2_68	69
CarAnox_mtb2_1039	20
CarAnox_mtb2_215	1587
CarAnox_mtb2_782	3349
CarAnox_mtb2_1285	243
CarAnox_mtb2_1408	523
CarAnox_mtb2_122	83
CarAnox_mtb2_791	31
CarAnox_mtb2_1279	121
CarAnox_mtb2_120	10
CarAnox_mtb2_375	38
CarAnox_mtb2_1071	148
CarAnox_mtb2_1499	80
CarAnox_mtb2_1178	1
CarAnox_mtb2_171	475
CarAnox_mtb2_620	1500
CarAnox_mtb2_48	71
CarAnox_mtb2_435	238
CarAnox_mtb2_1454	635575
CarAnox_mtb2_190	5036
CarAnox_mtb2_890	246
CarAnox_mtb2_304	4
CarAnox_mtb2_1607	210
CarAnox_mtb2_16	38450
CarAnox_mtb2_912	4578
CarAnox_mtb2_1016	337
CarAnox_mtb2_265	11739
CarAnox_mtb2_857	124
CarAnox_mtb2_755	490
CarAnox_mtb2_1167	132
CarAnox_mtb2_341	70
CarAnox_mtb2_1374	2
CarAnox_mtb2_867	158
CarAnox_mtb2_18	43
CarAnox_mtb2_101	445
CarAnox_mtb2_583	61
CarAnox_mtb2_530	27
CarAnox_mtb2_1194	36071
CarAnox_mtb2_560	81
CarAnox_mtb2_737	97
CarAnox_mtb2_302	169
CarAnox_mtb2_1630	11
CarAnox_mtb2_1535	196
CarAnox_mtb2_181	2399
CarAnox_mtb2_691	197
CarAnox_mtb2_669	498
CarAnox_mtb2_1441	11250
CarAnox_mtb2_721	1271
CarAnox_mtb2_1655	118
CarAnox_mtb2_430	297
CarAnox_mtb2_567	44
CarAnox_mtb2_931	2012
CarAnox_mtb2_1288	587
CarAnox_mtb2_1201	166
CarAnox_mtb2_1010	6500
CarAnox_mtb2_1618	3667
CarAnox_mtb2_970	4
CarAnox_mtb2_1431	496
CarAnox_mtb2_671	11840
CarAnox_mtb2_1601	15
CarAnox_mtb2_663	12399
CarAnox_mtb2_1123	55
CarAnox_mtb2_972	14490
CarAnox_mtb2_352	11539
CarAnox_mtb2_722	406
CarAnox_mtb2_329	89
CarAnox_mtb2_1638	28
CarAnox_mtb2_599	1166
CarAnox_mtb2_872	13
CarAnox_mtb2_1531	1681
CarAnox_mtb2_779	8
CarAnox_mtb2_672	128753
CarAnox_mtb2_1249	30225
CarAnox_mtb2_631	76
CarAnox_mtb2_756	16403
CarAnox_mtb2_1366	46580
CarAnox_mtb2_115	1975
CarAnox_mtb2_193	4728
CarAnox_mtb2_846	119
CarAnox_mtb2_189	2650
CarAnox_mtb2_1190	59864
CarAnox_mtb2_957	83693
CarAnox_mtb2_1506	332
CarAnox_mtb2_1606	528
CarAnox_mtb2_1350	299
CarAnox_mtb2_196	536
CarAnox_mtb2_610	60
CarAnox_mtb2_1384	602
CarAnox_mtb2_1543	321
CarAnox_mtb2_1116	9402
CarAnox_mtb2_879	10454
CarAnox_mtb2_15	24
CarAnox_mtb2_1271	217
CarAnox_mtb2_1239	173537
CarAnox_mtb2_770	1063
CarAnox_mtb2_1534	1889
CarAnox_mtb2_586	180
CarAnox_mtb2_545	322883
CarAnox_mtb2_650	4374
CarAnox_mtb2_112	196
CarAnox_mtb2_1363	810
CarAnox_mtb2_419	978
CarAnox_mtb2_629	227
CarAnox_mtb2_1512	516
CarAnox_mtb2_1092	34907
CarAnox_mtb2_347	12649
CarAnox_mtb2_914	72
CarAnox_mtb2_1089	165
CarAnox_mtb2_945	79364
CarAnox_mtb2_697	156
CarAnox_mtb2_658	53
CarAnox_mtb2_403	353
CarAnox_mtb2_3	251
CarAnox_mtb2_598	324
CarAnox_mtb2_495	32
CarAnox_mtb2_220	68
CarAnox_mtb2_224	9953
CarAnox_mtb2_1628	748
CarAnox_mtb2_262	807
CarAnox_mtb2_117	78
CarAnox_mtb2_810	1038
CarAnox_mtb2_685	1757
CarAnox_mtb2_1056	1127
CarAnox_mtb2_1647	223
CarAnox_mtb2_22	26345
CarAnox_mtb2_291	1644
CarAnox_mtb2_690	1671
CarAnox_mtb2_538	3290
CarAnox_mtb2_623	20
CarAnox_mtb2_207	917
CarAnox_mtb2_771	3864
CarAnox_mtb2_539	2263
CarAnox_mtb2_1421	34
CarAnox_mtb2_777	260
CarAnox_mtb2_27	21010
CarAnox_mtb2_316	12
CarAnox_mtb2_114	255
CarAnox_mtb2_1098	230
CarAnox_mtb2_1316	640012
CarAnox_mtb2_1367	220
CarAnox_mtb2_662	343
CarAnox_mtb2_547	1408
CarAnox_mtb2_24	8497
CarAnox_mtb2_611	199
CarAnox_mtb2_1524	7692
CarAnox_mtb2_63	35
CarAnox_mtb2_1627	153
CarAnox_mtb2_1437	75
CarAnox_mtb2_657	2437
CarAnox_mtb2_1075	550
CarAnox_mtb2_573	93
CarAnox_mtb2_613	256
CarAnox_mtb2_651	4753
CarAnox_mtb2_183	3
CarAnox_mtb2_772	8798
CarAnox_mtb2_314	165
CarAnox_mtb2_1242	8769
CarAnox_mtb2_386	462
CarAnox_mtb2_503	572
CarAnox_mtb2_1219	711
CarAnox_mtb2_1576	5030
CarAnox_mtb2_1299	2539
CarAnox_mtb2_242	2124
CarAnox_mtb2_754	191
CarAnox_mtb2_236	575
CarAnox_mtb2_470	8
CarAnox_mtb2_1286	18667
CarAnox_mtb2_753	5945
CarAnox_mtb2_604	130902
CarAnox_mtb2_51	45
CarAnox_mtb2_335	38987
CarAnox_mtb2_548	188
CarAnox_mtb2_652	19527
CarAnox_mtb2_757	201
CarAnox_mtb2_712	240
CarAnox_mtb2_1130	8
CarAnox_mtb2_1359	1899
CarAnox_mtb2_916	78532
CarAnox_mtb2_1050	485
CarAnox_mtb2_1155	156
CarAnox_mtb2_317	64
CarAnox_mtb2_544	198227
CarAnox_mtb2_1527	199
CarAnox_mtb2_1400	23
CarAnox_mtb2_1179	800
CarAnox_mtb2_1083	33
CarAnox_mtb2_78	696
CarAnox_mtb2_20	2776
CarAnox_mtb2_379	7659
CarAnox_mtb2_955	83
CarAnox_mtb2_490	155
CarAnox_mtb2_841	7700
CarAnox_mtb2_1250	1708
CarAnox_mtb2_893	363
CarAnox_mtb2_601	107
CarAnox_mtb2_552	102
CarAnox_mtb2_832	1600
CarAnox_mtb2_880	356
CarAnox_mtb2_1521	847
CarAnox_mtb2_94	1996
CarAnox_mtb2_226	34
CarAnox_mtb2_1117	71615
CarAnox_mtb2_1388	84
CarAnox_mtb2_561	40
CarAnox_mtb2_453	2701
CarAnox_mtb2_1478	14
CarAnox_mtb2_21	7082
CarAnox_mtb2_803	164410
CarAnox_mtb2_775	104
CarAnox_mtb2_606	67
CarAnox_mtb2_1681	38298
CarAnox_mtb2_748	30
CarAnox_mtb2_38	54
CarAnox_mtb2_180	5683
CarAnox_mtb2_925	2424
CarAnox_mtb2_420	30
CarAnox_mtb2_1549	8296
CarAnox_mtb2_1684	350
CarAnox_mtb2_591	317
CarAnox_mtb2_1079	292
CarAnox_mtb2_983	28792
CarAnox_mtb2_1171	74
CarAnox_mtb2_62	84
CarAnox_mtb2_885	3733
CarAnox_mtb2_563	1447
CarAnox_mtb2_1508	261
CarAnox_mtb2_1007	333
CarAnox_mtb2_1413	40
CarAnox_mtb2_923	266
CarAnox_mtb2_1033	136178
CarAnox_mtb2_628	626
CarAnox_mtb2_214	53
CarAnox_mtb2_1432	2355
CarAnox_mtb2_32	51
CarAnox_mtb2_742	22
CarAnox_mtb2_864	1653
CarAnox_mtb2_1554	192
CarAnox_mtb2_1372	54
CarAnox_mtb2_330	10
CarAnox_mtb2_1371	58
CarAnox_mtb2_1605	21353
CarAnox_mtb2_718	0
CarAnox_mtb2_751	5443
CarAnox_mtb2_1593	3230
CarAnox_mtb2_13	1181
CarAnox_mtb2_1414	110
CarAnox_mtb2_979	10009
CarAnox_mtb2_688	2065
CarAnox_mtb2_86	19
CarAnox_mtb2_198	28682
CarAnox_mtb2_522	159
CarAnox_mtb2_504	73
CarAnox_mtb2_732	1110
CarAnox_mtb2_975	2738
CarAnox_mtb2_692	233
CarAnox_mtb2_895	147
CarAnox_mtb2_1322	2301
CarAnox_mtb2_1003	5520
CarAnox_mtb2_1433	309
CarAnox_mtb2_854	4
CarAnox_mtb2_1067	194
CarAnox_mtb2_1254	1289
CarAnox_mtb2_109	28381
CarAnox_mtb2_1131	38
CarAnox_mtb2_956	7
CarAnox_mtb2_1507	486261
CarAnox_mtb2_862	1126
CarAnox_mtb2_907	148
CarAnox_mtb2_1569	15039
CarAnox_mtb2_1015	13
CarAnox_mtb2_1428	5048
CarAnox_mtb2_1226	1146
CarAnox_mtb2_481	381
CarAnox_mtb2_151	1023
CarAnox_mtb2_334	469
CarAnox_mtb2_1465	1104
CarAnox_mtb2_937	201
CarAnox_mtb2_76	1363
CarAnox_mtb2_524	3386
CarAnox_mtb2_1334	3351
CarAnox_mtb2_1183	2200
CarAnox_mtb2_459	46
CarAnox_mtb2_743	171116
CarAnox_mtb2_1429	28777
CarAnox_mtb2_14	377
CarAnox_mtb2_1320	4841
CarAnox_mtb2_336	990
CarAnox_mtb2_1562	274
CarAnox_mtb2_213	101335
CarAnox_mtb2_83	752
CarAnox_mtb2_164	369
CarAnox_mtb2_313	3221
CarAnox_mtb2_400	909
CarAnox_mtb2_421	65
CarAnox_mtb2_1600	1215
CarAnox_mtb2_888	23895
CarAnox_mtb2_1536	2906
CarAnox_mtb2_1101	5
CarAnox_mtb2_707	1271
CarAnox_mtb2_153	300
CarAnox_mtb2_786	35500
CarAnox_mtb2_206	10659
CarAnox_mtb2_557	2
CarAnox_mtb2_349	1770
CarAnox_mtb2_1053	4312
CarAnox_mtb2_301	96
CarAnox_mtb2_809	158
CarAnox_mtb2_1556	3653
CarAnox_mtb2_128	882
CarAnox_mtb2_1446	41
CarAnox_mtb2_1552	518
CarAnox_mtb2_1559	528
CarAnox_mtb2_1679	28613
CarAnox_mtb2_1425	54
CarAnox_mtb2_516	2
CarAnox_mtb2_941	1186
CarAnox_mtb2_828	1665
CarAnox_mtb2_739	434
CarAnox_mtb2_1274	71
CarAnox_mtb2_30	26
CarAnox_mtb2_750	143
CarAnox_mtb2_608	154
CarAnox_mtb2_572	4553
CarAnox_mtb2_1146	125
CarAnox_mtb2_1398	427
CarAnox_mtb2_596	508
CarAnox_mtb2_243	13692
CarAnox_mtb2_1149	795
CarAnox_mtb2_361	212
CarAnox_mtb2_938	2826
CarAnox_mtb2_908	62109
CarAnox_mtb2_121	3598
CarAnox_mtb2_713	50
CarAnox_mtb2_1080	60
CarAnox_mtb2_781	14802
CarAnox_mtb2_798	22724
CarAnox_mtb2_1422	72
CarAnox_mtb2_996	33129
CarAnox_mtb2_535	73
CarAnox_mtb2_1253	404
CarAnox_mtb2_715	188
CarAnox_mtb2_621	5044
CarAnox_mtb2_1042	14971
CarAnox_mtb2_614	447
CarAnox_mtb2_1447	36421
CarAnox_mtb2_116	436
CarAnox_mtb2_244	2647
CarAnox_mtb2_704	1003
CarAnox_mtb2_492	35248
CarAnox_mtb2_1352	108
CarAnox_mtb2_768	11
CarAnox_mtb2_853	3597
CarAnox_mtb2_31	61
CarAnox_mtb2_464	1234
CarAnox_mtb2_942	75
CarAnox_mtb2_1019	568
CarAnox_mtb2_1375	2234
CarAnox_mtb2_310	323
CarAnox_mtb2_1268	440
CarAnox_mtb2_636	264
CarAnox_mtb2_512	8
CarAnox_mtb2_595	2621
CarAnox_mtb2_1284	41
CarAnox_mtb2_59	315630
CarAnox_mtb2_1105	35
CarAnox_mtb2_719	101
CarAnox_mtb2_1356	381
CarAnox_mtb2_1570	464
CarAnox_mtb2_1503	8
CarAnox_mtb2_1244	3220
CarAnox_mtb2_1109	239
CarAnox_mtb2_216	26272
CarAnox_mtb2_660	15
CarAnox_mtb2_820	21847
CarAnox_mtb2_762	19
CarAnox_mtb2_1264	181
CarAnox_mtb2_997	2015
CarAnox_mtb2_42	2431
CarAnox_mtb2_1263	64
CarAnox_mtb2_292	2785
CarAnox_mtb2_1649	19
CarAnox_mtb2_1604	101
CarAnox_mtb2_1464	324
CarAnox_mtb2_1392	419
CarAnox_mtb2_1225	80332
CarAnox_mtb2_479	36
CarAnox_mtb2_740	161
CarAnox_mtb2_1220	35955
CarAnox_mtb2_616	384
CarAnox_mtb2_1419	7779
CarAnox_mtb2_423	102
CarAnox_mtb2_358	264
CarAnox_mtb2_343	194
CarAnox_mtb2_920	300
CarAnox_mtb2_463	105
CarAnox_mtb2_1423	305
CarAnox_mtb2_633	2231
CarAnox_mtb2_868	124
CarAnox_mtb2_1650	177
CarAnox_mtb2_1415	82
CarAnox_mtb2_877	1806
CarAnox_mtb2_147	448
CarAnox_mtb2_1518	1760
CarAnox_mtb2_1270	5035
CarAnox_mtb2_1438	1901
CarAnox_mtb2_959	42
CarAnox_mtb2_1246	7390
CarAnox_mtb2_971	129
CarAnox_mtb2_1057	424
CarAnox_mtb2_645	2904
CarAnox_mtb2_501	3401
CarAnox_mtb2_43	3672
CarAnox_mtb2_1579	130
CarAnox_mtb2_99	575
CarAnox_mtb2_1538	57
CarAnox_mtb2_603	54569
CarAnox_mtb2_568	105
CarAnox_mtb2_1594	25
CarAnox_mtb2_154	1102
CarAnox_mtb2_944	586
CarAnox_mtb2_785	110
CarAnox_mtb2_741	2541676
CarAnox_mtb2_954	3836
CarAnox_mtb2_1214	23
CarAnox_mtb2_218	397066
CarAnox_mtb2_428	339
CarAnox_mtb2_382	65687
CarAnox_mtb2_187	8382
CarAnox_mtb2_275	6
CarAnox_mtb2_1312	108
CarAnox_mtb2_1002	632526
CarAnox_mtb2_281	483
CarAnox_mtb2_1394	38
CarAnox_mtb2_1283	6067
CarAnox_mtb2_1221	27
CarAnox_mtb2_929	8764
CarAnox_mtb2_773	19201
CarAnox_mtb2_1620	92
CarAnox_mtb2_804	20
CarAnox_mtb2_1528	1457
CarAnox_mtb2_47	648
CarAnox_mtb2_418	165438
CarAnox_mtb2_1510	136
CarAnox_mtb2_205	27362
CarAnox_mtb2_919	230
CarAnox_mtb2_406	412
CarAnox_mtb2_1509	63
CarAnox_mtb2_824	260
CarAnox_mtb2_106	55
CarAnox_mtb2_1396	1375
CarAnox_mtb2_1551	2896
CarAnox_mtb2_1199	16414
CarAnox_mtb2_451	26
CarAnox_mtb2_1564	10
CarAnox_mtb2_200	547
CarAnox_mtb2_110	1783
CarAnox_mtb2_1578	268
CarAnox_mtb2_769	362
CarAnox_mtb2_541	167894
CarAnox_mtb2_946	763
CarAnox_mtb2_699	239
CarAnox_mtb2_499	37
CarAnox_mtb2_1023	242
CarAnox_mtb2_209	24274
CarAnox_mtb2_654	642
CarAnox_mtb2_1261	1985
CarAnox_mtb2_728	63246
CarAnox_mtb2_1162	209
CarAnox_mtb2_1302	1994
CarAnox_mtb2_259	73
CarAnox_mtb2_1353	450
CarAnox_mtb2_1424	594
CarAnox_mtb2_49	240
