Genome	D2a267A_R1_paired.fastq.gz Read Count
CarAnox_mtb2_122	14022
CarAnox_mtb2_791	184
CarAnox_mtb2_1279	15931
CarAnox_mtb2_120	148
CarAnox_mtb2_375	346
CarAnox_mtb2_1071	1345
CarAnox_mtb2_1499	81
CarAnox_mtb2_1178	19
CarAnox_mtb2_171	14791
CarAnox_mtb2_620	4070
CarAnox_mtb2_48	549
CarAnox_mtb2_435	46814
CarAnox_mtb2_1454	938296
CarAnox_mtb2_190	402866
CarAnox_mtb2_890	968
CarAnox_mtb2_304	46
CarAnox_mtb2_1607	137
CarAnox_mtb2_16	153588
CarAnox_mtb2_912	98470
CarAnox_mtb2_1016	149269
CarAnox_mtb2_265	71269
CarAnox_mtb2_857	991
CarAnox_mtb2_755	29100
CarAnox_mtb2_1167	908
CarAnox_mtb2_341	1514
CarAnox_mtb2_1374	53
CarAnox_mtb2_867	9760
CarAnox_mtb2_18	357
CarAnox_mtb2_101	115301
CarAnox_mtb2_583	15084
CarAnox_mtb2_530	6491
CarAnox_mtb2_1194	27634
CarAnox_mtb2_560	9227
CarAnox_mtb2_737	52
CarAnox_mtb2_302	1121
CarAnox_mtb2_1630	1870
CarAnox_mtb2_1535	3954
CarAnox_mtb2_181	3814
CarAnox_mtb2_691	6731
CarAnox_mtb2_669	1481
CarAnox_mtb2_1441	411340
CarAnox_mtb2_721	1178
CarAnox_mtb2_1655	3929
CarAnox_mtb2_430	2900
CarAnox_mtb2_567	894
CarAnox_mtb2_931	133229
CarAnox_mtb2_1288	114
CarAnox_mtb2_1201	12219
CarAnox_mtb2_1010	804
CarAnox_mtb2_1618	229283
CarAnox_mtb2_970	57
CarAnox_mtb2_1431	84788
CarAnox_mtb2_671	129
CarAnox_mtb2_1601	2174
CarAnox_mtb2_663	291137
CarAnox_mtb2_1123	185
CarAnox_mtb2_972	5055
CarAnox_mtb2_352	195436
CarAnox_mtb2_722	12518
CarAnox_mtb2_329	886
CarAnox_mtb2_1638	1359
CarAnox_mtb2_599	8473
CarAnox_mtb2_872	112
CarAnox_mtb2_1531	177127
CarAnox_mtb2_779	12
CarAnox_mtb2_672	176874
CarAnox_mtb2_1249	1934474
CarAnox_mtb2_631	4156
CarAnox_mtb2_756	2690615
CarAnox_mtb2_1366	10276
CarAnox_mtb2_115	649595
CarAnox_mtb2_193	3978
CarAnox_mtb2_846	4811
CarAnox_mtb2_189	644759
CarAnox_mtb2_1190	272380
CarAnox_mtb2_957	69618
CarAnox_mtb2_1506	738
CarAnox_mtb2_1606	66633
CarAnox_mtb2_1350	22996
CarAnox_mtb2_196	58037
CarAnox_mtb2_610	2933
CarAnox_mtb2_1384	48599
CarAnox_mtb2_1543	2546
CarAnox_mtb2_1116	145965
CarAnox_mtb2_879	54506
CarAnox_mtb2_15	903
CarAnox_mtb2_1271	16689
CarAnox_mtb2_1239	193139
CarAnox_mtb2_770	556249
CarAnox_mtb2_1534	142157
CarAnox_mtb2_586	860
CarAnox_mtb2_545	81603
CarAnox_mtb2_650	495324
CarAnox_mtb2_112	1130
CarAnox_mtb2_1363	6561
CarAnox_mtb2_419	1584
CarAnox_mtb2_629	2027
CarAnox_mtb2_1512	12143
CarAnox_mtb2_1092	1869078
CarAnox_mtb2_347	9478
CarAnox_mtb2_914	4327
CarAnox_mtb2_1089	4856
CarAnox_mtb2_945	1038360
CarAnox_mtb2_697	36431
CarAnox_mtb2_658	12949
CarAnox_mtb2_403	51781
CarAnox_mtb2_3	50922
CarAnox_mtb2_598	413
CarAnox_mtb2_495	298
CarAnox_mtb2_220	2306
CarAnox_mtb2_224	2341
CarAnox_mtb2_1628	8891
CarAnox_mtb2_262	84844
CarAnox_mtb2_117	2836
CarAnox_mtb2_810	21468
CarAnox_mtb2_685	29155
CarAnox_mtb2_1056	3354
CarAnox_mtb2_1647	3905
CarAnox_mtb2_22	3944
CarAnox_mtb2_291	8177
CarAnox_mtb2_690	831
CarAnox_mtb2_538	137358
CarAnox_mtb2_623	107
CarAnox_mtb2_207	53333
CarAnox_mtb2_771	1564
CarAnox_mtb2_539	244513
CarAnox_mtb2_1421	584
CarAnox_mtb2_777	40072
CarAnox_mtb2_27	82894
CarAnox_mtb2_316	9
CarAnox_mtb2_114	627
CarAnox_mtb2_1098	4483
CarAnox_mtb2_1316	558869
CarAnox_mtb2_1367	12823
CarAnox_mtb2_662	138776
CarAnox_mtb2_547	328315
CarAnox_mtb2_24	1584088
CarAnox_mtb2_611	5438
CarAnox_mtb2_1524	36280
CarAnox_mtb2_63	376
CarAnox_mtb2_1627	996
CarAnox_mtb2_1437	17084
CarAnox_mtb2_657	399825
CarAnox_mtb2_1075	19106
CarAnox_mtb2_573	8818
CarAnox_mtb2_613	5201
CarAnox_mtb2_651	1232108
CarAnox_mtb2_183	17
CarAnox_mtb2_772	129169
CarAnox_mtb2_314	1523
CarAnox_mtb2_1242	981086
CarAnox_mtb2_386	23966
CarAnox_mtb2_503	8213
CarAnox_mtb2_1219	36512
CarAnox_mtb2_1576	177466
CarAnox_mtb2_1299	203422
CarAnox_mtb2_242	36969
CarAnox_mtb2_754	2044
CarAnox_mtb2_236	65512
CarAnox_mtb2_470	175
CarAnox_mtb2_1286	147873
CarAnox_mtb2_753	3762
CarAnox_mtb2_604	722392
CarAnox_mtb2_51	1172
CarAnox_mtb2_335	25470
CarAnox_mtb2_548	36979
CarAnox_mtb2_652	868075
CarAnox_mtb2_757	21828
CarAnox_mtb2_712	2565
CarAnox_mtb2_1130	10
CarAnox_mtb2_1359	260957
CarAnox_mtb2_916	124043
CarAnox_mtb2_1050	14310
CarAnox_mtb2_1155	2866
CarAnox_mtb2_317	1095
CarAnox_mtb2_544	254111
CarAnox_mtb2_1527	12338
CarAnox_mtb2_1400	140
CarAnox_mtb2_1179	603
CarAnox_mtb2_1083	1183
CarAnox_mtb2_78	65590
CarAnox_mtb2_20	158972
CarAnox_mtb2_379	623
CarAnox_mtb2_955	3074
CarAnox_mtb2_490	18578
CarAnox_mtb2_841	22957
CarAnox_mtb2_1250	113882
CarAnox_mtb2_893	15843
CarAnox_mtb2_601	5052
CarAnox_mtb2_552	2104
CarAnox_mtb2_832	212236
CarAnox_mtb2_880	16265
CarAnox_mtb2_1521	316319
CarAnox_mtb2_94	63608
CarAnox_mtb2_226	74
CarAnox_mtb2_1117	40414
CarAnox_mtb2_1388	504
CarAnox_mtb2_561	1107
CarAnox_mtb2_453	554170
CarAnox_mtb2_1478	518
CarAnox_mtb2_21	7797
CarAnox_mtb2_803	383799
CarAnox_mtb2_775	1577
CarAnox_mtb2_606	1273
CarAnox_mtb2_1681	5638
CarAnox_mtb2_748	131
CarAnox_mtb2_38	511
CarAnox_mtb2_180	140143
CarAnox_mtb2_925	243231
CarAnox_mtb2_420	82
CarAnox_mtb2_1549	413505
CarAnox_mtb2_1684	6695
CarAnox_mtb2_591	17945
CarAnox_mtb2_1079	4306
CarAnox_mtb2_983	505863
CarAnox_mtb2_1171	530
CarAnox_mtb2_62	243
CarAnox_mtb2_885	12566
CarAnox_mtb2_563	64023
CarAnox_mtb2_1508	3825
CarAnox_mtb2_1007	70479
CarAnox_mtb2_1413	148
CarAnox_mtb2_923	6699
CarAnox_mtb2_1033	189540
CarAnox_mtb2_628	15304
CarAnox_mtb2_214	21879
CarAnox_mtb2_1432	303386
CarAnox_mtb2_32	573
CarAnox_mtb2_742	587
CarAnox_mtb2_864	3883
CarAnox_mtb2_1554	2888
CarAnox_mtb2_1372	315
CarAnox_mtb2_330	78
CarAnox_mtb2_1371	170
CarAnox_mtb2_1605	922383
CarAnox_mtb2_718	0
CarAnox_mtb2_751	376597
CarAnox_mtb2_1593	177495
CarAnox_mtb2_13	56737
CarAnox_mtb2_1414	2519
CarAnox_mtb2_979	213765
CarAnox_mtb2_688	297952
CarAnox_mtb2_86	543
CarAnox_mtb2_198	103369
CarAnox_mtb2_522	5246
CarAnox_mtb2_504	7298
CarAnox_mtb2_732	552
CarAnox_mtb2_975	43763
CarAnox_mtb2_692	2380
CarAnox_mtb2_895	843
CarAnox_mtb2_1322	4889
CarAnox_mtb2_1003	1013699
CarAnox_mtb2_1433	9278
CarAnox_mtb2_854	130
CarAnox_mtb2_1067	38
CarAnox_mtb2_1254	164461
CarAnox_mtb2_109	12564
CarAnox_mtb2_1131	3089
CarAnox_mtb2_956	729
CarAnox_mtb2_1507	2272629
CarAnox_mtb2_862	42156
CarAnox_mtb2_907	3266
CarAnox_mtb2_1569	20387
CarAnox_mtb2_1015	1833
CarAnox_mtb2_1428	1921334
CarAnox_mtb2_1226	377489
CarAnox_mtb2_481	4226
CarAnox_mtb2_151	251716
CarAnox_mtb2_334	11664
CarAnox_mtb2_1465	22569
CarAnox_mtb2_937	577
CarAnox_mtb2_76	123351
CarAnox_mtb2_524	66571
CarAnox_mtb2_1334	3641
CarAnox_mtb2_1183	406568
CarAnox_mtb2_459	210
CarAnox_mtb2_743	88459
CarAnox_mtb2_1429	496098
CarAnox_mtb2_14	109024
CarAnox_mtb2_1320	81486
CarAnox_mtb2_336	21058
CarAnox_mtb2_1562	13745
CarAnox_mtb2_213	225438
CarAnox_mtb2_83	26159
CarAnox_mtb2_164	9192
CarAnox_mtb2_313	275845
CarAnox_mtb2_400	243243
CarAnox_mtb2_421	62
CarAnox_mtb2_1600	86340
CarAnox_mtb2_888	169256
CarAnox_mtb2_1536	871
CarAnox_mtb2_1101	75
CarAnox_mtb2_707	15908
CarAnox_mtb2_153	1640
CarAnox_mtb2_786	55462
CarAnox_mtb2_206	259874
CarAnox_mtb2_557	59
CarAnox_mtb2_349	494686
CarAnox_mtb2_1053	1015159
CarAnox_mtb2_301	1863
CarAnox_mtb2_809	14746
CarAnox_mtb2_1556	264137
CarAnox_mtb2_128	364219
CarAnox_mtb2_1446	487
CarAnox_mtb2_1552	14779
CarAnox_mtb2_1559	25484
CarAnox_mtb2_1679	2391
CarAnox_mtb2_1425	749
CarAnox_mtb2_516	68
CarAnox_mtb2_941	17011
CarAnox_mtb2_828	103980
CarAnox_mtb2_739	46776
CarAnox_mtb2_1274	1316
CarAnox_mtb2_30	209
CarAnox_mtb2_750	17192
CarAnox_mtb2_608	11397
CarAnox_mtb2_572	1165
CarAnox_mtb2_1146	17835
CarAnox_mtb2_1398	24244
CarAnox_mtb2_596	11393
CarAnox_mtb2_243	1253984
CarAnox_mtb2_1149	189107
CarAnox_mtb2_361	231
CarAnox_mtb2_938	10361
CarAnox_mtb2_908	455482
CarAnox_mtb2_121	76929
CarAnox_mtb2_713	54
CarAnox_mtb2_1080	39
CarAnox_mtb2_781	10133
CarAnox_mtb2_798	19667
CarAnox_mtb2_1422	781
CarAnox_mtb2_996	5567185
CarAnox_mtb2_535	3360
CarAnox_mtb2_1253	606
CarAnox_mtb2_715	2089
CarAnox_mtb2_621	88873
CarAnox_mtb2_1042	72062
CarAnox_mtb2_614	46848
CarAnox_mtb2_1447	24348
CarAnox_mtb2_116	8953
CarAnox_mtb2_244	389
CarAnox_mtb2_704	55821
CarAnox_mtb2_492	220892
CarAnox_mtb2_1352	305
CarAnox_mtb2_768	33
CarAnox_mtb2_853	47694
CarAnox_mtb2_31	1419
CarAnox_mtb2_464	78121
CarAnox_mtb2_942	867
CarAnox_mtb2_1019	804
CarAnox_mtb2_1375	101
CarAnox_mtb2_310	62718
CarAnox_mtb2_1268	14261
CarAnox_mtb2_636	6883
CarAnox_mtb2_512	42
CarAnox_mtb2_595	6437
CarAnox_mtb2_1284	693
CarAnox_mtb2_59	141259
CarAnox_mtb2_1105	1620
CarAnox_mtb2_719	349
CarAnox_mtb2_1356	42574
CarAnox_mtb2_1570	1967
CarAnox_mtb2_1503	41
CarAnox_mtb2_1244	1662
CarAnox_mtb2_1109	37131
CarAnox_mtb2_216	101037
CarAnox_mtb2_660	63
CarAnox_mtb2_820	254766
CarAnox_mtb2_762	16
CarAnox_mtb2_1264	9342
CarAnox_mtb2_997	1609
CarAnox_mtb2_42	92076
CarAnox_mtb2_1263	247
CarAnox_mtb2_292	635335
CarAnox_mtb2_1649	29
CarAnox_mtb2_1604	116
CarAnox_mtb2_1464	47976
CarAnox_mtb2_1392	760
CarAnox_mtb2_1225	372
CarAnox_mtb2_479	447
CarAnox_mtb2_740	11810
CarAnox_mtb2_1220	46746
CarAnox_mtb2_616	2225
CarAnox_mtb2_1419	15605
CarAnox_mtb2_423	665
CarAnox_mtb2_358	9827
CarAnox_mtb2_343	3447
CarAnox_mtb2_920	406
CarAnox_mtb2_463	2780
CarAnox_mtb2_1423	7108
CarAnox_mtb2_633	147858
CarAnox_mtb2_868	5308
CarAnox_mtb2_1650	1537
CarAnox_mtb2_1415	746
CarAnox_mtb2_877	413574
CarAnox_mtb2_147	933
CarAnox_mtb2_1518	164059
CarAnox_mtb2_1270	1281524
CarAnox_mtb2_1438	16228
CarAnox_mtb2_959	1010
CarAnox_mtb2_1246	7836
CarAnox_mtb2_971	350
CarAnox_mtb2_1057	9019
CarAnox_mtb2_645	5136
CarAnox_mtb2_501	5048
CarAnox_mtb2_43	28131
CarAnox_mtb2_1579	26403
CarAnox_mtb2_99	51364
CarAnox_mtb2_1538	34
CarAnox_mtb2_603	6968
CarAnox_mtb2_568	798
CarAnox_mtb2_1594	333
CarAnox_mtb2_154	99043
CarAnox_mtb2_944	13299
CarAnox_mtb2_785	633
CarAnox_mtb2_741	1400423
CarAnox_mtb2_954	780256
CarAnox_mtb2_1214	897
CarAnox_mtb2_218	171624
CarAnox_mtb2_428	11428
CarAnox_mtb2_382	21340
CarAnox_mtb2_187	5461
CarAnox_mtb2_275	30
CarAnox_mtb2_1312	1947
CarAnox_mtb2_1002	851895
CarAnox_mtb2_281	66436
CarAnox_mtb2_1394	305
CarAnox_mtb2_1283	64867
CarAnox_mtb2_1221	54
CarAnox_mtb2_929	953832
CarAnox_mtb2_773	22370
CarAnox_mtb2_1620	1614
CarAnox_mtb2_804	6516
CarAnox_mtb2_1528	97236
CarAnox_mtb2_47	54501
CarAnox_mtb2_418	909
CarAnox_mtb2_1510	5480
CarAnox_mtb2_205	22484
CarAnox_mtb2_919	3232
CarAnox_mtb2_406	9287
CarAnox_mtb2_1509	5358
CarAnox_mtb2_824	19206
CarAnox_mtb2_106	322
CarAnox_mtb2_1396	65648
CarAnox_mtb2_1551	252005
CarAnox_mtb2_1199	1487477
CarAnox_mtb2_451	898
CarAnox_mtb2_1564	31
CarAnox_mtb2_200	34376
CarAnox_mtb2_110	131607
CarAnox_mtb2_1578	11490
CarAnox_mtb2_769	2224272
CarAnox_mtb2_541	4074
CarAnox_mtb2_946	24381
CarAnox_mtb2_699	1421910
CarAnox_mtb2_499	110
CarAnox_mtb2_1023	20836
CarAnox_mtb2_209	22351
CarAnox_mtb2_654	24196
CarAnox_mtb2_1261	311734
CarAnox_mtb2_728	608575
CarAnox_mtb2_1162	3694
CarAnox_mtb2_1302	196436
CarAnox_mtb2_259	2151
CarAnox_mtb2_1353	37753
CarAnox_mtb2_1424	68190
CarAnox_mtb2_49	8316
