Genome	D2b237B_R1_paired.fastq.gz Read Count
CarAnox_mtb2_386	594
CarAnox_mtb2_503	29
CarAnox_mtb2_1219	326
CarAnox_mtb2_1576	474
CarAnox_mtb2_1299	17276
CarAnox_mtb2_242	7369
CarAnox_mtb2_754	90
CarAnox_mtb2_236	50
CarAnox_mtb2_470	1
CarAnox_mtb2_1286	2012
CarAnox_mtb2_753	187806
CarAnox_mtb2_604	864
CarAnox_mtb2_51	10
CarAnox_mtb2_335	499237
CarAnox_mtb2_548	45
CarAnox_mtb2_652	12324
CarAnox_mtb2_757	1283
CarAnox_mtb2_712	2151
CarAnox_mtb2_1130	0
CarAnox_mtb2_1359	1293
CarAnox_mtb2_916	10358
CarAnox_mtb2_1050	847
CarAnox_mtb2_1155	52
CarAnox_mtb2_317	338
CarAnox_mtb2_544	5364786
CarAnox_mtb2_1527	2613
CarAnox_mtb2_1400	245
CarAnox_mtb2_1179	63
CarAnox_mtb2_1083	110
CarAnox_mtb2_78	872
CarAnox_mtb2_20	13187
CarAnox_mtb2_379	201
CarAnox_mtb2_955	82
CarAnox_mtb2_490	108
CarAnox_mtb2_841	10133
CarAnox_mtb2_1250	241
CarAnox_mtb2_893	20
CarAnox_mtb2_601	607
CarAnox_mtb2_552	278
CarAnox_mtb2_832	393
CarAnox_mtb2_880	1882
CarAnox_mtb2_1521	13
CarAnox_mtb2_94	1107
CarAnox_mtb2_226	56
CarAnox_mtb2_1117	1420821
CarAnox_mtb2_1388	14
CarAnox_mtb2_561	314
CarAnox_mtb2_453	40
CarAnox_mtb2_1478	32
CarAnox_mtb2_21	19064
CarAnox_mtb2_803	1042927
CarAnox_mtb2_775	163
CarAnox_mtb2_606	130
CarAnox_mtb2_1681	101937
CarAnox_mtb2_748	89
CarAnox_mtb2_38	475
CarAnox_mtb2_180	9188
CarAnox_mtb2_925	83
CarAnox_mtb2_420	2
CarAnox_mtb2_1549	1299
CarAnox_mtb2_1684	1548
CarAnox_mtb2_591	3608
CarAnox_mtb2_1079	1364
CarAnox_mtb2_983	12178
CarAnox_mtb2_1171	68
CarAnox_mtb2_62	246
CarAnox_mtb2_885	67033
CarAnox_mtb2_563	283
CarAnox_mtb2_1508	69
CarAnox_mtb2_1007	150
CarAnox_mtb2_1413	54
CarAnox_mtb2_923	2207
CarAnox_mtb2_1033	85
CarAnox_mtb2_628	1880
CarAnox_mtb2_214	33
CarAnox_mtb2_1432	54
CarAnox_mtb2_32	1607
CarAnox_mtb2_742	29
CarAnox_mtb2_864	44047
CarAnox_mtb2_1554	15
CarAnox_mtb2_1372	1
CarAnox_mtb2_330	20
CarAnox_mtb2_1371	599
CarAnox_mtb2_1605	6382
CarAnox_mtb2_718	71
CarAnox_mtb2_751	64
CarAnox_mtb2_1593	135
CarAnox_mtb2_13	5029
CarAnox_mtb2_1414	520
CarAnox_mtb2_979	6223
CarAnox_mtb2_688	66
CarAnox_mtb2_86	15
CarAnox_mtb2_198	2911
CarAnox_mtb2_522	321
CarAnox_mtb2_504	64
CarAnox_mtb2_732	98
CarAnox_mtb2_975	15866
CarAnox_mtb2_692	4193
CarAnox_mtb2_895	1329
CarAnox_mtb2_1322	44177
CarAnox_mtb2_1003	266
CarAnox_mtb2_1433	673
CarAnox_mtb2_854	14
CarAnox_mtb2_1067	26
CarAnox_mtb2_1254	98
CarAnox_mtb2_109	536925
CarAnox_mtb2_1131	857
CarAnox_mtb2_956	4
CarAnox_mtb2_1507	185036
CarAnox_mtb2_862	21
CarAnox_mtb2_907	293
CarAnox_mtb2_1569	217415
CarAnox_mtb2_1015	1
CarAnox_mtb2_1428	199
CarAnox_mtb2_1226	61
CarAnox_mtb2_481	20
CarAnox_mtb2_151	81
CarAnox_mtb2_334	824
CarAnox_mtb2_1465	1042
CarAnox_mtb2_937	182
CarAnox_mtb2_76	100
CarAnox_mtb2_524	66
CarAnox_mtb2_1334	2381
CarAnox_mtb2_1183	111
CarAnox_mtb2_459	311
CarAnox_mtb2_743	5347
CarAnox_mtb2_1429	52
CarAnox_mtb2_14	41
CarAnox_mtb2_1320	1628
CarAnox_mtb2_336	6211
CarAnox_mtb2_1562	415
CarAnox_mtb2_213	224786
CarAnox_mtb2_83	66
CarAnox_mtb2_164	72
CarAnox_mtb2_313	476
CarAnox_mtb2_400	54
CarAnox_mtb2_421	55
CarAnox_mtb2_1600	11153
CarAnox_mtb2_888	126
CarAnox_mtb2_1536	174
CarAnox_mtb2_1101	12
CarAnox_mtb2_707	7716
CarAnox_mtb2_153	29
CarAnox_mtb2_786	98944
CarAnox_mtb2_206	239
CarAnox_mtb2_557	2
CarAnox_mtb2_349	150
CarAnox_mtb2_1053	77
CarAnox_mtb2_301	197
CarAnox_mtb2_809	645
CarAnox_mtb2_1556	125
CarAnox_mtb2_128	72
CarAnox_mtb2_1446	39
CarAnox_mtb2_1552	2217
CarAnox_mtb2_1559	703
CarAnox_mtb2_1679	564832
CarAnox_mtb2_1425	92
CarAnox_mtb2_516	11
CarAnox_mtb2_941	1488
CarAnox_mtb2_828	66
CarAnox_mtb2_739	249
CarAnox_mtb2_1274	897
CarAnox_mtb2_30	73
CarAnox_mtb2_750	2889
CarAnox_mtb2_608	81
CarAnox_mtb2_572	22076
CarAnox_mtb2_1146	134
CarAnox_mtb2_1398	1114
CarAnox_mtb2_596	26
CarAnox_mtb2_243	241
CarAnox_mtb2_1149	12
CarAnox_mtb2_361	25
CarAnox_mtb2_938	14
CarAnox_mtb2_908	27438
CarAnox_mtb2_121	1285
CarAnox_mtb2_713	38
CarAnox_mtb2_1080	37
CarAnox_mtb2_781	97428
CarAnox_mtb2_798	18750
CarAnox_mtb2_1422	73
CarAnox_mtb2_996	2061
CarAnox_mtb2_535	36
CarAnox_mtb2_1253	61
CarAnox_mtb2_715	67
CarAnox_mtb2_621	119
CarAnox_mtb2_1042	158
CarAnox_mtb2_614	6568
CarAnox_mtb2_1447	350070
CarAnox_mtb2_116	2155
CarAnox_mtb2_244	35
CarAnox_mtb2_704	59
CarAnox_mtb2_492	654446
CarAnox_mtb2_1352	91
CarAnox_mtb2_768	39
CarAnox_mtb2_853	5465
CarAnox_mtb2_31	71
CarAnox_mtb2_464	106
CarAnox_mtb2_942	62
CarAnox_mtb2_1019	17
CarAnox_mtb2_1375	3127
CarAnox_mtb2_310	11181
CarAnox_mtb2_1268	46
CarAnox_mtb2_636	763
CarAnox_mtb2_512	7
CarAnox_mtb2_595	80613
CarAnox_mtb2_1284	26
CarAnox_mtb2_59	2373491
CarAnox_mtb2_1105	1018
CarAnox_mtb2_719	87
CarAnox_mtb2_1356	8
CarAnox_mtb2_1570	482
CarAnox_mtb2_1503	15
CarAnox_mtb2_1244	52085
CarAnox_mtb2_1109	317
CarAnox_mtb2_216	143458
CarAnox_mtb2_660	7
CarAnox_mtb2_820	1097
CarAnox_mtb2_762	20
CarAnox_mtb2_1264	103
CarAnox_mtb2_997	4363
CarAnox_mtb2_42	126
CarAnox_mtb2_1263	144
CarAnox_mtb2_292	170
CarAnox_mtb2_1649	11
CarAnox_mtb2_1604	49
CarAnox_mtb2_1464	472
CarAnox_mtb2_1392	20
CarAnox_mtb2_1225	400033
CarAnox_mtb2_479	266
CarAnox_mtb2_740	2841
CarAnox_mtb2_1220	733899
CarAnox_mtb2_616	3643
CarAnox_mtb2_1419	25561
CarAnox_mtb2_423	274
CarAnox_mtb2_358	1169
CarAnox_mtb2_343	63
CarAnox_mtb2_920	15
CarAnox_mtb2_463	503
CarAnox_mtb2_1423	881
CarAnox_mtb2_633	111
CarAnox_mtb2_868	1211
CarAnox_mtb2_1650	200
CarAnox_mtb2_1415	2978
CarAnox_mtb2_877	21
CarAnox_mtb2_147	1001
CarAnox_mtb2_1518	155
CarAnox_mtb2_1270	409
CarAnox_mtb2_1438	81015
CarAnox_mtb2_959	983
CarAnox_mtb2_1246	27587
CarAnox_mtb2_971	58
CarAnox_mtb2_1057	663
CarAnox_mtb2_645	6295
CarAnox_mtb2_501	1963
CarAnox_mtb2_43	513
CarAnox_mtb2_1579	1
CarAnox_mtb2_99	3737
CarAnox_mtb2_1538	9
CarAnox_mtb2_603	188605
CarAnox_mtb2_568	7
CarAnox_mtb2_1594	14
CarAnox_mtb2_154	18
CarAnox_mtb2_944	1294
CarAnox_mtb2_785	250
CarAnox_mtb2_741	4153494
CarAnox_mtb2_954	73
CarAnox_mtb2_1214	114
CarAnox_mtb2_218	334
CarAnox_mtb2_428	1926
CarAnox_mtb2_382	305622
CarAnox_mtb2_187	24040
CarAnox_mtb2_275	51
CarAnox_mtb2_1312	1788
CarAnox_mtb2_1002	2779
CarAnox_mtb2_281	448
CarAnox_mtb2_1394	13
CarAnox_mtb2_1283	139454
CarAnox_mtb2_1221	63
CarAnox_mtb2_929	102
CarAnox_mtb2_773	386161
CarAnox_mtb2_1620	16
CarAnox_mtb2_804	25
CarAnox_mtb2_1528	58
CarAnox_mtb2_47	46
CarAnox_mtb2_418	287211
CarAnox_mtb2_1510	95
CarAnox_mtb2_205	278615
CarAnox_mtb2_919	4920
CarAnox_mtb2_406	19
CarAnox_mtb2_1509	967
CarAnox_mtb2_824	50
CarAnox_mtb2_106	184
CarAnox_mtb2_1396	877
CarAnox_mtb2_1551	3644
CarAnox_mtb2_1199	51
CarAnox_mtb2_451	48
CarAnox_mtb2_1564	155
CarAnox_mtb2_200	1331
CarAnox_mtb2_110	75
CarAnox_mtb2_1578	10
CarAnox_mtb2_769	28675
CarAnox_mtb2_541	427297
CarAnox_mtb2_946	1917
CarAnox_mtb2_699	376
CarAnox_mtb2_499	1
CarAnox_mtb2_1023	1483
CarAnox_mtb2_209	635893
CarAnox_mtb2_654	1284
CarAnox_mtb2_1261	20
CarAnox_mtb2_728	14101
CarAnox_mtb2_1162	10
CarAnox_mtb2_1302	55
CarAnox_mtb2_259	12
CarAnox_mtb2_1353	2788
CarAnox_mtb2_1424	66
CarAnox_mtb2_49	1133
